ticker,CRWD US Equity
2019-10-30,7.6255
2019-10-31,-2.9838
2019-11-01,-2.8251
2019-11-04,2.3711
2019-11-05,-1.9134
2019-11-06,-1.7864
2019-11-07,-4.8713999999999995
2019-11-08,3.7582
2019-11-11,-2.1394
2019-11-12,1.8397999999999999
2019-11-13,10.5207
2019-11-14,1.4038
2019-11-15,13.3131
2019-11-18,-4.4854
2019-11-19,-1.8749
2019-11-20,-2.0
2019-11-21,-2.0226
2019-11-22,0.7997
2019-11-25,3.0258
2019-11-26,-0.4656
2019-11-27,1.2774
2019-11-29,3.0378
2019-12-02,-5.1552
2019-12-03,4.2901
2019-12-04,-4.1659
2019-12-05,-3.6923
2019-12-06,-3.8905
2019-12-09,-3.7138999999999998
2019-12-10,-2.9592
2019-12-11,0.3785
2019-12-12,-0.9009
2019-12-13,4.4609
2019-12-16,0.081
2019-12-17,-2.1436
2019-12-18,3.6164
2019-12-19,-1.3363
2019-12-20,0.0404
2019-12-23,-3.3138
2019-12-24,-0.209
2019-12-26,4.7749
2019-12-27,-2.2187
2019-12-30,2.269
2019-12-31,-0.3198
2020-01-02,-0.8622
2020-01-03,2.6497
2020-01-06,8.5911
2020-01-07,-0.6532
2020-01-08,1.6621000000000001
2020-01-09,0.5031
2020-01-10,2.2524
2020-01-13,3.0944
2020-01-14,0.4579
2020-01-15,1.7048999999999999
2020-01-16,3.3029
2020-01-17,1.9441000000000002
2020-01-21,-1.907
2020-01-22,0.5302
2020-01-23,-1.6301999999999999
2020-01-24,-3.7368
2020-01-27,-2.0084
2020-01-28,1.7396
2020-01-29,2.0146
2020-01-30,3.6343
2020-01-31,-2.1777
2020-02-03,-0.0164
2020-02-04,4.0521
2020-02-05,-2.7378
2020-02-06,0.6066
2020-02-07,-0.1608
2020-02-10,1.9487999999999999
2020-02-11,2.9858000000000002
2020-02-12,-0.1687
2020-02-13,0.3534
2020-02-14,-0.7043
2020-02-18,1.835
2020-02-19,-0.0151
2020-02-20,-4.0133
2020-02-21,-3.8656
2020-02-24,-4.6775
2020-02-25,-0.5854
2020-02-26,1.2469999999999999
2020-02-27,-1.6421000000000001
2020-02-28,3.7217000000000002
2020-03-02,-0.8551
2020-03-03,-4.4817
2020-03-04,1.2748
2020-03-05,-2.2378
2020-03-06,-7.0815
2020-03-09,-11.9707
2020-03-10,2.5579
2020-03-11,-8.6549
2020-03-12,-11.7386
2020-03-13,4.5743
2020-03-16,-16.536
2020-03-17,15.1469
2020-03-18,1.6311
2020-03-19,8.0507
2020-03-20,17.4173
2020-03-23,4.9786
2020-03-24,11.4286
2020-03-25,-2.7036
2020-03-26,5.1273
2020-03-27,0.2558
2020-03-30,-1.8199999999999998
2020-03-31,-3.5343
2020-04-01,-1.9756
2020-04-02,3.8659
2020-04-03,1.9933
2020-04-06,2.1619
2020-04-07,0.8972
2020-04-08,1.2081
2020-04-09,-3.5975
2020-04-13,1.0662
2020-04-14,3.6073
2020-04-15,1.5272999999999999
2020-04-16,2.6367000000000003
2020-04-17,2.0331
2020-04-20,5.6997
2020-04-21,-3.4488
2020-04-22,3.0271
2020-04-23,1.234
2020-04-24,4.4841
2020-04-27,2.2222
2020-04-28,-4.7147
2020-04-29,-1.212
2020-04-30,-2.3383
2020-05-01,2.2909
2020-05-04,6.0974
2020-05-05,-2.5058
2020-05-06,1.1873
2020-05-07,4.2104
2020-05-08,1.6029
2020-05-11,-0.6128
2020-05-12,-0.1049
2020-05-13,0.5515
2020-05-14,0.7444
2020-05-15,0.0
2020-05-18,-1.3482
2020-05-19,3.2194
2020-05-20,3.0808
2020-05-21,-0.457
2020-05-22,2.0099
2020-05-26,-3.4906
2020-05-27,-1.7139
2020-05-28,1.9361000000000002
2020-05-29,10.4528
2020-06-01,8.0059
2020-06-02,-2.7309
2020-06-03,6.3415
2020-06-04,-2.1611
2020-06-05,-2.1359
2020-06-08,1.5969
2020-06-09,-1.6033
2020-06-10,3.5357
2020-06-11,-2.2423
2020-06-12,-2.0202
2020-06-15,6.3359
2020-06-16,2.04
2020-06-17,-2.3258
2020-06-18,2.9588
2020-06-19,-0.5216
2020-06-22,3.8979
2020-06-23,-0.7141
2020-06-24,-0.5467
2020-06-25,1.9383
2020-06-26,-6.5462
2020-06-29,-0.6985
2020-06-30,2.2324
2020-07-01,2.6523
2020-07-02,4.1962
2020-07-06,-0.8204
2020-07-07,0.0282
2020-07-08,7.6395
2020-07-09,2.5404
2020-07-10,-0.6896
2020-07-13,-8.9498
2020-07-14,-0.5649
2020-07-15,-2.3293
2020-07-16,-2.0262000000000002
2020-07-17,0.3661
2020-07-20,5.2154
2020-07-21,-0.1124
2020-07-22,-2.7111
2020-07-23,-2.1695
2020-07-24,-1.4094
2020-07-27,3.5689
2020-07-28,2.056
2020-07-29,6.8003
2020-07-30,-0.8944
2020-07-31,1.1527
