ticker,CPLG US Equity
2018-10-19,-0.5329
2018-10-22,-0.0595
2018-10-23,-1.0125
2018-10-24,-4.5728
2018-10-25,1.5763
2018-10-26,-0.3104
2018-10-29,-1.2453
2018-10-30,1.3241
2018-10-31,1.8668
2018-11-01,2.5657
2018-11-02,0.4765
2018-11-05,4.0901
2018-11-06,-9.0547
2018-11-07,1.6280999999999999
2018-11-08,-1.1091
2018-11-09,-2.4299
2018-11-12,-3.1928
2018-11-13,-1.847
2018-11-14,-2.0833
2018-11-15,-2.059
2018-11-16,-0.2102
2018-11-19,0.1404
2018-11-20,-1.683
2018-11-21,1.7832
2018-11-23,-1.9622000000000002
2018-11-26,-1.0722
2018-11-27,-1.5896
2018-11-28,2.3495
2018-11-29,1.5065
2018-11-30,-0.5654
2018-12-03,0.2132
2018-12-04,-4.539
2018-12-06,-0.8915
2018-12-07,-0.2999
2018-12-10,-0.6767
2018-12-11,-1.2112
2018-12-12,-1.9923
2018-12-13,-2.8147
2018-12-14,-5.0684
2018-12-17,-1.8643999999999998
2018-12-18,5.0086
2018-12-19,-0.0822
2018-12-20,-1.2346
2018-12-21,-0.25
2018-12-24,-1.1696
2018-12-26,1.3525
2018-12-27,-0.0834
2018-12-28,2.6711
2018-12-31,1.2397
2019-01-02,0.2449
2019-01-03,-1.0586
2019-01-04,5.0206
2019-01-07,-0.2351
2019-01-08,3.535
2019-01-09,-0.9863
2019-01-10,0.9195
2019-01-11,-1.4426999999999999
2019-01-14,-3.2357
2019-01-15,-1.035
2019-01-16,-0.2414
2019-01-17,-0.4839
2019-01-18,0.4862
2019-01-22,-0.8065
2019-01-23,-1.3820999999999999
2019-01-24,-0.0824
2019-01-25,-0.4125
2019-01-28,-0.3314
2019-01-29,0.4156
2019-01-30,0.4139
2019-01-31,0.9068
2019-02-01,3.5948
2019-02-04,0.1577
2019-02-05,-1.5748
2019-02-06,-0.24
2019-02-07,-1.8444
2019-02-08,0.0817
2019-02-11,2.2857
2019-02-12,0.3192
2019-02-13,3.8982
2019-02-14,-0.6891
2019-02-15,-0.2313
2019-02-19,4.4049
2019-02-20,4.0711
2019-02-21,1.2091
2019-02-22,0.0703
2019-02-25,-0.2809
2019-02-26,-1.2676
2019-02-27,-0.0713
2019-02-28,-0.2855
2019-03-01,2.5054
2019-03-04,1.2570000000000001
2019-03-05,0.4138
2019-03-06,-1.0989
2019-03-07,-2.7083
2019-03-08,-2.4268
2019-03-11,2.9993
2019-03-12,-1.5625
2019-03-13,0.2886
2019-03-14,-0.1439
2019-03-15,-0.072
2019-03-18,-0.1442
2019-03-19,-0.6498
2019-03-20,-0.9448
2019-03-21,3.6684
2019-03-22,-25.69
2019-03-25,-1.7143000000000002
2019-03-26,1.5504
2019-03-27,0.3817
2019-03-28,4.5626999999999995
2019-03-29,1.5455
2019-04-01,5.1925
2019-04-02,2.5108
2019-04-03,2.1959
2019-04-04,0.9917
2019-04-05,3.0278
2019-04-08,-0.7149
2019-04-09,-2.08
2019-04-10,2.9412000000000003
2019-04-11,0.3175
2019-04-12,-0.2373
2019-04-15,-0.4758
2019-04-16,-0.3984
2019-04-17,-0.8
2019-04-18,-0.5645
2019-04-22,-0.5677
2019-04-23,-0.2447
2019-04-24,0.0818
2019-04-25,0.0817
2019-04-26,2.0408
2019-04-29,1.6
2019-04-30,-1.5748
2019-05-01,0.64
2019-05-02,2.5437
2019-05-03,3.7209
2019-05-06,1.5695000000000001
2019-05-07,-1.1773
2019-05-08,-0.5957
2019-05-09,-1.3483
2019-05-10,0.9871
2019-05-13,0.0
2019-05-14,3.8346
2019-05-15,-6.5894
2019-05-16,2.3256
2019-05-17,-2.6515
2019-05-20,-1.0895
2019-05-21,1.1802
2019-05-22,-1.4774
2019-05-23,-1.2628
2019-05-24,1.9984
2019-05-28,-1.6458
2019-05-29,-1.1155
2019-05-30,-0.5641
2019-05-31,-1.7828
2019-06-03,-0.2475
2019-06-04,1.9851
2019-06-05,-0.2433
2019-06-06,0.4878
2019-06-07,3.8026
2019-06-10,-0.1559
2019-06-11,0.3123
2019-06-12,-0.7004
2019-06-13,1.7241
2019-06-14,-0.6163
2019-06-17,0.0
2019-06-18,0.6202
2019-06-19,0.5393
2019-06-20,1.6858
2019-06-21,-2.7882
2019-06-24,-1.4729
2019-06-25,-0.7868
2019-06-26,-1.6653
2019-06-27,0.0
2019-06-28,1.5574
2019-07-01,1.3721
2019-07-02,3.1051
2019-07-03,0.3861
2019-07-05,0.0
2019-07-08,-0.7692
2019-07-09,-4.6512
2019-07-10,0.1626
2019-07-11,-2.5974
2019-07-12,0.1667
2019-07-15,0.1664
2019-07-16,2.5747999999999998
2019-07-17,0.8097
2019-07-18,-1.4458
2019-07-19,-1.7115
2019-07-22,-0.7463
2019-07-23,0.1671
2019-07-24,0.5004
2019-07-25,-0.5809
2019-07-26,0.3339
2019-07-29,-0.1664
2019-07-30,-0.5
2019-07-31,-1.7588
2019-08-01,-2.3018
2019-08-02,-0.4363
2019-08-05,-3.3304
2019-08-06,0.0
2019-08-07,-1.0879
2019-08-08,1.0082
2019-08-09,-0.726
2019-08-12,-0.7313
2019-08-13,0.3683
2019-08-14,-16.5138
2019-08-15,-1.978
2019-08-16,5.6054
2019-08-19,-1.9108
2019-08-20,-3.1385
2019-08-21,0.1117
2019-08-22,-0.8929
2019-08-23,-0.5631
2019-08-26,0.2265
2019-08-27,-1.3559
2019-08-28,2.9782
2019-08-29,0.8899
2019-08-30,0.3308
2019-09-03,0.989
2019-09-04,0.2176
2019-09-05,3.8002000000000002
2019-09-06,1.9874
2019-09-09,5.1282
2019-09-10,0.5854
2019-09-11,3.2978
2019-09-12,-1.1268
2019-09-13,1.8993
2019-09-16,0.5592
2019-09-17,-1.2048
2019-09-18,-2.6266
2019-09-19,-0.3854
2019-09-20,1.4506999999999999
2019-09-23,0.6673
2019-09-24,-0.8523
2019-09-25,-1.0506
2019-09-26,-0.6757
2019-09-27,0.3887
2019-09-30,-0.1974
2019-10-01,0.0
2019-10-02,-0.7913
2019-10-03,-0.8973
2019-10-04,0.1006
2019-10-07,-0.3015
2019-10-08,-2.7218
2019-10-09,0.9326
2019-10-10,-0.2053
2019-10-11,0.7202
2019-10-14,-0.1021
2019-10-15,0.0
2019-10-16,-0.9202
2019-10-17,0.3096
2019-10-18,-0.3086
2019-10-21,1.3416000000000001
2019-10-22,1.4257
2019-10-23,0.4016
2019-10-24,0.0
2019-10-25,-1.1
2019-10-28,0.2022
2019-10-29,-1.0091
2019-10-30,0.4077
2019-10-31,0.0
2019-11-01,2.8426
2019-11-04,1.3820000000000001
2019-11-05,1.1685
2019-11-06,-1.5399
2019-11-07,-3.9101
2019-11-08,-0.3052
2019-11-11,0.9184
2019-11-12,-0.91
2019-11-13,0.4082
2019-11-14,5.5894
2019-11-15,-0.6737
2019-11-18,-2.7132
2019-11-19,-0.3984
2019-11-20,-1.3
2019-11-21,0.8105
2019-11-22,0.603
2019-11-25,0.8991
2019-11-26,-0.6931
2019-11-27,1.1964
2019-11-29,-0.3941
2019-12-02,-1.6815
2019-12-03,-0.1006
2019-12-04,0.2014
2019-12-05,0.7035
2019-12-06,1.2974
2019-12-09,0.4926
2019-12-10,-1.6667
2019-12-11,-0.4985
2019-12-12,3.3066
2019-12-13,0.0
2019-12-16,5.5286
2019-12-17,-0.1838
2019-12-18,-1.1971
2019-12-19,-2.1435
2019-12-20,1.2381
2019-12-23,-0.2822
2019-12-24,0.0943
2019-12-26,0.9425
2019-12-27,0.0934
2019-12-30,0.3802
2019-12-31,1.1364
2020-01-02,-0.3745
2020-01-03,-0.8459
2020-01-06,-1.5166
2020-01-07,-4.3311
2020-01-08,1.006
2020-01-09,-1.2948
2020-01-10,-0.4036
2020-01-13,0.4053
2020-01-14,0.4036
2020-01-15,3.0151
2020-01-16,0.1951
2020-01-17,2.8238
2020-01-21,-2.178
2020-01-22,-1.7425000000000002
2020-01-23,-1.9704000000000002
2020-01-24,-4.7236
2020-01-27,-3.903
2020-01-28,2.7442
2020-01-29,-0.7479
2020-01-30,0.3229
2020-01-31,-1.8239999999999998
2020-02-03,1.6393
2020-02-04,2.6882
2020-02-05,3.5602
2020-02-06,-0.5056
2020-02-07,-2.0325
2020-02-10,0.7261
2020-02-11,0.4119
2020-02-12,1.8462
2020-02-13,0.4028
2020-02-14,-2.4072
2020-02-18,-0.8222
2020-02-19,-3.3161
2020-02-20,2.358
2020-02-21,-1.6754
2020-02-24,-5.0053
2020-02-25,-3.8117
2020-02-26,0.2331
2020-02-27,-2.3256
2020-02-28,-5.2381
2020-03-02,-2.1357
2020-03-03,-7.0603
2020-03-04,0.6906
2020-03-05,-5.7613
2020-03-06,-2.4745
2020-03-09,-16.7164
2020-03-10,3.2258
2020-03-11,-7.8125
2020-03-12,-35.9699
2020-03-13,32.0588
2020-03-16,-11.804
2020-03-17,-5.0505
2020-03-18,-36.4362
2020-03-19,19.2469
2020-03-20,24.9123
2020-03-23,-8.7079
2020-03-24,8.3077
2020-03-25,8.5227
2020-03-26,17.0157
2020-03-27,-3.3557
2020-03-30,-9.7222
2020-03-31,5.9459
2020-04-01,-10.4592
2020-04-02,0.8547
2020-04-03,-8.7571
2020-04-06,5.2632
2020-04-07,-7.6471
2020-04-08,8.9172
2020-04-09,11.6959
2020-04-13,-4.1885
2020-04-14,3.0055
2020-04-15,-5.305
2020-04-16,-2.8011
2020-04-17,-7.781
2020-04-20,-0.625
2020-04-21,-1.5723
2020-04-22,0.639
2020-04-23,1.2698
2020-04-24,4.7022
2020-04-27,14.0719
2020-04-28,12.8609
2020-04-29,20.0
2020-04-30,-15.6977
2020-05-01,-6.6667
2020-05-04,-4.4335
2020-05-05,-9.5361
2020-05-06,-3.9886
2020-05-07,10.089
2020-05-08,18.5984
2020-05-11,-10.4545
2020-05-12,-7.3604
2020-05-13,-12.8767
2020-05-14,3.4591
2020-05-15,-2.7356
2020-05-18,19.6875
2020-05-19,-2.0888
2020-05-20,11.4667
2020-05-21,-8.8517
2020-05-22,-3.1496
2020-05-26,13.0081
2020-05-27,13.1894
2020-05-28,-8.2627
2020-05-29,-8.545
2020-06-01,7.5758
2020-06-02,2.8169
2020-06-03,7.0776
2020-06-04,2.7719
2020-06-05,1.4523
2020-06-08,9.6115
2020-06-09,-8.3955
2020-06-10,-6.11
2020-06-11,-12.1475
2020-06-12,0.9877
2020-06-15,-1.467
2020-06-16,1.4888
2020-06-17,-3.6675
2020-06-18,1.5228000000000002
2020-06-19,1.0
2020-06-22,-3.7129
2020-06-23,2.5707
2020-06-24,-4.01
2020-06-25,1.5666
2020-06-26,0.5141
2020-06-29,9.2072
2020-06-30,-1.4052
2020-07-01,3.5629
2020-07-02,-0.4587
2020-07-06,-1.6129
2020-07-07,-3.5129
2020-07-08,0.4854
2020-07-09,3.6231999999999998
2020-07-10,5.1282
2020-07-13,4.2129
2020-07-14,4.6809
2020-07-15,5.4878
2020-07-16,0.1927
2020-07-17,-3.0769
2020-07-20,-5.5556
2020-07-21,6.3025
2020-07-22,1.7787
2020-07-23,-0.9709
2020-07-24,-3.7255000000000003
2020-07-27,1.0183
2020-07-28,6.0484
2020-07-29,9.6958
2020-07-30,-3.2929
2020-07-31,0.1792
