ticker,SNDL US Equity
2019-12-18,-10.1961
2019-12-19,4.8035
2019-12-20,-3.3333
2019-12-23,2.1552
2019-12-24,0.8439
2019-12-26,0.0
2019-12-27,-5.0209
2019-12-30,9.2511
2019-12-31,21.371
2020-01-02,0.6645
2020-01-03,-4.6205
2020-01-06,2.7682
2020-01-07,-4.3771
2020-01-08,-4.5775
2020-01-09,10.7011
2020-01-10,-8.3333
2020-01-13,5.4545
2020-01-14,-1.0345
2020-01-15,17.4216
2020-01-16,-2.9674
2020-01-17,5.8104
2020-01-21,-3.1792
2020-01-22,-7.7612
2020-01-23,-8.4142
2020-01-24,-7.0671
2020-01-27,-4.1825
2020-01-28,4.7619
2020-01-29,-2.2727
2020-01-30,-41.4729
2020-01-31,-20.5298
2020-02-03,12.5
2020-02-04,7.4074
2020-02-05,-9.6552
2020-02-06,-1.5267
2020-02-07,-6.2016
2020-02-10,-5.7851
2020-02-11,4.386
2020-02-12,-1.6806999999999999
2020-02-13,0.8547
2020-02-14,14.4068
2020-02-18,-0.7407
2020-02-19,0.7463
2020-02-20,3.7037
2020-02-21,9.2857
2020-02-24,2.6144
2020-02-25,-5.0955
2020-02-26,-2.0134
2020-02-27,-2.0548
2020-02-28,-0.6993
2020-03-02,4.2254
2020-03-03,0.0
2020-03-04,11.4865
2020-03-05,-12.1212
2020-03-06,-8.2759
2020-03-09,-8.2707
2020-03-10,-13.1148
2020-03-11,-14.0566
2020-03-12,-11.0757
2020-03-13,-8.1965
2020-03-16,-8.5653
2020-03-17,-1.4264999999999999
2020-03-18,-9.0109
2020-03-19,14.6581
2020-03-20,12.9701
2020-03-23,-5.0506
2020-03-24,5.8259
2020-03-25,3.3132
2020-03-26,28.0332
2020-03-27,-0.9524
2020-03-30,-8.6538
2020-03-31,-32.6316
2020-04-01,-10.9844
2020-04-02,-13.3579
2020-04-03,-4.5178
2020-04-06,12.2003
2020-04-07,-2.1369
2020-04-08,8.2126
2020-04-09,10.6964
2020-04-13,-4.8234
2020-04-14,-0.1017
2020-04-15,-1.5948
2020-04-16,-8.431
2020-04-17,5.4415
2020-04-20,3.5714
2020-04-21,-6.8966
2020-04-22,-3.7037
2020-04-23,1.3462
2020-04-24,-5.1233
2020-04-27,-1.32
2020-04-28,0.3243
2020-04-29,0.7071
2020-04-30,14.343
2020-05-01,11.473700000000001
2020-05-04,-8.9865
2020-05-05,-4.8937
2020-05-06,1.8182
2020-05-07,-8.0
2020-05-08,-1.184
2020-05-11,-1.3946
2020-05-12,-1.8725
2020-05-13,-20.8283
2020-05-14,-0.7436
2020-05-15,42.0821
2020-05-18,10.9091
2020-05-19,-5.0984
2020-05-20,-4.3013
2020-05-21,9.2058
2020-05-22,39.686
2020-05-26,8.2357
2020-05-27,-5.9801
2020-05-28,2.3256
2020-05-29,-3.2955
2020-06-01,0.6463
2020-06-02,-3.094
2020-06-03,-1.1928
2020-06-04,-0.9877
2020-06-05,0.9852
2020-06-08,32.9268
2020-06-09,0.9174
2020-06-10,0.0
2020-06-11,-17.2727
2020-06-12,6.5934
2020-06-15,2.5773
2020-06-16,1.5074999999999998
2020-06-17,-8.5545
2020-06-18,-1.5158
2020-06-19,-4.3536
2020-06-22,-2.1034
2020-06-23,6.8451
2020-06-24,-6.5934
2020-06-25,-0.1176
2020-06-26,-5.4181
2020-06-29,1.6686999999999999
2020-06-30,-2.1313
2020-07-01,0.5882
2020-07-02,-2.5134
2020-07-06,3.3823
2020-07-07,-4.9383
2020-07-08,1.2987
2020-07-09,1.5769
2020-07-10,2.3602
2020-07-13,3.5758
2020-07-14,0.2857
2020-07-15,4.4634
2020-07-16,3.3068
2020-07-17,-6.6219
2020-07-20,-1.6492
2020-07-21,-2.8626
2020-07-22,-9.9877
2020-07-23,-4.2603
2020-07-24,-1.1447
2020-07-27,-13.6489
2020-07-28,5.5984
2020-07-29,-4.0476
2020-07-30,-5.0455
2020-07-31,1.7770000000000001
