ticker,BNGO US Equity
2019-02-25,3.8945
2019-02-26,0.8489
2019-02-28,0.717
2019-03-01,1.1905000000000001
2019-03-04,-3.7647
2019-03-05,19.3154
2019-03-06,-4.7131
2019-03-07,-5.8065
2019-03-08,0.2283
2019-03-11,-5.2392
2019-03-12,4.5504999999999995
2019-03-13,-0.4437
2019-03-14,-3.0023
2019-03-15,19.0476
2019-03-18,-3.0
2019-03-19,-4.1237
2019-03-20,1.2903
2019-03-21,-6.051
2019-03-22,7.1186
2019-03-25,-8.2278
2019-03-26,-5.5172
2019-03-27,2.4331
2019-03-28,0.8314
2019-03-29,2.7091
2019-04-01,-0.422
2019-04-02,3.6484
2019-04-03,-0.6667
2019-04-05,-0.6711
2019-04-08,-1.464
2019-04-09,-0.24
2019-04-10,-1.4778
2019-04-11,0.5814
2019-04-12,-7.9769
2019-04-15,-2.0101
2019-04-16,-1.0256
2019-04-17,0.7772
2019-04-18,6.9409
2019-04-22,0.2404
2019-04-24,-1.1918
2019-04-25,-2.1916
2019-04-26,3.7221
2019-04-29,-3.5885
2019-04-30,2.2333
2019-05-01,-2.1845
2019-05-02,-1.9851
2019-05-03,1.2658
2019-05-06,-2.25
2019-05-07,0.5115
2019-05-08,-1.2723
2019-05-09,-5.6701
2019-05-10,-6.0109
2019-05-13,-3.6337
2019-05-14,-2.8658
2019-05-15,-8.8509
2019-05-16,7.3254
2019-05-17,0.0
2019-05-20,-2.2222
2019-05-21,2.2727
2019-05-22,-2.8571
2019-05-23,1.3072
2019-05-24,-3.2258
2019-05-28,0.6667
2019-05-29,-0.6623
2019-05-30,0.6667
2019-05-31,-0.3311
2019-06-03,0.0
2019-06-04,-7.6478
2019-06-05,3.9643
2019-06-06,-3.8062
2019-06-07,0.3597
2019-06-10,-1.4337
2019-06-11,0.7273
2019-06-12,-0.361
2019-06-13,9.058
2019-06-14,-3.6545
2019-06-17,-11.0345
2019-06-18,2.7132
2019-06-19,-5.283
2019-06-20,1.1952
2019-06-21,5.1181
2019-06-24,-2.6217
2019-06-25,-3.8462
2019-06-26,-0.4
2019-06-27,-1.2048
2019-06-28,-0.4065
2019-07-01,2.449
2019-07-02,-2.7888
2019-07-03,-3.2787
2019-07-05,0.4237
2019-07-08,4.6414
2019-07-09,4.4355
2019-07-10,-0.4749
2019-07-11,0.8651
2019-07-12,0.0
2019-07-15,-3.0769
2019-07-16,0.3968
2019-07-18,2.7668
2019-07-19,1.9231
2019-07-22,0.0
2019-07-23,-0.2906
2019-07-24,5.9683
2019-07-25,0.0
2019-07-26,-1.7856999999999998
2019-07-29,-2.9091
2019-07-30,-11.236
2019-07-31,10.1266
2019-08-01,-10.3448
2019-08-02,-0.4316
2019-08-05,-3.4293
2019-08-06,1.7644
2019-08-07,-3.0441
2019-08-08,-5.1802
2019-08-09,-9.7387
2019-08-12,3.6842
2019-08-13,-0.0355
2019-08-14,-5.8041
2019-08-15,-9.434
2019-08-16,8.3333
2019-08-19,-10.4396
2019-08-20,16.5644
2019-08-21,-10.0
2019-08-22,1.655
2019-08-23,-7.9559999999999995
2019-08-26,-5.625
2019-08-27,2.649
2019-08-28,-6.4516
2019-08-29,2.069
2019-08-30,0.6757
2019-09-03,-15.4362
2019-09-04,-8.7222
2019-09-05,-12.1815
2019-09-06,8.9109
2019-09-09,-3.7364
2019-09-10,1.0483
2019-09-11,10.2804
2019-09-12,-2.5423999999999998
2019-09-13,2.6087
2019-09-16,0.0
2019-09-17,-7.6271
2019-09-18,-2.7523
2019-09-19,-20.0566
2019-09-20,-7.5643
2019-09-23,-8.0812
2019-09-24,-2.7778
2019-09-25,9.7857
2019-09-26,-9.0436
2019-09-27,-4.1488
2019-09-30,7.4478
2019-10-01,-5.4869
2019-10-02,-8.1864
2019-10-03,8.8202
2019-10-04,-4.8544
2019-10-07,-1.5615
2019-10-08,-4.1935
2019-10-09,-4.918
2019-10-10,-1.7241
2019-10-11,2.4737
2019-10-14,-10.8201
2019-10-15,5.7017
2019-10-16,417.6171
2019-10-17,-51.5789
2019-10-18,37.6812
2019-10-21,-43.1579
2019-10-22,7.4074
2019-10-23,-5.1724
2019-10-24,-8.1818
2019-10-25,-11.6832
2019-10-28,-8.6435
2019-10-29,-8.5777
2019-10-30,14.094
2019-10-31,-7.0588
2019-11-01,7.2658
2019-11-04,-4.4135
2019-11-05,0.0
2019-11-06,10.9877
2019-11-07,13.4594
2019-11-08,-13.7157
2019-11-11,-2.9088000000000003
2019-11-12,24.0492
2019-11-13,-5.9906
2019-11-14,8.3793
2019-11-15,-3.7037
2019-11-18,3.8462
2019-11-19,-7.5
2019-11-20,1.1011
2019-11-21,-2.9802
2019-11-22,-3.1432
2019-11-25,1.6646999999999998
2019-11-26,-3.4992
2019-11-27,3.4221
2019-11-29,-1.3498999999999999
2019-12-02,0.0
2019-12-03,-1.6
2019-12-04,-2.1181
2019-12-05,19.1257
2019-12-06,2.7523
2019-12-09,-3.5714
2019-12-10,-3.7037
2019-12-11,-4.6154
2019-12-12,1.8145
2019-12-13,0.7426
2019-12-16,5.1597
2019-12-17,-1.9626000000000001
2019-12-18,-2.2879
2019-12-19,2.439
2019-12-20,-1.9048
2019-12-23,-0.4854
2019-12-24,-0.4878
2019-12-26,1.9706000000000001
2019-12-27,3.8362
2019-12-30,10.6111
2019-12-31,3.8004
2020-01-02,0.0
2020-01-03,-0.8065
2020-01-06,3.252
2020-01-07,-2.3622
2020-01-08,0.0
2020-01-09,-3.7984
2020-01-10,-1.0814
2020-01-13,0.0
2020-01-14,-1.6949
2020-01-15,0.8621
2020-01-16,5.1282
2020-01-17,-2.439
2020-01-21,2.5
2020-01-22,-1.626
2020-01-23,-2.0661
2020-01-24,-2.1097
2020-01-27,-6.8966
2020-01-28,4.6204
2020-01-29,-4.4163
2020-01-30,0.9259
2020-01-31,-5.5046
2020-02-03,-1.9417
2020-02-04,3.9604
2020-02-05,-0.9524
2020-02-06,-0.9615
2020-02-07,-0.9709
2020-02-10,10.7843
2020-02-11,-4.4248
2020-02-12,-3.7037
2020-02-13,0.0
2020-02-14,0.9038
2020-02-18,-0.8957
2020-02-19,1.9231
2020-02-20,0.9434
2020-02-21,3.7382999999999997
2020-02-24,-2.7027
2020-02-25,-1.8519
2020-02-26,-1.8868
2020-02-27,-8.6538
2020-02-28,4.5368
2020-03-02,25.8685
2020-03-03,-12.8
2020-03-04,0.0
2020-03-05,3.6696999999999997
2020-03-06,-32.3186
2020-03-09,11.1271
2020-03-10,-10.5895
2020-03-11,-24.069
2020-03-12,-17.1577
2020-03-13,0.4393
2020-03-16,-5.9154
2020-03-17,10.1616
2020-03-18,-21.2199
2020-03-19,2.0382
2020-03-20,5.025
2020-03-23,2.309
2020-03-24,7.0265
2020-03-25,-3.9130000000000003
2020-03-26,-0.724
2020-03-27,1.9827
2020-03-30,-4.3352
2020-03-31,6.2836
2020-04-01,-14.0659
2020-04-02,-33.5806
2020-04-03,5.8914
2020-04-06,2.1818
2020-04-07,-1.7438
2020-04-08,9.598
2020-04-09,4.4283
2020-04-13,2.8481
2020-04-14,4.5846
2020-04-15,14.7396
2020-04-16,-2.5641
2020-04-17,-7.8947
2020-04-20,-2.0
2020-04-21,0.5831
2020-04-22,6.6667
2020-04-23,-4.8913
2020-04-24,-0.5714
2020-04-27,10.8046
2020-04-28,6.3278
2020-04-29,-0.7805
2020-04-30,-0.762
2020-05-01,-3.7652
2020-05-04,-2.7027
2020-05-05,0.5291
2020-05-06,-4.6053
2020-05-07,-1.6
2020-05-08,2.7194000000000003
2020-05-11,20.0873
2020-05-12,-6.6364
2020-05-13,-1.704
2020-05-14,-0.9658
2020-05-15,-7.2768
2020-05-18,2.4811
2020-05-19,2.5263
2020-05-20,-1.0267
2020-05-21,10.7365
2020-05-22,10.0703
2020-05-26,6.6383
2020-05-27,-11.2131
2020-05-28,3.3708
2020-05-29,-2.3913
2020-06-01,-3.1403
2020-06-02,13.2444
2020-06-03,-2.7614
2020-06-04,12.3408
2020-06-05,-2.0818
2020-06-08,2.8094
2020-06-09,1.5510000000000002
2020-06-10,2.8182
2020-06-11,-9.0186
2020-06-12,1.3022
2020-06-15,0.1535
2020-06-16,1.5326
2020-06-17,-4.2453
2020-06-18,2.5813
2020-06-19,-10.68
2020-06-22,-5.4839
2020-06-23,2.3891
2020-06-24,4.0667
2020-06-25,0.5552
2020-06-26,-6.3283
2020-06-29,6.5518
2020-06-30,8.5106
2020-07-01,11.5098
2020-07-02,-14.5244
2020-07-06,-3.2092
2020-07-07,1.7428
2020-07-08,-1.3578000000000001
2020-07-09,3.5578
2020-07-10,8.3845
2020-07-13,-5.1321
2020-07-14,-2.3468999999999998
2020-07-15,2.7291
2020-07-16,3.0928
2020-07-17,18.8077
2020-07-20,10.8287
2020-07-21,20.4907
2020-07-22,8.0606
2020-07-23,-12.7314
2020-07-24,14.3959
2020-07-27,-8.6404
2020-07-28,1.4635
2020-07-29,-9.6485
2020-07-30,7.2578
2020-07-31,-1.1882
