ticker,PLIN US Equity
2020-01-02,1.2821
2020-01-03,-3.7975
2020-01-06,1.0526
2020-01-07,-3.125
2020-01-08,4.0188
2020-01-09,1.5635
2020-01-10,-1.0178
2020-01-13,-1.5424
2020-01-14,3.6554
2020-01-15,0.7557
2020-01-16,2.0
2020-01-17,1.2255
2020-01-21,1.6949
2020-01-22,-5.4762
2020-01-23,-2.267
2020-01-24,-3.3505
2020-01-27,-2.4
2020-01-28,5.1913
2020-01-29,-3.8961
2020-01-30,-2.7027
2020-01-31,3.6111
2020-02-03,-2.1448
2020-02-04,1.6438000000000001
2020-02-05,-1.3477000000000001
2020-02-06,-19.9454
2020-02-07,-2.3891
2020-02-10,-1.3986
2020-02-11,-7.8014
2020-02-12,-3.8462
2020-02-13,4.0
2020-02-14,2.9192
2020-02-18,-0.9679
2020-02-19,2.2641999999999998
2020-02-20,-4.797
2020-02-21,18.9922
2020-02-24,15.3094
2020-02-25,-20.904
2020-02-26,4.1071
2020-02-27,-11.8353
2020-02-28,-14.786
2020-03-02,15.5251
2020-03-03,-1.1858
2020-03-04,-6.8
2020-03-05,0.0
2020-03-06,2.5751
2020-03-09,-2.5105
2020-03-10,-1.7167
2020-03-11,2.6201
2020-03-12,-36.1702
2020-03-13,-2.6667
2020-03-16,4.5479
2020-03-17,-7.6258
2020-03-18,10.6383
2020-03-19,-3.8462
2020-03-20,-12.6667
2020-03-23,5.3435
2020-03-24,2.9058
2020-03-25,23.2308
2020-03-26,23.4286
2020-03-27,-14.8148
2020-03-30,-11.9565
2020-03-31,14.8148
2020-04-01,2.6882
2020-04-02,-3.6649000000000003
2020-04-03,-3.8043
2020-04-06,-6.7797
2020-04-07,3.0303
2020-04-08,-2.3529
2020-04-09,7.2289
2020-04-13,-0.5618
2020-04-14,3.3898
2020-04-15,0.5464
2020-04-16,-1.087
2020-04-17,1.6484
2020-04-20,0.0
2020-04-21,-2.1622
2020-04-22,5.8011
2020-04-23,-2.8721
2020-04-24,-0.5376
2020-04-27,-7.027
2020-04-28,4.0698
2020-04-29,1.9553
2020-04-30,-3.9507
2020-05-01,2.6699
2020-05-04,-5.0675
2020-05-05,-1.6681
2020-05-06,6.5119
2020-05-07,-2.2074
2020-05-08,-1.7086999999999999
2020-05-11,2.907
2020-05-12,5.6497
2020-05-13,20.3209
2020-05-14,-8.8889
2020-05-15,-3.4146
2020-05-18,-3.0303
2020-05-19,-3.125
2020-05-20,-5.914
2020-05-21,0.5714
2020-05-22,-3.9773
2020-05-26,0.574
2020-05-27,0.606
2020-05-28,-4.6959
2020-05-29,-7.3449
2020-06-01,3.9735
2020-06-02,-4.4586
2020-06-03,1.98
2020-06-04,-1.9416
2020-06-05,-1.3333
2020-06-08,1.3514
2020-06-09,-2.3333
2020-06-10,5.802
2020-06-11,-7.0968
2020-06-12,4.1667
2020-06-15,-0.6667
2020-06-16,12.0805
2020-06-17,-7.1856
2020-06-18,10.9677
2020-06-19,-1.1628
2020-06-22,-4.1176
2020-06-23,-4.2945
2020-06-24,-1.2821
2020-06-25,-1.2987
2020-06-26,-3.9474
2020-06-29,-2.0548
2020-06-30,-9.0909
2020-07-01,3.8462
2020-07-02,-2.963
2020-07-06,6.8702
2020-07-07,-5.0
2020-07-08,0.7519
2020-07-09,-0.7463
2020-07-10,4.5113
2020-07-13,-1.4388
2020-07-14,-5.1095
2020-07-15,5.0
2020-07-16,-1.0989
2020-07-17,-0.7407
2020-07-20,0.0
2020-07-21,-0.7463
2020-07-22,0.0
2020-07-23,-1.5038
2020-07-24,-0.7634
2020-07-27,-3.0769
2020-07-28,0.0
2020-07-29,0.7937
2020-07-30,-0.7874
2020-07-31,-3.9683
