ticker,MNAT US Equity
2010-03-02,-29.6
2010-03-09,6.5341000000000005
2010-03-12,0.0
2010-03-15,0.0
2010-03-17,-5.3307
2010-03-19,-0.0028
2010-03-24,-1.1268
2010-04-13,-7.4074
2010-04-29,0.0
2010-05-06,-15.3846
2010-05-26,9.0909
2010-05-28,-21.6667
2010-06-03,-4.2553
2010-06-08,11.1111
2010-06-25,-16.0
2010-06-29,-3.3333
2010-07-01,3.4483
2010-07-26,0.0
2010-08-02,-10.0
2010-08-06,-0.5291
2010-09-14,17.0213
2010-09-21,2.2727
2010-10-07,0.0
2010-10-13,0.0
2010-10-18,0.0
2010-10-29,4.4444
2010-11-12,0.0
2010-11-16,-12.766
2010-11-19,0.0
2010-11-22,14.6341
2010-11-23,-12.766
2010-12-06,0.0
2010-12-09,0.0
2010-12-13,0.0
2010-12-14,-9.7561
2010-12-20,8.1081
2010-12-30,12.5
2010-12-31,0.4444
2011-01-03,0.0
2011-01-05,-0.4425
2011-01-07,-15.5556
2011-01-13,15.7895
2011-01-18,-13.6364
2011-01-19,0.0
2011-02-10,0.0
2011-02-16,-5.2632
2011-02-22,2.7778
2011-02-25,-10.8108
2011-02-28,6.0606
2011-03-28,-5.7143
2011-04-01,0.0
2011-05-10,0.0
2011-05-25,-30.303
2011-05-31,0.0
2011-06-02,4.3478
2011-06-06,-4.1667
2011-06-08,-4.3478
2011-06-13,0.0
2011-06-23,-27.2727
2011-06-24,0.0
2011-06-27,0.0
2011-06-29,37.5
2011-07-06,18.1818
2011-07-14,15.3846
2011-08-04,-46.0
2011-08-05,54.321
2011-09-16,0.0
2011-11-07,-12.0
2011-11-18,0.0
2012-03-14,-9.0818
2012-03-19,24.9875
2012-03-21,0.0
2012-03-26,0.0
2012-03-28,0.0
2012-04-12,20.0
2012-04-13,0.0
2012-06-11,-30.0
2012-06-18,0.0095
2012-06-19,42.8435
2012-06-26,-16.6667
2012-06-28,-14.4
2012-07-17,0.0
2012-08-06,0.0
2012-09-13,7.4766
2012-09-20,0.0
2012-10-05,6.087
2012-11-05,-1.6393
2012-11-15,-4.1667
2012-11-21,4.3478
2012-11-27,0.0
2012-11-30,0.0
2012-12-12,-4.1667
2012-12-14,4.3478
2012-12-21,10.0
2012-12-26,-8.3333
2013-01-02,-0.8264
2013-01-30,0.0
2013-02-05,0.0
2013-02-07,4.1667
2013-03-06,8.0
2013-03-08,7.4074
2013-03-11,10.3448
2013-03-12,-11.25
2013-03-20,3.1338
2013-04-10,20.8604
2013-04-29,-1.1299
2013-05-13,0.0
2013-05-14,0.0
2013-05-17,2.8571
2013-05-23,0.0
2013-05-30,0.0
2013-06-07,10.4167
2013-06-21,0.6289
2013-07-25,27.505
2013-07-29,-21.1796
2013-07-30,0.995
2013-08-07,15.7635
2013-08-09,-2.1277
2013-08-12,0.4348
2013-10-21,-2.5974
2013-10-22,0.0
2013-11-18,5.7778
2013-11-20,-5.042
2013-11-27,4.4248
2013-12-05,-4.2373
2013-12-09,1.3274
2013-12-10,-5.2402
2013-12-23,0.4608
2013-12-31,-0.9174
2014-01-08,-0.9259
2014-01-17,0.0
2014-01-21,0.0
2014-01-27,0.0
2014-01-31,10.7477
2014-02-05,5.4852
2014-02-06,2.0
2014-02-07,13.3333
2014-02-10,-3.1142
2014-02-11,0.0
2014-02-14,1.4285999999999999
2014-02-19,-1.4085
2014-03-11,3.2179
2014-03-18,-0.3356
2014-03-27,4.5151
2014-03-28,5.0
2014-04-01,0.0
2014-04-04,3.1746
2014-04-10,-3.0769
2014-06-17,0.0
2014-06-25,0.3185
2014-07-03,3.8127
2014-07-16,0.9143
2014-07-18,-0.5424
2014-07-22,12.428
2014-07-23,0.0
2014-08-04,-0.0108
2014-08-18,-8.9332
2014-08-21,0.0
2014-08-22,1.1905000000000001
2014-08-25,-1.1176
2014-09-04,10.8864
2014-09-10,1.9313
2014-09-11,-0.1789
2014-09-24,5.7306
2014-09-25,-14.65
2014-09-29,0.0
2014-09-30,3.1048999999999998
2014-10-02,-3.0114
2014-10-27,0.1757
2014-10-28,0.9942
2014-11-03,-0.9844
2014-11-06,0.9942
2014-11-14,0.7528
2014-11-25,0.5862
2014-11-28,0.5257
2014-12-01,2.2508
2014-12-03,2.279
2014-12-04,1.087
2014-12-05,-3.2258
2014-12-10,0.0
2014-12-12,5.5556
2014-12-17,4.4737
2014-12-22,-7.8283000000000005
2014-12-23,6.3014
2014-12-26,1.0309
2014-12-31,-1.0204
2015-01-05,-1.866
2015-01-06,-0.9875
2015-01-28,0.7958
2015-01-29,1.0526
2015-02-17,0.2604
2015-02-20,0.2597
2015-02-24,1.5544
2015-02-25,-2.0408
2015-02-26,5.2083
2015-03-06,8.9109
2015-03-19,0.333
2015-03-25,0.9183
2015-04-15,-6.3063
2015-05-22,0.0
2015-05-26,-0.9615
2015-05-28,-0.8738
2015-06-03,-0.0979
2015-06-10,0.0
2015-06-11,0.0
2015-06-15,0.0
2015-06-22,-0.615
2015-06-24,3.9604
2015-06-29,-0.9524
2015-06-30,0.0
2015-07-02,-0.9615
2015-07-07,1.9417
2015-07-20,-2.8571
2015-07-23,0.0
2015-07-24,0.0
2015-07-27,-0.9804
2015-07-28,-0.2475
2015-07-31,0.7444
2015-08-03,-0.4926
2015-08-04,0.0
2015-08-05,0.0
2015-08-06,0.0
2015-08-10,0.0
2015-08-19,3.9604
2015-08-20,-3.8095
2015-08-26,0.0
2015-09-03,0.0
2015-09-04,0.0
2015-09-10,3.9604
2015-10-08,-1.0753
2015-10-13,-0.2415
2015-10-14,0.0
2015-10-16,1.6949
2015-10-22,0.0
2015-10-23,0.0
2015-10-26,0.0
2015-11-04,-2.2667
2015-11-11,-0.6042
2015-11-20,-0.4902
2015-11-25,3.3498
2015-11-30,-2.7645
2015-12-04,1.9607999999999999
2015-12-09,-2.4038
2015-12-16,0.6158
2015-12-17,3.5872
2015-12-18,-0.3795
2015-12-21,0.0
2015-12-22,4.9524
2015-12-23,-7.441
2015-12-30,0.0
2016-01-04,0.0
2016-01-08,0.0
2016-01-13,0.0
2016-01-20,0.0
2016-01-25,1.9607999999999999
2016-01-29,-0.9615
2016-02-04,2.4272
2016-02-05,-0.4739
2016-02-08,3.6095
2016-02-11,-6.9767
2016-02-12,7.0652
2016-02-16,-5.0051
2016-02-18,-1.6672
2016-02-22,1.6194
2016-02-26,0.5348
2016-02-29,-2.1277
2016-03-01,-1.087
2016-03-03,0.0
2016-03-04,20.8791
2016-03-14,-17.2727
2016-03-15,20.8791
2016-03-28,-16.0775
2016-04-01,0.0
2016-04-05,0.0
2016-04-11,0.5435
2016-04-12,0.0
2016-04-22,2.7027
2016-04-25,0.0
2016-05-02,-3.1579
2016-05-09,-1.6087
2016-05-10,0.5303
2016-05-11,-0.5275
2016-05-13,1.8559
2016-05-16,-2.3319
2016-05-18,0.0
2016-05-19,0.0555
2016-05-23,1.8313000000000001
2016-06-01,-0.109
2016-06-16,15.026
2016-06-17,-12.6107
2016-06-21,-1.7657
2016-06-28,-0.1442
2016-06-30,0.0
2016-07-07,0.0
2016-07-11,0.0001
2016-07-15,1.0999
2016-07-22,-1.088
2016-07-26,0.0
2016-07-29,0.0
2016-08-04,0.0
2016-08-05,0.1111
2016-08-09,-0.4994
2016-08-10,-0.6135
2016-08-12,1.1223
2016-08-19,6.5483
2016-08-22,0.0
2016-08-24,-1.0417
2016-08-25,-1.0526
2016-09-06,-3.1915
2016-09-19,1.0989
2016-10-04,-0.573
2016-11-11,-0.1098
2016-11-14,0.0
2016-11-16,0.0
2016-11-21,1.0989
2016-11-22,-1.087
2016-11-23,2.1978
2016-11-25,1.0753
2016-11-30,10.0426
2016-12-06,-11.0596
2016-12-07,1.087
2016-12-28,3.6436
2017-01-05,1.0939
2017-01-06,0.9789
2017-01-09,2.0408
2017-01-12,0.0
2017-01-13,-0.0001
2017-01-19,0.0001
2017-01-24,0.0
2017-01-27,4.0
2017-01-30,-3.3654
2017-02-01,0.4975
2017-02-02,0.0
2017-02-06,0.9901
2017-02-07,1.9607999999999999
2017-02-08,0.9615
2017-02-09,-0.9524
2017-02-10,2.8846
2017-02-14,1.8598
2017-02-23,-5.4042
2017-02-27,1.3578999999999999
2017-03-03,-0.9091
2017-03-07,-0.4346
2017-03-13,0.1455
2017-03-17,5.0277
2017-03-29,-3.7037
2017-03-30,-0.8654
2017-04-03,-0.097
2017-04-11,0.0
2017-04-12,0.0971
2017-04-24,0.9699
2017-04-26,2.7378
2017-05-01,-0.0935
2017-05-24,-1.0014
2017-05-25,0.208
2017-06-01,1.8868
2017-06-02,1.8519
2017-06-07,-1.8182
2017-06-08,-3.5185
2017-06-09,3.6468
2017-06-15,-2.9558999999999997
2017-06-21,1.5326
2017-06-22,0.0
2017-06-29,-0.6604
2017-07-03,0.6648
2017-07-05,-1.3208
2017-07-07,-0.3824
2017-07-10,1.3436
2017-07-19,-1.5152
2017-07-20,0.9615
2017-07-24,0.1905
2017-07-25,0.3042
2017-07-31,0.4549
2017-08-02,-0.3774
2017-08-09,0.1894
2017-08-14,0.189
2017-08-17,8.6792
2017-08-21,-1.0417
2017-08-24,-1.7544
2017-08-25,3.5714
2017-08-30,-0.6897
2017-08-31,-7.1181
2017-09-06,0.1869
2017-09-19,1.1425
2017-09-22,0.1852
2017-09-28,3.512
2017-10-02,0.0
2017-10-06,3.5714
2017-10-19,-5.1724
2017-10-20,0.1818
2017-10-25,1.9964
2017-10-31,1.0676
2017-11-01,0.0
2017-11-06,1.7606000000000002
2017-11-07,-0.173
2017-11-14,0.0
2017-11-17,0.4679
2017-12-01,0.0518
2017-12-05,0.1724
2017-12-06,0.0
2017-12-13,1.6522999999999999
2017-12-14,1.9472
2017-12-15,-0.5
2017-12-19,-2.0101
2017-12-20,-0.5128
2017-12-21,0.1718
2017-12-28,0.0
2017-12-29,1.2006999999999999
2018-01-02,1.6949
2018-01-04,-2.5
2018-01-08,0.8547
2018-01-11,1.6949
2018-01-12,-0.6667
2018-01-18,-0.1678
2018-01-19,2.3529
2018-01-22,0.1642
2018-01-23,-0.9836
2018-01-24,0.0
2018-01-26,5.9603
2018-01-29,0.0
2018-02-05,-4.5313
2018-02-06,-0.1637
2018-02-08,0.0
2018-02-12,0.0
2018-02-15,-0.6492
2018-02-16,1.4123999999999999
2018-02-20,-1.3993
2018-02-22,0.0
2018-02-27,2.3102
2018-03-02,0.0
2018-03-05,0.1613
2018-03-06,0.0
2018-03-07,1.6103
2018-03-09,0.0
2018-03-12,0.0
2018-03-14,0.0
2018-03-15,-0.7924
2018-03-19,0.0
2018-03-28,1.0587
2018-04-02,-0.6349
2018-04-03,0.3195
2018-04-05,-0.3185
2018-04-06,0.0
2018-04-09,0.0
2018-04-13,0.0
2018-04-19,0.0
2018-04-20,0.0
2018-04-23,0.0
2018-04-24,0.0
2018-04-27,-1.4377
2018-04-30,1.4586999999999999
2018-05-02,-1.5974
2018-05-11,1.461
2018-05-14,0.0
2018-05-15,0.0
2018-05-16,0.32
2018-05-18,0.0
2018-05-21,1.2759
2018-05-22,0.4409
2018-05-30,0.0
2018-06-01,-0.2822
2018-06-04,0.6289
2018-06-06,-0.1875
2018-06-11,0.1879
2018-06-12,0.0
2018-06-15,0.1563
2018-06-19,0.0
2018-06-20,0.156
2018-06-25,0.4653
2018-06-28,0.4086
2018-06-29,0.8062
2018-07-02,-0.4922
2018-07-06,0.0309
2018-07-09,0.0
2018-07-10,0.0
2018-07-12,0.4326
2018-07-16,0.0
2018-07-17,0.0
2018-07-26,0.1538
2018-07-30,1.3825
2018-08-01,-0.1515
2018-08-06,1.7299
2018-08-08,-0.8055
2018-08-10,0.0
2018-08-14,0.3008
2018-08-15,0.0
2018-08-16,0.1499
2018-08-21,0.0
2018-08-27,0.0
2018-08-28,0.1497
2018-08-29,0.1495
2018-08-31,0.0
2018-09-06,0.0597
2018-09-07,0.0
2018-09-10,0.0895
2018-09-14,0.0
2018-09-20,0.9836
2018-09-21,-0.4444
2018-09-24,0.0
2018-09-27,0.0
2018-10-01,0.4464
2018-10-03,-0.3852
2018-10-10,0.1487
2018-10-16,0.0297
2018-10-22,0.0594
2018-10-23,-0.5935
2018-10-24,-1.4925
2018-10-26,0.0
2018-10-29,-0.6061
2018-11-01,2.1341
2018-11-06,0.2955
2018-11-08,1.1935
2018-11-12,0.0
2018-11-13,0.7353
2018-11-14,-0.7299
2018-11-15,-0.7353
2018-11-19,0.0
2018-11-21,0.0593
2018-11-26,0.0
2018-11-27,0.0
2018-11-28,0.0
2018-12-04,0.0
2018-12-06,-2.2801
2018-12-07,0.1515
2018-12-13,0.0
2018-12-14,-0.1513
2018-12-17,-1.2121
2018-12-19,0.0
2018-12-20,0.6748
2018-12-21,-1.7501
2018-12-24,-1.5625
2018-12-26,1.5873
2018-12-28,-1.5312000000000001
2018-12-31,4.6652000000000005
2019-01-02,-2.9715
2019-01-03,0.0
2019-01-14,-0.7813
2019-01-17,0.378
2019-01-23,0.5648
2019-01-25,0.2184
2019-01-30,1.1831
2019-01-31,-0.5538
2019-02-07,0.0
2019-02-11,0.0
2019-02-12,0.0
2019-02-20,0.0619
2019-02-25,0.0309
2019-02-26,0.1236
2019-02-27,0.0617
2019-02-28,0.0309
2019-03-01,0.0
2019-03-04,1.0179
2019-03-11,0.0
2019-03-12,0.0
2019-03-14,0.1527
2019-03-18,1.3719999999999999
2019-03-19,-0.003
2019-03-25,-7.9669
2019-03-26,0.8232
2019-03-27,11.0385
2019-03-28,5.1471
2019-03-29,0.0
2019-04-01,-13.9301
2019-04-02,3.9974
2019-04-09,-1.5
2019-04-12,1.3642
2019-04-16,-0.4069
2019-04-22,0.0
2019-04-25,0.1571
2019-04-26,0.0941
2019-04-29,0.3135
2019-05-07,0.7809
2019-05-09,-0.4028
2019-05-14,0.0
2019-05-15,0.0
2019-05-16,0.0
2019-05-21,0.0934
2019-05-29,0.0622
2019-06-03,0.0
2019-06-11,0.0
2019-06-20,0.8704
2019-06-21,-0.6211
2019-06-25,0.0
2019-06-26,0.0
2019-06-27,0.1562
2019-06-28,0.0
2019-07-02,0.156
2019-07-09,0.0
2019-07-12,0.1558
2019-07-15,0.0
2019-07-19,0.0622
2019-07-23,0.0
2019-07-25,0.0
2019-07-31,0.1554
2019-08-06,0.0
2019-08-13,0.0
2019-08-14,-0.6828
2019-08-15,0.3125
2019-08-21,-0.3115
2019-08-26,-0.1563
2019-08-27,0.0
2019-08-28,-0.4069
2019-08-30,0.5657
2019-09-16,-0.9375
2019-09-17,-0.2524
2019-09-24,-0.1913
2019-09-26,-0.3513
2019-09-27,0.9615
2019-10-07,-0.9524
2019-10-18,0.0
2019-10-23,0.1603
2019-10-25,0.0
2019-11-04,0.96
2019-11-06,0.0
2019-11-07,-0.0158
2019-11-13,0.0159
2019-11-15,0.0
2019-11-19,0.1585
2019-11-21,0.0
2019-11-22,0.0
2019-11-25,0.0
2019-11-27,0.1582
2019-12-11,0.158
2019-12-12,0.1577
2019-12-17,0.1575
2019-12-18,0.6289
2019-12-23,0.7874
2019-12-30,0.7813
2020-01-02,0.0
2020-01-06,0.0
2020-01-07,0.7752
2020-01-22,0.2154
2020-01-23,0.0921
2020-01-27,0.0
2020-01-29,1.227
2020-02-04,0.0
2020-02-24,-4.5455
2020-02-25,3.1746
2020-02-26,-1.5385
2020-02-28,0.0
2020-03-03,-2.1563
2020-03-05,-0.9901
2020-03-09,-3.2580999999999998
2020-03-12,-4.9683
2020-03-16,-5.2632
2020-03-17,0.0
2020-03-18,-1.8519
2020-03-19,-8.4525
2020-03-20,-0.0004
2020-03-25,4.1667
2020-03-27,0.0
2020-03-30,4.0
2020-04-09,-0.7692
2020-04-22,-9.8837
2020-04-27,-1.0753
2020-04-28,0.0
2020-05-04,2.1739
2020-05-05,0.0
2020-05-06,-3.1915
2020-05-08,3.2967
2020-05-11,-0.0426
2020-05-14,-2.086
2020-05-15,-1.087
2020-05-28,2.1978
2020-05-29,0.0
2020-06-04,0.0
2020-06-05,11.7849
2020-06-08,-4.7711
2020-06-11,5.0505
2020-06-15,0.0
2020-06-19,1.0101
2020-06-25,-9.538499999999999
2020-06-29,2.0408
2020-06-30,0.0
2020-07-01,0.0
2020-07-09,-0.8333
2020-07-10,-1.2605
2020-07-14,-2.1277
2020-07-15,0.2174
2020-07-27,-1.3014999999999999
2020-07-31,3.2967
