ticker,MBLV US Equity
2007-04-26,0.0
2007-04-27,-33.3333
2007-04-30,50.0
2007-05-14,0.0
2007-05-16,0.0
2007-05-22,0.0
2007-05-25,-16.6667
2007-05-29,56.0
2007-05-30,2.5641
2007-05-31,8.75
2007-06-01,-10.3448
2007-06-04,51.2821
2007-06-05,-28.8136
2007-06-06,-4.7619
2007-06-08,0.0
2007-06-13,2.5
2007-06-20,-3.6585
2007-06-22,6.3291
2007-06-25,-4.7619
2007-06-26,-12.5
2007-06-28,0.0
2007-07-05,-57.1429
2007-07-06,6.6667
2007-07-09,-6.25
2007-07-10,-26.6667
2007-07-11,-9.0909
2007-07-13,0.0
2007-07-16,0.0
2007-07-18,20.0
2007-07-19,66.6667
2007-07-24,0.0
2007-07-25,-15.0
2007-08-01,0.0
2007-08-02,23.5294
2007-08-09,-33.3333
2007-08-10,0.0
2007-08-13,21.4286
2007-08-20,-23.5294
2007-08-27,-50.0962
2007-08-28,7.8998
2007-08-29,0.0
2007-08-30,0.0
2007-08-31,-14.2857
2007-09-04,0.0
2007-09-07,-49.7917
2007-09-10,32.7801
2007-09-11,-37.5
2007-09-13,0.0
2007-09-14,100.0
2007-09-18,0.0
2007-09-19,0.0
2007-09-20,-60.0
2007-09-21,50.0
2007-09-24,33.3333
2007-09-25,-50.0
2007-09-26,-25.0
2007-09-28,-26.6667
2007-10-01,36.3636
2007-10-02,6.6667
2007-10-03,87.5
2007-10-08,-33.3333
2007-10-09,0.0
2007-10-10,-10.0
2007-10-12,177.7778
2007-10-15,-10.0
2007-10-16,-11.1111
2007-10-17,-12.5
2007-10-18,-14.2857
2007-10-22,0.0
2007-10-23,0.4167
2007-10-25,-30.2905
2007-10-26,0.0
2007-10-30,0.0
2007-11-05,0.0
2007-11-06,90.4762
2007-11-07,50.0
2007-11-09,-1.6667
2007-11-13,-49.1525
2007-11-15,-26.6667
2007-11-19,81.8182
2007-12-03,-37.5
2007-12-04,20.0
2007-12-05,33.3333
2007-12-06,-25.0
2007-12-12,-10.0
2007-12-14,-11.1111
2008-01-09,87.5
2008-01-17,-51.1111
2008-01-18,104.5455
2008-02-05,-33.3333
2008-02-06,66.6667
2008-02-12,-10.0
2008-02-13,11.1111
2008-02-14,20.0
2008-02-19,0.0
2008-02-22,33.3333
2008-02-25,0.0
2008-02-26,0.0
2008-02-27,0.0
2008-03-04,-37.5
2008-03-05,0.25
2008-03-06,-0.2494
2008-03-12,60.0
2008-03-13,12.5
2008-03-14,11.1111
2008-04-03,-20.0
2008-04-07,25.0
2008-04-08,-20.0
2008-04-11,-37.5
2008-04-18,0.0
2008-05-08,60.0
2008-05-09,-25.0
2008-05-12,-25.0
2008-05-14,-33.3333
2008-05-15,0.0
2008-05-19,66.6667
2008-05-20,-60.0
2008-05-21,500.0
2008-05-22,-58.3333
2008-05-23,-40.0
2008-05-27,-33.3333
2008-05-30,0.0
2008-06-06,100.0
2008-06-17,-50.0
2008-06-18,0.0
2008-06-25,0.0
2008-06-30,0.0
2008-07-01,0.0
2008-07-10,50.0
2008-07-29,-53.3333
2008-07-30,7.1429
2008-08-06,-25.8333
2008-08-11,-10.1124
2008-08-14,11.25
2008-08-15,-1.1236
2008-08-18,0.0
2008-08-19,-18.1818
2008-08-28,0.0
2008-09-02,-33.3333
2008-09-03,66.6667
2008-09-04,0.0
2008-09-12,-88.125
2008-09-15,489.4737
2008-09-16,185.7143
2008-09-17,0.0
2008-09-18,0.0
2008-09-22,-50.0
2008-09-23,0.0
2008-09-24,600.0
2008-10-03,-71.4286
2008-10-09,250.0
2008-10-10,-71.4286
2008-10-17,50.0
2008-11-05,66.6667
2008-11-20,-96.0
2008-12-31,150.0
2009-01-05,500.0
2009-01-14,-66.6667
2009-01-15,0.0
2009-03-17,0.0
2009-03-24,0.0
2009-03-31,200.0
2009-04-24,-66.6667
2009-04-27,0.0
2009-05-18,0.0
2009-05-21,140.0
2009-07-07,-95.8333
2009-07-09,1400.0
2009-07-28,0.0
2009-08-26,-33.3333
2009-09-01,0.0
2009-09-04,80.0
2009-09-23,-72.2222
2009-09-24,0.0
2009-10-12,100.0
2009-11-11,0.0
2009-11-19,0.0
2009-12-17,0.0
2010-01-12,50.0
2010-01-13,100.0
2010-01-15,0.0
2010-01-19,0.0
2010-01-28,-33.3333
2010-05-10,-10.0
2010-05-13,-79.8611
2010-05-17,-3.4483
2010-05-24,-42.8571
2010-07-12,25.0
2010-07-16,-20.0
2010-07-27,50.0
2010-08-04,83.3333
2010-08-13,-45.4545
2010-08-16,100.0
2010-08-23,0.0
2010-08-30,16.6667
2010-10-14,-51.7857
2010-10-18,-40.7407
2010-10-20,-40.625
2010-10-29,68.4211
2010-11-01,25.0
2010-11-04,-15.0
2010-11-11,2.9412000000000003
2010-12-06,82.8571
2010-12-09,25.0
2011-02-17,60.0
2011-03-14,-62.5
2011-04-06,-27.0833
2011-07-01,82.8571
2011-08-09,0.0
2011-09-16,25.0
2012-01-05,-20.0
2012-01-12,0.0
2012-03-30,0.0
2012-04-03,100.0
2012-04-26,-37.5
2012-10-01,-60.0
2012-10-08,9.375
2012-12-10,0.0
2013-01-03,0.0
2013-01-22,0.0
2013-03-15,-8.5714
2013-05-08,-50.0
2013-07-18,0.0
2013-08-28,0.0
2013-09-18,0.0
2013-09-25,0.0
2013-09-26,0.0
2013-11-22,0.0
2014-01-13,0.0
2014-02-19,0.0
2014-08-01,650.0
2014-08-05,0.0
2014-08-11,-81.6667
2014-08-26,118.1818
2014-09-03,150.0
2014-09-10,-58.3333
2014-09-29,-4.0
2014-10-03,-33.3333
2014-12-15,0.0
2015-02-12,0.0
2015-02-26,0.0
2015-03-20,0.0
2015-03-30,0.0
2015-04-06,0.0
2015-07-13,0.0
2015-08-25,-40.625
2015-09-17,0.0
2015-09-25,0.0
2015-09-29,0.0
2016-01-04,57.8947
2016-01-20,6.6667
2016-02-24,-34.375
2016-03-03,280.9524
2016-03-10,-60.0
2016-03-28,-40.625
2016-04-20,0.0
2017-01-26,152.6316
2017-04-20,-66.6667
2017-08-01,0.0
2017-12-21,100.0
2018-01-05,-50.0
2018-04-04,0.0
2018-04-27,900.0
2018-04-30,100.0
2018-05-01,-32.5
2018-05-02,-22.7407
2018-05-03,-4.1227
2018-05-04,4.3
2018-05-07,37.1045
2018-05-08,-4.1958
2018-05-09,-11.3139
2018-05-24,-25.9259
2018-05-25,0.0
2018-05-29,0.0
2018-06-05,-88.8889
2018-06-06,900.0
2018-06-18,0.0
2018-06-19,-80.0
2018-07-09,200.0
2018-08-03,-50.0
2018-08-31,0.0
2018-09-13,-33.3333
2018-09-18,200.0
2018-09-26,-50.0
2018-10-12,-60.0
2018-10-24,733.3333
2018-10-25,-50.0
2018-10-30,0.0
2018-10-31,100.0
2018-11-15,20.0
2018-11-16,4.1667
2018-11-19,0.0
2018-11-20,-40.0
2018-11-21,-6.6667
2018-11-29,0.0
2019-01-10,-7.1429
2019-01-14,-7.6923
2019-02-07,0.0
2019-02-11,-16.6667
2019-02-26,0.0
2019-02-27,138.4
2019-03-08,-7.7181
2019-03-11,-26.3636
2019-03-15,60.4938
2019-03-18,-23.0769
2019-03-29,-10.0
2019-04-02,-3.3333
2019-04-16,3.4483
2019-04-18,-18.8889
2019-04-24,-4.1096
2019-05-03,-28.5714
2019-05-14,-36.0
2019-05-16,0.0
2019-05-30,-6.25
2019-06-20,0.0
2019-06-25,-23.3333
2019-07-01,0.0
2019-07-02,0.0
2019-07-05,0.0
2019-08-02,24.3478
2019-08-23,16.958
2019-08-28,-22.272
2019-10-11,7.6923
2019-11-04,132.1429
2019-11-11,0.0
2019-12-13,0.0
2019-12-26,-56.9231
2019-12-27,0.0
2020-01-30,0.0
2020-03-20,0.0
2020-07-02,78.5714
2020-07-06,0.0
2020-07-07,20.0
2020-07-08,0.0
2020-07-13,8.3333
2020-07-22,38.4615
2020-07-28,0.0
