ticker,ATCX US Equity
2019-09-27,0.0885
2019-09-30,0.0497
2019-10-01,-0.0586
2019-10-02,0.0089
2019-10-03,0.0447
2019-10-04,0.0248
2019-10-07,0.0635
2019-10-08,-0.1081
2019-10-09,-0.0616
2019-10-10,0.0467
2019-10-11,0.1887
2019-10-14,0.0
2019-10-15,-0.0753
2019-10-16,0.0555
2019-10-17,-0.1289
2019-10-18,0.0159
2019-10-21,-0.1647
2019-10-22,0.1501
2019-10-23,-0.003
2019-10-24,-0.1459
2019-10-25,0.2972
2019-10-28,-0.1982
2019-10-29,0.1092
2019-10-30,0.0952
2019-10-31,0.112
2019-11-01,-0.2158
2019-11-04,0.1458
2019-11-05,-0.0317
2019-11-06,0.0357
2019-11-08,0.0971
2019-11-11,-0.0495
2019-11-12,0.099
2019-11-13,-0.0989
2019-11-14,0.1277
2019-11-15,0.0702
2019-11-18,-0.1976
2019-11-19,0.0
2019-11-20,0.0
2019-11-21,0.1505
2019-11-22,-0.0227
2019-11-25,-0.0287
2019-11-26,-0.2967
2019-11-27,0.0
2019-11-29,-0.0992
2019-12-02,0.0675
2019-12-03,0.2302
2019-12-04,-0.198
2019-12-05,-0.129
2019-12-06,0.5265
2019-12-09,-15.0198
2019-12-10,17.1988
2019-12-11,-0.3879
2019-12-12,0.498
2019-12-13,-0.0991
2019-12-16,0.3968
2019-12-17,-0.4941
2019-12-18,0.1986
2019-12-19,0.0
2019-12-20,0.5045
2019-12-23,0.0878
2019-12-24,-0.1951
2019-12-26,0.0197
2019-12-27,0.6336
2019-12-30,-0.355
2019-12-31,0.0
2020-01-02,0.2106
2020-01-03,-0.5785
2020-01-06,0.3705
2020-01-07,-0.5886
2020-01-08,0.4931
2020-01-09,0.2956
2020-01-10,-0.2456
2020-01-13,0.2314
2020-01-14,-0.28
2020-01-15,0.0
2020-01-16,0.197
2020-01-17,0.1141
2020-01-21,-0.3104
2020-01-22,0.0985
2020-01-23,0.2953
2020-01-24,0.0
2020-01-27,0.0981
2020-01-28,0.2941
2020-01-29,-0.2933
2020-01-30,-0.4892
2020-01-31,0.5409
2020-02-03,0.0
2020-02-04,0.147
2020-02-05,-9.002
2020-02-06,6.3441
2020-02-07,1.6905999999999999
2020-02-10,0.4723
2020-02-11,6.3861
2020-02-12,-3.0698
2020-02-13,-0.8637
2020-02-14,-2.4627
2020-02-18,29.0246
2020-02-19,-8.0769
2020-02-20,-19.4979
2020-02-21,1.0333
2020-02-24,-0.6111
2020-02-25,-1.6562999999999999
2020-02-26,1.5789
2020-02-27,3.2124
2020-02-28,-0.6024
2020-03-02,-5.6566
2020-03-03,7.3876
2020-03-04,-6.7797
2020-03-05,-2.7807
2020-03-06,-0.9901
2020-03-09,-11.1111
2020-03-10,5.5
2020-03-11,-1.0664
2020-03-12,-36.7665
2020-03-13,6.1553
2020-03-16,-5.4416
2020-03-17,-0.566
2020-03-18,10.2467
2020-03-19,5.6799
2020-03-20,-18.4039
2020-03-23,7.7844
2020-03-24,13.8889
2020-03-25,15.1236
2020-03-26,24.292
2020-03-27,4.5455
2020-03-30,-11.5217
2020-03-31,5.5283
2020-04-01,-17.9069
2020-04-02,0.9671
2020-04-03,15.1685
2020-04-06,11.4634
2020-04-07,0.0
2020-04-08,-3.7199
2020-04-09,2.2727
2020-04-13,-3.3333
2020-04-14,-0.1149
2020-04-15,0.1151
2020-04-16,3.3333
2020-04-17,-3.2258
2020-04-20,-2.1264
2020-04-21,3.9342
2020-04-22,7.3446
2020-04-23,-8.4874
2020-04-24,9.0445
2020-04-27,-2.4262
2020-04-28,0.0
2020-04-29,-2.0541
2020-04-30,0.4415
2020-05-01,-0.1099
2020-05-04,0.0
2020-05-05,0.0
2020-05-06,11.1111
2020-05-07,3.9604
2020-05-08,1.7143000000000002
2020-05-11,-12.8277
2020-05-12,-1.7186
2020-05-13,2.5137
2020-05-14,-5.9168
2020-05-15,1.4163999999999999
2020-05-18,0.8939
2020-05-19,7.9734
2020-05-20,4.6154
2020-05-21,-2.2549
2020-05-22,0.4012
2020-05-26,5.4945
2020-05-27,-1.2311
2020-05-28,-0.2876
2020-05-29,0.9615
2020-06-01,0.0
2020-06-02,0.0
2020-06-03,-2.3810000000000002
2020-06-04,-2.3415
2020-06-05,1.8981
2020-06-08,0.3922
2020-06-09,0.4883
2020-06-10,-0.3887
2020-06-11,-6.8293
2020-06-12,4.2932
2020-06-15,-15.512
2020-06-16,-1.3072
2020-06-17,-3.6725
2020-06-18,2.625
2020-06-19,2.8015
2020-06-22,-5.9242
2020-06-23,1.3854
2020-06-24,-2.7329
2020-06-25,0.894
2020-06-26,-12.9114
2020-06-29,-9.0843
2020-06-30,4.6171
2020-07-01,-1.0605
2020-07-02,6.5736
2020-07-06,12.6087
2020-07-07,-6.8211
2020-07-08,2.0718
2020-07-09,-4.1949
2020-07-10,7.9096
2020-07-13,3.4031000000000002
2020-07-14,-3.9241
2020-07-15,6.9829
2020-07-16,-5.2956
2020-07-17,4.0312
2020-07-20,5.0
2020-07-21,-1.6667
2020-07-22,-2.4213
2020-07-23,3.9591
2020-07-24,-4.3453
2020-07-27,5.3026
2020-07-28,-5.0948
2020-07-29,4.2447
2020-07-30,1.1976
2020-07-31,0.5917
