ticker,EIC US Equity
2019-12-16,1.1538
2019-12-17,0.4889
2019-12-18,-0.1086
2019-12-19,0.3247
2019-12-20,-0.0076
2019-12-23,0.5205
2019-12-24,-0.2146
2019-12-26,0.1882
2019-12-27,-0.161
2019-12-30,0.6183
2019-12-31,0.2137
2020-01-02,0.2399
2020-01-03,0.1521
2020-01-06,0.3261
2020-01-07,0.2118
2020-01-08,-1.215
2020-01-09,1.2833999999999999
2020-01-10,0.3833
2020-01-13,0.6515
2020-01-14,-0.0684
2020-01-15,0.237
2020-01-16,-0.0352
2020-01-17,-0.1619
2020-01-21,0.5132
2020-01-22,0.0655
2020-01-23,-0.2099
2020-01-24,-0.0388
2020-01-27,-2.6757999999999997
2020-01-28,2.6685
2020-01-29,0.158
2020-01-30,-0.1054
2020-01-31,-0.0782
2020-02-03,0.3671
2020-02-04,0.2355
2020-02-05,-0.2349
2020-02-06,0.4186
2020-02-07,0.469
2020-02-11,0.0135
2020-02-12,0.3655
2020-02-13,-0.8325
2020-02-14,0.2099
2020-02-18,-1.0471
2020-02-19,1.2698
2020-02-20,-0.1014
2020-02-21,-0.6307
2020-02-24,-0.7374
2020-02-25,-0.4237
2020-02-26,-0.1597
2020-02-27,-0.1173
2020-02-28,-0.9414
2020-03-02,2.9016
2020-03-03,-0.7947
2020-03-04,0.6257
2020-03-05,-1.9064
2020-03-06,-0.6339
2020-03-09,-2.8291
2020-03-10,1.0
2020-03-11,-1.3022
2020-03-12,-4.8656
2020-03-13,-2.4778000000000002
2020-03-16,-7.5081
2020-03-17,-11.2613
2020-03-18,-53.4382
2020-03-19,44.9687
2020-03-20,-1.0893
2020-03-23,-5.9471
2020-03-24,12.9391
2020-03-25,6.9362
2020-03-26,14.4076
2020-03-27,-2.5423999999999998
2020-03-30,-3.8261
2020-03-31,-3.255
2020-04-01,-3.6738
2020-04-02,-7.7317
2020-04-03,-16.3218
2020-04-06,7.9444
2020-04-07,7.1013
2020-04-08,9.4359
2020-04-09,6.1769
2020-04-13,-0.5655
2020-04-14,1.8957000000000002
2020-04-15,1.8622999999999998
2020-04-16,-0.9151
2020-04-17,-5.1336
2020-04-20,-6.3441
2020-04-21,-10.6846
2020-04-22,7.3751
2020-04-23,5.7869
2020-04-24,-0.818
2020-04-27,0.1031
2020-04-28,-1.2358
2020-04-29,1.147
2020-04-30,0.0
2020-05-01,-0.8247
2020-05-04,-3.1185
2020-05-05,-0.9657
2020-05-06,0.2167
2020-05-07,0.0
2020-05-08,-0.7568
2020-05-11,-0.7462
2020-05-12,0.537
2020-05-13,-1.8721999999999999
2020-05-14,2.1324
2020-05-15,0.3297
2020-05-18,1.862
2020-05-19,-0.5376
2020-05-20,0.5405
2020-05-21,0.0
2020-05-22,0.5376
2020-05-26,0.6417
2020-05-27,9.9894
2020-05-28,2.4976
2020-05-29,0.0839
2020-06-01,1.5314
2020-06-02,2.0408
2020-06-03,2.7273
2020-06-04,1.6814
2020-06-05,16.7972
2020-06-08,0.7824
2020-06-09,-0.9242
2020-06-10,-3.7313
2020-06-11,-2.7907
2020-06-12,6.3403
2020-06-15,1.8868
2020-06-16,4.8889
2020-06-17,-0.0706
2020-06-18,0.9187
2020-06-19,-1.8697
2020-06-22,-1.52
2020-06-23,1.087
2020-06-24,1.7921
2020-06-25,-4.2254
2020-06-26,-0.7353
2020-06-29,-3.3333
2020-06-30,-0.7663
2020-07-01,-0.1367
2020-07-02,0.1369
2020-07-06,0.1544
2020-07-07,-1.6962000000000002
2020-07-08,2.3529
2020-07-09,8.8123
2020-07-10,-1.4788999999999999
2020-07-13,-4.0087
2020-07-14,3.1891
2020-07-15,-1.1891
2020-07-16,-1.3285
2020-07-17,1.7358
2020-07-20,-2.003
2020-07-21,1.0598
2020-07-22,-2.3970000000000002
2020-07-23,1.6186
2020-07-24,-4.0095
2020-07-27,0.3934
2020-07-28,0.3918
2020-07-29,1.4832
2020-07-30,-0.6154
2020-07-31,0.5418
