ticker,PACQF US Equity
2013-01-24,-0.3024
2013-02-01,0.0
2013-02-07,0.91
2013-02-08,0.0
2013-02-11,0.0
2013-02-13,0.4008
2013-02-14,-0.1996
2013-02-15,-1.0
2013-02-19,0.8081
2013-02-20,0.0701
2013-02-21,-0.1702
2013-02-22,0.2006
2013-02-25,-0.7007
2013-02-26,0.7056
2013-02-27,0.0
2013-02-28,0.0
2013-03-01,0.0
2013-03-05,0.0
2013-03-06,0.0
2013-03-07,1.1011
2013-03-13,-2.9703
2013-03-14,2.0408
2013-03-15,-0.4
2013-03-18,-0.6024
2013-03-19,1.3131
2013-03-20,0.0997
2013-03-25,-0.3984
2013-03-28,-0.5
2013-04-01,0.0
2013-04-02,-4.5226
2013-04-03,2.1053
2013-04-05,3.0928
2013-04-08,0.0
2013-04-09,0.2
2013-04-15,0.0
2013-04-16,0.0
2013-04-19,-0.1996
2013-04-22,0.0
2013-05-09,-1.7
2013-05-10,-0.8126
2013-05-14,-9.6422
2013-05-22,11.2372
2013-05-30,0.9184
2013-05-31,1.0111
2013-06-06,0.9009
2013-06-20,-0.9921
2013-06-25,0.3006
2013-06-26,-0.3996
2013-06-27,0.0
2013-07-01,0.4012
2013-07-02,-0.1998
2013-07-08,-4.1041
2013-07-09,6.6806
2013-07-11,-0.1945
2013-07-12,-2.1568
2013-07-15,0.1991
2013-07-19,-8.4988
2013-07-23,9.5067
2013-07-26,-0.1996
2013-07-30,1.9
2013-08-05,-1.8646
2013-08-08,0.1
2013-08-13,-0.0999
2013-08-19,-0.6
2013-08-22,1.5091
2013-08-27,0.3964
2013-08-28,-0.2962
2013-08-29,3.9604
2013-09-03,0.5714
2013-09-04,0.4735
2013-09-06,9.7078
2013-09-09,3.4364
2013-09-10,0.4983
2013-09-11,6.281
2013-09-12,35.6143
2013-09-13,-36.3532
2013-09-16,0.4516
2013-09-18,-1.3464
2013-09-19,0.0
2013-09-20,29.5455
2013-09-23,-8.8421
2013-09-24,-12.2402
2013-09-26,-3.0702
2013-09-27,-0.181
2013-09-30,-0.6346
2013-10-04,-6.9343
2013-10-23,8.6902
2013-12-06,-13.3641
2013-12-09,-78.7234
2013-12-19,0.0
2013-12-20,250.0
2013-12-23,0.0
2013-12-24,-0.1429
2013-12-27,0.1431
2013-12-30,0.0
2013-12-31,0.0
2014-01-03,14.2857
2014-04-04,-49.875
2014-04-10,-50.1247
2014-04-23,-25.0
2014-04-25,466.6667
2014-04-30,-1.1764999999999999
2014-05-01,-28.5714
2014-05-06,-66.6667
2014-05-12,75.0
2014-05-13,14.2857
2014-05-14,-48.75
2014-05-15,0.9756
2014-05-16,1.4493
2014-05-19,2.3810000000000002
2014-05-20,2.3256
2014-05-21,1.3636
2014-05-22,-3.1390000000000002
2014-05-23,0.463
2014-05-27,1.8433000000000002
2014-05-28,3.1673999999999998
2014-05-29,0.4386
2014-05-30,0.4367
2014-06-02,-0.4348
2014-06-03,0.4367
2014-06-04,4.7826
2014-06-05,-4.9793
2014-06-06,-0.4367
2014-06-09,-0.8772
2014-06-10,0.0
2014-06-11,0.0
2014-06-12,0.0
2014-06-13,0.0
2014-06-16,0.4425
2014-06-17,-0.4405
2014-06-18,0.0
2014-06-19,0.0
2014-06-20,0.0
2014-06-23,0.0
2014-06-24,0.0
2014-06-25,0.0
2014-06-26,0.4425
2014-06-27,0.4405
2014-06-30,0.0
2014-07-01,0.4386
2014-07-02,-1.31
2014-07-03,0.0
2014-07-07,0.0
2014-07-08,0.0
2014-07-09,1.3274
2014-07-10,0.0
2014-07-11,0.0
2014-07-14,0.0
2014-07-15,0.0
2014-07-16,0.0
2014-07-17,0.0
2014-07-18,0.0
2014-07-21,0.0
2014-07-22,-10.4803
2014-07-23,0.0
2014-07-24,0.0
2014-07-25,0.0
2014-07-28,0.4878
2014-07-29,0.0
2014-07-30,0.0
2014-07-31,0.0
2014-08-01,0.0
2014-08-04,0.0
2014-08-05,0.0
2014-08-06,0.0
2014-08-07,0.0
2014-08-08,-0.4854
2014-08-11,0.4878
2014-08-12,0.0
2014-08-13,0.0
2014-08-14,0.0
2014-08-15,0.0
2014-08-18,0.0
2014-08-19,0.0
2014-08-20,-0.9709
2014-08-21,0.0
2014-08-22,0.0
2014-08-25,0.0
2014-08-26,-9.3137
2014-08-27,0.0
2014-08-28,0.0
2014-08-29,0.0
2014-09-02,0.0
2014-09-03,0.0
2014-09-04,0.0
2014-09-05,0.0
2014-09-08,0.0
2014-09-09,0.0
2014-09-10,0.0
2014-09-11,-2.7027
2014-09-12,0.0
2014-09-15,0.0
2014-09-16,0.0
2014-09-17,0.0
2014-09-18,0.0
2014-09-19,0.0
2014-09-22,0.0
2014-09-23,0.0
2014-09-24,0.0
2014-09-25,0.0
2014-09-26,-2.7778
2014-09-29,0.0
2014-09-30,-8.5714
2014-10-01,-3.125
2014-10-02,0.0
2014-10-03,-3.2258
2014-10-06,13.3333
2014-10-07,-8.8235
2014-10-08,-9.6774
2014-10-09,0.0
2014-10-10,0.0
2014-10-13,7.1429
2014-10-14,0.0
2014-10-15,-6.6667
2014-10-16,-7.1429
2014-10-17,-3.8462
2014-10-20,0.0
2014-10-21,0.0
2014-10-22,20.0
2014-10-23,0.0
2014-10-24,0.0
2014-10-27,0.0
2014-10-28,0.0
2014-10-29,-6.6667
2014-10-30,-7.1429
2014-10-31,0.0
2014-11-03,0.0
2014-11-04,0.0
2014-11-05,-3.8462
2014-11-06,4.0
2014-11-07,0.0
2014-11-10,7.6923
2014-11-11,-3.5714
2014-11-12,0.0
2014-11-13,3.7037
2014-11-14,3.5714
2014-11-17,-3.4483
2014-11-18,0.0
2014-11-19,0.0
2014-11-20,0.0
2014-11-21,-3.5714
2014-12-03,3.7037
2014-12-26,25.0
2015-01-05,8.5714
2015-01-06,0.0
2015-01-07,10.526299999999999
2015-01-14,2.3810000000000002
2015-02-03,-6.9767
2015-02-04,8.0
2015-02-13,1.8519
2015-02-20,2.2727
2015-03-20,-2.2222
2015-03-23,0.0
2015-03-26,6.8125
2015-04-16,0.0053
2015-04-24,-10.6383
2015-04-27,0.0
2015-04-28,4.7619
2015-05-01,9.0909
2015-05-05,8.3333
2015-05-13,-6.9231
2015-05-19,9.9174
2015-05-20,2.2556
2015-05-22,-0.7353
2015-05-28,-11.1111
2015-06-05,45.8333
2015-06-08,14.2857
2015-07-23,0.0
2015-07-30,-12.5
2015-07-31,-18.5714
2015-08-06,8.7719
2015-08-14,0.0
2015-08-20,0.0
2015-09-15,-25.8065
2015-09-24,-10.8696
2015-10-01,47.8049
2015-11-18,32.0132
2015-12-02,-6.25
2015-12-08,-5.3333
2016-02-04,-14.0845
2016-02-05,-3.6066000000000003
2016-07-29,-22.1088
2016-08-02,0.4367
2016-10-07,1.7391
2016-10-18,0.0
2016-11-14,-14.5299
2016-11-15,-10.0
2017-05-01,-27.7778
2017-07-10,23.0769
2017-08-28,6.25
2017-09-18,-5.8824
2017-10-06,-5.0
2017-11-06,-1.3158
2017-11-14,26.6667
2017-11-24,-11.5789
2017-12-07,17.8571
2018-01-03,-52.0202
2018-01-30,-21.0526
2018-03-22,36.0
2018-04-24,38.2353
2018-06-07,-29.078
2018-06-13,0.0
2018-10-18,-50.0
2018-12-06,0.0
2019-03-22,0.0
2019-05-15,0.0
2019-06-03,-5.0
2019-06-19,-5.0105
2019-09-18,23.0086
2019-12-23,-45.9474
2020-04-20,68.3333
2020-06-17,-60.3762
2020-06-18,74.8626
2020-07-01,0.0286
2020-07-02,-8.5714
2020-07-08,-12.5
2020-07-17,7.1429
