ticker,MEC US Equity
2019-09-27,-2.8816
2019-09-30,5.7739
2019-10-01,-2.1986
2019-10-02,2.093
2019-10-03,0.9871
2019-10-04,-3.5338000000000003
2019-10-07,-5.2221
2019-10-08,1.8914
2019-10-09,-3.5513
2019-10-10,0.0
2019-10-11,-0.8368
2019-10-14,5.0633
2019-10-15,3.9356999999999998
2019-10-16,-3.2457
2019-10-17,-0.639
2019-10-18,-1.7685
2019-10-21,5.6465
2019-10-22,0.5422
2019-10-23,-0.2311
2019-10-24,-3.0116
2019-10-25,-2.9459
2019-10-28,3.6095
2019-10-29,-6.8884
2019-10-30,-33.0782
2019-10-31,8.6404
2019-11-01,18.3626
2019-11-04,3.4585
2019-11-05,-6.4947
2019-11-06,1.8386
2019-11-07,-0.9027
2019-11-08,-2.6316
2019-11-11,-2.2869
2019-11-12,0.7447
2019-11-13,-0.528
2019-11-14,-1.0616
2019-11-15,-0.5365
2019-11-18,-1.8338999999999999
2019-11-19,-0.2198
2019-11-20,-0.9912
2019-11-21,8.7875
2019-11-22,-1.5337
2019-11-25,-0.9346
2019-11-26,0.1048
2019-11-27,-3.1414
2019-11-29,1.0811
2019-12-02,-1.3904
2019-12-03,1.5184
2019-12-04,-4.0598
2019-12-05,0.8909
2019-12-06,1.4349
2019-12-09,-2.0675
2019-12-10,0.3333
2019-12-11,1.6611
2019-12-12,1.0893
2019-12-13,-0.8621
2019-12-16,-2.3913
2019-12-17,0.6682
2019-12-18,2.2124
2019-12-19,0.7576
2019-12-20,-0.9667
2019-12-23,0.3254
2019-12-24,0.973
2019-12-26,0.1071
2019-12-27,5.8824
2019-12-30,-5.2525
2019-12-31,0.0
2020-01-02,1.5991
2020-01-03,-0.8395
2020-01-06,-0.5291
2020-01-07,-2.234
2020-01-08,-2.3939
2020-01-09,0.6689
2020-01-10,-1.4396
2020-01-13,0.7865
2020-01-14,-0.3344
2020-01-15,0.0
2020-01-16,2.5727
2020-01-17,-0.6543
2020-01-21,-0.1098
2020-01-22,-0.5495
2020-01-23,-2.6519
2020-01-24,0.454
2020-01-27,-1.1299
2020-01-28,-0.9143
2020-01-29,-6.113
2020-01-30,-3.317
2020-01-31,-3.3037
2020-02-03,0.0
2020-02-04,4.205
2020-02-05,-3.5309
2020-02-06,-1.1764999999999999
2020-02-07,-0.3968
2020-02-10,0.0
2020-02-11,2.2576
2020-02-12,1.1688
2020-02-13,0.5135
2020-02-14,0.894
2020-02-18,-1.3924
2020-02-19,-1.027
2020-02-20,-0.6485
2020-02-21,-0.2611
2020-02-24,5.2356
2020-02-25,-5.5969999999999995
2020-02-26,-6.7194
2020-02-27,0.565
2020-02-28,2.3876
2020-03-02,1.6461000000000001
2020-03-03,-2.5641
2020-03-04,1.108
2020-03-05,-3.4247
2020-03-06,-4.1135
2020-03-09,-6.6568000000000005
2020-03-10,1.4263
2020-03-11,-11.4063
2020-03-12,-29.2769
2020-03-13,39.4015
2020-03-16,-2.3256
2020-03-17,12.2711
2020-03-18,-10.1142
2020-03-19,6.5336
2020-03-20,-11.5843
2020-03-23,10.9827
2020-03-24,-0.8681
2020-03-25,0.8757
2020-03-26,17.5347
2020-03-27,-11.5214
2020-03-30,-0.5008
2020-03-31,2.8523
2020-04-01,-2.1207
2020-04-02,5.1667
2020-04-03,-9.1918
2020-04-06,4.3629999999999995
2020-04-07,0.3344
2020-04-08,0.8333
2020-04-09,0.0
2020-04-13,-2.6446
2020-04-14,0.5093
2020-04-15,-2.027
2020-04-16,-4.4828
2020-04-17,2.5271
2020-04-20,-3.3451
2020-04-21,2.3679
2020-04-22,-3.5587
2020-04-23,-1.845
2020-04-24,1.5038
2020-04-27,2.4074
2020-04-28,1.6275
2020-04-29,-2.1352
2020-04-30,-5.0909
2020-05-01,-2.2989
2020-05-04,-7.8431
2020-05-05,-0.6383
2020-05-06,8.9936
2020-05-07,-1.3752
2020-05-08,22.1116
2020-05-11,-5.5465
2020-05-12,-11.5717
2020-05-13,-4.8828
2020-05-14,2.0534
2020-05-15,3.8228999999999997
2020-05-18,15.1163
2020-05-19,-9.596
2020-05-20,2.4209
2020-05-21,-0.5455
2020-05-22,4.2048
2020-05-26,9.8246
2020-05-27,0.7987
2020-05-28,0.317
2020-05-29,-3.3175
2020-06-01,-3.9215999999999998
2020-06-02,3.0612
2020-06-03,7.2607
2020-06-04,-2.7692
2020-06-05,3.6391999999999998
2020-06-08,19.542
2020-06-09,-3.1928
2020-06-10,-6.0686
2020-06-11,-4.4944
2020-06-12,8.8235
2020-06-15,0.2703
2020-06-16,-2.0216
2020-06-17,-3.0261
2020-06-18,2.1277
2020-06-19,2.3611
2020-06-22,0.4071
2020-06-23,1.3514
2020-06-24,-0.2667
2020-06-25,-0.1337
2020-06-26,-4.0161
2020-06-29,3.7657
2020-06-30,6.1828
2020-07-01,-1.0127
2020-07-02,0.5115
2020-07-06,0.5089
2020-07-07,-6.8354
2020-07-08,4.6196
2020-07-09,-6.4935
2020-07-10,0.8333
2020-07-13,3.5813
2020-07-14,3.9894
2020-07-15,-4.0921
2020-07-16,4.1333
2020-07-17,-0.5122
2020-07-20,-0.5148
2020-07-21,2.0699
2020-07-22,-3.5488
2020-07-23,-1.7083
2020-07-24,-4.0107
2020-07-27,-0.4178
2020-07-28,3.9161
2020-07-29,4.3069
2020-07-30,0.5161
2020-07-31,-2.5674
