ticker,IMAC US Equity
2019-07-08,-2.1390000000000002
2019-07-09,-0.4595
2019-07-10,-0.2559
2019-07-11,-7.6739
2019-07-12,-7.4961
2019-07-15,5.0654
2019-07-16,0.2191
2019-07-17,-3.7333
2019-07-18,-4.4321
2019-07-19,-11.5942
2019-07-22,3.6066000000000003
2019-07-23,4.1139
2019-07-24,4.9149
2019-07-25,-3.5258000000000003
2019-07-26,5.1051
2019-07-29,8.857099999999999
2019-07-30,10.2362
2019-07-31,-4.8
2019-08-01,-12.465
2019-08-02,20.0
2019-08-05,1.45
2019-08-06,-6.1231
2019-08-07,6.2725
2019-08-08,-5.4318
2019-08-09,4.495
2019-08-12,3.0781
2019-08-13,0.9238
2019-08-14,-16.0183
2019-08-15,-4.0872
2019-08-16,12.5398
2019-08-19,-0.2878
2019-08-20,6.3291
2019-08-21,-0.9524
2019-08-22,-1.2019
2019-08-23,-1.9465
2019-08-26,0.0
2019-08-27,-5.7072
2019-08-28,2.8947000000000003
2019-08-29,4.3478
2019-08-30,-1.9607999999999999
2019-09-03,-0.7175
2019-09-04,-1.04
2019-09-05,0.7634
2019-09-06,0.2525
2019-09-09,0.7557
2019-09-10,-1.625
2019-09-11,3.1766
2019-09-12,-2.2167
2019-09-13,0.0
2019-09-16,0.0
2019-09-17,2.0151
2019-09-18,-4.1975
2019-09-19,-5.9277999999999995
2019-09-20,5.7534
2019-09-23,-4.1451
2019-09-24,2.973
2019-09-25,-8.1365
2019-09-26,0.8571
2019-09-27,-1.8612
2019-09-30,5.1843
2019-10-01,-12.182
2019-10-02,-0.625
2019-10-03,-0.9434
2019-10-04,-0.8508
2019-10-07,-5.8658
2019-10-08,8.8435
2019-10-09,-5.9375
2019-10-10,1.9336
2019-10-11,-6.7857
2019-10-14,0.6993
2019-10-15,9.0278
2019-10-16,-2.1656
2019-10-17,6.4453
2019-10-18,-9.7859
2019-10-21,9.4915
2019-10-22,-7.1207
2019-10-23,-6.6667
2019-10-24,-1.7856999999999998
2019-10-25,1.4909
2019-10-28,8.2049
2019-10-29,-12.2517
2019-10-30,-0.7283
2019-10-31,10.1532
2019-11-01,-5.4455
2019-11-04,-14.6679
2019-11-05,9.0629
2019-11-06,3.1373
2019-11-07,-0.7605
2019-11-08,-3.8314
2019-11-11,-3.3865
2019-11-12,1.0309
2019-11-13,-12.6531
2019-11-14,-2.8037
2019-11-15,0.4856
2019-11-18,0.2344
2019-11-19,0.6683
2019-11-20,-0.4267
2019-11-21,0.0
2019-11-22,-1.5095
2019-11-25,-3.1378
2019-11-26,-1.3078
2019-11-27,-6.4435
2019-11-29,6.5412
2019-12-02,-5.6322
2019-12-03,-4.7586
2019-12-04,10.0886
2019-12-05,3.0769
2019-12-06,-8.457699999999999
2019-12-09,-6.5217
2019-12-10,-6.4244
2019-12-11,-13.0165
2019-12-12,23.8571
2019-12-13,-7.7278
2019-12-16,3.125
2019-12-17,-8.4848
2019-12-18,4.6358
2019-12-19,-4.4304
2019-12-20,3.3113
2019-12-23,8.9744
2019-12-24,-1.1764999999999999
2019-12-26,1.1905000000000001
2019-12-27,-12.3529
2019-12-30,4.0268
2019-12-31,-3.2258
2020-01-02,7.3333
2020-01-03,-2.4845
2020-01-06,2.5478
2020-01-07,7.4534
2020-01-08,-8.0925
2020-01-09,-0.6289
2020-01-10,0.6329
2020-01-13,-9.434
2020-01-14,1.3889
2020-01-15,0.6849
2020-01-16,-1.3605
2020-01-17,-7.5862
2020-01-21,-2.9851
2020-01-22,-5.8769
2020-01-23,-0.5149
2020-01-24,-2.2427
2020-01-27,-6.7227
2020-01-28,1.8018
2020-01-29,6.1947
2020-01-30,-1.6667
2020-01-31,-6.7797
2020-02-03,-6.3636
2020-02-04,1.9417
2020-02-05,0.9524
2020-02-06,-5.6604
2020-02-07,4.0
2020-02-10,2.8846
2020-02-11,4.5794
2020-02-12,-12.4218
2020-02-13,3.0714
2020-02-14,-3.465
2020-02-18,-4.2457
2020-02-19,-7.8933
2020-02-20,1.1628
2020-02-21,3.8736
2020-02-24,-6.1193
2020-02-25,0.1768
2020-02-26,3.5298
2020-02-27,-3.6094
2020-02-28,16.7141
2020-03-02,-13.1528
2020-03-03,-6.9443
2020-03-04,5.0
2020-03-05,-10.0476
2020-03-06,-1.8925
2020-03-09,-15.4295
2020-03-10,8.4188
2020-03-11,20.6415
2020-03-12,-20.5366
2020-03-13,-1.7787
2020-03-16,-15.1576
2020-03-17,-4.3831
2020-03-18,-9.5339
2020-03-19,0.0639
2020-03-20,-2.8138
2020-03-23,-3.6879999999999997
2020-03-24,1025.1816
2020-03-25,-54.9495
2020-03-26,-1.3453
2020-03-27,-10.4545
2020-03-30,-16.7513
2020-03-31,23.1707
2020-04-01,-16.3366
2020-04-02,-6.5089
2020-04-03,-9.4937
2020-04-06,1.3986
2020-04-07,-2.7586
2020-04-08,-3.5461
2020-04-09,15.4412
2020-04-13,13.3758
2020-04-14,-2.809
2020-04-15,-4.0462
2020-04-16,-1.8072
2020-04-17,-1.227
2020-04-20,0.6211
2020-04-21,-1.8519
2020-04-22,-2.5157
2020-04-23,-3.2258
2020-04-24,-5.3333
2020-04-27,-2.1127
2020-04-28,0.0
2020-04-29,12.9496
2020-04-30,-7.0064
2020-05-01,4.1096
2020-05-04,1.2039
2020-05-05,7.2613
2020-05-06,1.8182
2020-05-07,3.5714
2020-05-08,-1.7241
2020-05-11,-1.1696
2020-05-12,-1.7751000000000001
2020-05-13,-6.0241
2020-05-14,-1.2821
2020-05-15,7.7922
2020-05-18,-2.4939999999999998
2020-05-19,-1.1491
2020-05-20,4.375
2020-05-21,-3.5928
2020-05-22,0.6211
2020-05-26,0.6173
2020-05-27,-2.454
2020-05-28,-2.5157
2020-05-29,-0.6452
2020-06-01,-1.9481000000000002
2020-06-02,1.9868000000000001
2020-06-03,3.2468
2020-06-04,0.0
2020-06-05,6.9308
2020-06-08,-2.9526
2020-06-09,31.5212
2020-06-10,-15.6721
2020-06-11,-16.9399
2020-06-12,3.2895
2020-06-15,3.8217
2020-06-16,8.589
2020-06-17,-3.9548
2020-06-18,-9.4118
2020-06-19,-0.6494
2020-06-22,0.0
2020-06-23,2.6144
2020-06-24,-8.9172
2020-06-25,0.0
2020-06-26,-4.1958
2020-06-29,-0.7299
2020-06-30,-8.0882
2020-07-01,-2.568
2020-07-02,0.1724
2020-07-06,3.2787
2020-07-07,0.0
2020-07-08,-3.9683
2020-07-09,-2.4793
2020-07-10,0.8475
2020-07-13,3.3613
2020-07-14,1.626
2020-07-15,4.8
2020-07-16,-0.7634
2020-07-17,0.0
2020-07-20,0.0
2020-07-21,-1.5385
2020-07-22,0.0
2020-07-23,-1.5625
2020-07-24,-0.7937
2020-07-27,-4.0
2020-07-28,7.5
2020-07-29,-4.6512
2020-07-30,1.626
2020-07-31,4.8
