ticker,HCAT US Equity
2019-12-11,-9.3941
2019-12-12,-3.737
2019-12-13,-2.3935
2019-12-16,-2.2129
2019-12-17,-4.0673
2019-12-18,-0.7332
2019-12-19,-2.6333
2019-12-20,13.6873
2019-12-23,6.2953
2019-12-24,-8.1332
2019-12-26,-2.0796
2019-12-27,3.5801
2019-12-30,-0.0586
2019-12-31,1.6999
2020-01-02,-1.7003
2020-01-03,0.9381
2020-01-06,2.2074
2020-01-07,1.7334
2020-01-08,1.3128
2020-01-09,2.7157
2020-01-10,-1.2213
2020-01-13,2.1739
2020-01-14,-6.0904
2020-01-15,2.5772
2020-01-16,-3.534
2020-01-17,-2.3468999999999998
2020-01-21,8.4408
2020-01-22,-2.027
2020-01-23,-2.8414
2020-01-24,-0.7098
2020-01-27,0.3717
2020-01-28,-3.4758
2020-01-29,-1.0035
2020-01-30,-0.6857
2020-01-31,-1.9814
2020-02-03,1.7764
2020-02-04,0.4213
2020-02-05,-1.0488
2020-02-06,-3.3919
2020-02-07,3.3229
2020-02-10,-1.6383
2020-02-11,1.203
2020-02-12,-3.2002
2020-02-13,-0.6297
2020-02-14,-1.8378
2020-02-18,0.0646
2020-02-19,-0.6129
2020-02-20,2.1097
2020-02-21,-4.2912
2020-02-24,0.0
2020-02-25,-1.7934
2020-02-26,1.4542
2020-02-27,-7.5333
2020-02-28,9.5169
2020-03-02,-0.9217
2020-03-03,-6.1462
2020-03-04,6.7611
2020-03-05,-0.1989
2020-03-06,-1.6279
2020-03-09,-11.8541
2020-03-10,6.3985
2020-03-11,-0.6842
2020-03-12,-11.2038
2020-03-13,-4.4916
2020-03-16,-23.8991
2020-03-17,9.7191
2020-03-18,1.8944999999999999
2020-03-19,13.0151
2020-03-20,4.2686
2020-03-23,1.4499
2020-03-24,15.5948
2020-03-25,-6.1455
2020-03-26,-0.4262
2020-03-27,-6.7315000000000005
2020-03-30,6.2995
2020-03-31,2.6295
2020-04-01,4.13
2020-04-02,-0.1469
2020-04-03,-5.48
2020-04-06,8.0545
2020-04-07,-3.529
2020-04-08,-10.4143
2020-04-09,4.3333
2020-04-13,4.7923
2020-04-14,0.1524
2020-04-15,-1.446
2020-04-16,-3.166
2020-04-17,0.2592
2020-04-20,1.73
2020-04-21,0.6646
2020-04-22,-0.932
2020-04-23,2.0776
2020-04-24,0.3456
2020-04-27,1.0333
2020-04-28,-3.7879
2020-04-29,4.8031
2020-04-30,0.1878
2020-05-01,-5.6243
2020-05-04,-0.1986
2020-05-05,-0.4777
2020-05-06,-0.08
2020-05-07,1.6013
2020-05-08,9.6927
2020-05-11,3.4842
2020-05-12,3.6793
2020-05-13,-5.39
2020-05-14,-1.1677
2020-05-15,2.6494999999999997
2020-05-18,-1.0813
2020-05-19,1.0931
2020-05-20,0.4534
2020-05-21,-1.5278
2020-05-22,0.0
2020-05-26,-3.2793
2020-05-27,0.2552
2020-05-28,-1.6364
2020-05-29,0.3327
2020-06-01,-1.2159
2020-06-02,2.0888
2020-06-03,3.0325
2020-06-04,-0.0709
2020-06-05,2.2711
2020-06-08,2.9146
2020-06-09,-3.3715
2020-06-10,0.5583
2020-06-11,-5.0312
2020-06-12,-0.4019
2020-06-15,7.1533
2020-06-16,1.5063
2020-06-17,0.1349
2020-06-18,6.45
2020-06-19,0.0791
2020-06-22,3.9203
2020-06-23,-1.3995
2020-06-24,-4.1037
2020-06-25,-0.0644
2020-06-26,-7.888
2020-06-29,-3.5302
2020-06-30,5.6884
2020-07-01,-2.1255
2020-07-02,5.0788
2020-07-06,5.0333
2020-07-07,-3.3005
2020-07-08,2.3958
2020-07-09,3.8782
2020-07-10,4.7516
2020-07-13,-4.9779
2020-07-14,5.3627
2020-07-15,7.1197
2020-07-16,-2.0599
2020-07-17,0.645
2020-07-20,-0.6687
2020-07-21,1.9074
2020-07-22,-0.7157
2020-07-23,0.6099
2020-07-24,-0.8542
2020-07-27,2.5848
2020-07-28,-3.3866
2020-07-29,0.5328
2020-07-30,-0.3068
2020-07-31,-2.3503
