ticker,TORW US Equity
2011-07-12,1.4706000000000001
2011-08-08,0.0
2011-09-06,-3.1593999999999998
2011-11-21,3.7906
2012-01-24,0.5245
2012-03-06,0.3623
2012-10-10,1.8043
2012-10-12,4.1066
2012-12-07,3.8062
2012-12-20,-6.044
2012-12-21,4.8353
2013-02-14,-1.0204
2013-03-08,0.3436
2013-03-14,-0.1644
2013-03-20,-1.1724
2013-03-21,1.5352000000000001
2013-03-28,0.3436
2013-04-04,0.0
2013-04-11,0.2055
2013-04-19,-8.407399999999999
2013-04-22,-1.4925
2013-05-10,0.0
2013-06-14,3.6269
2013-08-02,2.9412000000000003
2013-09-16,1.9822
2013-10-22,-1.2676
2014-02-11,4.7346
2014-03-04,1.3699
2014-04-21,1.3587
2014-08-01,0.5391
2014-09-09,0.0
2015-02-25,1.7086999999999999
2015-04-23,0.7513
2015-06-18,-1.5272999999999999
2015-06-19,3.4013999999999998
2015-07-13,5.2632
2015-08-24,-7.25
2015-10-21,-4.204
2015-10-29,16.0815
2015-11-02,-13.9024
2016-01-29,8.4165
2016-02-03,-5.1316
2016-02-11,-3.5506
2016-03-23,24.5655
2016-04-01,-15.9535
2016-06-08,9.2695
2016-08-02,1.2997
2016-08-05,0.0
2016-08-18,-6.9182
2016-08-23,0.0
2016-09-27,3.4013999999999998
2016-10-04,2.6316
2016-11-07,-0.4359
2016-11-14,0.4378
2016-12-21,5.164
2016-12-28,-4.2475
2017-01-13,5.1282
2017-02-16,4.878
2017-03-02,0.0
2017-06-08,-8.7292
2017-06-21,13.607
2017-06-22,0.0
2017-07-05,0.0
2017-09-07,0.0
2017-09-29,-1.6693
2017-10-24,-6.7442
2017-10-30,-0.2494
2017-11-02,0.375
2017-12-07,4.6077
2017-12-11,0.0
2017-12-28,0.2158
2018-02-20,3.11
2018-03-26,7.4515
2018-04-06,0.0
2018-04-23,-4.3478
2018-05-01,0.5682
2018-05-15,-2.5989
2018-05-16,2.0882
2018-06-06,1.1364
2018-06-18,1.7869000000000002
2018-08-08,0.56
2018-08-21,0.0221
2018-08-31,0.0177
2018-09-06,-0.0221
2018-09-17,0.0889
2019-01-28,2.2148
2019-03-01,0.6785
2019-03-12,0.0
2019-05-16,5.0558
2019-06-19,0.65
2019-07-25,-0.6458
2019-08-22,-2.0969
2019-09-10,2.7843
2019-09-27,-5.6208
2019-09-30,6.6444
2019-10-03,-10.8981
2019-10-29,-4.116
2020-01-13,0.8358
2020-01-15,-0.0488
2020-02-06,-2.439
2020-02-25,3.625
2020-03-02,3.1363
2020-03-03,0.0
2020-03-12,-3.5088
2020-03-17,-4.2512
2020-03-18,-3.6744
2020-03-20,-0.6623
2020-03-23,-1.3333
2020-03-25,2.027
2020-04-08,-3.9735
2020-04-20,0.0
2020-04-22,-3.4483
2020-04-27,-8.5714
2020-04-28,1.5625
2020-05-08,10.7692
2020-05-28,2.7778
2020-05-29,2.7027
2020-06-02,0.0
2020-06-04,-5.0
2020-07-14,1.1738
2020-07-23,0.8287
2020-07-27,39.726
2020-07-31,-28.4314
