ticker,LKNCY US Equity
2019-10-07,0.4668
2019-10-08,-4.285
2019-10-09,1.6721
2019-10-10,-2.069
2019-10-11,2.5460000000000003
2019-10-14,1.2678
2019-10-15,2.2431
2019-10-16,-0.5102
2019-10-17,0.8205
2019-10-18,-2.9502
2019-10-21,4.9266
2019-10-22,5.7942
2019-10-23,-0.3777
2019-10-24,1.7536
2019-10-25,-2.7946
2019-10-28,-2.5874
2019-10-29,-3.4432
2019-10-30,1.9358
2019-10-31,-2.1489
2019-11-01,-1.7875
2019-11-04,-0.052
2019-11-05,-0.6764
2019-11-06,-1.6763
2019-11-07,-0.2131
2019-11-08,-0.9076
2019-11-11,1.0776
2019-11-12,1.1727
2019-11-13,13.0664
2019-11-14,0.3728
2019-11-15,25.441
2019-11-18,4.2191
2019-11-19,-3.196
2019-11-20,-3.5216
2019-11-21,6.2738
2019-11-22,6.7979
2019-11-25,7.2027
2019-11-26,0.3125
2019-11-27,-1.9626000000000001
2019-11-29,-4.1945
2019-12-02,0.2985
2019-12-03,5.6878
2019-12-04,-6.6333
2019-12-05,-3.1501
2019-12-06,2.7336
2019-12-09,2.2567
2019-12-10,2.5033
2019-12-11,-6.491
2019-12-12,9.1753
2019-12-13,-3.0217
2019-12-16,0.9088
2019-12-17,0.1608
2019-12-18,1.2845
2019-12-19,2.3145
2019-12-20,-0.2479
2019-12-23,10.2827
2019-12-24,-3.0423
2019-12-26,2.6148
2019-12-27,3.171
2019-12-30,3.6773
2019-12-31,4.1821
2020-01-02,-3.252
2020-01-03,-3.5714
2020-01-06,-6.2364
2020-01-07,1.975
2020-01-08,12.3896
2020-01-09,12.443
2020-01-10,-2.3665
2020-01-13,5.9557
2020-01-14,-0.2179
2020-01-15,-1.4628999999999999
2020-01-16,7.5338
2020-01-17,3.0703
2020-01-21,-4.7181
2020-01-22,-8.2039
2020-01-23,2.1029
2020-01-24,-8.5964
2020-01-27,-9.0865
2020-01-28,6.708
2020-01-29,-4.3928
2020-01-30,-3.8817
2020-01-31,-10.7418
2020-02-03,-3.5088
2020-02-04,15.5981
2020-02-05,0.1932
2020-02-06,-2.7816
2020-02-07,-0.8499
2020-02-10,5.3429
2020-02-11,3.4717000000000002
2020-02-12,1.5727
2020-02-13,-2.0645
2020-02-14,0.1845
2020-02-18,6.1021
2020-02-19,4.9826
2020-02-20,-3.0933
2020-02-21,-2.4123
2020-02-24,-7.6155
2020-02-25,3.5946
2020-02-26,2.5827999999999998
2020-02-27,-1.297
2020-02-28,1.9325
2020-03-02,-1.3902999999999999
2020-03-03,-1.9226
2020-03-04,6.4558
2020-03-05,1.0066
2020-03-06,-7.7783
2020-03-09,-5.1661
2020-03-10,3.7243
2020-03-11,-7.8242
2020-03-12,-8.1977
2020-03-13,4.2115
2020-03-16,-8.0523
2020-03-17,5.0231
2020-03-18,-13.3103
2020-03-19,-6.3884
2020-03-20,-2.5591
2020-03-23,-5.1333
2020-03-24,15.1426
2020-03-25,2.0036
2020-03-26,-0.4286
2020-03-27,-8.0703
2020-03-30,-0.1171
2020-03-31,6.2109
2020-04-01,-3.641
2020-04-02,-75.5725
2020-04-03,-15.9375
2020-04-06,-18.4015
2020-05-20,-35.7631
2020-05-21,-28.7234
2020-05-22,-30.8458
2020-05-26,53.2374
2020-05-27,21.5962
2020-05-28,-20.4633
2020-05-29,4.8544
2020-06-01,-5.5556
2020-06-02,14.2157
2020-06-03,10.7296
2020-06-04,56.9767
2020-06-05,36.0494
2020-06-08,-12.7042
2020-06-09,-10.8108
2020-06-10,-8.1585
2020-06-11,-14.7208
2020-06-12,15.7738
2020-06-15,2.5707
2020-06-16,1.2530999999999999
2020-06-17,-3.9604
2020-06-18,2.0619
2020-06-19,-3.5354
2020-06-22,-16.7539
2020-06-23,-12.2642
2020-06-24,12.5448
2020-06-25,-4.4586
2020-06-26,-54.0
2020-06-29,11.5942
2020-06-30,51.2987
2020-07-01,12.0172
2020-07-02,-3.4483
2020-07-06,17.4603
2020-07-07,11.824300000000001
2020-07-08,30.8157
2020-07-09,-6.2356
2020-07-10,-8.3744
2020-07-13,-22.043
2020-07-14,10.0
2020-07-15,-0.3135
2020-07-16,-6.6038
2020-07-17,-9.7643
2020-07-20,-6.7164
2020-07-21,12.4
2020-07-22,-3.9146
2020-07-23,-1.4815
2020-07-24,-4.1353
2020-07-27,0.3922
2020-07-28,-3.3203
2020-07-29,-3.4343
2020-07-30,-6.2762
2020-07-31,7.1429
