ticker,PORMF US Equity
2011-04-14,-2.614
2011-04-15,34.4755
2011-04-18,-0.1133
2011-04-26,-23.8095
2011-05-18,-21.875
2011-05-26,-16.5238
2011-07-20,18.6537
2011-07-21,3.149
2011-10-11,-3.0529
2011-11-09,2.8125
2012-03-13,-36.404
2012-03-15,0.0
2012-08-15,-8.8235
2012-10-24,2.1371
2012-12-06,-21.6739
2013-02-19,-15.3226
2013-02-21,18.0952
2013-02-22,-3.4778000000000002
2013-02-26,-14.517
2013-03-01,55.4062
2013-03-04,-0.3145
2013-03-05,-2.8391
2013-03-06,-3.2468
2013-03-07,22.6091
2013-03-11,34.9299
2013-03-12,16.0243
2013-03-13,-2.1416
2013-03-14,-15.207699999999999
2013-03-15,4.9249
2013-03-18,10.4418
2013-03-19,-9.4545
2013-03-20,-2.008
2013-03-22,18.8525
2013-03-27,-5.6897
2013-03-28,0.5484
2013-04-01,9.4545
2013-04-02,5.6478
2013-04-03,0.3145
2013-04-04,-3.1348
2013-04-05,-2.4272
2013-04-08,-0.4975
2013-04-09,-3.6667
2013-04-10,-3.4602
2013-04-11,3.9427
2013-04-12,-3.7284
2013-04-15,-27.4233
2013-04-16,0.1851
2013-04-18,11.8227
2013-04-22,1.3216
2013-04-23,-5.6522
2013-04-29,0.4608
2013-04-30,-7.9702
2013-05-01,0.6854
2013-05-06,-2.4752
2013-05-07,-6.0914
2013-05-08,-1.8919000000000001
2013-05-10,10.1928
2013-05-14,0.0
2013-05-15,-10.6875
2013-05-17,13.0861
2013-05-21,-5.9406
2013-05-22,10.0
2013-05-23,-4.3062000000000005
2013-05-28,24.1562
2013-05-29,-0.7299
2013-06-03,-11.5619
2013-06-18,14.2202
2013-06-20,-8.0321
2013-06-28,5.2402
2013-07-02,9.9585
2013-07-10,-18.3726
2013-07-12,10.4883
2013-07-18,-0.4707
2013-07-22,-9.4587
2013-07-23,-2.0313
2013-07-29,-3.7915
2013-08-08,-3.4483
2013-08-09,-1.5306
2013-08-14,-33.5168
2013-08-15,-0.1461
2013-08-20,31.9024
2013-08-22,0.2959
2013-08-23,0.885
2013-08-26,-0.5848
2013-08-27,2.6471
2013-08-29,-6.1246
2013-08-30,-3.0523
2013-09-04,-8.0677
2013-09-06,-5.6079
2013-09-09,10.2948
2013-09-11,3.4128
2013-09-12,0.1193
2013-09-16,-21.525
2013-09-17,4.4534
2013-09-24,-0.2422
2013-09-26,-1.3113000000000001
2013-10-04,-6.8406
2013-10-17,9.8785
2013-10-18,-0.9135
2013-10-23,-4.6094
2013-10-24,-9.6643
2013-10-30,16.2162
2013-10-31,-3.1008
2013-11-05,-5.7
2013-11-12,-6.6808
2013-11-13,-2.3864
2013-12-04,-2.2119
2013-12-06,-4.1071
2013-12-09,-1.6760000000000002
2013-12-31,29.9874
2014-01-02,-0.5342
2014-01-03,1.1719
2014-01-07,-2.7027
2014-01-22,3.9683
2014-01-23,-16.0305
2014-01-28,20.9091
2014-02-25,12.782
2014-03-05,4.7917
2014-03-12,-7.1968
2014-03-19,-13.8817
2014-03-21,16.2189
2014-03-25,-2.7397
2014-03-26,12.544
2014-03-27,-1.9554
2014-04-02,2.1939
2014-04-07,-1.9516
2014-04-11,-8.5191
2014-04-14,-3.1332
2014-04-15,-6.3342
2014-04-16,-0.2398
2014-04-23,-0.5288
2014-04-25,-13.5331
2014-05-08,-23.1973
2014-05-09,-8.2242
2014-05-12,-8.8025
2014-05-14,19.6522
2014-05-15,-11.6279
2014-05-16,0.0
2014-05-20,12.7467
2014-05-21,-1.24
2014-05-22,1.2555
2014-05-23,31.8745
2014-05-27,11.3385
2014-05-28,0.0
2014-05-29,-14.158
2014-05-30,4.5139
2014-06-02,-9.6346
2014-06-05,13.9093
2014-06-06,-2.9048
2014-06-09,-11.9668
2014-06-10,6.7338000000000005
2014-06-12,-11.6156
2014-06-17,12.0747
2014-06-19,-0.9524
2014-06-20,6.7308
2014-06-23,30.6306
2014-06-24,-5.3017
2014-06-25,-5.3254
2014-06-26,-8.3173
2014-06-30,6.5548
2014-07-08,3.9370000000000003
2014-07-09,1.8939
2014-07-10,-6.0874
2014-07-11,6.8778
2014-07-14,-1.1111
2014-07-21,-2.6217
2014-07-23,-26.6346
2014-07-24,12.713
2014-07-25,-6.0465
2014-08-01,1.3614
2014-08-05,10.0122
2014-08-06,-8.5461
2014-08-08,14.5631
2014-08-11,-12.2881
2014-08-12,-1.4493
2014-08-14,-1.9607999999999999
2014-08-15,-11.125
2014-08-18,2.391
2014-08-19,14.2857
2014-08-27,0.1202
2014-08-29,0.1801
2014-09-04,-9.287
2014-09-05,-6.1427
2014-09-08,16.9599
2014-09-17,-18.9531
2014-09-19,0.7424
2014-09-26,-1.9897
2014-09-29,5.4135
2014-09-30,-20.1141
2014-10-17,-5.7143
2014-10-21,6.0606
2014-10-24,7.1429
2014-10-27,8.5
2014-10-29,12.0584
2014-10-30,-1.3023
2014-11-03,-14.4444
2014-11-04,0.0
2014-11-18,-17.776
2014-11-21,-5.0346
2014-11-24,7.0686
2014-11-25,-17.6699
2014-11-28,5.6604
2014-12-10,-8.9286
2014-12-11,25.1225
2014-12-15,17.5318
2014-12-18,-6.6667
2014-12-19,-2.8571
2015-01-07,2.9412000000000003
2015-01-12,-0.8929
2015-02-06,-27.747700000000002
2015-02-12,-0.4988
2015-02-13,0.6266
2015-03-06,0.9963
2015-03-09,5.7953
2015-03-17,-1.3986
2015-03-19,-5.4374
2015-03-25,24.0
2015-04-02,-8.871
2015-04-08,18.5841
2015-05-13,-33.0224
2015-05-14,-0.4178
2015-05-15,23.0769
2015-05-20,-18.1818
2015-05-21,-2.2222
2015-05-22,-23.5795
2015-05-26,2.0446
2015-06-08,2.5501
2015-06-10,-15.0977
2015-06-18,0.0
2015-06-25,-8.3682
2015-07-02,27.3973
2015-07-13,-26.5233
2015-07-14,19.0244
2015-07-15,-17.418
2015-07-16,15.1365
2015-07-22,-40.9483
2015-07-23,0.0
2015-08-13,-64.9635
2015-08-21,283.3333
2016-01-06,-99.4565
2016-03-04,7900.0
2016-03-15,48.75
2016-04-08,7.563
2016-04-11,75.7813
2016-04-14,7.3333
2016-04-18,-40.3727
2016-05-05,-22.2222
2016-06-09,47.7679
2016-06-27,-26.5861
2016-06-30,-15.2263
2016-07-11,40.7767
2017-10-23,-94.4828
2017-11-29,-99.9
2017-12-27,0.0
2018-01-11,9900.0
2018-02-01,0.0
2018-03-09,-99.0
2019-02-13,1000.0
2019-04-08,809.0909
2019-06-07,0.0
2019-07-25,0.0
2019-09-10,100.0
2019-09-27,-50.0
2019-12-31,0.0
