ticker,HVBC US Equity
2017-06-20,0.0
2017-06-21,0.0695
2017-06-22,0.2071
2017-06-23,-0.1373
2017-06-26,0.1389
2017-06-27,0.0
2017-06-29,0.0
2017-06-30,0.4161
2017-07-03,-0.2072
2017-07-05,0.2076
2017-07-07,0.0
2017-07-11,-0.1381
2017-07-12,-0.0692
2017-07-13,0.0
2017-07-14,-0.346
2017-07-19,0.3465
2017-07-20,-0.2692
2017-07-24,0.0347
2017-07-25,-0.3885
2017-07-26,-0.0599
2017-07-27,-1.8911
2017-07-28,2.0597
2017-07-31,0.2095
2017-08-01,0.6937
2017-08-02,0.0
2017-08-03,-0.1379
2017-08-07,0.1381
2017-08-08,-0.0007
2017-08-10,-0.069
2017-08-11,-0.1373
2017-08-14,0.0698
2017-08-15,-0.2079
2017-08-16,-0.2768
2017-08-17,-0.0694
2017-08-18,0.0
2017-08-21,-1.7368000000000001
2017-08-22,2.0502
2017-08-23,-0.2763
2017-08-24,0.2215
2017-08-25,0.3319
2017-08-28,-0.2756
2017-08-29,0.0
2017-08-30,-0.0693
2017-08-31,0.2772
2017-09-01,-0.0691
2017-09-05,-0.0692
2017-09-07,-1.3841
2017-09-08,-1.7544
2017-09-11,0.0
2017-09-12,-0.7143
2017-09-13,4.0288
2017-09-14,-0.7607
2017-09-15,0.3484
2017-09-18,0.0507
2017-09-19,0.6434
2017-09-20,0.0
2017-09-21,1.3103
2017-09-22,0.6807
2017-09-25,-0.1014
2017-09-26,1.313
2017-09-27,-0.5946
2017-09-29,0.381
2017-10-02,0.156
2017-10-03,-1.3369
2017-10-09,1.3652
2017-10-10,-0.1771
2017-10-11,-0.067
2017-10-12,-0.3015
2017-10-13,0.5296
2017-10-16,-0.2741
2017-10-18,0.3446
2017-10-19,-0.3066
2017-10-20,0.3129
2017-10-24,-0.4676
2017-10-26,0.402
2017-10-27,-1.2346
2017-11-02,1.3184
2017-11-07,-0.4008
2017-11-09,0.3353
2017-11-10,0.0668
2017-11-13,-1.002
2017-11-15,1.0115
2017-11-17,0.0007
2017-11-20,0.5291
2017-11-21,-1.3237
2017-11-28,1.2121
2017-11-30,-0.1996
2017-12-01,-1.3333
2017-12-04,0.4054
2017-12-06,0.9421
2017-12-07,-0.2567
2017-12-08,0.391
2017-12-12,1.1984
2017-12-15,-1.9737
2017-12-18,0.3356
2017-12-19,0.0
2017-12-21,1.3378
2017-12-22,0.066
2017-12-27,0.2639
2017-12-28,0.3289
2017-12-29,-0.2623
2018-01-02,1.9724
2018-01-03,5.4159
2018-01-04,-0.4924
2018-01-05,0.1875
2018-01-08,-3.9816000000000003
2018-01-11,-0.3259
2018-01-12,-0.3212
2018-01-16,-0.6424
2018-01-17,-1.2945
2018-01-18,0.6374
2018-01-19,-0.5819
2018-01-22,-0.1802
2018-01-23,0.1274
2018-01-24,0.3292
2018-01-25,-0.5275
2018-01-26,0.2017
2018-01-29,-1.0216
2018-01-30,0.2385
2018-02-01,0.4613
2018-02-02,-1.3092
2018-02-05,-0.0067
2018-02-06,-1.0
2018-02-08,1.0101
2018-02-12,-0.0007
2018-02-13,-0.432
2018-02-14,-0.8396
2018-02-15,0.9487
2018-02-16,-1.6087
2018-02-20,-0.6778
2018-02-21,1.3012000000000001
2018-02-23,-1.1493
2018-02-26,-1.4354
2018-02-27,1.1103
2018-02-28,-0.0686
2018-03-01,0.5484
2018-03-02,0.0
2018-03-05,-2.2526
2018-03-06,0.5587
2018-03-07,0.8333
2018-03-09,0.4993
2018-03-12,-0.2839
2018-03-13,0.5694
2018-03-14,-0.7077
2018-03-15,-0.2851
2018-03-16,0.7863
2018-03-19,-1.7730000000000001
2018-03-20,5.4874
2018-03-21,-0.0691
2018-03-22,-2.0541
2018-03-23,1.7476
2018-03-27,-0.6866
2018-03-29,-1.9343
2018-04-02,3.3838
2018-04-03,-2.9352
2018-04-04,0.0
2018-04-09,2.3207
2018-04-10,-0.0687
2018-04-11,-0.2153
2018-04-12,-1.9898
2018-04-13,0.0703
2018-04-16,-0.1405
2018-04-17,1.6186
2018-04-18,-0.0686
2018-04-19,-0.1227
2018-04-20,-1.1268
2018-04-23,0.0
2018-04-24,0.0
2018-04-25,0.4912
2018-04-26,0.9078
2018-04-27,1.2457
2018-04-30,0.4792
2018-05-01,0.4109
2018-05-02,1.0128
2018-05-03,-3.5547
2018-05-07,0.1391
2018-05-08,-0.6944
2018-05-09,0.3497
2018-05-10,0.993
2018-05-11,-0.7073
2018-05-16,2.8491999999999997
2018-05-17,-1.6892
2018-05-18,-0.2749
2018-05-21,0.0
2018-05-22,2.1365
2018-05-23,-1.9567999999999999
2018-05-25,0.8947
2018-05-29,0.7162
2018-05-30,-0.7789
2018-05-31,0.0
2018-06-01,1.3652
2018-06-04,0.0673
2018-06-06,-1.0767
2018-06-08,1.8361
2018-06-11,-1.1349
2018-06-12,-0.9459
2018-06-13,0.955
2018-06-14,0.0
2018-06-15,0.0
2018-06-18,0.4054
2018-06-19,-1.6824
2018-06-20,2.4641
2018-06-21,-1.843
2018-06-22,-0.9807
2018-06-25,1.5141
2018-06-26,-0.1374
2018-06-28,1.4915
2018-06-29,-1.0287
2018-07-05,-1.0529
2018-07-09,2.0464
2018-07-11,0.0668
2018-07-12,-1.8704
2018-07-13,2.0327
2018-07-16,-0.2642
2018-07-17,-0.6623
2018-07-18,0.6734
2018-07-19,-1.5385
2018-07-23,18.8859
2018-07-24,-9.7143
2018-07-25,-2.5316
2018-08-01,-0.3896
2018-08-02,-1.2386
2018-08-06,-2.3762
2018-08-09,0.6085
2018-08-10,0.0
2018-08-13,0.1344
2018-08-15,2.6846
2018-08-16,0.9739
2018-08-17,-0.7599
2018-08-21,0.4455
2018-08-22,0.0006
2018-08-23,-2.5974
2018-08-24,0.0
2018-08-27,-0.6
2018-08-28,3.2193
2018-08-29,3.1072
2018-08-31,-1.8698000000000001
2018-09-04,0.183
2018-09-06,1.3481
2018-09-11,-1.9626000000000001
2018-09-14,-2.8387000000000002
2018-09-17,0.1328
2018-09-18,-0.3979
2018-09-19,2.8628
2018-09-20,0.0
2018-09-21,0.3236
2018-09-24,-0.3226
2018-09-25,0.0
2018-09-26,-2.5243
2018-09-27,2.5896
2018-09-28,-0.6472
2018-10-01,-0.6515
2018-10-03,1.6393
2018-10-04,-0.8626
2018-10-05,0.831
2018-10-08,0.0387
2018-10-09,0.9677
2018-10-10,-1.278
2018-10-11,0.1922
2018-10-12,-1.0782
2018-10-18,1.4707
2018-10-22,-1.2099
2018-10-23,-1.3029
2018-10-24,0.0
2018-10-25,-0.33
2018-10-26,-0.2013
2018-10-29,-1.6231
2018-10-30,2.3609
2018-11-01,-1.8122
2018-11-05,0.3356
2018-11-06,0.0
2018-11-12,-0.602
2018-11-13,1.9515
2018-11-14,0.0
2018-11-15,-0.8581
2018-11-16,-0.4174
2018-11-19,0.0181
2018-11-20,0.7674
2018-11-21,-0.3317
2018-11-23,-0.2882
2018-11-27,-0.1435
2018-11-29,1.6042999999999998
2018-11-30,-1.1842
2018-12-03,0.0
2018-12-04,0.0659
2018-12-06,-0.0659
2018-12-07,0.1711
2018-12-11,0.0286
2018-12-12,-0.2053
2018-12-13,-0.0606
2018-12-14,0.0
2018-12-17,0.2665
2018-12-18,-0.2478
2018-12-19,-0.5509
2018-12-20,0.134
2018-12-21,-0.8361
2018-12-24,1.1804000000000001
2018-12-27,-1.2
2018-12-28,1.417
2018-12-31,-0.3327
2019-01-02,0.4673
2019-01-07,-0.4684
2019-01-08,-0.0634
2019-01-10,-0.4001
2019-01-11,0.8256
2019-01-14,0.0858
2019-01-15,0.6905
2019-01-16,-0.33
2019-01-17,-0.596
2019-01-23,-0.0666
2019-01-28,0.4313
2019-01-29,0.1487
2019-01-31,0.1591
2019-02-01,0.0821
2019-02-04,0.1746
2019-02-05,-0.1974
2019-02-06,0.2646
2019-02-11,0.2968
2019-02-12,-0.1914
2019-02-13,0.4224
2019-02-14,-0.3937
2019-02-15,0.0
2019-02-19,1.1199
2019-02-20,0.9772
2019-02-21,0.8387
2019-02-25,3.071
2019-02-26,-1.7256
2019-02-27,0.7137
2019-02-28,-0.5958
2019-03-04,0.3161
2019-03-05,1.3748
2019-03-06,1.1868
2019-03-07,2.6971
2019-03-08,-2.686
2019-03-11,0.7362
2019-03-12,-0.6943
2019-03-13,-0.2208
2019-03-14,0.0
2019-03-15,0.0
2019-03-18,0.0
2019-03-19,0.3073
2019-03-20,-0.3064
2019-03-21,-0.7376
2019-03-22,-7.33
2019-03-25,5.2371
2019-03-26,2.5962
2019-03-27,0.8942
2019-03-28,-0.3275
2019-03-29,-0.8
2019-04-01,0.0
2019-04-02,-0.7444
2019-04-03,1.3119
2019-04-04,-0.9247
2019-04-05,0.0286
2019-04-08,0.2204
2019-04-09,0.2683
2019-04-10,-0.1388
2019-04-11,0.4913
2019-04-12,-0.7407
2019-04-15,0.1866
2019-04-16,-0.3104
2019-04-17,-0.2491
2019-04-18,0.0936
2019-04-22,-0.2189
2019-04-23,0.0006
2019-04-24,0.25
2019-04-25,-0.2494
2019-04-26,-2.3788
2019-05-02,0.516
2019-05-06,0.0
2019-05-08,0.0
2019-05-09,0.6369
2019-05-10,1.2658
2019-05-13,-1.5
2019-05-14,1.5228000000000002
2019-05-15,-1.75
2019-05-17,-0.7634
2019-05-24,1.609
2019-05-29,-1.1419
2019-06-03,2.1059
2019-06-04,-1.5
2019-06-05,-1.5228000000000002
2019-06-07,-0.7951
2019-06-10,3.4001
2019-06-17,-2.6388
2019-06-18,-0.991
2019-06-19,2.6951
2019-06-20,-1.9321000000000002
2019-06-21,-1.2002
2019-06-25,-0.7859
2019-06-27,-0.495
2019-06-28,0.0332
2019-07-03,-1.2042
2019-07-08,-2.417
2019-07-09,-0.6074
2019-07-10,-0.346
2019-07-12,-0.9028
2019-07-18,0.8031
2019-07-19,0.2461
2019-07-26,0.208
2019-07-29,-0.2076
2019-07-30,-0.0097
2019-07-31,0.0097
2019-08-01,0.0
2019-08-02,2.2885
2019-08-05,-2.5763
2019-08-06,-0.1392
2019-08-07,-0.2091
2019-08-08,-0.4888
2019-08-09,3.5088
2019-08-12,-3.322
2019-08-15,0.0
2019-08-16,-0.0701
2019-08-19,1.6772
2019-08-21,-0.6143
2019-08-22,-0.9028
2019-08-23,0.0
2019-08-26,0.0
2019-08-27,0.1051
2019-08-28,0.105
2019-08-29,-0.2098
2019-08-30,1.37
2019-09-04,-0.4528
2019-09-05,0.3472
2019-09-06,-0.0768
2019-09-11,1.6698
2019-09-12,-0.7929
2019-09-13,1.6232
2019-09-16,-0.9459
2019-09-17,0.7231
2019-09-19,-0.7179
2019-09-20,2.7285
2019-09-25,-1.992
2019-10-02,0.6775
2019-10-08,0.0673
2019-10-10,0.0
2019-10-15,-0.3362
2019-10-16,0.3036
2019-10-17,-0.0034
2019-10-18,-0.216
2019-10-21,-0.0843
2019-10-22,0.0007
2019-10-23,-0.3502
2019-10-24,0.0156
2019-10-25,0.3067
2019-10-28,-0.241
2019-10-30,0.0
2019-10-31,-0.1691
2019-11-04,0.6438
2019-11-05,0.0
2019-11-06,2.6929
2019-11-08,-0.3272
2019-11-11,1.3158
2019-11-14,-1.2338
2019-11-15,-0.0657
2019-11-19,2.8947000000000003
2019-11-20,-2.9412000000000003
2019-12-02,-0.1976
2019-12-03,-0.9241
2019-12-04,-0.3331
2019-12-06,0.0
2019-12-09,0.3008
2019-12-10,0.8331
2019-12-11,0.0
2019-12-16,-0.5288
2019-12-17,6.1794
2019-12-18,0.3755
2019-12-19,0.0
2019-12-20,0.0
2019-12-23,0.0
2019-12-26,1.2675
2019-12-27,3.8102
2019-12-30,0.8172
2020-01-02,0.0
2020-01-03,-2.9412000000000003
2020-01-06,-1.3333
2020-01-07,4.4226
2020-01-08,-0.1541
2020-01-09,0.4112
2020-01-13,1.0074
2020-01-14,0.2016
2020-01-15,0.0
2020-01-16,-0.7194
2020-01-21,0.1407
2020-01-22,0.0
2020-01-24,0.1784
2020-01-27,-0.1781
2020-01-29,0.2915
2020-01-30,0.0
2020-02-03,-0.2907
2020-02-04,0.0
2020-02-06,-6.705
2020-02-10,-0.0006
2020-02-18,0.0
2020-02-21,-3.125
2020-02-24,0.0
2020-02-28,-3.2084
2020-03-02,-1.0178
2020-03-03,0.8754
2020-03-04,0.1335
2020-03-05,-1.1747
2020-03-06,-0.4978
2020-03-09,-7.9919
2020-03-10,6.5072
2020-03-11,-10.7532
2020-03-12,-15.9341
2020-03-13,8.0778
2020-03-16,-9.9868
2020-03-17,-2.7791
2020-03-18,5.296
2020-03-19,-1.9444
2020-03-20,1.2652999999999999
2020-03-23,-5.166
2020-03-24,7.6696
2020-03-25,-0.9132
2020-03-26,11.0599
2020-03-30,-1.0788
2020-04-01,-3.0621
2020-04-03,-14.2363
2020-04-06,1.2109
2020-04-07,5.4826
2020-04-08,5.0104
2020-04-09,8.8209
2020-04-13,-2.8122
2020-04-15,-0.0851
2020-04-16,-0.2555
2020-04-17,-1.0171
2020-04-20,-3.2431
2020-04-22,-0.0357
2020-04-24,3.898
2020-04-27,0.4464
2020-04-28,7.0709
2020-04-29,-1.8144
2020-04-30,1.626
2020-05-01,0.0
2020-05-08,2.0
2020-05-11,-4.3137
2020-05-13,0.1639
2020-05-14,-0.1637
2020-05-18,0.0
2020-05-20,4.5082
2020-05-21,-4.0784
2020-05-28,0.6541
2020-05-29,0.7311
2020-06-01,0.0806
2020-06-03,-4.2707
2020-06-04,-7.4074
2020-06-05,1.1818
2020-06-08,7.8167
2020-06-09,2.2083
2020-06-10,-5.4219
2020-06-11,-2.1552
2020-06-12,-0.8811
2020-06-15,2.5778
2020-06-17,3.6395
2020-06-18,4.5151
2020-06-19,4.0
2020-06-22,0.0
2020-06-23,2.3077
2020-06-24,-0.3759
2020-06-25,-1.0453
2020-06-26,0.9801
2020-06-30,-1.3618000000000001
2020-07-06,0.0888
2020-07-07,-0.622
2020-07-09,-1.8476
2020-07-10,-6.6667
2020-07-15,7.8151
2020-07-16,3.6633
2020-07-22,-2.0301
2020-07-24,-1.7652
2020-07-28,-2.3438
2020-07-29,0.2504
2020-07-30,-0.8882
2020-07-31,-2.1739
