ticker,BLGID US Equity
2016-02-03,7.1429
2016-02-04,2.6667
2016-02-08,-5.1948
2016-02-09,-17.8082
2016-02-10,33.3333
2016-02-11,8.75
2016-02-12,0.0
2016-02-16,-6.3218
2016-02-17,4.2945
2016-02-18,-3.5294
2016-02-19,-7.3171
2016-02-22,-1.9737
2016-02-23,2.0134
2016-02-24,-7.6316
2016-02-25,7.9772
2016-02-26,-12.8958
2016-02-29,-9.1253
2016-03-01,-16.6667
2016-03-02,-8.0
2016-03-03,-13.0435
2016-03-04,0.0
2016-03-07,17.25
2016-03-08,-4.0512
2016-03-09,0.0
2016-03-10,-11.1111
2016-03-11,-29.0
2016-03-14,4.2254
2016-03-16,1.3514
2016-03-17,6.0
2016-03-18,3.7736
2016-03-21,-27.2727
2016-03-22,-8.3333
2016-03-23,5.4545
2016-03-24,20.6897
2016-03-28,14.2857
2016-03-29,-3.125
2016-03-31,-35.4839
2016-04-01,34.0
2016-04-04,-32.8358
2016-04-05,44.4444
2016-04-06,-7.6923
2016-04-08,-29.1667
2016-04-11,-17.647100000000002
2016-04-13,7.1429
2016-04-14,0.25
2016-04-15,0.0
2016-04-18,33.0008
2016-04-19,8.0
2016-04-20,40.2778
2016-04-21,-14.1914
2016-04-22,34.6154
2016-04-25,-8.5714
2016-04-26,21.875
2016-04-27,-38.9744
2016-04-28,-2.521
2016-04-29,3.556
2016-05-02,5.7232
2016-05-03,-4.7244
2016-05-04,-16.5289
2016-05-05,-10.7673
2016-05-06,10.957
2016-05-09,-4.5
2016-05-10,4.1885
2016-05-11,5.5276
2016-05-12,-3.3333
2016-05-13,23.1527
2016-05-17,-20.0
2016-05-18,-37.0
2016-05-19,10.3175
2016-05-25,-6.4748
2016-05-26,25.3846
2016-06-08,-20.2454
2016-06-09,53.8462
2016-06-10,-20.0
2016-06-13,0.0
2016-06-14,-23.75
2016-06-15,63.1148
2016-06-17,-4.5226
2016-06-20,-10.526299999999999
2016-06-23,0.0
2016-06-24,-5.8824
2016-06-29,6.25
2016-06-30,26.9853
2016-07-01,-7.3538
2016-07-07,-4.375
2016-07-08,-16.2092
2016-07-13,-0.39
2016-07-15,6.4996
2016-07-18,32.9412
2016-07-19,-20.354
2016-07-20,8.3333
2016-07-21,2.0513
2016-07-26,-24.2462
2016-07-28,6.136
2016-07-29,0.0
2016-08-01,1.25
2016-08-04,0.0
2016-08-05,0.0
2016-08-08,0.0
2016-08-10,2.4691
2016-08-11,-3.6145
2016-08-15,0.0
2016-08-18,-12.5
2016-08-22,0.0
2016-08-23,0.0
2016-08-29,-6.875
2016-08-31,0.0
2016-09-02,0.0
2016-09-07,2.3011
2016-09-13,-2.2493
2016-09-14,0.0
2016-09-15,0.1918
2016-09-20,-0.1914
2016-09-23,-15.3404
2016-09-26,-18.4598
2016-09-27,0.0
2016-09-29,-22.2222
2016-10-12,0.0
2016-11-01,0.0
2016-11-02,39.6429
2016-11-03,4.3478
2016-11-30,-21.5686
2016-12-08,-25.0
2016-12-09,133.3333
2016-12-13,-85.7143
2016-12-14,600.0
2016-12-16,-84.2857
2016-12-22,172.7273
2016-12-28,86.6667
2016-12-29,-12.5
2017-01-13,-38.7755
2017-01-20,10.0
2017-01-25,109.0909
2017-01-26,-42.029
2017-01-27,0.0
2017-02-09,0.0
2017-02-13,50.0
2017-02-14,0.0
2017-02-15,0.0
2017-02-16,-16.6667
2017-02-24,0.0
2017-03-06,0.0
2017-03-13,0.0
2017-03-22,0.0
2017-03-24,0.0
2017-04-05,-4.75
2017-04-12,-19.5538
2017-04-13,-8.646
2017-04-19,-14.2857
2017-05-25,7.5
2017-06-12,58.1395
2017-06-13,86.2745
2017-06-14,-0.5263
2017-06-15,-13.7566
2017-06-16,34.9693
2017-06-19,35.4545
2017-06-20,34.2282
2017-06-21,10.0
2017-06-22,13.6364
2017-06-23,-4.0
2017-06-26,0.0
2017-06-27,-20.8333
2017-06-28,-15.7895
2017-06-29,53.125
2017-06-30,4.0816
2017-07-03,1.9607999999999999
2017-07-05,26.9231
2017-07-06,0.0
2017-07-07,3.0303
2017-07-10,20.5882
2017-07-11,7.3171
2017-07-12,6.8182
2017-07-13,0.0
2017-07-14,9.5745
2017-07-17,5.4874
2017-07-18,6.7629
2017-07-19,12.069
2017-07-20,13.0769
2017-07-21,13.4694
2017-07-24,-59.2326
2017-07-25,-60.7941
2017-07-26,17.7794
2017-07-27,27.3885
2017-07-28,25.0
2017-07-31,48.0
2017-08-01,-29.7297
2017-08-02,19.2308
2017-08-03,3.2258
2017-08-04,-21.875
2017-08-07,5.4
2017-08-08,2.277
2017-08-09,-7.2356
2017-08-10,-4.0
2017-08-11,0.0
2017-08-14,-0.1667
2017-08-15,-8.1803
2017-08-16,4.0909
2017-08-17,0.4367
2017-08-18,-3.9130000000000003
2017-08-21,1.81
2017-08-22,-15.1111
2017-08-23,-8.377
2017-08-24,9.2457
2017-08-25,-0.6172
2017-08-28,-10.5789
2017-08-29,-5.827
2017-08-30,-10.625
2017-08-31,1.3986
2017-09-01,22.069
2017-09-05,-5.0847
2017-09-06,-4.7024
2017-09-07,-6.3086
2017-09-08,-2.0
2017-09-11,-8.1633
2017-09-12,-7.7036999999999995
2017-09-13,-35.7945
2017-09-14,31.25
2017-09-15,24.7619
2017-09-18,13.7405
2017-09-19,9.4698
2017-09-20,1.1587
2017-09-21,-29.5152
2017-09-22,-3.0095
2017-09-25,-3.3688000000000002
2017-09-26,0.5046
2017-09-27,5.8877
2017-09-28,18.5345
2017-09-29,5.4545
2017-10-02,-4.8276
2017-10-03,-9.4203
2017-10-04,-3.8
2017-10-05,0.6403
2017-10-06,-0.8428
2017-10-09,3.3333
2017-10-10,-3.2258
2017-10-11,-2.5
2017-10-12,8.8889
2017-10-13,2.0408
2017-10-16,-2.7692
2017-10-17,3.2437
2017-10-18,5.7471
2017-10-19,-9.4203
2017-10-20,-2.8
2017-10-23,-6.9959
2017-10-24,-4.9558
2017-10-25,-4.4693
2017-10-26,7.115
2017-10-27,0.091
2017-10-30,3.6364
2017-10-31,2.6316
2017-11-01,-0.2564
2017-11-02,-2.3136
2017-11-03,2.807
2017-11-06,-1.9625
2017-11-07,-4.2646
2017-11-08,3.6364
2017-11-09,-1.2281
2017-11-10,-4.9734
2017-11-13,2.8037
2017-11-14,0.0
2017-11-15,-1.9091
2017-11-16,-2.1316
2017-11-17,3.6932
2017-11-20,-2.411
2017-11-21,-4.0801
2017-11-22,-2.439
2017-11-24,-5.46
2017-11-27,42.7967
2017-11-28,51.9259
2017-11-29,37.2501
2017-11-30,-5.8615
2017-12-01,-24.1509
2017-12-04,-12.4378
2017-12-05,48.2955
2017-12-06,60.9195
2017-12-07,-16.7143
2017-12-08,3.3448
2017-12-11,82.5726
2017-12-12,-1.5152
2017-12-13,-9.2308
2017-12-14,-17.5932
2017-12-15,-10.5306
2017-12-18,20.0
2017-12-19,2.1073
2017-12-20,-9.9437
2017-12-21,-14.1667
2017-12-22,-5.0971
2017-12-26,2.5575
2017-12-27,9.7257
2017-12-28,34.0909
2017-12-29,-2.5423999999999998
2018-01-02,-9.1304
2018-01-03,5.6459
2018-01-04,-7.6087
2018-01-05,-3.9215999999999998
2018-01-08,-14.2857
2018-01-09,0.881
2018-01-10,-2.0533
2018-01-11,-10.8434
2018-01-12,6.7568
2018-01-16,-2.6582
2018-01-17,-7.4122
2018-01-18,17.9213
2018-01-19,-3.5255
2018-01-22,-1.284
2018-01-23,-16.7084
2018-01-24,-3.9039
2018-01-25,-3.125
2018-01-26,27.4194
2018-01-29,7.3418
2018-01-30,-5.6604
2018-01-31,-0.5
2018-02-01,-13.0653
2018-02-02,0.0
2018-02-05,-6.0694
2018-02-06,-15.3846
2018-02-07,16.3636
2018-02-08,-11.0
2018-02-09,-6.9522
2018-02-12,-2.2641999999999998
2018-02-13,-34.749
2018-02-14,30.1775
2018-02-15,3.6364
2018-02-16,3.0702
2018-02-20,14.8936
2018-02-21,-14.8148
2018-02-22,-4.3478
2018-02-23,0.0
2018-02-26,-2.2727
2018-02-27,-6.9767
2018-02-28,1.0
2018-03-01,-2.7228
2018-03-02,-7.9389
2018-03-05,-0.4975
2018-03-06,0.0
2018-03-07,0.0
2018-03-08,-1.9444
2018-03-09,-6.5156
2018-03-12,3.3333
2018-03-13,-0.2933
2018-03-14,0.0
2018-03-15,-4.7059
2018-03-16,0.6173
2018-03-19,0.6135
2018-03-20,-1.2195
2018-03-21,-0.9259
2018-03-22,0.0
2018-03-23,-6.1059
2018-03-26,-3.7823
2018-03-27,-13.7931
2018-03-28,-12.0
2018-03-29,-14.0909
2018-04-02,-16.6138
2018-04-03,-4.8223
2018-04-04,33.0667
2018-04-05,31.2625
2018-04-06,-14.5038
2018-04-09,6.25
2018-04-10,-6.7227
2018-04-11,-2.7027
2018-04-12,-7.4074
2018-04-13,-5.0
2018-04-16,-4.2105
2018-04-17,5.4945
2018-04-18,2.0833
2018-04-19,22.449
2018-04-20,8.3333
2018-04-23,-5.3846
2018-04-24,5.6911000000000005
2018-04-25,-9.3077
2018-04-26,-10.5174
2018-04-27,18.2938
2018-04-30,8.1731
2018-05-01,-5.7333
2018-05-02,5.2962
2018-05-03,7.4627
2018-05-04,23.6111
2018-05-07,-8.0056
2018-05-08,4.4275
2018-05-09,11.1111
2018-05-10,0.0
2018-05-11,-10.526299999999999
2018-05-14,0.0
2018-05-15,-8.2353
2018-05-16,-6.4103
2018-05-17,2.0548
2018-05-18,0.4027
2018-05-21,-5.1471
2018-05-22,-8.3862
2018-05-23,5.3846
2018-05-24,-2.9196999999999997
2018-05-25,0.3759
2018-05-29,-2.7715
2018-05-30,-11.4022
2018-05-31,-0.8696
2018-06-01,16.2281
2018-06-04,4.9056999999999995
2018-06-05,4.6763
2018-06-06,6.8729
2018-06-07,-3.2154
2018-06-08,-13.6213
2018-06-11,4.2308
2018-06-12,-4.797
2018-06-13,-11.1628
2018-06-14,-4.2757
2018-06-15,-5.6518
2018-06-18,-8.6957
2018-06-19,-3.1746
2018-06-20,-8.306
2018-06-21,-3.4565
2018-06-22,8.8148
2018-06-25,-5.2644
2018-06-26,0.0
2018-06-27,-2.2754
2018-06-28,2.0833
2018-06-29,0.8403
2018-07-02,2.2619
2018-07-03,1.2806
2018-07-05,-8.046
2018-07-06,-12.375
2018-07-09,-0.1427
2018-07-10,-10.0
2018-07-11,-2.3810000000000002
2018-07-12,5.6911000000000005
2018-07-13,4.6154
2018-07-16,-10.2941
2018-07-17,37.7049
2018-07-18,7.1429
2018-07-19,0.0
2018-07-20,-5.3333
2018-07-23,-7.277
2018-07-24,1.6456
2018-07-25,1.6189
2018-07-26,2.7206
2018-07-27,-0.9783
2018-07-30,-13.1325
2018-07-31,2.7739000000000003
2018-08-01,1.6194
2018-08-02,-0.5312
2018-08-03,-7.8772
2018-08-06,-5.7971
2018-08-07,4.4615
2018-08-08,-7.2165
2018-08-09,1.5873
2018-08-10,9.375
2018-08-13,-7.1429
2018-08-14,4.8846
2018-08-15,0.6234
2018-08-16,5.6851
2018-08-17,-10.3448
2018-08-20,0.7692
2018-08-21,-16.7939
2018-08-22,8.2569
2018-08-23,11.8644
2018-08-24,0.0
2018-08-27,-13.6364
2018-08-28,11.2281
2018-08-29,2.5237
2018-08-30,-7.5385
2018-08-31,-0.1664
2018-09-04,-1.6667
2018-09-05,-2.5423999999999998
2018-09-06,-8.1739
2018-09-07,-0.3788
2018-09-10,-14.2586
2018-09-11,-15.7428
2018-09-12,14.2105
2018-09-13,-7.8341
2018-09-14,10.0
2018-09-17,-9.0909
2018-09-18,9.75
2018-09-19,-13.4396
2018-09-20,0.0
2018-09-21,5.2632
2018-09-24,7.5
2018-09-25,0.0
2018-09-26,4.6512
2018-09-27,-2.7778
2018-09-28,-1.7143000000000002
2018-10-01,-10.4651
2018-10-02,0.2597
2018-10-03,1.7487
2018-10-04,-5.5379000000000005
2018-10-05,1.0782
2018-10-08,-3.7333
2018-10-09,-0.277
2018-10-10,8.3333
2018-10-11,0.0
2018-10-12,6.4103
2018-10-15,-8.4337
2018-10-16,-1.3158
2018-10-17,5.3333
2018-10-18,-5.0633
2018-10-19,5.3333
2018-10-22,-6.3291
2018-10-23,8.1081
2018-10-24,-14.75
2018-10-25,9.9707
2018-10-26,1.3333
2018-10-29,-1.3158
2018-10-30,0.0
2018-10-31,-6.4
2018-11-01,-0.2849
2018-11-02,5.7143
2018-11-05,-5.4054
2018-11-06,-0.1429
2018-11-07,-8.4406
2018-11-08,-3.125
2018-11-09,11.3226
2018-11-12,-4.5204
2018-11-13,5.9181
2018-11-14,-8.9398
2018-11-15,-30.7741
2018-11-16,4.5455
2018-11-19,-8.6957
2018-11-20,-4.7619
2018-11-21,15.0
2018-11-23,0.0
2018-11-26,-2.1739
2018-11-27,-3.1111
2018-11-28,26.3761
2018-11-29,-14.3376
2018-11-30,-15.2542
2018-12-03,9.0
2018-12-04,-15.1376
2018-12-06,-9.7297
2018-12-07,-1.7964
2018-12-10,-14.6341
2018-12-11,-14.2857
2018-12-12,-12.5
2018-12-13,-9.5238
2018-12-14,5.2632
2018-12-17,0.0
2018-12-18,15.0
2018-12-19,-13.913
2018-12-20,-30.303
2018-12-21,1.4493
2018-12-24,-28.5714
2018-12-26,80.0
2018-12-27,-6.1111
2018-12-28,6.5089
2018-12-31,-12.2222
2019-01-02,1.0127
2019-01-03,6.5163
2019-01-04,41.1765
2019-01-07,-0.8333
2019-01-08,-7.563
2019-01-09,0.0
2019-01-10,-30.9091
2019-01-11,31.5789
2019-01-14,-20.0
2019-01-15,12.5
2019-01-16,-2.2222
2019-01-17,25.0
2019-01-18,0.0
2019-01-22,-26.5909
2019-01-23,48.6068
2019-01-24,-16.6667
2019-01-25,2.5
2019-01-28,-17.0732
2019-01-29,17.647100000000002
2019-01-30,-11.25
2019-01-31,-9.8592
2019-02-01,12.5
2019-02-04,-11.1111
2019-02-05,25.0
2019-02-06,-4.0
2019-02-07,-11.4583
2019-02-08,16.4706
2019-02-11,-9.0909
2019-02-12,-11.1111
2019-02-13,18.75
2019-02-14,5.2632
2019-02-15,0.0
2019-02-19,0.0
2019-02-20,-3.3
2019-02-21,-12.0993
2019-02-22,41.1765
2019-02-25,-12.5
2019-02-26,7.1429
2019-02-27,-4.0
2019-02-28,0.463
2019-03-01,-0.4608
2019-03-04,0.0
2019-03-05,-2.7778
2019-03-06,-4.7619
2019-03-07,5.0
2019-03-08,-3.5714
2019-03-11,18.5185
2019-03-12,0.0
2019-03-13,-16.6667
2019-03-14,0.0
2019-03-15,20.0
2019-03-18,-14.1667
2019-03-19,15.534
2019-03-20,0.8403
2019-03-21,0.0
2019-03-22,-16.6667
2019-03-25,-8.5
2019-03-26,0.5464
2019-03-27,3.2609
2019-03-28,5.2632
2019-03-29,0.0
2019-04-01,4.0
2019-04-02,-15.3846
2019-04-03,-19.3182
2019-04-04,15.493
2019-04-05,21.9512
2019-04-08,-15.0
2019-04-09,-5.8824
2019-04-10,0.0
2019-04-11,0.0
2019-04-12,-6.25
2019-04-15,7.3333
2019-04-16,1.8634
2019-04-17,-2.439
2019-04-18,12.5
2019-04-22,-11.1111
2019-04-23,0.0
2019-04-24,-18.75
2019-04-25,15.3846
2019-04-26,13.3333
2019-04-29,11.7647
2019-04-30,-5.2632
2019-05-01,0.0
2019-05-02,5.5556
2019-05-03,0.5263
2019-05-06,-10.9948
2019-05-07,32.9412
2019-05-08,-20.354
2019-05-09,0.0
2019-05-10,0.5556
2019-05-13,10.4972
2019-05-14,-13.0
2019-05-15,14.9425
2019-05-16,0.0
2019-05-17,0.0
2019-05-20,10.0
2019-05-21,-8.1818
2019-05-23,8.9109
2019-05-24,9.0909
2019-05-28,0.0
2019-05-29,-8.3333
2019-05-30,0.0
2019-05-31,-8.1818
2019-06-03,-0.9901
2019-06-04,-15.0
2019-06-05,0.0
2019-06-06,0.0
2019-06-07,-3.5294
2019-06-10,6.7073
2019-06-11,-2.8571
2019-06-12,0.0
2019-06-13,-1.1764999999999999
2019-06-14,8.5714
2019-06-17,-4.057
2019-06-18,-3.4286
2019-06-19,2.9586
2019-06-20,2.5286999999999997
2019-06-21,0.0
2019-06-24,-4.7085
2019-06-25,14.7059
2019-06-26,-7.6923
2019-06-27,-5.5556
2019-06-28,17.647100000000002
2019-07-01,-12.5
2019-07-02,-13.3714
2019-07-03,0.0
2019-07-05,0.2639
2019-07-08,-11.8421
2019-07-09,-7.8358
2019-07-10,-2.834
2019-07-11,11.6667
2019-07-12,-7.4627
2019-07-15,-3.2258
2019-07-16,0.0
2019-07-17,0.0
2019-07-18,0.0
2019-07-19,1.6667
2019-07-23,0.0
2019-07-24,-1.6393
2019-07-25,7.5
2019-07-26,-6.9767
2019-07-29,0.0
2019-07-30,0.0
2019-07-31,0.0
2019-08-01,0.0
2019-08-05,0.0
2019-08-06,0.0
2019-08-07,0.0
2019-08-08,16.6667
2019-08-09,-7.1429
2019-08-12,10.7692
2019-08-13,0.0
2019-08-15,18.0556
2019-08-16,-8.7059
2019-08-19,28.866
2019-08-20,-25.65
2019-08-21,-1.8157
2019-08-22,0.0
2019-08-23,36.9863
2019-08-26,-25.65
2019-08-27,-1.8157
2019-08-28,-17.8082
2019-08-29,0.0
2019-08-30,16.6667
2019-09-03,21.4286
2019-09-04,-9.4118
2019-09-05,-22.0779
2019-09-06,0.0
2019-09-09,0.0
2019-09-11,8.3333
2019-09-12,0.0
2019-09-13,0.0
2019-09-16,0.0
2019-09-17,-7.6923
2019-09-18,0.0
2019-09-19,0.0
2019-09-20,-18.6667
2019-09-23,0.4098
2019-09-24,-6.1224
2019-09-25,6.5217
2019-09-26,-6.1224
2019-09-27,42.3913
2019-09-30,8.3969
2019-10-01,-1.4085
2019-10-02,-34.2857
2019-10-03,0.0
2019-10-04,0.0
2019-10-07,22.8261
2019-10-08,-23.8938
2019-10-09,1.1628
2019-10-10,-1.1494
2019-10-11,0.0
2019-10-14,1.1628
2019-10-15,-1.1494
2019-10-16,-4.6512
2019-10-17,31.7073
2019-10-21,3.7037
2019-10-22,-10.7143
2019-10-23,0.0
2019-10-24,104.8
2019-10-25,-12.1094
2019-10-28,-26.6667
2019-10-29,-3.3333
2019-10-30,20.6897
2019-10-31,1.2987
2019-11-01,-29.4872
2019-11-04,13.6364
2019-11-05,-0.8
2019-11-06,-3.2258
2019-11-07,8.3333
2019-11-08,0.0
2019-11-11,0.0
2019-11-12,-7.6923
2019-11-13,37.5
2019-11-14,-21.2121
2019-11-15,0.0
2019-11-18,1.5385
2019-11-19,6.0606
2019-11-20,-7.1429
2019-11-21,-7.6923
2019-11-22,16.6667
2019-11-25,-22.8571
2019-11-26,-3.7037
2019-11-27,-3.8462
2019-12-02,10.0
2019-12-03,-7.2727
2019-12-04,14.7059
2019-12-05,14.5299
2019-12-06,-12.6866
2019-12-09,0.8547
2019-12-10,-11.8644
2019-12-11,5.7692
2019-12-12,-5.4545
2019-12-13,5.7692
2019-12-16,0.0
2019-12-17,0.0
2019-12-18,0.0
2019-12-19,6.9091000000000005
2019-12-20,2.0408
2019-12-23,-20.0
2019-12-24,-6.25
2019-12-26,4.4444
2019-12-27,55.3191
2019-12-30,21.9178
2019-12-31,-38.2022
2020-01-02,49.0909
2020-01-03,-23.9024
2020-01-06,10.5769
2020-01-07,-18.8406
2020-01-08,42.8571
2020-01-09,12.5
2020-01-10,-11.1111
2020-01-13,-12.5
2020-01-14,42.8571
2020-01-15,-10.0
2020-01-16,2.2222
2020-01-17,8.6957
2020-01-21,0.0
2020-01-22,0.0
2020-01-23,-9.0
2020-01-24,1.0989
2020-01-27,-7.6087
2020-01-28,-17.647100000000002
2020-01-29,0.0
2020-01-30,10.7143
2020-01-31,18.7097
2020-02-03,-0.2174
2020-02-04,-1.9607999999999999
2020-02-05,-22.2222
2020-02-06,1.4285999999999999
2020-02-07,39.4366
2020-02-10,-14.1414
2020-02-11,9.4118
2020-02-12,-7.5269
2020-02-13,0.0
2020-02-14,0.0
2020-02-18,-6.9767
2020-02-19,1.25
2020-02-20,-8.642
2020-02-21,-6.7568
2020-02-24,3.6231999999999998
2020-02-25,2.0979
2020-02-26,-4.1096
2020-02-27,8.5714
2020-02-28,2.6316
2020-03-02,-6.4103
2020-03-03,-5.4795
2020-03-04,1.4493
2020-03-05,0.0
2020-03-06,-0.7143
2020-03-09,0.7194
2020-03-10,-8.5714
2020-03-11,-6.25
2020-03-12,3.3333
2020-03-13,0.0
2020-03-16,0.0
2020-03-17,-8.871
2020-03-18,-20.354
2020-03-19,-11.1111
2020-03-20,-25.0
2020-03-23,20.0
2020-03-24,0.0
2020-03-25,52.7778
2020-03-26,-2.2727
2020-03-27,-16.2791
2020-03-30,0.0
2020-03-31,53.3333
2020-04-01,-17.3913
2020-04-02,11.9825
2020-04-03,-29.5002
2020-04-06,22.2222
2020-04-07,0.0
2020-04-09,9.0909
2020-04-13,0.0
2020-04-14,0.0
2020-04-15,-8.3333
2020-04-16,9.0909
2020-04-17,-8.3333
2020-04-20,0.0
2020-04-21,0.0
2020-04-22,-18.1818
2020-04-23,24.4444
2020-04-24,-10.7143
2020-04-27,0.0
2020-04-28,0.0
2020-04-29,40.0
2020-04-30,-14.2857
2020-05-01,0.0
2020-05-04,-10.0
2020-05-05,6.4815
2020-05-06,-13.0435
2020-05-07,0.0
2020-05-08,38.0
2020-05-11,-20.2899
2020-05-12,3.6364
2020-05-13,-19.2982
2020-05-14,0.0
2020-05-15,0.0
2020-05-18,-2.1739
2020-05-19,0.0
2020-05-20,0.0
2020-05-21,28.8889
2020-05-22,-22.4138
2020-05-26,55.5556
2020-05-27,-18.5714
2020-05-28,14.9123
2020-05-29,-4.5802
2020-06-01,-28.0
2020-06-02,27.7778
2020-06-03,-12.0
2020-06-04,-11.0672
2020-06-05,11.1111
2020-06-08,-12.0
2020-06-09,9.0909
2020-06-10,-4.1667
2020-06-11,-8.6957
2020-06-12,-1.1905000000000001
2020-06-15,-8.4337
2020-06-16,9.2105
2020-06-17,0.0
2020-06-18,-14.4578
2020-06-19,46.4789
2020-06-22,15.3846
2020-06-23,-6.1667
2020-06-24,-4.0853
2020-06-25,-3.7037
2020-06-26,-25.0
2020-06-29,28.2051
2020-06-30,42.0
2020-07-01,-33.8028
2020-07-02,6.383
2020-07-06,52.0
2020-07-07,17.1053
2020-07-08,-10.1124
2020-07-09,-2.5
2020-07-10,-7.6923
2020-07-13,1.3889
2020-07-14,-6.8493
2020-07-15,-0.8824
2020-07-16,-2.0772
2020-07-17,30.303
2020-07-20,9.3023
2020-07-21,-14.8936
2020-07-22,0.0
2020-07-23,11.25
2020-07-24,2.2472
2020-07-27,4.3956
2020-07-28,0.0
2020-07-29,-5.2632
2020-07-30,-11.1111
2020-07-31,37.5
