ticker,YJ US Equity
2019-09-23,1.706
2019-09-24,-10.4516
2019-09-25,2.7378
2019-09-26,0.2805
2019-09-27,-4.0559
2019-09-30,0.1458
2019-10-01,1.0189
2019-10-02,-0.5764
2019-10-03,-0.2899
2019-10-04,0.8721
2019-10-07,-0.5764
2019-10-08,0.1449
2019-10-09,0.7236
2019-10-10,0.1437
2019-10-11,0.2869
2019-10-14,-1.5737
2019-10-15,-0.8721
2019-10-16,-4.8387
2019-10-17,-6.3174
2019-10-18,-10.0329
2019-10-21,-7.6782
2019-10-22,2.3762
2019-10-23,-3.0948
2019-10-24,-0.7984
2019-10-25,0.8048
2019-10-28,0.7984
2019-10-29,-1.9802
2019-10-30,3.8384
2019-10-31,-1.9455
2019-11-01,0.9921
2019-11-04,-4.1257
2019-11-05,4.5082
2019-11-06,-3.7255000000000003
2019-11-07,0.8147
2019-11-08,-7.4747
2019-11-11,-3.9301
2019-11-12,-0.6818
2019-11-13,-2.2883
2019-11-14,-3.7471
2019-11-15,0.4866
2019-11-18,-1.4527999999999999
2019-11-19,-0.4914
2019-11-20,-1.9752999999999998
2019-11-21,-0.5038
2019-11-22,-1.2658
2019-11-25,2.5641
2019-11-26,-2.75
2019-11-27,2.5707
2019-11-29,-1.0025
2019-12-02,5.3165
2019-12-03,12.9808
2019-12-04,-2.1277
2019-12-05,5.0
2019-12-06,2.8986
2019-12-09,-5.0302
2019-12-10,13.5593
2019-12-11,4.8507
2019-12-12,3.3808
2019-12-13,-3.9587
2019-12-16,1.2545
2019-12-17,0.885
2019-12-18,-4.5614
2019-12-19,-3.4926
2019-12-20,-2.0952
2019-12-23,-5.4475
2019-12-24,-3.2922000000000002
2019-12-26,0.0
2019-12-27,0.2128
2019-12-30,-5.3079
2019-12-31,2.6906
2020-01-02,-2.1834
2020-01-03,12.7232
2020-01-06,4.3564
2020-01-07,-1.1385
2020-01-08,-1.1516
2020-01-09,3.1068
2020-01-10,2.8249
2020-01-13,1.4652
2020-01-14,1.8051
2020-01-15,-1.5957
2020-01-16,4.6847
2020-01-17,-2.5818
2020-01-21,-7.9505
2020-01-22,0.1919
2020-01-23,-1.1494
2020-01-24,-0.3876
2020-01-27,3.8911
2020-01-28,-0.9363
2020-01-29,5.482
2020-01-30,-1.2545
2020-01-31,-6.7151
2020-02-03,0.0
2020-02-04,-0.9728
2020-02-05,1.5716999999999999
2020-02-06,-4.6422
2020-02-07,-1.8256000000000001
2020-02-10,0.4132
2020-02-11,1.8519
2020-02-12,1.0101
2020-02-13,-3.0
2020-02-14,-7.2165
2020-02-18,-4.0
2020-02-19,-3.2407
2020-02-20,-0.2392
2020-02-21,0.7194
2020-02-24,0.9524
2020-02-25,-4.9528
2020-02-26,3.9702
2020-02-27,-2.148
2020-02-28,1.2195
2020-03-02,8.9157
2020-03-03,-1.5487
2020-03-04,-3.3708
2020-03-05,1.8605
2020-03-06,-2.5114
2020-03-09,-3.5129
2020-03-10,-10.9223
2020-03-11,4.9046
2020-03-12,-10.6494
2020-03-13,2.3256
2020-03-16,3.6932
2020-03-17,1.3699
2020-03-18,-11.0811
2020-03-19,0.304
2020-03-20,-3.3333
2020-03-23,-1.2539
2020-03-24,13.3333
2020-03-25,3.6414999999999997
2020-03-26,-2.4324
2020-03-27,2.7701000000000002
2020-03-30,-7.0081
2020-03-31,6.087
2020-04-01,-6.2842
2020-04-02,3.207
2020-04-03,-3.1073
2020-04-06,-3.4985
2020-04-07,-1.8127
2020-04-08,-4.3077
2020-04-09,5.7878
2020-04-13,0.0
2020-04-14,-2.1277
2020-04-15,-4.9689
2020-04-16,1.3072
2020-04-17,-1.9355
2020-04-20,-3.6184
2020-04-21,-3.413
2020-04-22,13.4276
2020-04-23,7.1651
2020-04-24,8.4302
2020-04-27,10.7239
2020-04-28,-0.7264
2020-04-29,0.2439
2020-04-30,4.8662
2020-05-01,-11.6009
2020-05-04,-5.2493
2020-05-05,-2.7701000000000002
2020-05-06,4.8433
2020-05-07,0.2717
2020-05-08,5.4201
2020-05-11,2.3136
2020-05-12,-1.5074999999999998
2020-05-13,0.5102
2020-05-14,-1.0152
2020-05-15,3.659
2020-05-18,-4.7666
2020-05-19,0.0
2020-05-20,0.7792
2020-05-21,-0.5155
2020-05-22,-11.9171
2020-05-26,3.5294
2020-05-27,-10.5114
2020-05-28,5.0794
2020-05-29,2.719
2020-06-01,-0.5882
2020-06-02,9.1716
2020-06-03,-2.168
2020-06-04,-2.4931
2020-06-05,-4.8295
2020-06-08,-2.6866
2020-06-09,-5.2147
2020-06-10,-3.8834999999999997
2020-06-11,-8.4209
2020-06-12,-5.8789
2020-06-15,8.2031
2020-06-16,7.9422
2020-06-17,-2.6756
2020-06-18,-3.7801
2020-06-19,-4.2857
2020-06-22,1.1194
2020-06-23,3.321
2020-06-24,1.4285999999999999
2020-06-25,1.4085
2020-06-26,-2.7778
2020-06-29,0.0
2020-06-30,-3.9286
2020-07-01,0.1859
2020-07-02,-5.0093
2020-07-06,4.6875
2020-07-07,2.2388
2020-07-08,2.9196999999999997
2020-07-09,4.9645
2020-07-10,9.4595
2020-07-13,-14.1975
2020-07-14,1.0791
2020-07-15,-3.5587
2020-07-16,-0.738
2020-07-17,0.0
2020-07-20,3.3457
2020-07-21,0.0
2020-07-22,-3.2374
2020-07-23,-1.487
2020-07-24,1.8868
2020-07-27,-1.4815
2020-07-28,0.3759
2020-07-29,-1.4981
2020-07-30,0.3802
2020-07-31,3.4091
