ticker,SUND US Equity
2013-10-10,2.5641
2013-10-15,3.125
2013-10-25,0.0
2013-10-29,3.0303
2013-11-05,0.0
2013-11-08,-11.7647
2013-11-11,13.3333
2013-11-12,0.0
2013-11-25,0.0
2013-11-27,0.0
2013-12-05,0.0
2013-12-20,0.0
2013-12-23,-5.8824
2014-01-06,2.5
2014-01-08,1.2195
2014-01-10,-3.6145
2014-01-14,6.25
2014-01-17,0.0
2014-01-21,-5.8824
2014-02-04,0.0
2014-02-05,3.125
2014-02-10,-3.0303
2014-02-28,3.125
2014-03-14,0.0
2014-03-28,-1.2121
2014-04-14,0.0
2014-04-15,-4.908
2014-04-16,9.6774
2014-04-21,-2.9412000000000003
2014-04-22,0.0
2014-04-23,0.0
2014-04-24,-3.0303
2014-04-25,0.0
2014-04-28,3.125
2014-04-30,0.0
2014-05-01,-0.1212
2014-05-05,0.0
2014-05-07,0.0
2014-05-08,0.0
2014-05-09,0.0
2014-05-12,0.0
2014-05-14,-0.3641
2014-05-16,-0.1218
2014-05-19,0.0
2014-05-20,0.4878
2014-05-21,0.1214
2014-05-22,-0.6061
2014-05-23,0.0
2014-05-28,-2.439
2014-06-13,1.25
2014-06-16,-1.2346
2014-07-29,0.0
2014-08-01,0.0
2014-08-22,0.0
2014-08-25,-3.125
2014-08-27,3.2258
2014-08-28,-6.25
2014-09-03,-6.6667
2014-09-04,7.1429
2014-09-05,0.0
2014-09-09,6.6667
2014-09-16,-6.25
2014-09-17,0.0
2014-09-18,-6.6667
2014-09-19,-7.1429
2014-09-22,15.3846
2014-09-25,0.0
2014-09-30,0.0
2014-10-01,0.0
2014-10-02,-6.5333
2014-10-03,6.99
2014-10-06,-0.4
2014-10-07,0.0
2014-10-08,0.0
2014-10-09,0.0
2014-10-10,0.0
2014-10-13,0.0
2014-10-17,-4.9531
2014-10-21,5.2113
2014-10-22,0.4016
2014-10-28,0.0
2014-10-30,0.0
2014-10-31,6.6667
2014-11-03,0.0
2014-11-04,0.0
2014-11-05,1.875
2014-11-06,-1.8405
2014-11-07,1.875
2014-11-13,-7.9755
2014-11-19,6.6667
2014-11-20,0.0
2014-11-21,0.0
2014-11-24,0.0
2014-11-26,-3.125
2014-12-05,-3.2258
2014-12-08,0.0
2014-12-09,-53.3333
2014-12-10,114.2857
2014-12-15,0.0
2015-01-13,6.6667
2015-01-14,2.5
2015-01-15,-1.2195
2015-01-21,1.2346
2015-01-23,0.0
2015-01-27,-2.439
2015-02-02,0.0016
2015-02-05,-0.0016
2015-02-13,1.25
2015-02-17,-1.2346
2015-02-23,1.25
2015-02-26,-0.3704
2015-02-27,0.3717
2015-03-02,-1.2346
2015-03-03,-0.625
2015-03-09,-5.6604
2015-03-11,-10.0
2015-03-12,3.7037
2015-03-13,7.1429
2015-03-17,-6.6667
2015-03-18,7.1429
2015-03-20,-1.3333
2015-03-25,-2.027
2015-03-26,2.069
2015-03-31,1.3514
2015-04-06,-0.6667
2015-04-10,-2.6846
2015-04-14,0.0
2015-04-17,2.069
2015-04-22,0.0
2015-04-29,-2.027
2015-05-04,-3.4483
2015-05-11,3.5714
2015-05-18,-5.5172
2015-05-20,2.1898
2015-06-04,-0.7143
2015-06-08,0.0
2015-06-11,-2.8777
2015-06-15,3.7037
2015-06-16,-10.7143
2015-06-18,-30.4
2015-06-19,4.5977
2015-06-22,-5.4945
2015-06-23,2.3256
2015-06-24,-17.9545
2015-06-25,-3.0471
2015-06-26,0.0
2015-06-30,0.0
2015-07-06,0.0
2015-07-08,0.0
2015-07-13,5.7143
2015-07-14,1.3514
2015-07-15,6.6667
2015-07-20,-3.75
2015-07-22,3.8961
2015-07-23,-6.25
2015-07-28,0.0
2015-07-30,-6.6667
2015-08-03,11.4286
2015-08-04,-5.1282
2015-08-06,-1.3514
2015-08-10,5.4795
2015-08-11,6.4935
2015-08-12,-2.439
2015-08-13,0.0
2015-08-14,-3.75
2015-08-18,1.2987
2015-08-19,0.0
2015-08-21,-7.6923
2015-08-24,-5.5556
2015-08-25,0.0
2015-08-26,2.9412000000000003
2015-08-27,0.0
2015-08-28,-5.7143
2015-09-01,-3.0303
2015-09-08,1.5625
2015-09-09,0.0
2015-09-10,0.0
2015-09-11,0.0
2015-09-14,-3.0769
2015-09-15,3.1746
2015-09-18,3.0769
2015-09-21,2.9851
2015-09-22,-1.4493
2015-09-23,0.8824
2015-09-28,2.0408
2015-09-29,2.8571
2015-10-01,-1.3889
2015-10-05,2.8169
2015-10-07,2.7397
2015-10-08,0.0
2015-10-13,1.3333
2015-10-19,-1.3158
2015-10-26,-6.6667
2015-10-27,1.4285999999999999
2015-10-28,0.0
2015-10-29,4.2254
2015-10-30,-2.7027
2015-11-02,0.0
2015-11-03,1.3889
2015-11-04,-2.7397
2015-11-05,1.4085
2015-11-09,-0.2778
2015-11-11,-2.507
2015-11-12,-5.7143
2015-11-16,0.0
2015-11-17,0.0038
2015-11-18,-5.4581
2015-11-19,0.0
2015-11-20,0.0
2015-11-23,-1.9231
2015-11-24,-1.9607999999999999
2015-11-25,3.3333
2015-11-30,0.0
2015-12-01,-1.6129
2015-12-04,0.0
2015-12-07,0.0
2015-12-08,0.9836
2015-12-10,0.0
2015-12-11,-0.974
2015-12-14,1.6393
2015-12-15,-1.6129
2015-12-16,1.6393
2015-12-17,-1.6129
2015-12-18,0.0
2015-12-21,1.6393
2015-12-22,0.0
2015-12-28,0.0
2015-12-29,0.0
2016-01-04,-3.2258
2016-01-11,1.6667
2016-01-27,1.6393
2016-02-10,0.0
2016-02-12,-3.2258
2016-02-16,-8.3333
2016-02-17,10.9091
2016-02-19,0.0
2016-02-23,0.0
2016-02-26,0.0
2016-03-01,0.0
2016-03-02,-9.8361
2016-03-03,10.9091
2016-03-04,-1.6393
2016-03-07,0.0
2016-03-15,5.0
2016-03-16,-3.1746
2016-03-17,0.0
2016-03-18,0.0
2016-03-21,1.6393
2016-03-29,-1.6129
2016-03-30,1.6393
2016-03-31,1.6129
2016-04-01,0.0
2016-04-08,0.0
2016-04-11,0.0
2016-04-12,0.0
2016-04-13,0.0
2016-04-15,-1.5873
2016-04-20,1.6129
2016-04-21,0.0
2016-04-25,-1.5873
2016-04-28,0.3226
2016-04-29,-0.6953
2016-05-04,0.3764
2016-05-05,1.6129
2016-05-12,-2.5397
2016-05-16,2.6059
2016-05-27,-0.6349
2016-05-31,0.0
2016-06-02,0.0
2016-06-08,0.0
2016-06-14,-1.9169
2016-06-16,1.9544000000000001
2016-06-20,2.2364
2016-06-27,0.0
2016-06-28,-1.5625
2016-06-29,-1.5873
2016-07-05,0.9677
2016-07-06,1.5974
2016-07-12,-2.5157
2016-07-18,0.6452
2016-07-20,0.3205
2016-07-21,-1.278
2016-07-25,1.6181
2016-07-26,0.3185
2016-07-29,0.0
2016-08-12,0.0
2016-08-17,0.0
2016-08-19,0.0
2016-08-22,0.0
2016-08-24,-1.5873
2016-08-25,1.6129
2016-08-30,0.0
2016-09-01,0.0
2016-09-07,-1.5873
2016-09-08,0.0
2016-09-09,0.0
2016-09-19,0.0
2016-09-20,1.4839
2016-09-21,0.0
2016-09-26,0.1271
2016-09-27,-1.5873
2016-09-29,0.0
2016-10-14,3.2258
2016-10-21,-4.6875
2016-10-28,6.3934
2016-10-31,-2.9276
2016-11-01,0.0
2016-11-04,-3.1746
2016-11-08,-1.6393
2016-11-10,-0.3333
2016-11-16,-8.6957
2016-11-17,-7.5092
2016-12-05,1.7822
2016-12-07,-1.5564
2016-12-08,6.7194
2016-12-12,2.963
2016-12-13,8.1362
2016-12-16,1.4574
2016-12-19,1.6393
2016-12-30,9.6774
2017-01-06,-2.9412000000000003
2017-02-02,0.0
2017-02-15,0.0
2017-03-15,0.0
2017-03-28,0.0
2017-05-04,-9.0909
2017-05-11,0.0
2017-05-23,0.0
2017-05-25,-10.0
2017-05-31,11.1111
2017-06-07,-11.6667
2017-07-05,-5.6604
2017-07-06,10.0
2017-07-07,-7.2727
2017-08-01,7.8431
2017-08-09,0.0
2017-08-11,0.0
2017-08-14,0.0
2017-08-22,0.0
2017-08-28,1.8182
2017-08-29,0.0
2017-09-08,0.0
2017-09-12,-3.8393
2017-09-14,-7.1495
2017-11-06,0.0
2017-11-07,-10.0
2017-11-08,11.1111
2017-11-14,0.0
2017-11-15,0.0
2017-11-16,0.0
2017-11-21,0.0
2017-12-01,0.0
2018-01-08,-1.0
2018-01-09,1.0101
2018-01-12,10.0
2018-01-23,-9.0909
2018-01-25,-10.0
2018-01-31,11.1111
2018-02-12,6.0
2018-02-13,0.0
2018-02-16,0.0
2018-02-23,50.9434
2018-03-09,-25.0
2018-03-14,0.0
2018-05-15,0.0
2018-06-01,0.0
2018-06-27,-25.0
2018-07-18,11.1111
2018-08-28,-12.0
2018-09-26,-9.0909
2018-12-11,-12.5
2018-12-14,14.2857
2019-02-12,-15.0
2019-06-19,-52.9353
2019-09-27,87.4766
2019-09-30,0.0
2019-12-02,0.0
2019-12-27,6.6667
2020-01-03,25.0
2020-01-13,-10.0
2020-01-14,0.0
2020-01-16,25.0
2020-01-21,0.0
2020-01-28,21.7778
2020-02-21,9.4891
2020-02-25,8.0
2020-02-26,38.8889
2020-02-28,0.0
2020-03-02,-44.4467
2020-03-03,-19.9968
2020-03-05,0.0
2020-03-06,0.0
2020-04-01,-5.0
2020-04-13,0.0
2020-04-14,0.0
2020-04-17,5.2632
2020-04-24,-10.0
2020-06-15,0.0
2020-06-17,4.4444
2020-06-22,0.0
2020-06-24,6.383
2020-07-23,0.0
2020-07-29,0.0
2020-07-31,-10.0
