ticker,ATNE US Equity
2008-01-30,0.0
2008-01-31,0.0
2008-02-01,0.0
2008-02-04,0.0
2008-02-05,0.0
2008-02-06,0.0
2008-02-07,0.0
2008-02-08,59.0909
2008-02-11,0.0
2008-02-12,0.9524
2008-02-13,3.3019
2008-02-14,0.0
2008-02-15,0.0
2008-02-19,0.0
2008-02-20,3.1963
2008-02-21,1.7699
2008-02-22,0.4348
2008-02-25,-2.5974
2008-02-26,0.0
2008-02-27,4.4444
2008-02-28,-4.2553
2008-02-29,0.0
2008-03-03,4.8889
2008-03-04,-15.2542
2008-03-05,4.0
2008-03-06,0.0
2008-03-07,0.0
2008-03-10,-0.4808
2008-03-11,11.1111
2008-03-12,2.1739
2008-03-13,2.5532
2008-03-14,0.0
2008-03-17,14.1079
2008-03-18,10.9091
2008-03-19,0.0
2008-03-20,3.2787
2008-03-24,6.3492
2008-03-25,4.4776
2008-03-26,2.8571
2008-03-27,0.0
2008-03-28,-1.3889
2008-03-31,3.9436999999999998
2008-04-01,1.626
2008-04-16,-53.3333
2008-04-17,-35.4286
2008-04-18,76.9912
2008-04-21,12.5
2008-04-22,4.4444
2008-04-23,-4.2553
2008-04-24,0.0
2008-04-25,-13.3333
2008-04-28,-15.3846
2008-04-29,6.6667
2008-04-30,-42.6136
2008-05-01,8.9109
2008-05-02,13.6364
2008-05-05,-24.0
2008-05-06,17.8947
2008-05-07,-24.1071
2008-05-08,5.8824
2008-05-09,5.5556
2008-05-12,-31.5789
2008-05-13,-15.3846
2008-05-14,-9.0909
2008-05-15,0.0
2008-05-16,-20.0
2008-05-19,50.0
2008-05-20,-58.3333
2008-05-21,140.0
2008-05-22,-16.6667
2008-05-23,20.0
2008-05-27,0.0
2008-05-28,-33.3333
2008-05-29,-20.0
2008-05-30,9.375
2008-06-02,2.8571
2008-06-03,38.8889
2008-06-04,0.0
2008-06-05,-40.0
2008-06-06,0.0417
2008-06-09,-0.0416
2008-06-10,66.6667
2008-06-11,0.0
2008-06-12,-30.0
2008-06-13,0.0
2008-06-16,-28.5714
2008-06-17,40.0
2008-06-18,42.8571
2008-06-19,-10.0
2008-06-20,-44.4444
2008-06-23,48.0
2008-06-24,21.6216
2008-06-25,-24.4444
2008-06-26,-11.7647
2008-06-27,-16.6667
2008-06-30,20.0
2008-07-01,0.0
2008-07-02,33.3333
2008-07-03,-35.0
2008-07-07,-3.8462
2008-07-08,20.0
2008-07-09,-16.6667
2008-07-10,-20.0
2008-07-11,-20.0
2008-07-14,-6.25
2008-07-15,-33.3333
2008-07-16,0.0
2008-07-17,2.0
2008-07-18,56.8627
2008-07-21,-25.0
2008-07-22,66.6667
2008-07-23,25.0
2008-07-24,-52.0
2008-07-25,108.3333
2008-07-28,0.0
2008-07-29,0.0
2008-07-30,0.0
2008-07-31,-48.0
2008-08-01,7.6923
2008-11-18,-99.9982
2008-11-19,39900.0
2008-12-04,-80.0
2008-12-22,-98.75
2009-11-19,0.0
2013-05-14,7900.0
2013-12-10,-90.0
2013-12-16,0.0
2018-04-02,900.0
