ticker,MNRL US Equity
2019-09-09,5.9137
2019-09-10,-0.5034
2019-09-11,-3.4959
2019-09-12,-3.6702
2019-09-13,-1.5339
2019-09-16,15.7789
2019-09-17,-5.9896
2019-09-18,-1.2927
2019-09-19,-0.6548
2019-09-20,2.0245
2019-09-23,3.5994
2019-09-24,-4.4098
2019-09-25,-1.2582
2019-09-26,-4.8608
2019-09-27,0.6448
2019-09-30,-1.9221
2019-10-01,-0.5528
2019-10-02,-2.8802
2019-10-03,3.0177
2019-10-04,-2.0707
2019-10-07,-0.0516
2019-10-08,-2.9928
2019-10-09,1.383
2019-10-10,2.1511
2019-10-11,2.3626
2019-10-14,-4.7667
2019-10-15,1.7387000000000001
2019-10-16,-2.9001
2019-10-17,4.7467
2019-10-18,-2.6477
2019-10-21,2.9812
2019-10-22,1.9807000000000001
2019-10-23,2.0916
2019-10-24,1.9024
2019-10-25,2.4414
2019-10-28,-4.8598
2019-10-29,2.5540000000000003
2019-10-30,-6.6091999999999995
2019-10-31,-2.1026
2019-11-01,0.7334
2019-11-04,-0.156
2019-11-05,0.1042
2019-11-06,-4.7347
2019-11-07,0.4915
2019-11-08,7.0652
2019-11-11,0.0
2019-11-12,0.4569
2019-11-13,1.2633
2019-11-14,0.1996
2019-11-15,0.0
2019-11-18,-3.3367
2019-11-19,-0.8758
2019-11-20,-2.0624
2019-11-21,3.0238
2019-11-22,0.5765
2019-11-25,3.6997999999999998
2019-11-26,-1.3065
2019-11-27,-3.7169
2019-11-29,2.3797
2019-12-02,1.6012
2019-12-03,-1.0676
2019-12-04,-0.5139
2019-12-05,-2.8409
2019-12-06,4.7315000000000005
2019-12-09,-7.9695
2019-12-10,0.3861
2019-12-11,2.0879
2019-12-12,-1.5070000000000001
2019-12-13,1.6393
2019-12-16,0.3226
2019-12-17,-0.4287
2019-12-18,1.7761
2019-12-19,-2.5911999999999997
2019-12-20,3.0945
2019-12-23,3.6334999999999997
2019-12-24,3.9634
2019-12-26,0.8309
2019-12-27,1.1634
2019-12-30,0.8625
2019-12-31,1.8527
2020-01-02,-2.8918
2020-01-03,0.6244
2020-01-06,-0.5728
2020-01-07,-0.6721
2020-01-08,-6.3799
2020-01-09,-1.4455
2020-01-10,-0.9953
2020-01-13,-0.4762
2020-01-14,0.2127
2020-01-15,2.8647
2020-01-16,-0.361
2020-01-17,0.9834
2020-01-21,-0.8201
2020-01-22,-2.3773
2020-01-23,-3.1763
2020-01-24,-3.0618
2020-01-27,-0.6768
2020-01-28,1.8739
2020-01-29,-2.2854
2020-01-30,-0.7986
2020-01-31,-2.1852
2020-02-03,-2.4691
2020-02-04,-1.5672000000000001
2020-02-05,5.0214
2020-02-06,1.8659
2020-02-07,-2.4614
2020-02-10,-0.1174
2020-02-11,-2.0564
2020-02-12,0.9598
2020-02-13,0.5942
2020-02-14,0.6497
2020-02-18,-0.7042
2020-02-19,2.6596
2020-02-20,0.4606
2020-02-21,-2.9798999999999998
2020-02-24,-5.5523
2020-02-25,-4.6904
2020-02-26,-2.2965999999999998
2020-02-27,-3.0893
2020-02-28,10.5336
2020-03-02,6.2696
2020-03-03,0.0
2020-03-04,-2.7729
2020-03-05,-0.8495
2020-03-06,-8.4455
2020-03-09,-32.754
2020-03-10,2.3857
2020-03-11,0.5825
2020-03-12,-12.8257
2020-03-13,15.2874
2020-03-16,-11.9641
2020-03-17,-12.5708
2020-03-18,-21.7617
2020-03-19,17.5497
2020-03-20,15.0704
2020-03-23,-11.9951
2020-03-24,11.5438
2020-03-25,2.3691
2020-03-26,8.8916
2020-03-27,-10.962
2020-03-30,1.005
2020-03-31,2.8607
2020-04-01,-0.4837
2020-04-02,9.4775
2020-04-03,4.7725
2020-04-06,1.8008
2020-04-07,4.0583
2020-04-08,1.7
2020-04-09,0.4916
2020-04-13,1.9569
2020-04-14,-1.1516
2020-04-15,-2.5243
2020-04-16,-4.7809
2020-04-17,3.4519
2020-04-20,-7.4823
2020-04-21,3.9344
2020-04-22,5.1525
2020-04-23,9.8
2020-04-24,3.0965
2020-04-27,-0.3534
2020-04-28,6.383
2020-04-29,6.0833
2020-04-30,1.2569
2020-05-01,-6.3615
2020-05-04,1.9056
2020-05-05,1.626
2020-05-06,-2.24
2020-05-07,1.964
2020-05-08,7.3034
2020-05-11,-0.2244
2020-05-12,-2.7736
2020-05-13,-4.9345
2020-05-14,2.352
2020-05-15,4.5959
2020-05-18,7.7273
2020-05-19,-4.8523
2020-05-20,0.0739
2020-05-21,-2.1418
2020-05-22,-3.3962
2020-05-26,4.375
2020-05-27,5.9276
2020-05-28,-3.9971
2020-05-29,0.3028
2020-06-01,1.2075
2020-06-02,2.0134
2020-06-03,-0.6579
2020-06-04,-1.1038000000000001
2020-06-05,12.6488
2020-06-08,4.0291
2020-06-09,-3.9365
2020-06-10,-10.1124
2020-06-11,-8.1618
2020-06-12,2.8823
2020-06-15,2.8016
2020-06-16,1.8925
2020-06-17,-6.9094
2020-06-18,-1.5164
2020-06-19,-0.4862
2020-06-22,2.0358
2020-06-23,1.4365999999999999
2020-06-24,-7.5531
2020-06-25,2.9787
2020-06-26,-2.8099
2020-06-29,1.4456
2020-06-30,3.5205
2020-07-01,-0.4049
2020-07-02,1.9512
2020-07-06,-2.5518
2020-07-07,-3.1097
2020-07-08,-1.8580999999999999
2020-07-09,-5.1635
2020-07-10,4.4465
2020-07-13,-2.5195
2020-07-14,4.7237
2020-07-15,-0.2553
2020-07-16,-1.7917999999999998
2020-07-17,-1.0426
2020-07-20,1.6681
2020-07-21,7.8584
2020-07-22,-3.0424
2020-07-23,-0.9909
2020-07-24,-0.5838
2020-07-27,-2.6007
2020-07-28,-2.8424
2020-07-29,4.2553
2020-07-30,-4.1667
2020-07-31,-1.6859
