ticker,CBDEF US Equity
2014-10-10,-4.955
2014-10-13,-3.7915
2014-10-14,-11.33
2014-10-15,-7.2222
2014-10-16,1.7964
2014-10-17,10.0
2014-10-20,7.4866
2014-10-21,0.4975
2014-10-22,-0.9901
2014-10-23,0.5
2014-10-24,-37.8109
2014-10-27,-1.5899999999999999
2014-10-28,0.8028
2014-10-29,1.6129
2014-10-30,13.8492
2014-10-31,-11.4674
2014-11-03,-1.9685000000000001
2014-11-04,-3.6145
2014-11-05,-3.3333
2014-11-06,-5.1724
2014-11-07,-4.8352
2014-11-10,-11.1708
2014-11-11,3.2397
2014-11-12,-12.5911
2014-11-13,7.2546
2015-09-10,-11.1111
2015-09-11,-86.25
2015-09-14,23.6364
2015-09-15,-8.0882
2015-09-16,-51.9
2015-09-17,0.0
2015-09-21,0.0
2015-09-22,282.5364
2015-09-23,30.4348
2015-09-24,-79.9583
2015-09-25,365.6965
2015-09-28,-60.7143
2015-09-29,0.0
2015-10-02,-45.2841
2015-10-05,16.5109
2015-10-06,184.9376
2015-10-08,-49.9531
2015-10-09,-40.0
2015-10-13,18.3333
2015-10-14,111.0035
2015-10-15,20.1502
2015-10-16,-19.1667
2015-10-19,-4.4674
2015-10-20,-28.0576
2015-10-21,0.0
2015-10-22,0.125
2015-10-23,59.6754
2015-10-26,-6.1767
2015-10-27,0.0
2015-10-28,0.0
2015-10-29,-13.4167
2015-10-30,7.026
2015-11-02,-42.446
2015-11-03,37.5
2015-11-04,-8.9773
2015-11-05,2.8714
2015-11-06,26.2136
2015-11-11,-20.7692
2015-11-16,-22.3301
2015-11-17,6.25
2015-11-19,-5.8824
2015-11-20,0.0
2015-11-23,81.25
2015-11-24,-34.4828
2015-11-25,5.2632
2015-11-27,10.0
2015-12-01,-27.2727
2015-12-03,-37.5
2015-12-04,-10.0
2015-12-07,0.0
2015-12-08,0.0
2015-12-09,122.2222
2015-12-10,-20.0
2015-12-11,-61.25
2015-12-14,-25.4032
2015-12-15,-0.5405
2015-12-16,204.3478
2015-12-17,96.4286
2015-12-18,-52.2727
2015-12-21,0.9524
2015-12-22,-5.6604
2015-12-23,0.0
2015-12-24,-10.0
2015-12-28,-2.2222
2015-12-31,-9.3182
2016-01-04,6.7669
2016-01-06,-19.0141
2016-01-11,-1.4493
2016-01-12,-11.7647
2016-01-13,28.3333
2016-01-14,0.0
2016-01-15,0.0
2016-01-19,0.0
2016-01-25,-15.5844
2016-01-26,7.6923
2016-01-28,-6.8571
2016-02-03,0.0
2016-02-10,-4.908
2016-02-17,-3.2258
2016-02-25,-0.3333
2016-02-29,-16.388
2016-03-01,-12.0
2016-03-03,-9.0909
2016-03-04,0.0
2016-03-07,0.0
2016-03-15,0.0
2016-03-16,0.0
2016-03-18,0.0
2016-03-22,-0.5
2016-03-24,-23.6181
2016-03-29,30.9211
2016-03-30,-24.1206
2016-03-31,-66.2252
2016-04-06,27.451
2016-04-11,-21.5385
2016-04-12,282.3529
2016-04-13,-1.0256
2016-04-14,3.6269
2016-04-15,0.0
2016-04-18,5.0
2016-04-19,-7.1429
2016-04-20,-7.6923
2016-04-21,7.7778
2016-04-22,2.5773
2016-05-02,0.0
2016-05-10,0.0
2016-05-12,-29.6482
2016-05-13,4.2857
2016-05-25,13.0137
2016-05-26,63.6364
2016-06-01,-25.9259
2016-06-08,-1.0
2016-06-09,1.0101
2016-06-10,-1.0
2016-06-23,1.0101
2016-07-01,0.0
2016-07-07,0.0
2016-07-11,-5.0
2016-07-12,0.0
2016-07-18,-7.8947
2016-10-10,-44.0
2016-10-17,5.102
2016-11-10,-4.8544
2016-12-05,42.8571
2016-12-06,-42.8571
2016-12-09,-6.25
2016-12-19,26.6667
2016-12-20,0.0
2017-01-17,-21.0526
2017-01-18,6.6667
2017-01-24,-40.0
2017-01-31,-14.5833
2017-02-13,82.9268
2017-02-14,-32.0
2017-02-15,-21.5686
2017-02-16,37.0
2017-02-17,2.1898
2017-02-21,0.0
2017-02-22,-8.9286
2017-03-07,0.0
2017-03-09,-21.5686
2017-03-16,-62.5
2017-03-22,-33.3333
2017-04-25,30.0
2017-05-12,292.3077
2017-05-15,0.0
2017-06-14,-70.5882
2017-06-20,206.6667
2017-06-22,10.8696
2017-06-30,-11.7647
2017-07-12,13.3333
2017-07-13,0.0
2017-07-26,-80.3922
2017-07-28,410.0
2017-08-01,-80.3922
2017-08-02,100.0
2017-08-08,-25.0
2017-08-14,133.3333
2017-08-16,-42.8571
2017-08-17,0.0
2017-08-23,25.0
2017-08-31,0.0
2017-09-06,104.0
2017-09-14,-21.5686
2017-09-20,12.5
2017-09-22,0.0
2017-09-26,-11.1111
2017-10-12,-37.5
2017-10-18,60.0
2017-10-19,0.0
2017-10-23,27.5
2017-10-26,-1.9607999999999999
2017-11-09,-50.0
2017-11-29,0.0
2017-12-14,0.0
2018-01-02,-60.0
2018-01-08,50.0
2018-01-09,-3.3333
2018-01-11,3.4483
2018-01-12,18.6667
2018-01-19,-6.1798
2018-02-05,-7.1856
2018-02-21,-25.6129
2018-03-12,-21.9428
2018-03-15,11.1111
2018-04-03,120.0
2018-04-04,47.2727
2018-04-06,-44.4444
2018-04-18,-72.2222
2018-05-10,-70.0
2018-05-23,4566.6667
2018-05-24,-78.5714
2018-05-29,-73.3333
2018-05-30,275.0
2018-06-05,80.0
2018-06-12,-59.2593
2018-06-21,0.0
2018-07-18,109.0909
2018-07-23,117.3913
2018-07-25,-34.0
2018-07-26,-45.4545
2018-07-30,-38.8889
2018-08-01,0.0
2018-08-14,-86.3636
2018-08-17,630.0
2018-08-21,-86.3014
2018-08-22,3300.0
2018-08-23,-93.5294
2018-08-24,324.2424
2018-08-27,-21.4286
2018-08-30,0.0
2018-09-19,-72.7273
2018-09-26,0.0
2018-10-22,3.3333
2018-10-26,0.6452
2018-11-29,0.0
2018-12-03,0.0
2018-12-06,0.0
2018-12-12,32.0513
2018-12-17,-24.7573
2018-12-18,-32.2581
2018-12-19,42.8571
2018-12-27,-79.6667
2018-12-28,8096.7213
2018-12-31,-20.0
2019-01-02,-12.5
2019-01-03,-28.5714
2019-01-04,-8.0
2019-01-07,-8.6957
2019-01-08,9.5238
2019-01-09,-8.6957
2019-01-11,114.2857
2019-01-14,-2.2222
2019-01-15,-81.8182
2019-01-16,450.0
2019-01-17,-54.5455
2019-01-18,10.0
2019-01-22,-63.6364
2019-01-23,150.0
2019-01-24,70.0
2019-01-25,2.9412000000000003
2019-01-28,0.0
2019-01-29,-8.5714
2019-01-30,-9.375
2019-01-31,10.3448
2019-02-04,0.0
2019-02-05,-9.375
2019-02-06,10.3448
2019-02-07,-9.375
2019-02-08,10.3448
2019-02-12,-9.375
2019-02-20,-10.3448
2019-02-25,3.8462
2019-02-27,-11.1111
2019-02-28,8.3333
2019-03-05,-11.538499999999999
2019-03-06,-8.6957
2019-03-11,-9.5238
2019-03-15,5.2632
2019-03-19,-10.0
2019-03-20,11.1111
2019-03-22,-55.0
2019-03-25,11.1111
2019-03-26,10.0
2019-03-27,0.0
2019-04-01,9.0909
2019-04-02,8.3333
2019-04-03,-7.6923
2019-04-04,-8.3333
2019-04-11,-9.0909
2019-04-23,10.0
2019-04-29,-9.0909
2019-05-07,0.0
2019-05-13,-5.0
2019-05-15,-26.3158
2019-05-17,114.2857
2019-05-22,66.6667
2019-05-23,-56.0
2019-06-03,-36.3636
2019-06-05,-14.2857
2019-07-31,133.3333
2019-08-12,0.0
2019-10-03,42.8571
2019-10-04,-75.0
2019-10-25,67.5
2019-10-30,-40.2985
2019-11-13,-18.0
2019-11-21,-2.439
2019-11-25,0.25
2019-12-23,373.8155
2019-12-31,-94.7368
2020-01-16,1900.0
2020-01-17,-47.0
2020-01-21,0.0
2020-01-30,44.3396
2020-02-05,30.719
2020-02-06,-55.0
2020-02-07,11.1111
2020-02-26,-50.0
2020-02-27,0.0
2020-03-06,0.2
2020-03-30,-60.0798
2020-03-31,450.0
2020-04-09,-90.9091
2020-05-19,2000.0
2020-05-20,0.0
2020-05-21,0.0
2020-05-26,-99.8095
2020-05-27,0.0
2020-06-08,1237.5
2020-06-10,-2.8037
2020-06-15,-84.6154
2020-07-01,187.5
2020-07-13,17291.3043
2020-07-15,0.0
2020-07-20,-99.05
2020-07-29,7794.7368
2020-07-31,-97.4667
