ticker,IMTX US Equity
2019-10-18,-0.7803
2019-10-21,0.1959
2019-10-23,0.3929
2019-10-24,-0.0978
2019-10-25,0.2938
2019-10-28,0.293
2019-10-29,-0.1947
2019-10-31,-0.4878
2019-11-01,0.6863
2019-11-06,0.0974
2019-11-07,-0.0973
2019-11-08,-0.1947
2019-11-14,0.0976
2019-11-19,0.3899
2019-11-25,-0.9709
2019-11-27,0.8824
2019-11-29,0.3887
2019-12-02,-0.2933
2019-12-03,5.2458
2019-12-04,-2.3985
2019-12-05,-1.7013
2019-12-06,-0.8173
2019-12-17,0.0485
2019-12-18,0.1938
2019-12-19,0.0967
2019-12-20,0.9662
2019-12-24,-0.4785
2019-12-26,0.0
2019-12-27,0.0
2020-01-03,2.0962
2020-01-08,-0.453
2020-01-09,0.0009
2020-01-10,0.0946
2020-01-14,-0.2836
2020-01-16,0.4739
2020-01-17,0.0
2020-01-21,0.0
2020-01-22,0.7075
2020-01-23,-0.7026
2020-01-24,0.0943
2020-01-27,-0.2997
2020-01-28,0.2061
2020-01-29,-1.7642
2020-01-30,2.6601
2020-01-31,0.0823
2020-02-03,-0.6505
2020-02-04,-1.161
2020-02-05,1.8485
2020-02-06,0.0
2020-02-11,-0.9346
2020-02-13,1.6981000000000002
2020-02-14,0.0928
2020-02-19,0.4634
2020-02-20,0.0923
2020-02-21,-0.0922
2020-02-24,0.0
2020-02-25,-0.4963
2020-02-26,-0.2429
2020-02-28,-0.7435
2020-03-03,-0.8633
2020-03-11,-0.7348
2020-03-12,-2.4737999999999998
2020-03-13,-0.4878
2020-03-16,-3.5176
2020-03-17,4.154
2020-03-18,-1.0741
2020-03-19,0.0996
2020-03-20,0.4926
2020-03-23,-2.0588
2020-03-24,0.9009
2020-03-25,0.7937
2020-03-26,0.689
2020-03-27,0.1955
2020-03-30,0.4878
2020-03-31,-1.1641
2020-04-01,0.6866
2020-04-03,0.9756
2020-04-06,0.0
2020-04-07,0.0
2020-04-09,0.4831
2020-04-13,0.0
2020-04-16,-0.9615
2020-04-17,1.3592
2020-04-20,0.7663
2020-04-21,0.2947
2020-04-22,0.4644
2020-04-27,-0.6604
2020-04-28,0.7597
2020-04-29,1.2253
2020-04-30,-0.6518
2020-05-01,0.7498
2020-05-04,-0.4651
2020-05-05,0.0
2020-05-06,-1.215
2020-05-07,1.6082999999999998
2020-05-08,0.0
2020-05-11,-0.3724
2020-05-12,-0.9346
2020-05-13,0.0472
2020-05-14,2.6874000000000002
2020-05-15,-1.0101
2020-05-18,0.2783
2020-05-19,0.8326
2020-05-20,0.0917
2020-05-21,0.8249
2020-05-22,-0.0909
2020-05-26,0.091
2020-05-27,-0.4545
2020-05-28,0.4566
2020-05-29,21.8182
2020-06-01,4.4776
2020-06-02,-0.0714
2020-06-03,2.2159
2020-06-04,-5.2448
2020-06-05,2.2878
2020-06-08,2.3810000000000002
2020-06-09,1.4799
2020-06-10,0.0
2020-06-11,-6.3194
2020-06-12,-0.6672
2020-06-15,-3.0597
2020-06-16,5.8507
2020-06-17,2.9818
2020-06-18,-0.7768
2020-06-19,10.0356
2020-06-22,9.9612
2020-06-23,-1.1764999999999999
2020-06-24,-7.4405
2020-06-25,2.0579
2020-06-26,5.6711
2020-06-29,-4.4723
2020-06-30,-1.7478
2020-07-01,-3.7484
2020-07-02,-0.6601
2020-07-06,-4.3189
2020-07-07,0.3472
2020-07-08,-6.5744
2020-07-09,-0.6667
2020-07-10,-5.6674
2020-07-13,-8.4585
2020-07-14,-2.418
2020-07-15,-0.6195
2020-07-16,-1.4248
2020-07-17,-5.5104
2020-07-20,3.6329000000000002
2020-07-21,-2.3063000000000002
2020-07-22,1.322
2020-07-23,4.753
2020-07-24,-5.9609
2020-07-27,-4.2573
2020-07-28,-1.1858
2020-07-29,5.9
2020-07-30,4.8159
2020-07-31,2.2523
