ticker,PRXG US Equity
2002-11-21,0.7407
2002-11-26,1.4706000000000001
2003-01-16,-9.4203
2003-01-21,36.0
2003-02-26,-2.9412000000000003
2003-03-05,-12.1212
2003-04-15,3.4483
2003-05-01,0.0
2003-08-07,-26.6667
2003-08-27,0.0
2003-10-24,0.0
2003-10-28,0.0
2003-10-29,-4.5455
2003-10-31,-47.619
2003-11-04,0.0
2003-12-05,100.0
2004-04-05,4.5455
2004-04-13,-63.4783
2004-04-27,173.8095
2004-04-28,-13.913
2004-04-29,16.1616
2004-09-20,-84.3478
2004-09-27,-88.8889
2004-10-13,0.0
2006-01-27,1150.0
2006-12-21,340.0
2007-01-17,0.0
2007-01-18,-4.5455
2007-03-16,0.0
2007-10-18,-47.619
2007-10-31,0.0
2007-11-28,-7.2727
2007-12-27,0.0
2008-10-10,-50.9804
2009-02-23,-60.0
2009-08-31,-50.0
2009-09-08,400.0
2009-09-09,0.0
2009-09-11,304.0
2009-09-14,0.0
2010-02-25,-94.0594
2010-05-04,-50.0
2011-06-24,66.6667
2012-06-26,266.6667
2012-08-02,-9.0909
2013-03-15,0.0
2013-03-18,0.0
2013-04-23,-50.0
2013-04-30,40.0
2013-05-21,51.4286
2013-05-22,1.8868
2013-05-23,1.8519
2013-05-28,1.8182
2013-05-29,78.5714
2013-05-30,-43.0
2013-05-31,-5.614
2013-06-05,0.0
2013-06-06,-7.4349
2013-06-26,0.4016
2013-11-25,0.0
2013-11-27,7.6
2013-12-10,0.0
2014-01-10,11.5242
2014-01-17,-16.6667
2014-03-06,-2.0
2014-03-07,0.0
2014-03-11,0.4082
2014-03-21,225.2033
2014-03-31,-50.0
2014-04-30,12.5
2014-05-02,122.2222
2014-05-05,100.0
2014-05-07,125.0
2014-05-08,-24.4444
2014-05-09,-14.7059
2014-05-15,-37.931
2014-05-22,-5.5556
2014-05-28,-52.9412
2014-06-06,12.5
2014-07-01,5.5556
2014-07-08,0.0
2014-07-09,-29.8947
2014-07-14,0.0
2014-07-17,-6.9069
2014-07-21,16.4516
2014-07-23,-9.9723
2014-07-29,-4.6154
2014-08-18,-3.2258
2014-08-19,-2.0
2014-09-04,-9.0136
2014-09-09,0.0
2014-09-15,-4.486
2014-10-28,-11.9374
2014-11-10,0.0
2014-11-18,-20.0
2014-11-20,0.0
2014-12-05,0.0
2014-12-12,0.0
2014-12-17,-2.7778
2015-03-10,-21.4286
2015-03-18,9.0909
2015-04-06,-6.6667
2015-05-20,-21.4286
2015-05-29,-9.0909
2015-06-12,0.0
2015-06-15,-3.5
2015-06-16,-2.5907
2015-06-17,0.0
2015-07-07,-4.2553
2015-10-09,-43.8889
2015-11-03,-19.802
2015-11-10,40.7407
2015-11-13,9.6491
2015-11-16,60.0
2015-11-19,-59.5
2015-12-23,146.9136
2015-12-24,0.0
2016-01-25,-47.5
2016-02-08,185.7143
2016-03-03,-70.0
2016-03-04,66.6667
2016-03-09,-63.3333
2016-05-23,263.6364
2016-10-14,-50.0
2016-10-18,-49.0
2017-03-02,1.9607999999999999
2017-06-08,0.0
2017-06-23,0.0
2017-09-08,-1.9231
2017-10-03,0.0
2018-07-30,7.8431
2018-08-07,0.0
2018-08-16,0.0
2018-09-27,0.0
2018-09-28,36.3636
2018-10-01,0.0
2018-10-02,33.3333
2018-10-03,0.0
2018-10-10,100.0
2018-10-24,0.0
2018-11-12,-50.0
2018-12-03,-35.0
2018-12-13,0.0
2019-01-02,-15.3846
2019-01-11,0.0
2019-09-23,0.0
2020-01-10,-36.3636
2020-03-04,14.2857
2020-04-07,-25.0
2020-05-19,233.3333
2020-05-22,0.0
2020-06-05,0.0
2020-07-06,-43.9
2020-07-08,51.5152
