ticker,SY US Equity
2019-09-20,-1.7133
2019-09-23,0.9174
2019-09-24,-8.3636
2019-09-25,3.5714
2019-09-26,-3.1609
2019-09-27,-6.3304
2019-09-30,-2.5343
2019-10-01,-3.2503
2019-10-02,-3.4714
2019-10-03,6.1485
2019-10-04,-0.8743
2019-10-07,-0.882
2019-10-08,-2.2247
2019-10-09,-2.7304
2019-10-10,4.0936
2019-10-11,0.6742
2019-10-14,-3.0134
2019-10-15,4.0276
2019-10-16,-3.6504
2019-10-17,2.2962
2019-10-18,1.1223
2019-10-21,-0.444
2019-10-22,1.3378
2019-10-23,1.4301
2019-10-24,2.82
2019-10-25,0.7384
2019-10-28,9.9476
2019-10-29,7.8095
2019-10-30,-0.6184
2019-10-31,-3.1111
2019-11-01,-2.3853
2019-11-04,4.5113
2019-11-05,7.3741
2019-11-06,-5.1926
2019-11-07,4.0636
2019-11-08,3.2258
2019-11-11,-1.0691
2019-11-12,0.1663
2019-11-13,-2.0747
2019-11-14,-0.0847
2019-11-15,1.9508
2019-11-18,0.0832
2019-11-19,-0.2494
2019-11-20,0.1667
2019-11-21,-0.1664
2019-11-22,-0.75
2019-11-25,2.0151
2019-11-26,-1.6461000000000001
2019-11-27,-0.9205
2019-11-29,4.0541
2019-12-02,-1.7856999999999998
2019-12-03,2.314
2019-12-04,0.727
2019-12-05,-3.2879
2019-12-06,1.1609
2019-12-09,-1.9672
2019-12-10,-0.2508
2019-12-11,0.4191
2019-12-12,0.1669
2019-12-13,5.5833
2019-12-16,-1.5785
2019-12-17,1.5237
2019-12-18,-1.8167
2019-12-19,0.1609
2019-12-20,0.4819
2019-12-23,-1.4388
2019-12-24,-1.2976
2019-12-26,0.3287
2019-12-27,-2.2932
2019-12-30,-0.4191
2019-12-31,2.862
2020-01-02,-0.7365
2020-01-03,3.7923
2020-01-06,6.4337
2020-01-07,5.5224
2020-01-08,0.2829
2020-01-09,-0.7757
2020-01-10,-0.8529
2020-01-13,3.5842
2020-01-14,-0.346
2020-01-15,0.0
2020-01-16,1.3889
2020-01-17,1.1644
2020-01-21,-2.5728
2020-01-22,0.2085
2020-01-23,-4.2996
2020-01-24,-4.7101
2020-01-27,-3.6502
2020-01-28,0.3946
2020-01-29,0.0786
2020-01-30,-1.414
2020-01-31,-3.1873
2020-02-03,1.9752999999999998
2020-02-04,5.004
2020-02-05,0.7686
2020-02-06,1.7544
2020-02-07,-5.4723
2020-02-10,2.7756
2020-02-11,1.3889
2020-02-12,3.7291
2020-02-13,1.1005
2020-02-14,-2.7576
2020-02-18,-5.3731
2020-02-19,3.3123
2020-02-20,0.3053
2020-02-21,-2.0548
2020-02-24,-1.2432
2020-02-25,-4.0126
2020-02-26,3.1967
2020-02-27,-0.3177
2020-02-28,-3.9840999999999998
2020-03-02,3.6515
2020-03-03,-1.9215
2020-03-04,1.2245
2020-03-05,-1.4516
2020-03-06,-5.2373
2020-03-09,-6.304
2020-03-10,0.9217
2020-03-11,-6.484
2020-03-12,-11.2305
2020-03-13,1.5402
2020-03-16,-5.4171
2020-03-17,5.3837
2020-03-18,-3.0435
2020-03-19,-0.5605
2020-03-20,-2.0293
2020-03-23,0.3452
2020-03-24,12.3853
2020-03-25,6.3265
2020-03-26,-0.2879
2020-03-27,-3.7536
2020-03-30,-2.6
2020-03-31,5.1335
2020-04-01,-1.7578
2020-04-02,-2.3857
2020-04-03,0.3055
2020-04-06,3.9594
2020-04-07,-2.5391
2020-04-08,-0.9018
2020-04-09,-0.1011
2020-04-13,5.1619
2020-04-14,2.7911
2020-04-15,-1.1236
2020-04-16,2.9356
2020-04-17,-0.92
2020-04-20,-4.1783
2020-04-21,-1.4535
2020-04-22,1.1799
2020-04-23,-1.8465
2020-04-24,-0.099
2020-04-27,6.0456
2020-04-28,-5.514
2020-04-29,3.6597
2020-04-30,-1.0496
2020-05-01,-2.7965
2020-05-04,-2.0833
2020-05-05,1.0132
2020-05-06,1.9057
2020-05-07,0.0984
2020-05-08,2.8515
2020-05-11,2.0076
2020-05-12,-0.9372
2020-05-13,-5.4872
2020-05-14,1.1011
2020-05-15,8.7129
2020-05-18,-2.2769
2020-05-19,3.8211
2020-05-20,0.3591
2020-05-21,-8.7657
2020-05-22,-5.3922
2020-05-26,1.2435
2020-05-27,-0.5118
2020-05-28,-1.9546999999999999
2020-05-29,-2.9381
2020-06-01,3.027
2020-06-02,3.8825
2020-06-03,3.9394
2020-06-04,-1.7492999999999999
2020-06-05,-1.7804
2020-06-08,2.9204
2020-06-09,1.1742
2020-06-10,0.2901
2020-06-11,-1.35
2020-06-12,-4.5943000000000005
2020-06-15,2.3566
2020-06-16,1.1011
2020-06-17,4.4554
2020-06-18,-1.5166
2020-06-19,8.5659
2020-06-22,11.7908
2020-06-23,0.9516
2020-06-24,1.7282
2020-06-25,5.5598
2020-06-26,3.1456
2020-06-29,-3.8298
2020-06-30,0.0737
2020-07-01,1.6212
2020-07-02,7.0341
2020-07-06,-0.8808
2020-07-07,-3.5543
2020-07-08,2.9057
2020-07-09,5.5096
2020-07-10,-7.8329
2020-07-13,-3.6119
2020-07-14,-1.6899
2020-07-15,-0.0747
2020-07-16,-7.4046
2020-07-17,-0.5654
2020-07-20,6.58
2020-07-21,10.061
2020-07-22,-3.3934
2020-07-23,-2.1505
2020-07-24,0.0733
2020-07-27,1.6837
2020-07-28,-2.7358000000000002
2020-07-29,1.8505
2020-07-30,3.0523
2020-07-31,1.0578
