ticker,SDTC US Equity
2010-01-20,0.0
2010-03-15,1342.8571
2010-04-14,0.0
2010-04-19,-10.8911
2010-05-03,0.0
2010-11-01,0.0
2010-12-09,-97.7778
2010-12-17,50.0
2010-12-29,233.3333
2011-01-07,0.0
2011-01-21,-70.0
2011-02-07,233.3333
2011-02-08,0.0
2011-02-11,-50.0
2011-05-02,0.0
2011-06-27,-20.0
2011-07-20,400.0
2011-08-10,-62.5
2011-11-11,-73.3333
2011-11-18,-50.0
2011-12-12,-50.0
2012-02-24,53.75
2012-05-23,316.2602
2012-06-20,-75.9766
2012-10-04,-34.9593
2013-09-10,9900.0
2013-09-17,0.0
2014-01-02,0.0
2014-01-22,-99.425
2014-03-27,0.0
2014-04-01,0.0
2014-06-23,247.8261
2014-08-19,-71.25
2014-09-08,39.1304
2014-09-26,-25.0
2014-10-20,0.0
2015-05-08,8233.3333
2015-07-13,-98.8
2016-05-10,4233.3333
2016-06-09,15.3846
2016-06-10,-43.5833
2016-06-13,-5.4653
2016-06-22,5.7813
2016-06-23,6.3516
2016-06-24,-55.5556
2016-07-19,53.75
2016-07-27,1.0163
2017-04-13,28.7726
2017-05-17,-97.3438
2017-09-15,41.1765
2017-12-21,0.0
2018-03-14,233.3333
2018-09-13,-65.0
2018-09-21,2757.1429
2018-09-27,-50.0
2018-11-21,0.0
2018-11-23,100.0
2018-11-30,0.0
2018-12-07,50.0
2018-12-19,-7.3333
2019-01-17,7.9137
2019-01-18,-33.3333
2019-01-22,0.0
2019-01-23,0.0
2019-01-24,0.0
2019-01-31,47.5
2019-02-01,15.2542
2019-02-07,41.1765
2019-02-12,-49.5833
2019-02-13,96.6942
2019-03-08,-15.9664
2019-03-21,20.0
2019-04-01,-16.6667
2019-05-03,35.0
2019-06-18,-47.7778
2019-07-02,-14.8936
2019-07-03,-8.3333
2019-07-25,-27.2727
2019-09-12,-35.0
2019-09-17,107.3077
2019-09-18,0.0
2019-09-19,0.0
2019-10-07,11.3173
2019-10-08,-1.6667
2019-10-09,61.0169
2019-10-11,-40.6316
2019-10-15,290.0709
2019-10-16,-36.3636
2019-10-17,60.3571
2019-10-18,-14.2539
2019-10-21,9.0649
2019-10-22,-2.3577
2019-10-28,-17.0732
2019-10-29,-32.3529
2019-10-31,65.2174
2019-11-01,2.6316
2019-11-04,23.0513
2019-11-05,-10.398
2019-11-06,-43.9535
2019-11-07,130.2905
2019-11-08,-1.8018
2019-11-12,-3.8532
2019-11-13,-14.1221
2019-11-15,0.0
2019-11-18,1.7778
2019-11-20,-18.3406
2019-11-21,6.9519
2019-11-22,-45.0
2019-11-25,5.5455
2019-11-26,-7.6227
2019-12-02,57.5758
2019-12-03,-21.3018
2019-12-04,-20.3008
2019-12-10,-0.9434
2019-12-11,0.0476
2019-12-17,-15.9448
2019-12-20,0.0
2019-12-24,0.0
2019-12-26,-8.2673
2019-12-27,11.1111
2020-01-14,-10.0
2020-01-15,26.358
2020-01-16,0.0
2020-01-21,-2.296
2020-02-06,-19.25
2020-02-18,-23.2198
2020-02-21,-8.0645
2020-03-05,-16.6667
2020-03-06,0.0
2020-03-09,78.9474
2020-03-10,-47.0588
2020-03-12,-29.8889
2020-03-20,31.5372
2020-03-25,80.7229
2020-03-30,0.0
2020-04-08,-33.3333
2020-04-13,20.0
2020-06-08,-32.5
2020-06-18,-11.1111
