ticker,APG US Equity
2020-01-06,-1.3825
2020-01-07,-2.243
2020-01-08,-1.3384
2020-01-09,-0.6783
2020-01-10,0.0
2020-01-13,0.3902
2020-01-14,-0.0972
2020-01-15,1.07
2020-01-16,1.5399
2020-01-17,0.9479
2020-01-21,1.6901000000000002
2020-01-22,0.6464
2020-01-23,1.8349
2020-01-24,-0.1802
2020-01-27,7.9422
2020-01-28,-0.5017
2020-01-29,-0.8403
2020-01-30,-2.1186
2020-01-31,1.7316
2020-02-03,5.5319
2020-02-04,-0.4032
2020-02-05,-0.8097
2020-02-06,0.0
2020-02-07,-0.4082
2020-02-10,-0.6557
2020-02-11,1.2376
2020-02-12,0.163
2020-02-13,0.0814
2020-02-14,0.0
2020-02-18,0.4065
2020-02-19,0.6478
2020-02-20,-1.0459
2020-02-21,-0.2439
2020-02-24,-2.282
2020-02-25,-2.8357
2020-02-26,-1.4592
2020-02-27,-2.8746
2020-02-28,-1.7936999999999999
2020-03-02,-0.4566
2020-03-03,0.0
2020-03-04,-0.4587
2020-03-05,-4.6083
2020-03-06,-4.3478
2020-03-09,-14.1414
2020-03-10,2.9412000000000003
2020-03-11,-9.1429
2020-03-12,-4.4025
2020-03-13,-1.9737
2020-03-16,-15.5705
2020-03-17,-7.6312
2020-03-18,-19.105
2020-03-19,11.7021
2020-03-20,0.0
2020-03-23,-4.381
2020-03-24,17.5299
2020-03-25,19.4915
2020-03-26,5.9574
2020-03-27,-12.9853
2020-03-30,0.7692
2020-03-31,6.8702
2020-04-01,-8.5714
2020-04-02,5.4688
2020-04-03,-4.4444
2020-04-06,5.4264
2020-04-07,16.1765
2020-04-08,13.4177
2020-04-09,-0.7813
2020-04-13,-1.0124
2020-04-14,-0.2273
2020-04-15,-0.4556
2020-04-16,-2.746
2020-04-17,-0.1176
2020-04-20,-2.2379
2020-04-21,-3.3735
2020-04-22,3.4913
2020-04-23,3.6145
2020-04-24,1.7442
2020-04-27,13.8286
2020-04-28,-1.6064
2020-04-29,6.1224
2020-04-30,-2.8846
2020-05-01,-1.9802
2020-05-04,-1.5152
2020-05-05,1.5385
2020-05-06,-0.8081
2020-05-07,0.2037
2020-05-08,-1.4228
2020-05-11,-0.5155
2020-05-12,0.3109
2020-05-13,-6.095
2020-05-14,3.9604
2020-05-15,-1.0582
2020-05-18,5.1337
2020-05-19,1.7294
2020-05-20,2.0
2020-05-21,0.5882
2020-05-22,3.8012
2020-05-26,1.9718
2020-05-27,1.3812
2020-05-28,-0.0908
2020-05-29,2.4545
2020-06-01,-1.0648
2020-06-02,6.1883
2020-06-03,2.7027
2020-06-04,-1.2336
2020-06-05,-0.0833
2020-06-08,5.3333
2020-06-09,1.1076
2020-06-10,-2.6604
2020-06-11,-3.8585000000000003
2020-06-12,2.8428
2020-06-15,5.2846
2020-06-16,5.0965
2020-06-17,0.9552
2020-06-18,0.5822
2020-06-19,-1.6643
2020-06-22,-2.8698
2020-06-23,-2.4242
2020-06-24,2.1739
2020-06-25,-1.8237
2020-06-26,-5.418
2020-06-29,0.1637
2020-06-30,-0.7353
2020-07-01,-0.2469
2020-07-02,-1.4851
2020-07-06,0.67
2020-07-07,-3.9933
2020-07-08,1.9064
2020-07-09,-3.5714
2020-07-10,-0.3527
2020-07-13,-2.6549
2020-07-14,7.2727
2020-07-15,4.322
2020-07-16,5.4427
2020-07-17,2.7735
2020-07-20,-0.075
2020-07-21,2.0255
2020-07-22,-0.7353
2020-07-23,-1.8519
2020-07-24,-3.0189
2020-07-27,1.5564
2020-07-28,1.6092
2020-07-29,3.9215999999999998
2020-07-30,1.3788
2020-07-31,-0.2863
