ticker,EMMD US Equity
2017-07-26,0.0
2017-07-27,-10.0
2017-07-28,11.1111
2017-08-03,0.0
2017-08-07,0.0
2017-08-08,-40.0
2017-08-09,60.0
2017-08-10,4.1667
2017-08-11,0.0
2017-08-14,20.0
2017-08-15,-16.6667
2017-08-16,0.0
2017-08-17,20.0
2017-08-18,0.0
2017-08-21,0.0
2017-08-23,0.0
2017-08-24,16.6667
2017-08-28,-14.2857
2017-08-30,-3.3333
2017-09-05,0.0
2017-09-06,-13.7931
2017-09-07,0.0
2017-09-08,-30.0
2017-09-11,0.0
2017-09-18,-94.2857
2017-09-20,1400.0
2017-09-22,-3.3333
2017-09-25,0.0
2017-09-26,0.0
2017-09-27,0.0
2017-09-28,0.0
2017-10-02,0.0
2017-10-03,106.8966
2017-10-04,-3.3333
2017-10-06,-65.5172
2017-10-13,-99.5
2017-10-16,3900.0
2017-10-17,0.0
2017-10-25,7.5
2017-10-27,132.5581
2017-10-31,-50.0
2017-11-01,20.0
2017-11-07,233.3333
2017-11-13,0.0
2017-11-14,0.0
2017-11-17,50.0
2017-11-20,0.0
2017-11-21,0.0
2017-11-22,0.0
2017-11-27,0.0
2017-11-28,0.0
2017-11-30,0.0
2017-12-07,-60.0
2017-12-08,-16.6667
2017-12-11,-50.0
2017-12-12,100.0
2017-12-13,-50.0
2017-12-19,-96.0
2017-12-20,-50.0
2017-12-21,100.0
2017-12-22,0.0
2017-12-26,4900.0
2017-12-27,0.0
2017-12-28,0.0
2017-12-29,0.0
2018-01-02,0.0
2018-01-16,0.0
2018-01-22,-10.0
2018-01-24,-11.1111
2018-01-29,87.5
2018-01-30,100.0
2018-01-31,-66.6667
2018-02-01,-5.0
2018-02-02,5.2632
2018-02-05,0.0
2018-02-07,50.0
2018-02-08,0.0
2018-02-12,-40.0
2018-02-13,-96.6667
2018-02-15,3233.3333
2018-02-16,0.0
2018-02-26,50.0
2018-02-27,-97.3333
2018-02-28,0.0
2018-03-02,650.0
2018-03-05,-83.3333
2018-03-09,100.0
2018-03-16,-60.0
2018-03-19,25.0
2018-03-23,0.0
2018-03-26,100.0
2018-04-04,0.0
2018-04-11,1400.0
2018-04-16,-33.3333
2018-04-17,40.0
2018-04-20,-28.5714
2018-04-30,-80.0
2018-05-09,0.0
2018-05-21,-80.0
2018-05-23,400.0
2018-06-04,0.0
2018-06-07,-99.5
2018-06-18,4900.0001
2018-06-22,100.0
2018-06-27,-60.0
2018-07-13,150.0
2018-07-24,0.0
2018-07-26,-60.0
2018-08-07,0.0
2018-08-09,150.0
2018-08-10,0.0
2018-08-14,0.0
2018-08-29,-50.0
2018-08-31,100.0
2018-09-19,-70.0
2018-09-24,0.0
2018-10-02,33.3333
2018-10-11,25.0
2018-10-31,-80.0
2018-11-08,-90.0
2018-11-23,-90.0
2018-11-26,9900.0
2018-11-27,0.0
2018-11-29,0.0
2018-12-03,0.0
2018-12-10,0.0
2018-12-11,0.0
2018-12-13,0.0
2018-12-14,0.0
2018-12-17,0.0
2018-12-19,100.0
2018-12-21,0.0
2018-12-26,0.0
2018-12-27,0.0
2018-12-28,0.0
2019-01-14,-99.5
2019-01-16,29900.0001
2019-01-23,66.6667
2019-02-05,100.0
2019-02-12,100.0
2019-02-14,0.0
2019-02-15,0.0
2019-02-20,-99.5
2019-02-21,900.0
2019-02-26,-90.0
2019-03-29,1900.0001
2019-04-02,-50.0
2019-04-08,100.0
2019-05-08,-50.0
2019-05-31,1100.0
2019-07-11,0.0
2019-07-19,100.0
2019-07-24,0.0
2019-08-26,12.5
2019-08-27,11.1111
2019-09-10,-10.0
2019-09-16,11.1111
2019-10-01,-66.6667
2019-10-02,-99.0
2019-10-07,29900.0008
2019-10-10,-96.6667
2019-10-11,0.0
2019-10-21,1900.0
2019-10-22,-95.0
2019-10-25,0.0
2019-11-04,0.0
2019-11-11,200.0
2019-11-15,0.0
2019-11-22,0.0
2019-11-25,0.0
2019-12-05,0.0
2019-12-10,0.0
2019-12-13,0.0
2019-12-16,0.0
2020-02-11,233.3333
2020-02-20,-90.0
2020-03-17,900.0
2020-03-23,-90.0
2020-03-26,900.0
2020-04-02,0.0
2020-04-08,0.0
2020-04-13,0.0
2020-05-04,0.0
2020-05-07,-90.0
2020-05-28,0.0
2020-06-04,0.0
2020-06-18,6900.0
2020-06-19,28.5714
2020-06-25,0.0
2020-06-26,454.4444
2020-06-29,-97.7956
2020-06-30,-9.0909
2020-07-09,130.0
2020-07-13,0.0
2020-07-16,1634.7826
2020-07-17,-74.9373
2020-07-20,-77.0
2020-07-21,17.3913
2020-07-23,7.4074
2020-07-24,0.0
2020-07-29,931.0345
