ticker,DENR US Equity
2017-03-17,51.2287
2017-03-20,0.0
2017-03-21,0.0
2017-03-22,104.0
2017-03-23,0.0
2017-03-27,0.0
2017-04-27,-21.5686
2017-04-28,0.0
2017-05-19,-2.5
2017-05-23,0.0
2017-05-24,0.0
2017-06-22,-10.2564
2017-07-24,-60.0
2017-07-27,114.2857
2017-08-14,-33.3333
2017-08-24,0.0
2017-08-25,0.0
2017-10-05,-25.0
2017-10-06,-20.0
2017-10-09,50.0
2017-10-16,16.6667
2017-10-20,19.0476
2017-10-27,0.0
2017-11-02,0.0
2017-11-03,80.0
2017-11-06,13.3333
2017-11-09,-49.0196
2017-11-13,0.0
2017-11-27,111.5385
2017-11-28,-7.2727
2017-11-29,-21.5686
2017-11-30,-12.5
2017-12-01,0.0
2017-12-14,14.2857
2017-12-27,12.5
2017-12-29,0.0
2018-01-05,-11.1111
2018-01-08,-12.5
2018-01-17,14.2857
2018-01-18,0.0
2018-01-29,-12.5
2018-02-14,0.0
2018-03-14,-2.8571
2018-03-16,2.9412000000000003
2018-03-20,0.0
2018-03-22,0.0
2018-03-23,0.0
2018-03-29,0.0
2018-04-02,14.2857
2018-04-05,0.0
2018-04-06,-12.5
2018-04-09,42.8571
2018-04-25,0.0
2018-05-11,10.0
2018-05-25,0.0
2018-06-08,-18.1818
2018-07-05,-20.0
2018-07-09,11.1111
2018-07-11,-12.5
2018-07-13,-14.2857
2018-07-20,26.6667
2018-07-23,5.2632
2018-08-02,0.0
2018-08-14,-12.5
2018-08-27,-14.2857
2018-08-28,-16.6667
2018-08-29,-20.0
2018-08-30,50.0
2018-08-31,16.6667
2018-09-04,-14.2857
2018-09-07,16.6667
2018-09-18,-28.5714
2018-09-24,36.0
2018-09-26,2.9412000000000003
2018-09-28,0.0
2018-10-09,-28.5714
2018-10-11,20.0
2018-10-15,-16.6667
2018-10-16,20.0
2018-10-17,0.0
2018-10-19,0.0
2018-10-31,0.0
2018-11-05,-40.0
2018-11-07,66.6667
2018-11-16,13.3333
2018-11-23,-20.5882
2018-11-26,11.1111
2018-11-27,0.0
2018-11-28,-16.6667
2018-11-29,0.0
2018-11-30,0.0
2018-12-04,-4.0
2018-12-07,0.0
2018-12-10,0.0
2018-12-13,0.0
2018-12-21,4.1667
2019-01-02,0.0
2019-01-07,-4.0
2019-01-10,0.0
2019-01-11,0.0
2019-02-15,4.1667
2019-02-20,0.0
2019-02-21,0.0
2019-02-22,-20.0
2019-02-25,0.0
2019-02-27,25.0
2019-02-28,-20.0
2019-03-01,50.0
2019-03-04,-26.6667
2019-03-05,0.0
2019-03-06,13.6364
2019-03-12,-4.0
2019-03-14,4.1667
2019-03-19,-20.0
2019-03-26,5.0
2019-03-29,9.5238
2019-04-10,-30.4348
2019-04-11,25.0
2019-04-12,0.0
2019-04-24,0.0
2019-05-03,0.0
2019-05-09,0.0
2019-05-13,25.0
2019-05-20,-20.0
2019-05-30,-2.5
2019-05-31,7.6923
2019-06-28,-4.7619
2019-07-03,20.0
2019-07-09,0.0
2019-07-10,-4.1667
2019-07-15,4.3478
2019-07-16,4.1667
2019-07-22,100.0
2019-07-23,-37.8
2019-07-24,-19.6141
2019-07-31,-28.0
2019-08-01,38.8889
2019-08-06,0.0
2019-08-12,0.0
2019-08-21,-4.0
2019-09-09,0.0
2019-09-12,0.0
2019-09-24,-25.0
2019-09-25,33.3333
2019-10-07,-8.125
2019-10-08,13.3787
2019-10-22,0.0
2019-10-23,0.0
2019-10-25,0.0
2019-10-28,0.0
2019-10-30,0.0
2019-10-31,0.0
2019-11-01,0.0
2019-11-04,0.0
2019-11-05,122.0
2019-11-06,0.0
2019-11-07,-9.9099
2019-11-08,22.0
2019-11-12,-9.8361
2019-11-13,8.9091
2019-11-14,6.8447
2019-11-15,5.4688
2019-11-19,11.1111
2019-11-21,-31.96
2019-11-22,17.186
2019-11-25,-14.7157
2019-11-26,-2.3529
2019-11-29,0.2008
2019-12-02,-19.8397
2019-12-03,21.25
2019-12-17,0.0
2019-12-19,-1.0309
2019-12-20,0.0
2019-12-23,-3.75
2019-12-26,-2.5974
2019-12-27,0.0
2019-12-30,-20.0
2019-12-31,-2.7778
2020-01-02,0.0
2020-01-03,13.7143
2020-01-08,5.5276
2020-01-09,-7.619
2020-01-10,-2.0619
2020-01-15,0.0
2020-01-17,0.0
2020-01-23,0.0
2020-01-24,-31.5789
2020-01-27,34.6154
2020-01-28,-14.2857
2020-01-29,0.0
2020-01-31,0.0
2020-02-04,0.0
2020-02-05,0.0
2020-02-07,0.0
2020-02-10,16.6667
2020-02-11,9.7143
2020-02-21,-19.2708
2020-02-24,0.0
2020-02-26,-9.645199999999999
2020-02-27,20.6712
2020-02-28,0.0
2020-03-06,-11.2426
2020-03-13,15.3333
2020-04-01,-13.2948
2020-04-09,0.0
2020-04-20,0.0
2020-04-22,-1.3333
2020-05-01,-0.6757
2020-05-07,2.0408
2020-05-08,0.0
2020-05-13,-18.3333
2020-05-15,0.0
2020-05-20,0.0
2020-05-29,2.0408
2020-06-02,-2.0
2020-06-05,-4.0816
2020-06-08,6.383
2020-06-11,-6.0
2020-06-12,14.8936
2020-06-16,-12.963
2020-06-24,0.0
2020-06-29,0.0
2020-07-02,-25.5319
2020-07-08,14.2857
2020-07-13,-12.5
2020-07-14,14.2857
2020-07-16,0.0
2020-07-17,-2.5
2020-07-21,0.0
2020-07-29,0.0
2020-07-31,0.0
