ticker,SKTP US Equity
2013-03-22,0.0737
2013-04-03,0.0
2013-04-16,3.5768
2013-05-13,-3.25
2013-05-20,-0.6323
2013-06-17,9.0571
2013-06-27,-0.0078
2013-07-17,0.0097
2013-08-14,13.4031
2013-08-15,6.8394
2013-08-16,11.84
2013-08-19,21.6023
2013-08-22,29.4118
2013-08-23,-0.9091
2013-08-29,-26.6055
2013-09-04,-18.75
2013-09-11,-1.5385
2013-09-12,1.5625
2013-09-25,13.0769
2013-10-10,-0.6803
2013-10-17,0.0
2013-11-06,-4.1096
2013-11-25,-6.5714
2013-11-26,0.0
2013-12-05,0.9174
2014-01-08,0.0
2014-01-09,10.6061
2014-01-23,-7.5342
2014-01-27,8.1481
2014-01-30,-7.5342
2014-02-10,0.4444
2014-02-11,5.4572
2014-02-18,8.3916
2014-03-03,-1.2903
2014-03-24,0.0
2014-03-31,-4.183
2014-04-02,0.0
2014-04-04,0.0
2014-05-02,9.1405
2014-05-13,0.0
2014-05-20,1.875
2014-05-21,-5.5215
2014-05-29,3.8961
2014-06-04,-4.125
2014-06-23,0.0
2014-06-24,-0.1304
2014-06-25,0.0
2014-07-24,-0.1305
2014-07-28,1.3072
2014-08-08,-1.9355
2014-08-14,0.0
2014-09-03,1.3158
2014-09-05,-1.2987
2014-09-18,0.0
2014-10-10,-0.0592
2014-10-17,1.3758
2014-10-21,-1.3571
2014-10-23,0.0
2014-11-10,0.0592
2014-11-19,0.0
2014-11-20,0.0
2014-11-21,0.1316
2014-12-30,-0.3548
2014-12-31,0.3547
2015-01-12,-0.2628
2015-01-13,0.0013
2015-01-14,-0.1581
2015-01-21,0.1584
2015-01-23,0.0
2015-01-26,5.4018
2015-01-30,0.0
2015-04-17,-5.375
2015-05-04,0.0
2015-05-11,0.0
2015-05-13,-0.9247
2015-05-27,1.0667
2015-06-16,-0.2639
2015-07-30,0.0
2015-08-18,0.0
2015-09-04,-0.6944
2015-09-25,0.0067
2015-10-02,-0.0067
2015-12-15,-0.1012
2016-01-12,0.0013
2016-01-13,2.6667
2016-01-20,-2.5974
2016-04-06,0.0
2016-04-15,1.3333
2016-04-25,-1.3158
2016-06-03,0.0
2016-07-05,-1.4667
2016-07-06,-0.5413
2016-08-08,-0.5442
2016-08-10,0.0
2016-08-11,0.0
2016-08-12,0.0
2016-08-15,0.684
2016-08-19,0.0
2016-09-06,0.0
2016-09-13,-0.9511
2016-09-14,0.823
2016-10-10,-1.0884
2016-10-27,-0.0688
2016-11-08,3.2347
2016-11-16,-0.6667
2016-12-12,-2.2819
2016-12-23,3.022
2017-01-17,-4.1653
2017-01-20,4.345
2017-01-24,-4.1654
2017-01-25,0.1739
2017-01-27,4.1667
2017-02-16,-2.0
2017-02-17,1.3605
2017-02-23,-1.3423
2017-02-28,1.3605
2017-03-20,-6.7114
2017-04-04,5.7554
2017-04-19,-10.2041
2017-05-04,0.0
2017-05-09,-8.3333
2017-05-22,-0.8264
2017-06-08,-6.6667
2017-06-09,0.0
2017-06-22,1.7856999999999998
2017-06-28,-1.7544
2017-07-10,0.8929
2017-07-11,0.0
2017-07-26,-2.6549
2017-07-28,-8.1818
2017-08-08,-0.0099
2017-08-14,0.0099
2017-09-07,3.9604
2017-09-11,1.9048
2017-09-12,22.9907
2017-09-13,-8.8146
2017-09-15,3.3333
2017-09-20,0.8065
2017-09-26,0.0
2017-10-09,5.28
2017-10-17,-12.614
2017-10-18,0.8696
2017-10-25,-0.0086
2017-11-07,0.0086
2017-11-08,5.1724
2017-11-09,0.0
2017-12-04,1.6393
2017-12-20,4.8306000000000004
2017-12-21,0.0077
2018-01-02,0.0
2018-01-12,7.6923
2018-01-26,-5.0
2018-02-20,-1.6541000000000001
2018-02-26,2.4465
2018-02-27,-2.3881
2018-03-19,2.4465
2018-03-23,0.0
2018-04-25,4.4776
2018-05-02,3.5714
2018-05-04,0.0
2018-05-07,31.0345
2018-05-16,0.0
2018-05-21,-2.6316
2018-05-24,-21.6216
2018-06-22,6.8966
2018-07-05,-2.3226
2018-08-06,11.6248
2018-08-28,15.9763
2018-09-21,-13.2653
2018-12-21,0.0
2019-02-07,-0.5824
2019-02-27,-2.3135
2019-03-29,-3.089
2019-04-24,-12.5
2019-05-22,14.2857
2019-06-25,0.0
2019-07-08,0.0
2019-07-10,6.25
2019-07-22,0.0
2019-09-19,1.1764999999999999
2019-09-27,0.0
2019-12-03,1.7965
2019-12-10,2.8043
2019-12-27,0.0
2019-12-31,0.0
2020-01-06,0.0
2020-02-14,-4.4722
2020-02-18,-1.0817
2020-03-03,-8.5837
2020-03-05,0.0
2020-03-09,-6.6885
2020-03-13,-3.5082
2020-03-20,-21.4286
2020-03-23,9.0909
2020-04-17,23.1667
2020-04-20,1.4885
2020-04-23,6.6667
2020-06-26,-9.4
2020-07-28,-29.3598
