ticker,IGMS US Equity
2020-02-07,-0.5679
2020-02-10,-1.5644
2020-02-11,8.3754
2020-02-12,-0.4423
2020-02-13,5.9855
2020-02-14,-4.6106
2020-02-18,4.6947
2020-02-19,5.8096
2020-02-20,5.3653
2020-02-21,20.2497
2020-02-24,-10.1994
2020-02-25,-4.4954
2020-02-26,2.7858
2020-02-27,0.9533
2020-02-28,-4.8139
2020-03-02,22.0191
2020-03-03,1.2275
2020-03-04,16.1417
2020-03-05,-20.3932
2020-03-06,7.4774
2020-03-09,-17.8288
2020-03-10,-2.7772
2020-03-11,3.7889
2020-03-12,-29.2049
2020-03-13,-1.4849
2020-03-16,-13.6476
2020-03-17,17.1374
2020-03-18,-7.586
2020-03-19,26.5904
2020-03-20,7.434
2020-03-23,11.3171
2020-03-24,-4.4926
2020-03-25,-4.0754
2020-03-26,-9.1101
2020-03-27,8.093
2020-03-30,14.006
2020-03-31,5.9634
2020-04-01,-8.637599999999999
2020-04-02,12.4756
2020-04-03,4.0035
2020-04-06,-1.8164
2020-04-07,-5.3802
2020-04-08,7.4619
2020-04-09,8.2123
2020-04-13,-10.3964
2020-04-14,-0.0861
2020-04-15,-3.5148
2020-04-16,1.8393000000000002
2020-04-17,5.1903
2020-04-20,-2.4171
2020-04-21,0.0683
2020-04-22,-2.2875
2020-04-23,-1.2229
2020-04-24,-0.0707
2020-04-27,2.2655
2020-04-28,-8.5151
2020-04-29,1.6648
2020-04-30,1.9165999999999999
2020-05-01,-0.6756
2020-05-04,-1.3418999999999999
2020-05-05,2.8508
2020-05-06,0.779
2020-05-07,5.5366
2020-05-08,0.0511
2020-05-11,8.9036
2020-05-12,-8.332
2020-05-13,-5.7981
2020-05-14,5.1411999999999995
2020-05-15,1.584
2020-05-18,-4.2712
2020-05-19,-6.6395
2020-05-20,9.6909
2020-05-21,1.9969000000000001
2020-05-22,-1.5001
2020-05-26,7.83
2020-05-27,1.0214
2020-05-28,2.6698
2020-05-29,-0.3231
2020-06-01,-1.1115
2020-06-02,-1.6078999999999999
2020-06-03,-1.063
2020-06-04,-6.3502
2020-06-05,2.4314999999999998
2020-06-08,-0.1505
2020-06-09,5.0393
2020-06-10,-4.941
2020-06-11,1.2408
2020-06-12,3.5773
2020-06-15,4.4132
2020-06-16,4.2879
2020-06-17,2.9369
2020-06-18,0.7133
2020-06-19,-7.2805
2020-06-22,3.3303
2020-06-23,6.7859
2020-06-24,3.6550000000000002
2020-06-25,0.4541
2020-06-26,-8.2436
2020-06-29,-1.5505
2020-06-30,7.4477
2020-07-01,-1.4521
2020-07-02,0.6255
2020-07-06,-2.1688
2020-07-07,-0.1977
2020-07-08,2.1081
2020-07-09,-0.7205
2020-07-10,-1.3259
2020-07-13,-6.9731
2020-07-14,-4.6982
2020-07-15,-1.0849
2020-07-16,1.2258
2020-07-17,0.4302
2020-07-20,1.6341
2020-07-21,-4.3397
2020-07-22,-3.8185000000000002
2020-07-23,-1.6797
2020-07-24,-7.541
2020-07-27,0.7465
2020-07-28,-4.5387
2020-07-29,-2.6586
2020-07-30,-0.4386
2020-07-31,0.6408
