ticker,NKSJF US Equity
2007-10-16,0.5556
2007-10-17,-0.5525
2007-10-18,3.8889
2007-10-24,0.5348
2007-10-25,4.2553
2007-10-26,6.6327
2007-10-29,-4.2189
2007-10-30,0.9079
2007-10-31,6.4356
2007-11-02,-6.5116
2007-11-06,-14.4279
2007-11-08,-9.3023
2007-11-12,-1.2821
2007-11-13,-2.5974
2007-11-15,-0.6667
2007-11-16,-10.7383
2007-11-19,-2.2556
2007-11-20,-6.1538
2007-11-21,-5.7377
2007-11-27,10.4348
2007-11-29,-0.7874
2007-11-30,14.2381
2007-12-04,-15.9372
2007-12-05,9.9174
2007-12-06,-3.0075
2007-12-07,13.8857
2007-12-10,15.3748
2007-12-12,6.1947
2007-12-13,-5.5556
2007-12-14,-4.7059
2007-12-18,-3.0864
2007-12-20,1.2739
2007-12-21,-1.2453
2007-12-26,3.8084
2007-12-27,-1.8405
2007-12-28,2.5
2007-12-31,-2.439
2008-01-02,7.5
2008-01-03,-5.9884
2008-01-04,-5.3803
2008-01-07,-5.2288
2008-01-08,5.5172
2008-01-09,-5.8824
2008-01-10,-2.0833
2008-01-11,0.0
2008-01-14,0.0
2008-01-15,-2.8369
2008-01-16,-3.9124
2008-01-18,-2.7651
2008-01-22,-16.3232
2008-01-24,7.37
2008-01-25,-2.6087
2008-01-30,2.6786
2008-01-31,-3.4783
2008-02-01,3.6036
2008-02-04,6.087
2008-02-06,-9.0164
2008-02-07,0.9009
2008-02-08,-8.0357
2008-02-11,0.9709
2008-02-12,0.9615
2008-02-13,-1.9048
2008-02-14,4.8544
2008-02-15,0.9259
2008-02-19,3.6696999999999997
2008-02-20,-4.4248
2008-02-21,3.7037
2008-02-22,-5.3571
2008-02-25,-0.9434
2008-02-28,0.9524
2008-03-04,0.9434
2008-03-05,-0.9346
2008-03-06,-14.1509
2008-03-07,-5.4945
2008-03-10,-2.3256
2008-03-11,-4.7619
2008-03-12,-3.75
2008-03-18,-15.5844
2008-03-19,0.0
2008-03-20,-7.6923
2008-03-24,5.0
2008-03-25,4.7619
2008-03-27,1.5152
2008-04-02,25.3731
2008-04-03,-6.6667
2008-04-08,21.1735
2008-04-11,-11.5789
2008-04-14,3.5714
2008-04-16,0.0
2008-04-18,14.9425
2008-04-21,-5.0
2008-04-23,5.2632
2008-04-25,-3.5963000000000003
2008-04-28,2.6931000000000003
2008-04-30,-12.1212
2008-05-01,-0.9195
2008-05-02,7.8886
2008-05-05,-5.4126
2008-05-06,0.0384
2008-05-07,0.0
2008-05-08,17.0455
2008-05-13,-7.767
2008-05-14,-1.0526
2008-05-16,3.1915
2008-05-20,10.3093
2008-05-30,-7.4766
2008-06-03,-5.0505
2008-06-04,-1.0638
2008-06-05,2.1505
2008-06-09,1.0526
2008-06-11,1.0417
2008-06-13,0.0
2008-06-16,3.0928
2008-06-17,3.0
2008-06-18,-3.8834999999999997
2008-06-20,-12.1212
2008-06-25,12.6437
2008-06-27,-5.102
2008-07-02,-5.3763
2008-07-08,-8.4091
2008-07-09,1.737
2008-07-11,-2.439
2008-07-14,-3.75
2008-07-15,-6.4935
2008-07-16,-0.3715
2008-07-18,1.767
2008-07-21,2.7397
2008-07-22,-1.3333
2008-07-23,5.4054
2008-07-24,2.5641
2008-07-29,-2.5
2008-07-30,2.5641
2008-08-12,20.0
2008-08-14,1.0417
2008-08-19,3.0928
2008-08-21,-5.8
2008-08-22,5.0955
2008-08-25,3.0303
2008-08-27,4.902
2008-08-29,1.8692
2008-09-03,-6.422
2008-09-04,-5.8824
2008-09-05,1.0417
2008-09-10,2.0619
2008-09-12,-1.0101
2008-09-15,-10.2041
2008-09-18,-9.0909
2008-09-19,17.6875
2008-09-22,-1.2215
2008-09-23,-4.9462
2008-09-26,-1.5836999999999999
2008-09-30,-8.7356
2008-10-01,-4.2821
2008-10-03,2.6316
2008-10-07,-23.0769
2008-10-09,6.8292
2008-10-10,-21.9938
2008-10-13,4.2525
2008-10-14,7.4315
2008-10-17,-1.7856999999999998
2008-10-21,-5.4545
2008-10-22,-3.8462
2008-10-23,4.0
2008-10-27,-11.538499999999999
2008-10-29,13.913
2008-10-31,22.1374
2008-11-05,10.9375
2008-11-06,-15.493
2008-11-07,8.3333
2008-11-10,3.0769
2008-11-11,-10.4478
2008-11-12,0.0
2008-11-13,-0.6667
2008-11-17,-0.6711
2008-11-20,-29.0541
2008-11-21,4.7619
2008-11-24,12.0142
2008-11-25,-2.6098
2008-11-26,-2.0833
2008-12-02,14.8936
2008-12-03,-16.4815
2008-12-04,6.4302
2008-12-05,0.0
2008-12-08,-6.25
2008-12-09,-6.6667
2008-12-10,4.7619
2008-12-11,-13.6364
2008-12-12,12.1053
2008-12-15,-12.6761
2008-12-16,6.4516
2008-12-17,-4.0404
2008-12-18,6.8421
2008-12-22,-11.33
2008-12-23,0.0
2008-12-30,0.0
2008-12-31,3.3333
2009-01-02,9.6774
2009-01-05,2.9412000000000003
2009-01-06,-9.5238
2009-01-07,-2.6316
2009-01-08,2.7027
2009-01-14,-16.8421
2009-01-15,4.4304
2009-01-16,3.0303
2009-01-20,2.9412000000000003
2009-01-21,-5.7143
2009-01-22,6.0606
2009-01-23,0.0
2009-01-26,5.2071
2009-01-27,11.345
2009-01-28,-4.878
2009-01-29,7.1795
2009-01-30,-7.2787
2009-02-05,13.5264
2009-02-09,6.8182
2009-02-11,-12.766
2009-02-12,2.439
2009-02-18,-15.2381
2009-02-19,-3.3708
2009-02-23,-8.1395
2009-02-24,6.3291
2009-02-25,-4.7619
2009-02-27,0.0
2009-03-02,-6.25
2009-03-03,-4.0
2009-03-05,2.0833
2009-03-06,-1.3605
2009-03-11,10.3448
2009-03-12,7.5
2009-03-13,5.814
2009-03-16,-6.5934
2009-03-17,0.0
2009-03-18,12.3529
2009-03-20,0.5236
2009-03-24,-3.6458
2009-03-25,1.0811
2009-03-27,1.6042999999999998
2009-04-01,-10.526299999999999
2009-04-03,10.0
2009-04-06,-1.0695000000000001
2009-04-07,-8.1081
2009-04-14,10.5882
2009-04-17,19.6809
2009-04-21,-4.4444
2009-04-22,0.0
2009-04-30,4.6512
2009-05-05,12.0
2009-05-08,-18.6508
2009-05-12,1.4634
2009-05-13,-3.8462
2009-05-18,4.5
2009-05-21,-9.0909
2009-05-28,0.0
2009-05-29,0.0
2009-06-03,13.1579
2009-06-05,-17.6744
2009-06-17,-12.4294
2009-06-22,-10.3226
2009-06-30,3.2374
2009-07-06,1.0453
2009-07-07,-11.0345
2009-07-09,-5.4264
2009-07-15,8.1967
2009-07-16,-0.7576
2009-07-21,14.5038
2009-07-27,-5.6667
2009-07-28,-3.8869
2009-07-29,-5.8824
2009-07-31,9.375
2009-08-03,15.0
2009-08-04,-0.6211
2009-08-06,-11.875
2009-08-12,-4.2553
2009-08-18,15.5556
2009-08-19,-3.2051
2009-08-28,23.8411
2009-09-02,-9.0909
2009-09-09,17.647100000000002
2009-09-14,2.0
2009-09-18,10.7843
2009-09-23,-1.3274
2009-09-24,-4.0359
2009-09-25,-10.7477
2009-10-01,-3.1414
2009-10-02,-2.1622
2009-10-06,4.4199
2009-10-07,3.1746
2009-10-08,-1.0256
2009-10-13,-6.7358
2009-10-21,0.0
2009-10-22,-5.5556
2009-10-28,-14.7059
2009-11-02,6.8966
2009-11-04,-3.2258
2009-11-05,18.0
2009-11-09,-3.9548
2009-11-17,-5.8824
2009-11-25,0.625
2009-12-02,-10.559
2009-12-11,5.5556
2009-12-14,-1.3158
2009-12-17,-3.6583
2009-12-21,0.3373
2009-12-24,0.0
2009-12-29,4.8276
2009-12-31,1.9737
2010-01-06,7.0968
2010-01-12,7.7108
2010-01-13,-4.9216999999999995
2010-01-26,-8.2353
2010-01-28,-0.641
2010-02-08,-19.3548
2010-02-09,6.4
2010-02-10,-1.5038
2010-02-11,-4.5802
2010-02-17,0.0
2010-03-10,12.0
2010-03-11,7.1429
2010-04-06,-4.6667
2010-04-09,6.993
2010-05-04,-11.7647
2010-05-07,-11.1111
2010-05-17,-4.1667
2010-05-18,8.6957
2010-05-19,-3.2
2010-05-24,-14.876
2010-05-26,11.6505
2010-05-27,2.6087
2010-06-02,-10.1695
2010-06-15,22.6415
2010-06-17,-3.8462
2010-07-12,-10.4
2010-07-13,-7.1429
2010-07-15,7.6923
2010-07-19,-5.3571
2010-07-27,10.3774
2010-08-06,5.1282
2010-08-09,19.5122
2010-08-16,-10.8844
2010-08-25,0.7634
2010-08-30,-0.7576
2010-08-31,-4.5802
2010-09-02,24.0
2010-09-10,2.5806
2010-09-13,7.2327
2010-09-14,-1.4663
2010-09-20,1.1905000000000001
2010-09-24,-2.3529
2010-10-04,12.0482
2010-10-22,12.9032
2010-10-25,2.8571
2010-10-28,-3.7037
2010-11-05,-4.3269
2010-11-08,-4.5226
2010-11-12,2.6316
2010-11-18,0.5128
2010-11-19,3.5714
2010-11-24,-7.8818
2010-11-30,-2.1390000000000002
2010-12-03,8.1967
2010-12-15,10.6061
2010-12-16,-1.8265
2010-12-23,6.9767
2010-12-28,2.1739
2010-12-30,-2.5532
2011-01-05,12.2271
2011-01-13,12.8405
2011-01-26,30.6897
2011-01-28,-4.2216
2011-02-04,1.9284
2011-02-09,-1.6216
2011-02-10,-3.8462
2011-02-11,-1.4285999999999999
2011-02-15,-0.5797
2011-02-18,-1.4577
2011-02-25,-5.6213
2011-03-02,1.5674000000000001
2011-03-04,16.358
2011-03-24,-19.6286
2011-04-15,2.9703
2011-04-18,-7.0513
2011-04-21,1.3793
2011-06-06,-33.6735
2011-06-14,-20.5128
2011-06-15,4.5161
2011-07-07,8.642
2011-08-04,-46.0227
2011-09-12,-10.526299999999999
2011-10-10,-25.8824
2011-11-03,22.2222
2011-11-04,2.5974
2011-11-07,10.1266
2011-11-15,-10.3448
2011-11-22,-23.0769
2012-01-13,86.6667
2012-02-14,14.2857
2012-02-15,-8.5938
2012-04-02,-11.1111
2012-04-12,-3.8462
2012-05-03,-10.0
2012-09-11,10.0
2012-12-26,-26.9697
2013-01-14,6.2241
2013-06-21,-42.7083
2013-07-18,22.7273
2013-09-17,1.8519
2013-11-25,-3.6364
2013-12-26,38.4906
2014-02-03,10.3542
2014-03-13,-7.4074
2014-12-01,-13.3333
2015-01-13,21.5385
2015-01-23,12.6582
2015-02-02,1.1236
2015-06-09,-50.0
2015-06-12,0.0
2015-06-26,-4.4444
2015-07-15,16.2791
2015-12-07,-47.975
2015-12-11,1.4176
2016-04-28,-1.4452
2016-08-25,29.2308
2017-03-20,-16.369
2017-04-25,-3.6477
2017-05-02,-65.2816
2017-05-03,1.0638
2017-05-05,13.6842
2017-05-08,29.6296
2017-05-09,-2.8571
2017-05-24,-4.4118
2017-05-30,-25.3846
2017-08-01,-41.2371
2017-08-02,1.7544
2017-09-12,63.9655
2017-11-24,-47.4238
2018-03-01,20.0
2018-05-02,-99.8333
2018-05-16,0.0
2018-11-27,0.0
2019-06-07,999900.0
2019-06-10,-49.0
2019-09-24,0.0
2019-11-08,-50.9804
2019-11-22,3.96
2020-01-22,-23.0473
