ticker,RTLR US Equity
2019-10-11,-1.4384000000000001
2019-10-14,-1.2056
2019-10-15,-0.4496
2019-10-16,-2.4516
2019-10-17,-0.1323
2019-10-18,0.7947
2019-10-21,3.088
2019-10-22,3.0593
2019-10-23,-1.3605
2019-10-24,-2.8213
2019-10-25,-0.3226
2019-10-28,-0.8414
2019-10-29,-0.6527
2019-10-30,-0.4599
2019-10-31,-0.8581
2019-11-01,0.9987
2019-11-04,1.3184
2019-11-05,-3.2531
2019-11-06,0.0
2019-11-07,-0.1345
2019-11-08,2.6263
2019-11-11,-3.1496
2019-11-12,0.6098
2019-11-13,-0.3367
2019-11-14,-0.473
2019-11-15,1.9458
2019-11-18,-2.454
2019-11-19,-0.1398
2019-11-20,-1.8894
2019-11-21,3.923
2019-11-22,2.4708
2019-11-25,3.148
2019-11-26,-2.4675000000000002
2019-11-27,2.3968
2019-11-29,3.446
2019-12-02,-3.3312
2019-12-03,-0.9103
2019-12-04,-2.4934
2019-12-05,3.4993
2019-12-06,2.0156
2019-12-09,4.2702
2019-12-10,-0.5501
2019-12-11,0.3073
2019-12-12,1.8995
2019-12-13,0.7216
2019-12-16,1.9701
2019-12-17,2.1663
2019-12-18,-0.0573
2019-12-19,-0.9174
2019-12-20,2.662
2019-12-23,-0.0564
2019-12-24,1.5228000000000002
2019-12-26,0.9444
2019-12-27,-0.8255
2019-12-30,0.0
2019-12-31,-1.2764
2020-01-02,-4.2159
2020-01-03,3.8146
2020-01-06,-0.7914
2020-01-07,-0.114
2020-01-08,-1.8824999999999998
2020-01-09,-1.1628
2020-01-10,-1.0
2020-01-13,0.3565
2020-01-14,0.1776
2020-01-15,-0.2364
2020-01-16,1.5995
2020-01-17,-0.4082
2020-01-21,-0.5269
2020-01-22,-0.5297
2020-01-23,-0.0592
2020-01-24,-1.5986
2020-01-27,-2.5271
2020-01-28,-2.1605
2020-01-29,1.3249
2020-01-30,-2.7397
2020-01-31,-3.3931
2020-02-03,-2.3194
2020-02-04,1.7639
2020-02-05,2.1333
2020-02-06,-1.6319
2020-02-07,0.2654
2020-02-10,-3.5738
2020-02-11,1.3727
2020-02-12,1.8957000000000002
2020-02-13,-0.0664
2020-02-14,-0.5984
2020-02-18,1.6722000000000001
2020-02-19,2.6316
2020-02-20,0.4487
2020-02-21,-1.4678
2020-02-24,-3.5622
2020-02-25,-6.0443
2020-02-26,-4.5032
2020-02-27,-7.1856
2020-02-28,1.5323
2020-03-02,-1.7473999999999998
2020-03-03,-4.4702
2020-03-04,0.6932
2020-03-05,-7.7453
2020-03-06,-8.0224
2020-03-09,-36.0041
2020-03-10,-1.4263
2020-03-11,-8.6817
2020-03-12,-8.2746
2020-03-13,8.8292
2020-03-16,-13.2275
2020-03-17,-8.5366
2020-03-18,-27.3333
2020-03-19,16.208
2020-03-20,10.0
2020-03-23,-17.9426
2020-03-24,-3.4985
2020-03-25,5.7402
2020-03-26,7.4286
2020-03-27,-8.2447
2020-03-30,-4.6377
2020-03-31,5.7751
2020-04-01,2.2989
2020-04-02,8.427
2020-04-03,4.9223
2020-04-06,-1.2346
2020-04-07,0.0
2020-04-08,0.5
2020-04-09,14.4279
2020-04-13,9.1304
2020-04-14,6.7729
2020-04-15,-10.6343
2020-04-16,-2.714
2020-04-17,18.0258
2020-04-20,-3.0909
2020-04-21,-4.5028
2020-04-22,15.1277
2020-04-23,9.8976
2020-04-24,-3.7267
2020-04-27,2.4194
2020-04-28,-1.5748
2020-04-29,4.64
2020-04-30,4.2813
2020-05-01,-0.1466
2020-05-04,-1.7621
2020-05-05,4.6338
2020-05-06,-0.7143
2020-05-07,10.0719
2020-05-08,1.9607999999999999
2020-05-11,0.1282
2020-05-12,2.6889
2020-05-13,-2.1197
2020-05-14,-0.8917
2020-05-15,5.9126
2020-05-18,10.566
2020-05-19,1.2514
2020-05-20,4.1573
2020-05-21,0.1079
2020-05-22,-0.2155
2020-05-26,0.216
2020-05-27,-4.4181
2020-05-28,-2.8185000000000002
2020-05-29,-2.4362
2020-06-01,3.5672
2020-06-02,5.9701
2020-06-03,4.8754
2020-06-04,2.5826000000000002
2020-06-05,5.9416
2020-06-08,5.4183
2020-06-09,-2.0739
2020-06-10,-1.9337
2020-06-11,-7.9812
2020-06-12,0.102
2020-06-15,4.5872
2020-06-16,3.8986
2020-06-17,-2.9081
2020-06-18,-4.4444
2020-06-19,0.6067
2020-06-22,4.7236
2020-06-23,-0.3839
2020-06-24,-8.6705
2020-06-25,-0.7384
2020-06-26,-5.101
2020-06-29,3.9194
2020-06-30,4.5259
2020-07-01,-2.8866
2020-07-02,1.0616
2020-07-06,0.8403
2020-07-07,-4.5833
2020-07-08,-3.6026
2020-07-09,-5.6625
2020-07-10,-1.2005
2020-07-13,-6.9259
2020-07-14,-0.2611
2020-07-15,5.3665
2020-07-16,-0.6211
2020-07-17,-1.625
2020-07-20,-0.2541
2020-07-21,3.949
2020-07-22,0.1225
2020-07-23,0.2448
2020-07-24,-2.6862
2020-07-27,-2.7603999999999997
2020-07-28,-1.4194
2020-07-29,6.0209
2020-07-30,-0.6173
2020-07-31,-2.2359999999999998
