ticker,ABBB US Equity
2014-11-04,0.0
2014-11-07,0.0
2014-12-01,0.0
2014-12-03,0.0
2014-12-04,10.3448
2014-12-08,0.0
2014-12-15,0.0
2014-12-16,0.0
2014-12-26,0.0
2014-12-30,0.0
2014-12-31,0.0
2015-01-05,3.125
2015-01-08,-3.0303
2015-03-02,-2.5
2015-03-03,2.4359
2015-03-04,-6.1327
2015-03-10,-0.6667
2015-03-30,7.3826
2015-04-29,-5.625
2015-04-30,0.0
2015-05-14,-1.3245
2015-05-15,0.0
2015-05-18,1.2081
2015-05-19,0.1326
2015-05-27,0.0
2015-06-04,5.298
2015-06-22,-2.3899
2015-06-24,2.4485
2015-07-29,-4.4025
2015-07-30,0.0
2015-08-20,1.0526
2015-09-09,4.1667
2015-12-30,0.0
2016-02-05,1.5
2016-05-12,2.2167
2016-08-02,7.2289
2016-08-04,0.0
2016-08-08,6.7416
2016-09-15,-1.0526
2016-09-22,0.0
2016-11-01,0.0
2016-11-28,7.9787
2016-11-30,-5.4187
2016-12-15,1.875
2016-12-16,-0.3055
2016-12-20,0.9218
2016-12-22,0.2033
2017-01-09,6.4909
2017-01-13,33.3333
2017-02-17,-21.3571
2017-02-24,27.1571
2017-03-21,-14.2857
2017-03-22,-2.0833
2017-03-23,-3.4043
2017-03-24,0.0
2017-03-30,3.0837
2017-04-03,-2.5641
2017-04-06,-2.6316
2017-04-07,1.3514
2017-04-10,0.8889
2017-04-20,0.0
2017-04-24,0.0
2017-04-26,0.0
2017-04-27,0.0
2017-05-03,0.0
2017-05-04,0.793
2017-05-05,-0.8741
2017-05-08,0.0
2017-05-10,-1.6755
2017-05-26,5.8296
2017-05-31,-2.5423999999999998
2017-06-01,-1.7391
2017-06-05,0.0011
2017-06-12,-0.0011
2017-06-13,0.0
2017-06-19,4.7788
2017-06-21,-4.5608
2017-07-19,0.0
2017-07-27,0.0
2017-08-03,-1.3274
2017-08-18,1.3453
2017-09-18,-1.3274
2017-09-19,0.0
2017-09-29,0.0
2017-10-03,-1.0762
2017-10-06,0.1813
2017-10-12,0.0
2017-10-24,4.0724
2017-10-25,8.6957
2017-11-06,-8.0
2017-11-07,0.0
2017-11-16,7.8261
2017-11-20,0.0
2017-12-22,0.8065
2017-12-29,0.0
2018-01-17,-4.0
2018-01-18,0.0
2018-01-22,6.25
2018-02-08,-5.8824
2018-02-09,0.0
2018-03-01,-2.9167
2018-03-06,-0.8584
2018-03-07,0.0
2018-03-09,0.0
2018-03-12,0.0866
2018-03-19,1.2111
2018-03-27,-1.1111
2018-04-25,3.7165
2018-05-11,4.1667
2018-05-21,0.0
2018-06-25,4.0
2018-06-27,13.461500000000001
2018-06-29,-15.2542
2018-07-03,8.0
2018-07-11,-8.1481
2018-07-12,0.0
2018-08-09,0.0
2018-09-04,2.8226
2018-09-10,0.0
2018-10-04,-1.5686
2018-10-05,0.3984
2018-11-09,-1.5873
2018-12-04,2.8226
2018-12-11,-2.7451
2018-12-21,-5.6452
2018-12-26,-5.9829
2019-04-05,0.9091
2019-05-01,0.4505
2019-05-08,3.1390000000000002
2019-05-22,-3.4783
2019-05-28,0.9009
2019-06-03,0.0
2019-06-04,0.0
2019-06-10,2.6786
2019-06-20,-0.5383
2019-06-26,4.9125
2019-07-03,4.1667
2019-07-08,20.0
2019-07-16,-19.4667
2019-08-27,11.755
2019-12-02,-1.8519
2019-12-09,0.0
2019-12-18,1.8868
2020-03-02,0.0
2020-03-05,-3.3333
2020-03-06,-9.1188
2020-03-12,0.0
2020-03-18,-8.0944
2020-03-24,-1.3761
2020-04-03,-16.2791
2020-04-13,0.6667
2020-04-15,-0.6623
2020-04-17,2.7778
2020-04-27,-0.2162
2020-04-29,-0.8667
2020-04-30,0.0
2020-05-05,0.2732
2020-05-13,-1.9074
2020-06-25,2.1111
2020-07-01,0.4353
2020-07-07,-0.8667
2020-07-23,1.0929
