ticker,SMKC US Equity
2017-08-10,2.2222
2017-08-16,0.0
2017-08-17,0.0
2017-08-18,0.0
2017-08-21,0.0
2017-08-24,-6.5217
2017-09-25,4.6512
2017-09-27,0.0
2017-09-29,0.0
2017-10-03,0.0
2017-10-06,0.0
2017-10-09,0.0
2017-10-10,-11.1111
2017-10-20,12.5
2017-10-23,0.0
2017-11-17,6.6667
2017-11-20,4.1667
2017-11-27,6.0
2017-11-29,0.0
2018-02-20,13.2075
2018-02-21,3.3333
2018-02-22,-0.1613
2018-02-23,0.1616
2018-02-26,-0.8065
2018-02-27,1.626
2018-02-28,-1.6
2018-03-01,0.0
2018-03-02,-0.813
2018-03-05,-1.6393
2018-03-06,0.0
2018-03-12,-35.0
2018-03-13,-35.8974
2018-03-14,-4.0
2018-03-15,25.0
2018-03-16,-13.3333
2018-03-19,0.3846
2018-03-20,53.2567
2018-03-22,0.0
2018-03-23,27.5
2018-03-26,-0.9804
2018-03-27,-15.8416
2018-03-28,-36.4706
2018-03-29,0.0
2018-04-02,-5.5556
2018-04-03,1.9607999999999999
2018-04-04,1.9231
2018-04-05,0.0
2018-04-06,1.8868
2018-04-09,-3.7037
2018-04-10,-1.9231
2018-04-11,0.0
2018-04-12,-1.5686
2018-04-13,1.5936
2018-04-16,5.8824
2018-04-17,-24.0741
2018-04-18,-26.8293
2018-04-19,2.6667
2018-04-20,0.0
2018-04-23,2.5974
2018-04-24,17.0886
2018-04-25,1.0811
2018-04-26,-33.1551
2018-04-27,1.6
2018-04-30,0.0
2018-05-01,-1.5748
2018-05-02,-20.0
2018-05-03,5.0
2018-05-04,20.9524
2018-05-07,-13.3858
2018-05-09,13.6364
2018-05-10,0.0
2018-05-11,0.0
2018-05-14,0.0
2018-05-15,0.0
2018-05-16,0.8
2018-05-17,-7.1429
2018-05-21,6.8376
2018-05-22,0.8
2018-05-23,-7.1429
2018-05-31,5.1282
2018-06-04,-0.813
2018-06-05,6.5574
2018-06-06,-1.5385
2018-06-07,-21.0938
2018-06-08,58.4158
2018-06-11,-3.125
2018-06-12,-30.3226
2018-06-13,25.0
2018-06-14,0.0
2018-06-19,0.0
2018-06-20,9.6296
2018-06-21,-2.027
2018-06-26,5.5172
2018-06-27,0.0
2018-06-28,0.0
2018-06-29,3.268
2018-07-02,-8.2278
2018-07-03,-17.2414
2018-07-05,0.0
2018-07-06,0.0
2018-07-10,4.1667
2018-07-11,14.4
2018-07-12,-16.0839
2018-07-18,19.1667
2018-07-20,-1.3986
2018-07-23,-21.9858
2018-07-24,30.0
2018-07-30,-11.8881
2018-07-31,0.0
2018-08-03,-12.6984
2018-08-06,12.7273
2018-08-08,3.2258
2018-08-13,-3.125
2018-08-14,0.0
2018-08-15,0.0
2018-08-16,3.2258
2018-08-17,1.5625
2018-08-20,-15.3846
2018-08-21,9.0909
2018-08-22,-8.3333
2018-08-23,9.0909
2018-08-24,-8.3333
2018-08-27,13.6364
2018-08-28,-20.8
2018-08-29,15.1515
2018-08-30,8.7719
2018-08-31,0.8065
2018-09-04,12.0
2018-09-05,-21.4286
2018-09-06,27.2727
2018-09-07,0.7143
2018-09-10,-13.2624
2018-09-11,2.2077
2018-09-13,-3.2
2018-09-14,15.7025
2018-09-17,0.8571
2018-09-18,6.9405
2018-09-19,-13.9073
2018-09-20,-3.8462
2018-09-21,1.6
2018-09-24,-9.4488
2018-09-25,86.8696
2018-09-26,60.5398
2018-09-27,-26.087
2018-09-28,11.7647
2018-10-01,8.4211
2018-10-02,-6.1489
2018-10-03,-17.931
2018-10-04,0.8403
2018-10-05,0.0
2018-10-08,15.0
2018-10-09,-5.7971
2018-10-10,3.4615
2018-10-11,4.0892
2018-10-12,-10.7143
2018-10-15,-22.0
2018-10-16,-5.1282
2018-10-17,29.7297
2018-10-18,-8.3333
2018-10-19,-11.3636
2018-10-22,-18.9744
2018-10-23,4.4304
2018-10-24,1.8182
2018-10-25,0.0
2018-10-26,0.0
2018-10-29,-9.5238
2018-10-30,0.0
2018-11-01,3.2895
2018-11-02,1.9108
2018-11-05,-6.25
2018-11-06,15.3333
2018-11-07,0.0
2018-11-08,0.0
2018-11-12,4.0462
2018-11-13,-5.5556
2018-11-14,-2.9412000000000003
2018-11-15,4.2424
2018-11-16,10.4651
2018-11-19,-0.5263
2018-11-20,-2.6455
2018-11-21,-4.8913
2018-11-26,-12.5714
2018-11-27,-4.5752
2018-11-28,-0.6849
2018-11-29,13.7931
2018-12-03,-9.0909
2018-12-04,-6.6667
2018-12-06,5.7143
2018-12-10,11.4865
2018-12-11,-6.6667
2018-12-12,-11.6883
2018-12-13,2.5735
2018-12-14,6.8100000000000005
2018-12-17,0.0
2018-12-19,16.7785
2018-12-20,-13.7931
2018-12-21,-26.6667
2018-12-24,10.0
2018-12-26,-4.9587
2018-12-27,-12.1739
2018-12-28,8.9109
2018-12-31,0.0
2019-01-02,-3.6364
2019-01-03,1.4151
2019-01-04,-1.3953
2019-01-07,-0.9434
2019-01-08,-2.8571
2019-01-09,-26.4706
2019-01-10,6.6667
2019-01-11,0.0
2019-01-14,16.25
2019-01-15,-3.2258
2019-01-16,0.0
2019-01-17,-5.5556
2019-01-18,9.4118
2019-01-22,1.6129
2019-01-23,-4.7619
2019-01-24,0.0
2019-01-25,-11.1111
2019-01-28,6.25
2019-01-29,0.0
2019-01-31,2.9412000000000003
2019-02-01,0.0
2019-02-04,0.5714
2019-02-05,-1.1364
2019-02-06,-19.5402
2019-02-07,-17.1429
2019-02-08,0.0
2019-02-13,1.0345
2019-02-14,70.6485
2019-02-15,-30.0
2019-02-19,-12.857099999999999
2019-02-21,55.7377
2019-02-22,-15.7895
2019-02-26,10.0
2019-02-27,0.0
2019-02-28,-3.4091
2019-03-01,0.0
2019-03-04,5.8824
2019-03-05,-5.5556
2019-03-07,-10.5882
2019-03-12,-1.3158
2019-03-13,6.6667
2019-03-14,6.875
2019-03-15,0.0
2019-03-18,-0.5848
2019-03-19,1.1764999999999999
2019-03-20,0.0
2019-03-21,4.6512
2019-03-25,-7.7778
2019-03-26,0.0
2019-03-27,-1.2048
2019-03-28,3.6585
2019-03-29,-3.5294
2019-04-02,0.0
2019-04-03,0.122
2019-04-04,5.3593
2019-04-09,-5.2023
2019-04-10,3.6585
2019-04-11,0.0
2019-04-18,-16.4706
2019-04-22,-1.4085
2019-04-30,2.8571
2019-05-01,38.8889
2019-05-03,-10.0
2019-05-06,0.0
2019-05-07,2.5
2019-05-08,-2.439
2019-05-10,1.6667
2019-05-16,-7.1038
2019-05-17,2.9412000000000003
2019-05-20,-8.5714
2019-05-21,2.5
2019-05-24,-7.9268
2019-05-28,5.9603
2019-05-29,0.0
2019-06-03,-11.25
2019-06-04,-1.4085
2019-06-11,7.1429
2019-06-12,0.0
2019-06-18,-9.3333
2019-06-19,-4.3529
2019-06-21,0.0
2019-06-24,-0.0615
2019-07-01,-7.6923
2019-07-12,0.0
2019-07-15,0.0
2019-07-16,0.1667
2019-07-18,-0.1664
2019-07-26,0.0
2019-08-05,-15.0
2019-08-08,1.9607999999999999
2019-08-09,-38.4615
2019-08-12,0.0313
2019-08-14,81.1934
2019-08-15,-1.7241
2019-08-20,-24.5614
2019-08-28,11.6279
2019-08-30,-12.5
2019-09-05,7.1429
2019-09-09,17.7778
2019-09-16,-20.7547
2019-09-27,1.1905000000000001
2019-09-30,-5.8824
2019-10-10,-22.5
2019-10-16,12.9032
2019-10-18,-25.7143
2019-10-31,-3.8462
2019-11-05,0.0
2019-11-06,0.0
2019-11-12,-20.0
2019-11-18,0.0
2019-11-22,0.0
2019-11-26,-25.0
2019-11-27,-6.6667
2019-12-02,-10.7143
2019-12-04,20.0
2019-12-10,-43.3333
2019-12-16,-17.5294
2019-12-23,7.0613
2019-12-30,26.915399999999998
2020-01-03,-26.4042
2020-01-17,6.99
2020-01-31,60.0
2020-02-03,-37.5
2020-02-07,3.3333
2020-02-12,-3.2258
2020-02-20,0.0
2020-03-04,-9.3333
2020-03-05,-26.4706
2020-03-06,-10.0
2020-03-10,111.1111
2020-03-18,-52.6316
2020-03-19,-33.3333
2020-03-23,-33.3333
2020-03-24,-3.75
2020-03-25,237.6623
2020-03-31,-23.0769
2020-04-02,-0.2
2020-04-03,-49.8998
2020-04-06,-28.0
2020-04-07,11.1111
2020-04-13,-35.0
2020-04-14,88.4615
2020-04-16,-14.2857
2020-04-17,90.4762
2020-04-20,0.0
2020-04-29,-17.25
2020-05-14,232.3263
2020-05-15,81.8182
2020-05-18,-40.0
2020-05-19,33.3333
2020-05-20,25.0
2020-05-21,-5.0
2020-05-22,-25.0
2020-05-26,-22.807
2020-05-27,0.0
2020-05-29,0.0
2020-06-01,0.0
2020-06-03,0.0909
2020-06-08,37.148
2020-06-09,-0.6623
2020-06-10,-20.0
2020-06-16,-8.3333
2020-06-17,-54.5455
2020-06-18,-27.0
2020-06-19,84.9315
2020-06-22,-48.0
2020-06-23,0.0
2020-06-24,2.5641
2020-06-25,-11.1111
2020-06-26,56.0938
2020-07-01,-29.9299
2020-07-02,40.0
2020-07-07,-61.2245
2020-07-08,57.3684
2020-07-09,17.0569
2020-07-10,-22.8571
2020-07-13,11.1111
2020-07-14,-16.6667
2020-07-15,20.0
2020-07-20,-0.6667
2020-07-21,-3.3557
2020-07-23,4.1667
2020-07-24,0.0
2020-07-27,-5.0
2020-07-28,0.0
2020-07-29,49.1228
2020-07-30,7.7647
2020-07-31,9.1703
