ticker,TBLT US Equity
2019-04-26,8.411200000000001
2019-04-29,-6.8966
2019-04-30,3.7037
2019-05-01,-4.4643
2019-05-02,-4.6729
2019-05-03,3.451
2019-05-06,-2.862
2019-05-07,-3.4146
2019-05-08,-5.4949
2019-05-09,28.259900000000002
2019-05-10,-9.1667
2019-05-13,-0.9174
2019-05-14,-7.5
2019-05-15,-4.9149
2019-05-16,-1.5791
2019-05-17,-8.0116
2019-05-20,-0.5233
2019-05-21,0.5611
2019-05-22,-5.8468
2019-05-23,-7.4074
2019-05-24,0.0
2019-05-28,-1.3333
2019-05-29,-6.7568
2019-05-30,-2.9855
2019-05-31,-8.8587
2019-06-03,4.8681
2019-06-04,-0.5314
2019-06-05,-14.8031
2019-06-06,-12.1899
2019-06-07,6.7003
2019-06-10,0.8683
2019-06-11,-8.5109
2019-06-12,-4.4582
2019-06-13,2.6792
2019-06-14,-4.7619
2019-06-17,-10.6849
2019-06-18,-0.3067
2019-06-19,3.5897
2019-06-20,-3.4653
2019-06-21,-1.5385
2019-06-24,-6.25
2019-06-25,-11.1111
2019-06-26,-8.6875
2019-06-27,11.6283
2019-06-28,6.8435
2019-07-01,-6.7432
2019-07-02,-1.5385
2019-07-03,28.125
2019-07-05,12.561
2019-07-08,-5.4388
2019-07-09,-6.0495
2019-07-10,1.2195
2019-07-11,-3.9759
2019-07-12,-2.4341
2019-07-15,-11.4455
2019-07-16,0.4938
2019-07-17,-10.4046
2019-07-18,14.5161
2019-07-19,9.831
2019-07-22,8.3355
2019-07-23,21.4489
2019-07-24,-14.2105
2019-07-25,-11.3838
2019-07-26,5.1538
2019-07-29,2.414
2019-07-30,2.4286
2019-07-31,13.4356
2019-08-01,-5.7172
2019-08-02,1.8909
2019-08-05,1.3225
2019-08-06,4.8072
2019-08-07,-1.9754
2019-08-08,4.5082
2019-08-09,1.9216
2019-08-12,24.2016
2019-08-13,-5.2664
2019-08-14,6.5729
2019-08-15,-11.3225
2019-08-16,-6.5917
2019-08-19,2.7782999999999998
2019-08-20,-27.9149
2019-08-21,-6.25
2019-08-22,3.8133
2019-08-23,-5.9594000000000005
2019-08-26,-0.9287
2019-08-27,15.2468
2019-08-28,-4.7368
2019-08-29,-0.8036
2019-08-30,2.5063
2019-09-03,-1.7041
2019-09-04,-2.2651
2019-09-05,0.955
2019-09-06,-3.7433
2019-09-09,-1.0847
2019-09-10,3.1292
2019-09-11,-0.8039
2019-09-12,-1.9085
2019-09-13,-1.3985
2019-09-16,-1.4469
2019-09-17,-0.4388
2019-09-18,-2.6170999999999998
2019-09-19,-4.1301
2019-09-20,5.1638
2019-09-23,1.0101
2019-09-24,0.0833
2019-09-25,-4.9681
2019-09-26,-3.7675
2019-09-27,0.1517
2019-09-30,-6.0303
2019-10-01,3.1603
2019-10-02,-1.2504
2019-10-03,-0.2532
2019-10-04,1.206
2019-10-07,6.6479
2019-10-08,4.0862
2019-10-09,-3.3890000000000002
2019-10-10,-0.5848
2019-10-11,0.0
2019-10-14,-0.4412
2019-10-15,-1.3589
2019-10-16,-1.4975
2019-10-17,-3.0708
2019-10-18,-0.8156
2019-10-21,-1.9607999999999999
2019-10-22,-6.4839
2019-10-23,-3.4495
2019-10-24,7.2133
2019-10-25,5.9349
2019-10-28,-5.4734
2019-10-29,-3.4942
2019-10-30,0.0
2019-10-31,-3.1379
2019-11-01,2.1716
2019-11-04,0.1742
2019-11-05,0.8696
2019-11-06,-3.5517
2019-11-07,2.9675000000000002
2019-11-08,-1.0764
2019-11-11,0.2106
2019-11-12,-1.9264000000000001
2019-11-13,0.0
2019-11-14,-11.25
2019-11-15,-15.0905
2019-11-18,-1.8957000000000002
2019-11-19,10.1691
2019-11-20,-12.2999
2019-11-21,0.05
2019-11-22,-20.04
2019-11-25,0.0
2019-11-26,43.75
2019-11-27,-12.5652
2019-11-29,-2.2874
2019-12-02,-3.3588
2019-12-03,-6.6350999999999996
2019-12-04,7.2194
2019-12-05,-8.9953
2019-12-06,-3.4104
2019-12-09,-2.7528
2019-12-10,8.1846
2019-12-11,-1.7633999999999999
2019-12-12,-1.5634000000000001
2019-12-13,5.8824
2019-12-16,1.6667
2019-12-17,-0.3279
2019-12-18,-3.2895
2019-12-19,-0.2268
2019-12-20,-0.9659
2019-12-23,2.1228
2019-12-24,-1.6854
2019-12-26,1.0857
2019-12-27,6.5574
2019-12-30,5.9353
2019-12-31,0.1562
2020-01-02,37.45
2020-01-03,-9.0578
2020-01-06,16.0
2020-01-07,-5.7241
2020-01-08,46.3058
2020-01-09,-7.375
2020-01-10,5.1552
2020-01-13,-5.0308
2020-01-14,-4.0541
2020-01-15,-2.0845
2020-01-16,3.0783
2020-01-17,-7.1728
2020-01-21,-12.8082
2020-01-22,-4.069
2020-01-24,-43.2063
2020-01-27,-3.7975
2020-01-28,2.1711
2020-01-29,11.2685
2020-01-30,-4.8611
2020-01-31,-5.2311
2020-02-03,-10.7831
2020-02-04,1.9424000000000001
2020-02-05,11.5032
2020-02-06,1.8987
2020-02-07,-6.8323
2020-02-10,4.0
2020-02-11,-0.1282
2020-02-12,-3.0809
2020-02-13,0.3311
2020-02-14,-3.9604
2020-02-18,1.0309
2020-02-19,8.0272
2020-02-20,28.4635
2020-02-21,18.6275
2020-02-24,-12.6033
2020-02-25,8.8416
2020-02-26,-18.5491
2020-02-27,-1.3333
2020-02-28,-2.7027
2020-03-02,-5.5556
2020-03-03,20.5882
2020-03-04,-5.9024
2020-03-05,-2.5402
2020-03-06,-5.8511
2020-03-09,-9.6045
2020-03-10,1.25
2020-03-11,4.1358
2020-03-12,-0.6248
2020-03-13,1.2849
2020-03-16,-7.2438
2020-03-17,0.254
2020-03-18,-6.6498
2020-03-19,-5.6309000000000005
2020-03-20,-0.5032
2020-03-23,-3.5766
2020-03-24,-1.3862999999999999
2020-03-25,7.4468
2020-03-26,0.4243
2020-03-27,5.6338
2020-03-30,20.0
2020-03-31,-19.0556
2020-04-01,-4.5299
2020-04-02,-0.7189
2020-04-03,15.2788
2020-04-06,-3.9573
2020-04-07,-0.5886
2020-04-08,-7.1711
2020-04-09,18.9936
2020-04-13,-3.7522
2020-04-14,-7.3639
2020-04-15,-4.4756
2020-04-16,-4.1958
2020-04-17,0.0
2020-04-20,-0.7299
2020-04-21,-2.2059
2020-04-22,0.7519
2020-04-23,2.9851
2020-04-24,-0.7246
2020-04-27,4.3796
2020-04-28,-3.4965
2020-04-29,-1.4493
2020-04-30,-2.2059
2020-05-01,-5.2632
2020-05-04,-1.246
2020-05-05,-3.5602
2020-05-06,12.5
2020-05-07,-1.4815
2020-05-08,6.015
2020-05-11,6.383
2020-05-12,-6.6667
2020-05-13,-5.7143
2020-05-14,-4.5455
2020-05-15,-4.754
2020-05-18,4.158
2020-05-19,-0.8
2020-05-20,2.4194
2020-05-21,-1.5748
2020-05-22,0.0
2020-05-26,-1.6
2020-05-27,-3.252
2020-05-28,-7.563
2020-05-29,-20.8091
2020-06-01,-2.4107
2020-06-02,4.3407
2020-06-03,-2.3788
2020-06-04,-2.4483
2020-06-05,6.2507
2020-06-08,2.507
2020-06-09,13.0435
2020-06-10,-8.7019
2020-06-11,-9.1101
2020-06-12,-0.336
2020-06-15,-0.0116
2020-06-16,4.6512
2020-06-17,-1.7332999999999998
2020-06-18,-2.0805
2020-06-19,-3.418
2020-06-22,0.55
2020-06-23,-0.107
2020-06-24,-3.2258
2020-06-25,1.7957999999999998
2020-06-26,-5.7516
2020-06-29,0.3462
2020-06-30,-1.0349
2020-07-01,4.5959
2020-07-02,-3.6287000000000003
2020-07-06,1.1783
2020-07-07,-2.0253
2020-07-08,-1.0336
2020-07-09,0.9138
2020-07-10,-2.2251
2020-07-13,-10.0291
2020-07-14,-0.1471
2020-07-15,6.0383
2020-07-16,1.3889
2020-07-17,1.3699
2020-07-20,0.3514
2020-07-21,0.9696
2020-07-22,0.0267
2020-07-23,-3.4667
2020-07-24,-1.2431
2020-07-27,-3.014
2020-07-28,2.1991
2020-07-29,3.3583
2020-07-30,-1.1058
2020-07-31,-3.2303
