ticker,PBFS US Equity
2019-12-09,-1.4482
2019-12-10,0.4409
2019-12-11,-0.2195
2019-12-12,2.346
2019-12-13,1.7191999999999998
2019-12-16,3.8028
2019-12-17,-0.2714
2019-12-18,2.1088
2019-12-19,-0.0666
2019-12-20,0.0667
2019-12-23,-0.1332
2019-12-24,0.2001
2019-12-26,-0.1332
2019-12-27,1.1333
2019-12-30,-0.3955
2019-12-31,1.3235999999999999
2020-01-02,-0.4572
2020-01-03,-0.0656
2020-01-06,-1.9041000000000001
2020-01-07,-2.4096
2020-01-08,2.2634
2020-01-09,1.1402
2020-01-10,-0.1989
2020-01-13,-0.3322
2020-01-14,-1.1333
2020-01-15,0.3372
2020-01-16,0.4704
2020-01-17,0.3344
2020-01-21,0.0
2020-01-22,-0.8
2020-01-23,0.4032
2020-01-24,-0.0669
2020-01-27,0.6698
2020-01-28,-0.5988
2020-01-29,0.0
2020-01-30,0.4016
2020-01-31,-2.1333
2020-02-03,1.8392
2020-02-04,0.0
2020-02-05,1.6722000000000001
2020-02-06,-0.2632
2020-02-07,-1.6491
2020-02-10,-1.0731
2020-02-11,0.8136
2020-02-12,0.3362
2020-02-13,-0.4021
2020-02-14,-0.4038
2020-02-18,0.4054
2020-02-19,0.5384
2020-02-20,-0.2677
2020-02-21,-0.3356
2020-02-24,0.2694
2020-02-25,-2.0819
2020-02-26,1.5775000000000001
2020-02-27,-7.4274000000000004
2020-02-28,-0.6565
2020-03-02,1.3216
2020-03-03,0.5072
2020-03-04,0.2163
2020-03-05,-1.5108000000000001
2020-03-06,-3.0679
2020-03-09,-6.6315
2020-03-10,-0.1614
2020-03-11,-7.4373000000000005
2020-03-12,-12.2271
2020-03-13,6.1692
2020-03-16,-7.5914
2020-03-17,3.4483
2020-03-18,-3.9215999999999998
2020-03-19,9.1837
2020-03-20,0.4673
2020-03-23,-8.7442
2020-03-24,7.0336
2020-03-25,0.1905
2020-03-26,1.9011
2020-03-27,-6.6231
2020-03-30,2.3976
2020-03-31,1.2683
2020-04-01,-8.4778
2020-04-02,-3.4737
2020-04-03,-4.3621
2020-04-06,11.5165
2020-04-07,0.2045
2020-04-08,2.0408
2020-04-09,7.9
2020-04-13,-11.3068
2020-04-14,-1.2539
2020-04-15,-9.9471
2020-04-16,-3.0552
2020-04-17,5.697
2020-04-20,-4.8165
2020-04-21,4.3373
2020-04-22,-2.4249
2020-04-23,0.5917
2020-04-24,6.8235
2020-04-27,2.0925
2020-04-28,-1.1865999999999999
2020-04-29,12.4454
2020-04-30,2.7184
2020-05-01,-13.2325
2020-05-04,-0.7625
2020-05-05,-2.854
2020-05-06,-1.1299
2020-05-07,0.9143
2020-05-08,7.3613
2020-05-11,-1.2658
2020-05-12,-6.4103
2020-05-13,-0.1142
2020-05-14,-0.9143
2020-05-15,3.5755
2020-05-18,11.1359
2020-05-19,-9.7194
2020-05-20,5.5494
2020-05-21,-0.2103
2020-05-22,2.6344
2020-05-26,-0.4107
2020-05-27,3.7113
2020-05-28,-4.8708
2020-05-29,-0.209
2020-06-01,-2.3037
2020-06-02,0.4287
2020-06-03,6.7236
2020-06-04,-4.4
2020-06-05,9.6234
2020-06-08,2.6718
2020-06-09,-5.0186
2020-06-10,-5.1859
2020-06-11,-9.3911
2020-06-12,5.0114
2020-06-15,-0.6508
2020-06-16,1.8559
2020-06-17,-0.6431
2020-06-18,-4.5306999999999995
2020-06-19,10.3955
2020-06-22,-1.8424
2020-06-23,-3.5454
2020-06-24,-4.5405
2020-06-25,2.0385
2020-06-26,-2.6637
2020-06-29,5.0171
2020-06-30,-0.6515
2020-07-01,-4.0437
2020-07-02,0.2278
2020-07-06,1.1364
2020-07-07,-4.2697
2020-07-08,0.3521
2020-07-09,-2.2222
2020-07-10,5.2632
2020-07-13,-1.0227
2020-07-14,2.8703
2020-07-15,0.6696
2020-07-16,-0.4435
2020-07-17,-1.3363
2020-07-20,-1.693
2020-07-21,1.0333
2020-07-22,-0.3409
2020-07-23,0.4561
2020-07-24,-1.0216
2020-07-27,1.3761
2020-07-28,-0.7919
2020-07-29,0.3421
2020-07-30,0.0
2020-07-31,-1.1364
