ticker,TCRR US Equity
2019-07-08,-5.6457
2019-07-09,-2.543
2019-07-10,4.5280000000000005
2019-07-11,-3.1571
2019-07-12,-1.4405000000000001
2019-07-15,-1.0
2019-07-16,-1.8648
2019-07-17,0.0
2019-07-18,-9.0261
2019-07-19,-6.0923
2019-07-22,-2.4096
2019-07-23,2.754
2019-07-24,-6.1922
2019-07-25,28.0788
2019-07-26,5.1538
2019-07-29,10.6072
2019-07-30,4.1005
2019-07-31,-1.2706
2019-08-01,15.1866
2019-08-02,-1.1732
2019-08-05,-7.2923
2019-08-06,-2.6829
2019-08-07,-4.1353
2019-08-08,2.6144
2019-08-09,-2.6752000000000002
2019-08-12,5.2683
2019-08-13,-5.1912
2019-08-14,-0.5246
2019-08-15,0.0
2019-08-16,5.0758
2019-08-19,7.0891
2019-08-20,-7.9086
2019-08-21,8.3969
2019-08-22,-7.1596
2019-08-23,6.3843
2019-08-26,1.0101
2019-08-27,-0.0588
2019-08-28,0.0589
2019-08-29,0.0
2019-08-30,-0.8235
2019-09-03,0.6524
2019-09-04,11.2552
2019-09-05,3.4428
2019-09-06,-1.5361
2019-09-09,0.728
2019-09-10,-4.4915
2019-09-11,4.0541
2019-09-12,-6.8571
2019-09-13,0.1673
2019-09-16,-5.735
2019-09-17,0.0591
2019-09-18,0.7674
2019-09-19,-0.4101
2019-09-20,5.6471
2019-09-23,-6.5702
2019-09-24,-2.801
2019-09-25,6.683
2019-09-26,-4.1379
2019-09-27,-7.1942
2019-09-30,-2.907
2019-10-01,-5.3892
2019-10-02,-1.2658
2019-10-03,12.1083
2019-10-04,-1.5883
2019-10-07,0.1937
2019-10-08,-3.7371
2019-10-09,-1.9411
2019-10-10,1.0922
2019-10-11,5.4018
2019-10-14,-5.4452
2019-10-15,2.5745
2019-10-16,-0.3303
2019-10-17,6.2293
2019-10-18,-7.7355
2019-10-21,5.4091000000000005
2019-10-22,-4.3618
2019-10-23,-14.1516
2019-10-24,0.2344
2019-10-25,4.3648
2019-10-28,-1.1202
2019-10-29,-8.0816
2019-10-30,3.862
2019-10-31,-1.6614
2019-11-01,11.2631
2019-11-04,2.6029999999999998
2019-11-05,3.2417
2019-11-06,1.0922
2019-11-07,-6.077
2019-11-08,4.5291
2019-11-11,1.6505999999999998
2019-11-12,0.8119
2019-11-13,4.0268
2019-11-14,-4.0645
2019-11-15,2.959
2019-11-18,-0.1306
2019-11-19,3.7933
2019-11-20,3.2766
2019-11-21,-1.6473
2019-11-22,2.0471
2019-11-25,1.459
2019-11-26,2.6363
2019-11-27,-2.16
2019-11-29,1.1337
2019-12-02,-0.531
2019-12-03,1.8387
2019-12-04,-2.5044
2019-12-05,1.0753
2019-12-06,4.3735
2019-12-09,-0.2265
2019-12-10,-1.3620999999999999
2019-12-11,-3.0495
2019-12-12,0.0
2019-12-13,-0.0593
2019-12-16,1.7814999999999999
2019-12-17,-1.3418999999999999
2019-12-18,-0.887
2019-12-19,-3.9379
2019-12-20,-5.7143
2019-12-23,12.1871
2019-12-24,4.9912
2019-12-26,-6.4318
2019-12-27,-4.6623
2019-12-30,-7.1472999999999995
2019-12-31,-3.5787
2020-01-02,-6.1625
2020-01-03,2.4627
2020-01-06,11.8718
2020-01-07,1.5625
2020-01-08,-5.3205
2020-01-09,4.2654
2020-01-10,0.0
2020-01-13,-8.506499999999999
2020-01-14,2.9099
2020-01-15,0.1379
2020-01-16,1.584
2020-01-17,-4.5424
2020-01-21,-1.7045
2020-01-22,-6.4306
2020-01-23,12.5097
2020-01-24,9.8833
2020-01-27,-4.6221
2020-01-28,-1.5062
2020-01-29,0.266
2020-01-30,-0.7294
2020-01-31,-1.9372
2020-02-03,5.1771
2020-02-04,1.0363
2020-02-05,-3.7821
2020-02-06,2.5983
2020-02-07,-1.3636
2020-02-10,-0.8558
2020-02-11,-7.4369
2020-02-12,-0.9326
2020-02-13,-3.0413
2020-02-14,1.4937
2020-02-18,7.4319
2020-02-19,1.6438000000000001
2020-02-20,-1.0782
2020-02-21,-4.9046
2020-02-24,-2.6504
2020-02-25,-2.5754
2020-02-26,1.8127
2020-02-27,-9.7181
2020-02-28,-2.3829000000000002
2020-03-02,4.2088
2020-03-03,-3.3926
2020-03-04,2.0067
2020-03-05,-6.8033
2020-03-06,0.3518
2020-03-09,-11.5688
2020-03-10,-5.4509
2020-03-11,-10.0629
2020-03-12,-19.697
2020-03-13,-1.5965
2020-03-16,-3.6873
2020-03-17,-2.144
2020-03-18,-3.7559
2020-03-19,17.3984
2020-03-20,-4.5706
2020-03-23,-12.7721
2020-03-24,13.1448
2020-03-25,-5.0
2020-03-26,11.7647
2020-03-27,-6.6482
2020-03-30,-2.3739
2020-03-31,17.6292
2020-04-01,-15.8915
2020-04-02,5.53
2020-04-03,2.0378
2020-04-06,11.9829
2020-04-07,2.6752000000000002
2020-04-08,15.2605
2020-04-09,2.1529
2020-04-13,9.7998
2020-04-14,6.8138
2020-04-15,-5.4358
2020-04-16,-6.9834
2020-04-17,-2.145
2020-04-20,11.3779
2020-04-21,0.0937
2020-04-22,-3.4644
2020-04-23,-4.8497
2020-04-24,6.422
2020-04-27,2.9693
2020-04-28,2.0465
2020-04-29,3.6463
2020-04-30,-16.095
2020-05-01,-5.1363
2020-05-04,5.4144
2020-05-05,2.935
2020-05-06,-2.444
2020-05-07,4.8017
2020-05-08,0.5976
2020-05-11,7.5248
2020-05-12,-4.6961
2020-05-13,-6.2802
2020-05-14,-8.1443
2020-05-15,1.0101
2020-05-18,11.2222
2020-05-19,-4.2957
2020-05-20,5.1148
2020-05-21,2.3833
2020-05-22,7.3715
2020-05-26,5.7814
2020-05-27,-1.4518
2020-05-28,-11.6118
2020-05-29,-0.9804
2020-06-01,2.4752
2020-06-02,12.1739
2020-06-03,-3.3592
2020-06-04,10.6952
2020-06-05,3.3816
2020-06-08,31.2305
2020-06-09,-6.4688
2020-06-10,-2.4112
2020-06-11,-10.078
2020-06-12,2.9646
2020-06-15,1.6854
2020-06-16,11.2569
2020-06-17,-4.2831
2020-06-18,4.4099
2020-06-19,-1.3043
2020-06-22,4.0277
2020-06-23,-5.2632
2020-06-24,6.4496
2020-06-25,-2.8794
2020-06-26,-3.8295
2020-06-29,0.1285
2020-06-30,-1.4753
2020-07-01,4.8177
2020-07-02,-3.4161
2020-07-06,3.4727
2020-07-07,-5.9664
2020-07-08,1.5202
2020-07-09,3.9063
2020-07-10,-3.6967
2020-07-13,-5.7905
2020-07-14,5.1796
2020-07-15,2.8890000000000002
2020-07-16,-2.9994
2020-07-17,0.8553
2020-07-20,4.6314
2020-07-21,-4.9252
2020-07-22,-5.7049
2020-07-23,-5.007
2020-07-24,-4.0996
2020-07-27,25.1145
2020-07-28,-0.6711
2020-07-29,10.4423
2020-07-30,-0.4449
2020-07-31,-6.4246
