ticker,NWAU US Equity
2004-11-29,0.0
2004-11-30,2.3256
2004-12-01,-14.5455
2004-12-02,3.7234
2004-12-03,0.0
2004-12-06,-7.6923
2004-12-07,-5.5556
2004-12-08,-2.9412000000000003
2004-12-09,-6.0606
2004-12-10,6.4516
2004-12-13,-9.0909
2004-12-14,0.0
2004-12-15,-3.3333
2004-12-16,-3.4483
2004-12-17,3.5714
2004-12-20,1.7241
2004-12-21,1.6949
2004-12-22,10.0
2004-12-23,-3.0303
2004-12-27,-4.6875
2004-12-28,4.918
2004-12-29,9.375
2004-12-30,11.4286
2004-12-31,15.3846
2005-01-03,0.0
2005-01-04,17.7778
2005-01-05,15.0943
2005-01-06,19.6721
2005-01-07,8.2192
2005-01-10,20.2532
2005-01-11,5.2632
2005-01-12,-29.0
2005-01-13,26.7606
2005-01-14,0.0
2005-01-18,-11.1111
2005-01-19,0.0
2005-01-20,17.5
2005-01-21,4.2553
2005-01-24,3.0612
2005-01-25,5.9406
2005-01-26,-4.6729
2005-01-27,-5.8824
2005-01-28,8.3333
2005-01-31,0.0
2005-02-01,1.9231
2005-02-02,3.7736
2005-02-03,18.1818
2005-02-04,13.0769
2005-02-07,8.8435
2005-02-08,-10.625
2005-02-09,-6.2937
2005-02-10,-14.9254
2005-02-11,27.193
2005-02-14,4.1379
2005-02-15,-5.298
2005-02-16,1.3986
2005-02-17,-6.8966
2005-02-18,2.2222
2005-02-22,-9.4203
2005-02-23,5.6
2005-02-24,2.2727
2005-02-25,7.4074
2005-02-28,3.4483
2005-03-01,1.3333
2005-03-02,2.6316
2005-03-03,-3.8462
2005-03-04,0.0
2005-03-07,-6.6667
2005-03-08,-1.4285999999999999
2005-03-09,-0.7246
2005-03-10,0.0
2005-03-11,-0.7299
2005-03-14,-5.8824
2005-03-15,-0.7813
2005-03-16,-0.7874
2005-03-17,-8.7302
2005-03-18,10.4348
2005-03-21,-5.5118
2005-03-22,5.8333
2005-03-23,1.5748
2005-03-24,0.7752
2005-03-28,-3.8462
2005-03-29,-5.6
2005-03-30,6.7797
2005-03-31,3.1746
2005-04-01,7.6923
2005-04-04,0.0
2005-04-05,0.0
2005-04-06,-6.4286
2005-04-07,-0.7634
2005-04-08,-3.8462
2005-04-11,-8.0
2005-04-12,0.4348
2005-04-13,1.2987
2005-04-14,-5.9829
2005-04-15,0.0
2005-04-18,-4.5455
2005-04-19,19.0476
2005-04-20,2.4
2005-04-21,-7.0313
2005-04-22,-3.3613
2005-04-25,-3.4783
2005-04-26,-10.0
2005-04-27,0.1001
2005-04-28,-1.0
2005-04-29,2.0202
2005-05-02,-4.9505
2005-05-03,-9.375
2005-05-04,3.4483
2005-05-05,1.1111
2005-05-06,-3.2967
2005-05-09,9.0909
2005-05-10,9.375
2005-05-11,4.7619
2005-05-12,-0.9091
2005-05-13,7.3394
2005-05-16,-1.7094
2005-05-17,-4.3478
2005-05-18,-6.3636
2005-05-19,1.9417
2005-05-20,0.0
2005-05-23,-4.7619
2005-05-24,3.0
2005-05-25,8.2524
2005-05-26,7.6233
2005-05-27,1.6667
2005-05-31,2.459
2005-06-01,-2.4
2005-06-02,-5.7377
2005-06-03,0.0
2005-06-06,-2.6087
2005-06-07,0.0
2005-06-08,-1.7856999999999998
2005-06-09,0.0
2005-06-10,2.7273
2005-06-13,6.1947
2005-06-14,-1.6667
2005-06-15,-0.8475
2005-06-16,1.7094
2005-06-17,-4.2017
2005-06-20,3.5088
2005-06-21,-0.8475
2005-06-22,2.9915000000000003
2005-06-23,13.029
2005-06-24,19.6769
2005-06-27,1.8405
2005-06-28,-9.6386
2005-06-29,-0.6667
2005-06-30,-3.3557
2005-07-01,4.1667
2005-07-05,4.0
2005-07-06,25.0
2005-07-07,1.5385
2005-07-08,0.0
2005-07-11,-2.0202
2005-07-12,-4.6392
2005-07-13,-2.1622
2005-07-14,2.7624
2005-07-15,7.5269
2005-07-18,-7.5
2005-07-19,-8.1081
2005-07-20,2.3529
2005-07-21,-2.2989
2005-07-22,-5.2941
2005-07-25,-1.8634
2005-07-26,-1.8987
2005-07-27,-1.2903
2005-07-28,-1.9607999999999999
2005-07-29,-1.3333
2005-08-01,2.027
2005-08-02,-3.9735
2005-08-03,4.1379
2005-08-04,-1.3245
2005-08-05,0.6711
2005-08-08,-1.3333
2005-08-09,4.0541
2005-08-10,-2.5974
2005-08-11,-3.3333
2005-08-12,-4.1379
2005-08-15,0.7194
2005-08-16,-5.7143
2005-08-17,-15.9091
2005-08-18,6.3063
2005-08-19,14.4068
2005-08-22,0.0
2005-08-23,-5.9259
2005-08-24,-3.1496
2005-08-25,6.5041
2005-08-26,-3.0534
2005-08-29,3.9370000000000003
2005-08-30,-6.0606
2005-08-31,-7.2581
2005-09-01,7.8261
2005-09-02,4.8387
2005-09-06,4.6154
2005-09-07,0.7353
2005-09-08,0.0
2005-09-09,2.1898
2005-09-12,-0.7143
2005-09-13,15.1079
2005-09-14,7.5
2005-09-15,-1.1628
2005-09-16,-8.8235
2005-09-19,0.0
2005-09-20,-3.2258
2005-09-21,0.0
2005-09-22,-4.0
2005-09-23,-0.6944
2005-09-26,-6.993
2005-09-27,4.5113
2005-09-28,-1.4388
2005-09-29,2.1898
2005-09-30,2.1429
2005-10-03,0.6993
2005-10-04,-2.7778
2005-10-05,-1.4285999999999999
2005-10-06,-2.8986
2005-10-07,-4.4776
2005-10-10,-3.125
2005-10-11,-9.6774
2005-10-12,-4.4643
2005-10-13,-0.9346
2005-10-14,3.7736
2005-10-17,3.6364
2005-10-18,-7.8947
2005-10-19,-7.619
2005-10-20,-23.7113
2005-10-21,-10.8108
2005-10-24,50.0
2005-10-25,-14.1414
2005-10-26,0.0
2005-10-27,8.2353
2005-10-28,-13.0435
2005-10-31,-62.625
2005-11-01,-26.4214
2005-11-02,45.4545
2005-11-03,21.875
2005-11-04,-12.8205
2005-11-07,8.8235
2005-11-08,-10.8108
2005-11-09,6.0606
2005-11-10,0.0
2005-11-11,8.5714
2005-11-14,-18.4211
2005-11-15,-3.2258
2005-11-16,-6.6667
2005-11-17,-10.7143
2005-11-18,-12.0
2005-11-21,-4.5455
2005-11-22,0.0
2005-11-23,-4.7619
2005-11-25,5.0
2005-11-28,-4.7619
2005-11-29,-15.0
2005-11-30,-11.7647
2005-12-01,0.0
2005-12-02,-13.3333
2005-12-05,-30.7692
2005-12-06,22.2222
2005-12-07,18.1818
2005-12-08,7.6923
2005-12-09,0.0
2005-12-12,0.0
2005-12-13,-14.2857
2005-12-14,16.6667
2005-12-15,-14.2857
2005-12-16,8.3333
2005-12-19,0.0
2005-12-20,0.0
2005-12-21,-7.6923
2005-12-22,-16.6667
2005-12-23,0.0
2005-12-27,0.0
2005-12-28,5.0
2005-12-29,-14.2857
2005-12-30,11.1111
2006-01-03,10.0
2006-01-04,0.0
2006-01-05,9.0909
2006-01-06,0.0
2006-01-09,0.0
2006-01-10,0.0
2006-01-11,-25.0
2006-01-12,22.2222
2006-01-13,0.0
2006-01-17,0.0
2006-01-18,0.0
2006-01-19,0.0
2006-01-20,-9.0909
2006-01-23,-5.0
2006-01-24,0.0
2006-01-25,15.7895
2006-01-26,0.0
2006-01-27,9.0909
2006-01-30,0.0
2006-01-31,8.3333
2006-02-01,0.0
2006-02-02,-7.6923
2006-02-03,25.0
2006-02-06,0.0
2006-02-07,-6.6667
2006-02-08,0.0
2006-02-09,0.0
2006-02-10,-7.1429
2006-02-13,0.0
2006-02-14,7.6923
2006-02-15,7.1429
2006-02-16,-10.0
2006-02-17,-11.1111
2006-02-21,-16.6667
2006-02-22,0.0
2006-02-23,0.0
2006-02-24,-10.0
2006-02-27,11.1111
2006-02-28,0.0
2006-03-01,0.0
2006-03-02,0.0
2006-03-03,30.0
2006-03-06,-23.0769
2006-03-07,29.0
2006-03-08,-6.9767
2006-03-09,-20.8333
2006-03-10,5.2632
2006-03-13,0.0
2006-03-14,0.0
2006-03-15,0.0
2006-03-16,20.0
2006-03-17,-8.3333
2006-03-20,4.5455
2006-03-21,-13.0435
2006-03-22,0.0
2006-03-23,10.0
2006-03-24,0.0
2006-03-27,0.0
2006-03-28,-9.0909
2006-03-29,-20.0
2006-03-30,1.4062999999999999
2006-03-31,17.1032
2006-04-03,-8.4211
2006-04-04,10.3448
2006-04-05,-16.6667
2006-04-06,2.5
2006-04-07,-20.7317
2006-04-10,23.0769
2006-04-11,12.5
2006-04-12,-11.1111
2006-04-13,0.0
2006-04-19,25.0
2006-04-20,-20.0
2006-04-21,0.0
2006-04-24,-6.25
2006-04-25,13.3333
2006-04-26,0.0
2006-04-27,0.0
2006-04-28,5.8824
2006-05-01,10.0
2006-05-02,-9.0909
2006-05-03,-22.2222
2006-05-04,14.2857
2006-05-05,175.0
2006-05-08,9.0909
2006-05-09,0.0
2006-05-10,0.0
2006-05-11,-27.0833
2006-05-12,2.8571
2006-05-15,8.3333
2006-05-16,-38.4615
2006-05-17,33.3333
2006-05-18,-6.25
2006-05-19,6.6667
2006-05-22,-6.25
2006-05-23,-20.0
2006-05-24,46.6667
2006-05-25,-25.4972
2006-05-26,14.3947
2006-05-30,-13.3333
2006-05-31,23.0769
2006-06-01,-18.125
2006-06-02,-23.6641
2006-06-05,10.0
2006-06-06,-9.0909
2006-06-08,0.0
2006-06-09,0.0
2006-06-12,0.0
2006-06-13,-10.0
2006-06-14,0.0
2006-06-15,-22.2222
2006-06-16,7.1429
2006-06-19,-6.6667
2006-06-20,14.2857
2006-06-21,0.0
2006-06-23,37.5
2006-06-26,-9.0909
2006-06-27,-40.0
2006-06-28,66.6667
2006-06-30,-32.0
2006-07-03,-4.4118
2006-07-05,7.6923
2006-07-06,14.2857
2006-07-07,-25.0
2006-07-10,33.3333
2006-07-11,-50.0
2006-07-12,100.0
2006-07-13,-37.5
2006-07-14,40.0
2006-07-18,-21.4286
2006-07-19,-9.0909
2006-07-20,40.0
2006-07-21,0.0
2006-07-25,0.0
2006-07-26,7.1429
2006-07-28,-33.3333
2006-07-31,40.0
2006-08-01,-14.2857
2006-08-02,13.3333
2006-08-03,-11.7647
2006-08-04,-16.6667
2006-08-07,10.0
2006-08-08,-9.0909
2006-08-09,0.0
2006-08-10,0.0
2006-08-11,0.0
2006-08-14,0.0
2006-08-15,0.0
2006-08-16,40.0
2006-08-17,-28.5714
2006-08-18,20.0
2006-08-21,0.0
2006-08-22,-16.6667
2006-08-24,40.0
2006-08-28,-28.5714
2006-08-31,30.0
2006-09-05,-21.5385
2006-09-06,-1.9607999999999999
2006-09-08,-10.0
2006-09-13,0.0
2006-09-18,11.1111
2006-09-20,-10.0
2006-09-21,-8.8889
2006-09-22,9.7561
2006-09-25,22.2222
2006-09-26,-25.4545
2006-09-27,34.1463
2006-09-28,7.2727
2006-09-29,0.0
2006-10-02,-28.8136
2006-10-04,19.0476
2006-10-05,-20.0
2006-10-10,25.0
2006-10-11,-10.0
2006-10-12,-11.1111
2006-10-13,0.0
2006-10-16,12.5
2006-10-18,-22.2222
2006-10-19,-8.5714
2006-10-23,0.0
2006-10-25,25.0
2006-10-26,-12.5
2006-10-30,5.7143
2006-10-31,8.1081
2006-11-02,-12.5
2006-11-06,0.0
2006-11-07,0.0
2006-11-08,14.2857
2006-11-10,0.0
2006-11-13,0.0
2006-11-15,-12.5
2006-11-16,-42.8571
2006-11-17,50.0
2006-11-20,0.0
2006-11-21,33.3333
2006-11-22,0.0
2006-11-24,0.0
2006-11-27,-17.5
2006-11-28,21.2121
2006-11-30,-50.0
2006-12-01,50.0
2006-12-04,-20.0
2006-12-05,0.0
2006-12-06,4.1667
2006-12-07,0.0
2006-12-08,-4.0
2006-12-11,2.0833
2006-12-12,0.0
2006-12-13,-2.0408
2006-12-14,4.1667
2006-12-15,-2.0
2006-12-18,0.0
2006-12-19,-2.0408
2006-12-20,0.0
2006-12-21,0.0
2006-12-22,25.0
2006-12-26,0.0
2006-12-27,-8.3333
2006-12-28,12.7273
2006-12-29,-35.4839
2007-01-03,90.0
2007-01-04,-44.7368
2007-01-05,54.7619
2007-01-10,-7.6923
2007-01-12,-50.0
2007-01-16,66.6667
2007-01-19,0.0
2007-01-22,-13.5
2007-01-23,-2.8902
2007-01-24,0.0
2007-01-25,61.9048
2007-01-26,-12.1324
2007-01-29,-14.6444
2007-01-30,5.8824
2007-01-31,11.1111
2007-02-01,16.6667
2007-02-02,-5.7143
2007-02-05,0.0
2007-02-06,6.0606
2007-02-07,8.5714
2007-02-09,-21.0526
2007-02-12,0.0
2007-02-13,0.0
2007-02-14,16.6667
2007-02-15,-14.2857
2007-02-20,0.0
2007-02-21,-16.6667
2007-02-22,20.0
2007-02-23,-16.6667
2007-02-27,0.0
2007-02-28,0.0
2007-03-02,0.0
2007-03-05,0.0
2007-03-06,4.0
2007-03-07,-15.3846
2007-03-09,-4.5455
2007-03-14,23.8095
2007-03-15,-3.8462
2007-03-16,20.0
2007-03-20,0.0
2007-03-21,-23.3333
2007-03-22,30.4348
2007-03-26,0.0
2007-03-29,-16.6667
2007-03-30,20.0
2007-04-02,-23.3333
2007-04-03,30.4348
2007-04-04,-23.3333
2007-04-09,-13.0435
2007-04-10,0.0
2007-04-11,50.0
2007-04-13,-33.3333
2007-04-16,5.0
2007-04-18,0.0
2007-04-20,0.0
2007-04-24,42.8571
2007-04-26,-30.0
2007-04-27,0.0
2007-04-30,0.0
2007-05-01,0.0
2007-05-02,0.0
2007-05-03,0.0
2007-05-07,0.0
2007-05-08,0.0
2007-05-09,0.0
2007-05-11,0.0
2007-05-14,0.0
2007-05-15,0.0
2007-05-16,0.0
2007-05-18,0.0
2007-05-29,0.0
2007-05-31,0.0
2007-06-01,-92.2619
2007-06-04,30.7692
2007-06-05,-47.0588
2007-06-06,33.3333
2007-06-07,1233.3333
2007-06-12,-92.5
2007-06-13,0.0
2007-06-14,8.3333
2007-06-18,-7.6923
2007-06-19,8.3333
2007-06-20,23.0769
2007-06-26,0.0
2007-06-27,0.0
2007-06-28,0.0
2007-06-29,0.0
2007-07-03,0.0
2007-07-06,0.0
2007-07-13,0.0
2007-07-16,0.0
2007-07-17,50.0
2007-07-18,33.3333
2007-07-19,625.0
2007-07-20,-86.2069
2007-07-23,0.0
2007-07-24,-50.0
2007-07-26,0.0
2007-07-30,0.0
2007-08-06,0.0
2007-08-07,0.0
2007-08-09,0.0
2007-08-15,0.0
2007-08-16,50.0
2007-08-20,-33.3333
2007-08-22,400.0
2007-08-24,100.0
2007-09-04,-50.0
2007-09-05,0.0
2007-09-06,-80.0
2007-09-07,450.0
2007-09-12,-81.8182
2007-09-14,0.0
2007-09-18,0.0
2007-09-20,0.0
2007-09-24,0.0
2007-09-25,400.0
2007-10-02,0.0
2007-10-05,-80.0
2007-10-08,0.0
2007-10-09,0.0
2007-10-10,0.0
2007-10-11,0.0
2007-10-12,0.0
2007-10-15,0.0
2007-10-23,0.0
2007-10-24,0.0
2007-10-25,0.0
2007-10-29,150.0
2007-10-30,0.0
2007-10-31,0.0
2007-11-06,0.0
2007-11-07,0.0
2007-11-08,0.0
2007-11-12,0.0
2007-11-13,0.0
2007-11-14,0.0
2007-11-16,0.0
2007-11-20,0.0
2007-11-21,0.0
2007-11-23,0.0
2007-11-26,0.0
2007-11-27,-40.0
2007-11-29,66.6667
2007-11-30,0.0
2007-12-03,0.0
2007-12-05,0.0
2007-12-06,0.0
2007-12-07,0.0
2007-12-10,0.0
2007-12-11,0.0
2007-12-12,-60.0
2007-12-13,50.0
2007-12-14,0.0
2007-12-17,0.0
2007-12-18,0.0
2007-12-19,0.0
2007-12-21,4.1667
2007-12-24,0.0
2007-12-26,0.0
2007-12-27,0.0
2007-12-28,-4.0
2007-12-31,33.3333
2008-02-04,-96.875
2008-02-07,0.0
2008-02-20,0.0
2008-02-25,50.0
2008-02-27,0.0
2008-03-03,0.0
2008-03-06,0.0
2008-03-10,166.6667
2008-03-12,-37.5
2008-03-20,0.0
2008-03-28,1180.0
2008-04-04,-92.1875
2008-04-08,60.0
2008-04-09,0.0
2008-04-10,-37.5
2008-04-11,0.0
2008-04-14,20.0
2008-04-15,-16.6667
2008-04-17,0.0
2008-04-18,160.0
2008-04-22,-38.4615
2008-04-24,0.0
2008-04-29,62.5
2008-05-01,-38.4615
2008-05-09,0.0
2008-05-13,0.0
2008-05-14,62.5
2008-05-15,-38.4615
2008-05-21,62.5
2008-05-23,0.0
2008-05-27,-38.4615
2008-06-03,62.5
2008-06-19,-38.4615
2008-06-24,0.0
2008-06-25,0.0
2008-06-30,0.0
2008-07-07,0.0
2008-07-14,0.0
2008-07-16,0.0
2008-07-31,0.0
2008-08-05,0.0
2008-08-08,0.0
2008-08-11,62.5
2008-08-12,0.0
2008-08-14,23.0769
2008-08-27,-18.75
2008-09-02,-61.5385
2008-09-08,0.0
2008-09-16,60.0
2008-09-17,0.0
2008-09-25,62.5
2008-10-01,-38.4615
2008-10-02,25.0
2008-10-06,-50.0
2008-10-08,0.0
2008-10-14,0.0
2008-10-15,0.0
2008-10-20,60.0
2008-10-21,62.5
2008-10-23,-61.5385
2008-10-24,0.0
2008-10-27,0.0
2008-10-30,0.0
2008-11-06,0.0
2008-11-07,0.0
2008-11-17,20.0
2008-11-20,116.6667
2008-11-21,-61.5385
2008-11-24,0.0
2008-11-26,0.0
2008-12-01,0.0
2008-12-02,0.0
2008-12-08,0.0
2008-12-09,0.0
2008-12-10,20.0
2008-12-16,-16.6667
2008-12-18,0.0
2008-12-22,0.0
2008-12-23,3100.0
2008-12-29,-96.875
2008-12-30,0.0
2008-12-31,0.0
2009-01-13,0.0
2009-01-20,20.0
2009-01-21,-66.6667
2009-01-27,200.0
2009-01-28,-16.6667
2009-02-03,60.0
2009-03-12,-75.0
2009-03-25,1500.0
2009-03-26,-93.75
2009-04-14,400.0
2009-04-15,0.0
2009-04-16,-70.0
2009-04-27,-33.3333
2009-05-04,0.0
2009-05-05,0.0
2009-05-06,50.0
2009-05-07,-33.3333
2009-05-19,50.0
2009-06-19,-33.3333
2009-06-22,50.0
2009-06-29,66.6667
2009-07-07,-60.0
2009-07-13,0.0
2009-07-31,0.0
2009-08-07,0.0
2009-09-14,0.0
2009-09-17,0.0
2009-09-23,0.0
2009-12-02,0.0
2009-12-22,0.0
2009-12-23,0.0
2009-12-28,50.0
2009-12-29,-33.3333
2009-12-30,0.0
2010-01-27,0.0
2010-02-04,0.0
2010-02-17,0.0
2010-03-03,0.0
2010-04-06,0.0
2010-04-26,0.0
2010-07-21,0.0
2010-07-26,0.0
2010-08-24,0.0
2010-08-26,0.0
2010-09-20,0.0
2010-09-22,0.0
2010-12-14,0.0
2010-12-31,0.0
2011-08-29,0.0
2012-01-05,0.0
2012-05-10,0.0
2012-06-14,0.0
2012-06-15,0.0
2012-06-25,0.0
2012-07-13,0.0
2012-09-19,0.0
2012-10-08,0.0
2012-10-09,0.0
2012-10-16,0.0
2015-02-02,700.0
2015-02-24,0.0
2015-05-05,-95.0
2015-09-03,150.0
2015-09-21,700.0
2015-09-22,-12.5
2015-11-09,-85.7143
2015-12-04,700.0
2015-12-23,0.0
2016-01-11,0.0
2016-03-09,0.0
2016-03-11,0.0
2016-11-02,0.0
2017-07-17,-99.0
2017-07-19,9900.0
2017-11-02,-99.0
2017-11-16,900.0
2017-11-28,-90.0
2017-12-28,900.0
2018-01-03,-99.0
2018-01-10,0.0
2018-01-26,0.0
2018-02-16,900.0
2018-03-01,-90.0
2018-03-16,0.0
2018-06-11,9900.0
2018-06-19,0.0
2018-06-27,0.0
2018-07-02,-90.0
2018-07-24,0.0
2018-08-15,900.0
2018-09-24,-61.0
2018-09-28,-97.4359
2018-10-08,9900.0
2018-12-11,-90.0
2018-12-31,900.0
2019-01-02,-99.0
2019-01-18,0.0
2019-01-28,0.0
2019-03-19,900.0
2019-03-28,-90.0
2019-04-15,0.0
2019-04-24,0.0
2019-05-14,0.0
2019-05-15,900.0
2019-05-16,0.0
2019-06-07,900.0
2019-06-11,-99.0
2019-06-24,3200.0
2019-08-15,-96.9697
2019-09-04,0.0
2019-09-17,0.0
2019-09-18,0.0
2019-09-27,9900.0
2019-10-14,0.0
2019-10-28,0.0
2019-11-05,0.0
2019-11-07,0.0
2019-11-13,0.0
2019-11-15,0.0
2019-11-20,0.0
2019-11-22,0.0
2019-11-27,0.0
2019-12-03,0.0
2019-12-06,0.0
2019-12-17,-99.0
2020-01-08,0.0
2020-02-11,900.0
2020-02-12,900.0
2020-02-19,0.0
2020-02-21,0.0
2020-04-02,0.0
2020-05-11,600.0
2020-05-12,28457.1429
2020-05-13,-64.9825
2020-05-14,-14.2857
2020-05-15,-40.0
2020-05-18,-10.0
2020-05-19,-22.8395
2020-05-20,-8.0
2020-05-21,-10.8696
2020-05-22,-4.878
2020-05-26,-9.7436
2020-05-27,9.0909
2020-05-28,2.6042
2020-05-29,14.2132
2020-06-01,-4.4444
2020-06-02,-2.3256
2020-06-03,-9.5238
2020-06-04,-5.2632
2020-06-05,0.0
2020-06-08,11.1111
2020-06-09,-7.5
2020-06-10,18.9189
2020-06-11,2.2727
2020-06-12,6.6667
2020-06-15,-8.3333
2020-06-16,9.0909
2020-06-17,-4.5833
2020-06-18,-14.8472
2020-06-19,0.0
2020-06-22,2.5641
2020-06-23,-2.5
2020-06-24,12.8205
2020-06-25,1.8182
2020-06-26,-0.4464
2020-06-29,-13.4529
2020-06-30,-1.5544
2020-07-01,16.8421
2020-07-02,-0.9009
2020-07-06,4.5455
2020-07-07,-13.0435
2020-07-08,0.0
2020-07-09,-3.5
2020-07-10,-4.1451
2020-07-13,25.9459
2020-07-14,-1.2876
2020-07-15,-10.0
2020-07-16,-8.2126
2020-07-17,0.0
2020-07-20,0.0
2020-07-21,0.0
2020-07-22,0.0
2020-07-23,7.8947
2020-07-24,-2.439
2020-07-27,-10.0
2020-07-28,2.7778
2020-07-29,8.1081
2020-07-30,0.0
2020-07-31,-2.5
