ticker,MORF US Equity
2019-11-15,-4.0176
2019-11-18,-1.2426
2019-11-19,15.894
2019-11-20,8.6286
2019-11-21,-2.9984
2019-11-22,-9.0022
2019-11-25,-4.6484
2019-11-26,-0.9375
2019-11-27,2.3344
2019-11-29,-2.0962
2019-12-02,-1.8892
2019-12-03,-3.5944000000000003
2019-12-04,-3.6618
2019-12-05,8.6386
2019-12-06,4.3893
2019-12-09,-0.5484
2019-12-10,0.6127
2019-12-11,-0.1827
2019-12-12,-5.4912
2019-12-13,-1.162
2019-12-16,-4.5069
2019-12-17,-4.2408
2019-12-18,5.1429
2019-12-19,2.106
2019-12-20,6.4538
2019-12-23,4.9375
2019-12-24,14.3538
2019-12-26,1.5625
2019-12-27,-4.2564
2019-12-30,-5.3562
2019-12-31,-2.8862
2020-01-02,-0.5828
2020-01-03,-2.1102
2020-01-06,1.4371
2020-01-07,1.0626
2020-01-08,2.3949
2020-01-09,3.0234
2020-01-10,0.3876
2020-01-13,2.7579000000000002
2020-01-14,1.986
2020-01-15,5.2632
2020-01-16,0.7
2020-01-17,-2.2344
2020-01-21,0.9142
2020-01-22,-2.2144
2020-01-23,-2.9336
2020-01-24,0.5302
2020-01-27,2.1097
2020-01-28,7.2314
2020-01-29,0.4335
2020-01-30,-4.3165
2020-01-31,0.7519
2020-02-03,-0.8955
2020-02-04,0.4016
2020-02-05,-0.8
2020-02-06,1.5625
2020-02-07,-4.0199
2020-02-10,2.8956
2020-02-11,-1.0553
2020-02-12,-11.1224
2020-02-13,-1.7143000000000002
2020-02-14,-9.7674
2020-02-18,-0.6443
2020-02-19,-9.5331
2020-02-20,22.0789
2020-02-21,-2.8773
2020-02-24,-4.7763
2020-02-25,-4.1905
2020-02-26,3.8436
2020-02-27,-1.7869000000000002
2020-02-28,2.6641
2020-03-02,0.6329
2020-03-03,-1.6352
2020-03-04,14.7698
2020-03-05,-0.9471
2020-03-06,-3.3746
2020-03-09,-12.8638
2020-03-10,2.9392
2020-03-11,-6.4893
2020-03-12,-15.6142
2020-03-13,5.0164
2020-03-16,-15.1135
2020-03-17,19.9262
2020-03-18,-4.5385
2020-03-19,9.589
2020-03-20,-1.3235000000000001
2020-03-23,-10.5812
2020-03-24,10.8333
2020-03-25,-1.9548999999999999
2020-03-26,3.3742
2020-03-27,3.9318
2020-03-30,4.354
2020-03-31,0.4104
2020-04-01,-7.2888
2020-04-02,4.4085
2020-04-03,-4.2224
2020-04-06,10.2131
2020-04-07,-12.4667
2020-04-08,4.3412
2020-04-09,12.4818
2020-04-13,-6.8787
2020-04-14,-2.0209
2020-04-15,-5.6899
2020-04-16,-4.6003
2020-04-17,19.0514
2020-04-20,1.0624
2020-04-21,-0.2628
2020-04-22,-1.2516
2020-04-23,-1.7345000000000002
2020-04-24,1.5614
2020-04-27,-2.9412000000000003
2020-04-28,-5.303
2020-04-29,9.818200000000001
2020-04-30,-9.8675
2020-05-01,-4.5555
2020-05-04,2.6174
2020-05-05,9.4524
2020-05-06,-2.6731
2020-05-07,6.4789
2020-05-08,2.7778
2020-05-11,0.4505
2020-05-12,-2.8186999999999998
2020-05-13,1.8457
2020-05-14,-0.9709
2020-05-15,2.2222
2020-05-18,13.8747
2020-05-19,3.3127
2020-05-20,5.9783
2020-05-21,0.7692
2020-05-22,6.4122
2020-05-26,6.5997
2020-05-27,2.1983
2020-05-28,-7.4627
2020-05-29,-1.4231
2020-06-01,-3.7055
2020-06-02,3.6982
2020-06-03,15.0843
2020-06-04,-2.7218999999999998
2020-06-05,-5.5962
2020-06-08,4.9704
2020-06-09,5.7776
2020-06-10,-5.4209
2020-06-11,-4.1251
2020-06-12,1.8569
2020-06-15,-1.5118
2020-06-16,0.0451
2020-06-17,4.648
2020-06-18,-0.9918
2020-06-19,18.162
2020-06-22,8.9937
2020-06-23,-7.0003
2020-06-24,-2.2909
2020-06-25,1.2281
2020-06-26,-6.1029
2020-06-29,5.325
2020-06-30,0.5576
2020-07-01,-3.6229
2020-07-02,-0.3452
2020-07-06,-0.7313
2020-07-07,-1.8612
2020-07-08,-1.2248
2020-07-09,2.12
2020-07-10,0.5484
2020-07-13,-4.5968
2020-07-14,1.0208
2020-07-15,3.7591
2020-07-16,-1.5192999999999999
2020-07-17,0.356
2020-07-20,4.9271
2020-07-21,0.5635
2020-07-22,0.2241
2020-07-23,-5.1808
2020-07-24,-2.3978
2020-07-27,8.82
2020-07-28,-3.2939
2020-07-29,2.3728
2020-07-30,-7.8505
2020-07-31,-8.6815
