ticker,PING US Equity
2020-02-07,2.8455
2020-02-10,2.5692
2020-02-11,-1.5413999999999999
2020-02-12,-1.135
2020-02-13,0.9501
2020-02-14,1.2941
2020-02-18,0.7356
2020-02-19,4.9193
2020-02-20,4.8718
2020-02-21,-7.1603
2020-02-24,-0.7148
2020-02-25,-9.6628
2020-02-26,-2.4329
2020-02-27,-2.9665
2020-02-28,2.5255
2020-03-02,-0.2161
2020-03-03,-2.4253
2020-03-04,3.6395999999999997
2020-03-05,-10.7495
2020-03-06,2.3512
2020-03-09,-10.9236
2020-03-10,1.8947
2020-03-11,-4.0806000000000004
2020-03-12,-5.7620000000000005
2020-03-13,-5.6571
2020-03-16,-2.3016
2020-03-17,14.2591
2020-03-18,-5.5344999999999995
2020-03-19,8.386
2020-03-20,-3.2856
2020-03-23,-0.274
2020-03-24,9.7253
2020-03-25,-2.4537
2020-03-26,10.4723
2020-03-27,-6.1803
2020-03-30,-0.1981
2020-03-31,-0.6452
2020-04-01,-13.0869
2020-04-02,9.1379
2020-04-03,3.2122
2020-04-06,-0.5102
2020-04-07,-3.2308
2020-04-08,8.956
2020-04-09,7.0039
2020-04-13,-1.2727
2020-04-14,13.4438
2020-04-15,-6.6964
2020-04-16,8.6994
2020-04-17,0.7603
2020-04-20,-2.4623
2020-04-21,-5.2932
2020-04-22,2.7515
2020-04-23,-0.3766
2020-04-24,4.7039
2020-04-27,0.3209
2020-04-28,-4.918
2020-04-29,4.836
2020-04-30,-0.0401
2020-05-01,-7.0626
2020-05-04,2.3748
2020-05-05,8.4353
2020-05-06,2.217
2020-05-07,-2.8539
2020-05-08,-0.0392
2020-05-11,11.1677
2020-05-12,-7.6842
2020-05-13,-7.0638
2020-05-14,-4.5193
2020-05-15,3.0551
2020-05-18,0.7098
2020-05-19,1.3682
2020-05-20,8.5481
2020-05-21,-4.1824
2020-05-22,3.3425000000000002
2020-05-26,5.0228
2020-05-27,-4.3478
2020-05-28,-1.0606
2020-05-29,8.3844
2020-06-01,7.7358
2020-06-02,0.3607
2020-06-03,-1.0781
2020-06-04,-2.4108
2020-06-05,-0.2707
2020-06-08,1.3573
2020-06-09,2.9126
2020-06-10,-0.2277
2020-06-11,-9.6511
2020-06-12,4.3667
2020-06-15,-0.4841
2020-06-16,6.4281
2020-06-17,2.4812
2020-06-18,8.6015
2020-06-19,-5.8375
2020-06-22,5.8879
2020-06-23,-2.1183
2020-06-24,-4.719
2020-06-25,2.0505
2020-06-26,-1.2056
2020-06-29,-1.627
2020-06-30,2.0674
2020-07-01,3.6772
2020-07-02,-2.3445
2020-07-06,1.0773
2020-07-07,-3.715
2020-07-08,3.9848
2020-07-09,1.4599
2020-07-10,1.8885
2020-07-13,-9.5616
2020-07-14,-0.0651
2020-07-15,2.4414
2020-07-16,-3.4318
2020-07-17,4.1461
2020-07-20,9.9842
2020-07-21,-4.1655
2020-07-22,1.4687999999999999
2020-07-23,-2.9542
2020-07-24,-0.2435
2020-07-27,2.5328
2020-07-28,-1.9048
2020-07-29,4.2172
2020-07-30,-0.0582
2020-07-31,0.0874
