ticker,LGMH US Equity
2012-07-12,42.8571
2012-07-19,0.0
2012-07-20,20.0
2012-07-24,0.0
2012-07-26,-25.2083
2012-07-30,9.1922
2012-07-31,-2.0408
2012-08-01,-27.0833
2012-08-02,0.0
2012-08-08,-2.8571
2012-08-09,-11.7647
2012-08-10,-16.6667
2012-08-13,20.0
2012-08-16,13.3333
2012-08-23,47.0588
2012-08-29,-40.25
2012-08-30,-34.728
2012-09-05,-38.4615
2012-09-07,-1.5625
2012-09-10,-32.2751
2012-09-11,2.3438
2012-09-14,0.0
2012-09-18,-2.2901
2012-09-21,137.5
2012-09-28,-7.2368
2012-10-01,-31.9149
2012-10-04,-54.1667
2012-10-11,2.2727
2012-10-25,255.5556
2012-11-13,-69.0625
2012-11-21,205.0505
2012-11-28,-20.5298
2012-11-29,32.5
2012-11-30,-49.6855
2012-12-04,40.0
2012-12-05,43.75
2012-12-06,-15.528
2012-12-11,-26.4706
2012-12-17,-19.0
2012-12-19,0.0
2012-12-31,8.642
2013-01-03,0.0
2013-01-08,0.0
2013-01-15,0.0
2013-01-17,0.0
2013-01-29,172.7273
2013-02-21,0.0
2013-02-27,-3.75
2013-03-04,-65.368
2013-03-05,25.0
2013-03-06,-20.0
2013-03-11,25.0
2013-03-14,24.0
2013-03-19,-23.3871
2013-03-27,1.0526
2013-03-28,2.6042
2013-04-01,-26.9036
2013-04-02,13.1944
2013-04-03,7.9755
2013-04-04,0.0
2013-04-05,-9.0909
2013-04-08,-5.0
2013-04-09,1.3158
2013-04-10,-27.2727
2013-04-17,4.4643
2013-04-19,-4.2735
2013-04-23,0.0
2013-04-24,41.0714
2013-04-26,0.0
2013-04-29,0.0
2013-05-02,63.2911
2013-05-14,-68.9922
2013-05-15,40.0
2013-05-16,107.1429
2013-05-17,-24.1379
2013-05-21,-51.7045
2013-05-23,88.2353
2013-05-28,40.0
2013-05-30,0.0
2013-05-31,-28.5714
2013-06-03,-50.0
2013-06-12,20.0
2013-06-18,50.0
2013-06-21,44.4444
2013-06-26,-30.7692
2013-07-30,11.1111
2013-08-07,0.0
2013-08-12,0.0
2013-08-16,0.0
2013-09-03,-20.0
2013-09-17,0.0
2013-09-20,1.5625
2013-10-02,-1.5385
2013-10-03,-37.5
2013-10-15,0.0
2013-10-24,20.0
2013-11-01,0.0
2013-11-07,0.0
2013-11-13,66.6667
2013-11-22,-30.0
2013-12-18,185.7143
2013-12-19,-25.0
2014-01-02,0.0
2014-02-05,-46.6667
2014-02-07,0.0
2014-02-19,37.5
2014-02-21,36.3636
2014-02-24,0.0
2014-02-28,-16.6667
2014-03-07,0.0
2014-03-24,20.0
2014-05-15,-33.3333
2014-06-16,0.0
2014-06-30,100.0
2014-07-07,0.0
2015-01-15,-50.0
2015-02-18,0.0
2015-02-23,20.0
2015-03-13,0.0
2015-03-20,25.0
2015-04-14,0.0
2015-04-20,20.0
2015-04-22,0.0
2015-05-19,0.0
2015-05-28,11.1111
2015-06-01,-10.0
2015-06-16,0.0
2015-10-05,0.0
2015-10-06,0.0
2015-12-14,0.0
2015-12-22,-16.6667
2016-06-15,33.3333
2016-06-17,-19.375
2016-07-08,-6.9767
2016-07-29,0.0
2016-10-03,-60.0
2016-10-17,150.0
2016-10-26,-54.1667
2016-10-27,-12.7273
2016-10-28,66.6667
2016-11-02,0.0
2016-11-04,200.0
2016-11-08,-36.6667
2016-12-08,5.2632
2016-12-14,-25.0
2017-01-20,33.3333
2017-01-23,-75.0
2017-01-30,500.0
2017-02-02,0.0
2017-05-26,-33.3333
2017-08-02,-50.0
2017-08-28,200.0
2017-09-14,-86.3333
2017-09-19,631.7073
2017-09-20,-33.3333
2017-09-26,0.0
2017-09-29,-25.0
2017-10-03,3.3333
2017-10-05,-3.2258
2017-11-03,-0.6667
2017-11-06,-32.8859
2017-11-27,0.0
2017-11-29,-40.0
2017-11-30,233.3333
2017-12-12,-67.0
2017-12-26,0.0
2018-02-09,51.5152
2018-02-16,-30.0
2018-05-07,42.8571
2018-07-19,3.0
2018-07-23,60.1942
2018-10-16,21.2121
2018-10-18,75.0
2018-10-22,-14.2857
2018-10-30,33.3333
2018-10-31,-25.0
2018-11-01,60.0
2018-11-15,-16.6667
2018-11-16,0.0
2018-12-28,-12.5
2019-01-11,0.0
2019-03-25,6.0714
2019-03-28,1.0101
2019-04-08,-6.6667
2019-04-17,0.0
2019-05-07,7.1429
2019-06-03,0.0
2019-06-18,0.0
2019-07-18,0.0
2019-08-16,6.6667
2019-09-13,0.0
2019-09-17,-37.5
2019-09-18,20.0
2019-10-29,0.0
2019-11-27,0.0
2019-12-13,0.0
2019-12-18,22.06
2020-01-10,-14.796
2020-02-21,12.1795
2020-03-17,0.0
2020-04-01,-14.2857
2020-04-08,16.6667
2020-05-01,0.0
2020-05-12,-7.1429
2020-06-16,53.8462
2020-06-18,-20.0
2020-06-19,-25.0
2020-06-25,-3.3333
2020-06-26,20.6897
2020-07-01,42.8571
2020-07-02,40.0
2020-07-06,100.0
2020-07-07,-10.7143
2020-07-08,12.0
2020-07-09,17.8571
2020-07-10,-3.0303
2020-07-14,6.25
2020-07-15,20.5882
2020-07-16,-2.9268
2020-07-20,-5.5276
2020-07-21,19.6809
2020-07-23,-15.5556
2020-07-30,0.0
