ticker,MCCX US Equity
2015-04-29,-22.6667
2015-04-30,29.3103
2015-05-01,12.0
2015-05-04,0.0
2015-05-05,0.0
2015-05-07,-20.2381
2015-05-11,4.4776
2015-05-13,7.1429
2015-05-14,26.6667
2015-05-15,-21.0526
2015-05-29,6.6667
2015-06-03,12.5
2015-06-04,-1.1111
2015-06-05,-10.1124
2015-06-10,11.25
2015-06-15,-10.1124
2015-06-26,6.25
2015-06-30,0.0
2015-07-02,0.0
2015-07-06,-4.7059
2015-07-07,0.0
2015-07-10,-4.9383
2015-07-13,-2.5974
2015-07-22,-6.6667
2015-07-23,-7.1429
2015-07-24,0.0
2015-07-27,0.0
2015-07-31,0.0
2015-08-11,-1.5385
2015-08-21,-14.0625
2015-08-24,1.8182
2015-08-25,-3.5714
2015-08-27,1.8519
2015-09-02,0.0
2015-09-04,7.2727
2015-09-10,27.1186
2015-09-11,-21.3333
2015-09-14,6.7797
2015-09-25,0.0
2015-09-30,3.1746
2015-10-01,0.0
2015-10-06,35.3846
2015-10-12,-34.0909
2015-10-13,3.4483
2015-10-14,6.6667
2015-10-28,25.0
2015-10-30,10.0
2015-11-02,0.0
2015-11-06,13.6364
2015-11-09,23.0
2015-11-11,1.626
2015-11-12,0.0
2015-11-16,-20.0
2015-11-23,15.0
2015-11-24,0.0
2015-11-30,8.6957
2015-12-01,-8.0
2015-12-04,-13.0435
2015-12-08,15.0
2015-12-14,-4.3478
2015-12-15,27.2727
2015-12-16,7.1429
2015-12-21,-15.3333
2015-12-22,37.7953
2015-12-31,0.0
2016-01-04,-14.2857
2016-01-05,-12.6667
2016-01-06,0.0
2016-01-07,-0.7634
2016-01-08,15.3846
2016-01-12,6.6667
2016-01-13,-5.0
2016-01-14,5.2632
2016-01-15,0.0
2016-01-19,0.0
2016-01-20,0.0
2016-01-21,0.0
2016-01-25,0.0
2016-01-26,9.375
2016-01-28,0.0
2016-02-01,14.2857
2016-02-02,9.5
2016-02-03,0.4566
2016-02-04,1.8182
2016-02-05,0.4464
2016-02-08,11.1111
2016-02-09,0.0
2016-02-10,0.0
2016-02-11,0.0
2016-02-12,-16.0
2016-02-16,-2.3810000000000002
2016-02-17,21.9512
2016-02-19,-12.0
2016-02-26,9.0909
2016-03-01,-10.8333
2016-03-02,-13.5514
2016-03-08,0.0
2016-03-18,0.0
2016-03-28,-18.9189
2016-04-04,16.6667
2016-05-06,-22.2857
2016-05-10,-22.0588
2016-05-11,-0.9434
2016-05-13,-3.8095
2016-05-17,0.9901
2016-08-04,-30.3922
2016-08-12,-28.169
2016-10-11,18.6275
2016-10-25,48.7603
2016-10-26,-37.7778
2016-10-27,55.3571
2016-11-03,-25.2874
2016-11-09,-21.5385
2016-11-16,0.0
2016-11-23,72.549
2017-01-12,-26.1364
2017-02-08,-52.3077
2017-04-18,-0.0403
2017-08-16,0.0081
2017-10-18,0.0
2017-12-14,0.0323
2018-03-02,-35.4839
2018-03-13,0.0
2018-03-29,15.0
2018-05-07,-17.3913
2018-06-13,-21.0526
2018-06-15,-13.3333
2018-07-10,53.8462
2018-07-27,-35.0
2018-07-31,0.0
2018-08-10,23.8462
2018-08-13,42.8571
2018-08-16,30.4348
2018-08-22,0.0
2018-08-27,-30.0
2018-08-28,9.5238
2018-08-29,-13.0435
2018-08-30,20.5
2018-08-31,-17.0124
2018-09-20,-5.0
2018-10-11,0.0
2018-10-16,0.0
2018-10-17,0.0
2018-10-26,-10.526299999999999
2018-10-31,-11.6471
2018-11-06,-0.1332
2018-11-07,0.0
2018-11-26,-13.3333
2018-12-04,0.0
2018-12-07,-23.0769
2018-12-13,-30.0
2018-12-14,0.0
2019-01-08,65.0
2019-03-13,-13.4199
2019-03-22,-39.0
2019-03-25,63.9344
2019-03-29,-39.0
2019-05-14,16.3934
2019-05-16,29.5775
2019-05-29,-22.8261
2019-06-11,5.6338
2019-06-12,-4.0
2019-06-17,38.8889
2019-06-19,-20.0
2019-06-21,1.25
2019-07-05,68.2099
2019-07-08,-38.3486
2019-07-23,2.5
2019-07-30,129.9652
2019-09-05,-56.5657
2019-09-25,4.6512
2019-10-11,-5.5556
2019-10-15,-5.8824
2019-10-23,-6.25
2019-10-24,-6.6667
2019-11-14,-42.8571
2019-11-15,36.25
2019-11-22,-24.7706
2019-11-26,43.9024
2020-01-09,-47.1186
2020-01-29,0.0
2020-02-14,124.359
2020-02-18,0.0
2020-02-19,39.0
2020-02-20,0.0
2020-02-21,28.4687
2020-02-24,72.8
2020-02-25,-30.5556
2020-02-26,0.3333
2020-02-27,-46.8439
2020-02-28,-53.75
2020-03-02,35.1351
2020-03-03,-40.0
2020-03-04,35.0
2020-03-05,-23.4568
2020-03-10,0.0
2020-03-11,-3.2258
2020-03-12,3.3333
2020-03-13,30.6452
2020-04-03,-20.7407
2020-04-09,26.1682
2020-04-16,23.4568
