ticker,RUHN US Equity
2019-08-22,-1.7467000000000001
2019-08-23,3.5556
2019-08-26,1.073
2019-08-27,4.034
2019-08-28,3.0612
2019-08-29,-11.4851
2019-08-30,0.8949
2019-09-03,2.439
2019-09-04,-4.5455
2019-09-05,-2.4943
2019-09-06,0.6977
2019-09-09,3.2333
2019-09-10,4.698
2019-09-11,1.4957
2019-09-12,47.3684
2019-09-13,-2.8571
2019-09-16,2.9412000000000003
2019-09-17,0.0
2019-09-18,0.0
2019-09-19,-0.2857
2019-09-20,-0.4298
2019-09-23,2.5899
2019-09-24,-3.6466
2019-09-25,1.6012
2019-09-26,-1.8625
2019-09-27,3.2117
2019-09-30,2.9703
2019-10-01,-3.8462
2019-10-02,0.1429
2019-10-03,0.8559
2019-10-04,-0.2829
2019-10-07,-2.9787
2019-10-08,-3.6550000000000002
2019-10-09,-3.3384
2019-10-10,-9.1052
2019-10-11,2.2453
2019-10-14,-9.2905
2019-10-15,-11.7318
2019-10-16,1.0549
2019-10-17,-6.263
2019-10-18,10.0223
2019-10-21,-3.0364
2019-10-22,3.3403
2019-10-23,2.0202
2019-10-24,0.396
2019-10-25,1.3807
2019-10-28,7.9767
2019-10-29,-3.4234
2019-10-30,4.1045
2019-10-31,-1.9713
2019-11-01,3.6563
2019-11-04,-0.1764
2019-11-05,17.4912
2019-11-06,4.6617
2019-11-07,0.1437
2019-11-08,1.4346999999999999
2019-11-11,-0.2829
2019-11-12,-0.4255
2019-11-13,-0.5698
2019-11-14,0.0
2019-11-15,-3.2951
2019-11-18,1.3333
2019-11-19,1.6082
2019-11-20,0.7194
2019-11-21,-0.2857
2019-11-22,1.0029
2019-11-25,15.0355
2019-11-26,3.5758
2019-11-27,-7.5
2019-11-29,-6.435
2019-12-02,-2.3384
2019-12-03,-11.4085
2019-12-04,1.7488000000000001
2019-12-05,-0.625
2019-12-06,-2.5157
2019-12-09,-0.3226
2019-12-10,0.0
2019-12-11,-1.4563
2019-12-12,-3.4483
2019-12-13,-5.2721
2019-12-16,-0.7181
2019-12-17,-0.7233
2019-12-18,-3.0965
2019-12-19,-4.5113
2019-12-20,22.0472
2019-12-23,-8.0645
2019-12-24,1.7544
2019-12-26,19.3103
2019-12-27,0.578
2019-12-30,0.431
2019-12-31,0.2861
2020-01-02,23.8231
2020-01-03,-9.1014
2020-01-06,-11.280100000000001
2020-01-07,2.7143
2020-01-08,5.8414
2020-01-09,1.0512
2020-01-10,3.251
2020-01-13,3.0227
2020-01-14,1.467
2020-01-15,2.1687
2020-01-16,5.3065999999999995
2020-01-17,-3.9194
2020-01-21,-10.6061
2020-01-22,6.91
2020-01-23,-1.2195
2020-01-24,4.9383
2020-01-27,1.1764999999999999
2020-01-28,-3.7209
2020-01-29,0.3623
2020-01-30,0.8424
2020-01-31,6.0859
2020-02-03,-8.8864
2020-02-04,1.4815
2020-02-05,2.7981
2020-02-06,-4.497
2020-02-07,1.6109
2020-02-10,-4.2683
2020-02-11,5.3503
2020-02-12,-0.8464
2020-02-13,0.9756
2020-02-14,-0.2415
2020-02-18,-1.4527999999999999
2020-02-19,-2.3342
2020-02-20,-1.0063
2020-02-21,-4.7014
2020-02-24,0.0
2020-02-25,0.4
2020-02-26,-3.5857
2020-02-27,0.1377
2020-02-28,-4.9519
2020-03-02,0.8683
2020-03-03,8.3214
2020-03-04,-0.5298
2020-03-05,-1.5979
2020-03-06,1.4885
2020-03-09,0.2667
2020-03-10,-3.5904
2020-03-11,2.069
2020-03-12,-1.0811
2020-03-13,2.1858
2020-03-16,-9.0909
2020-03-17,-13.9706
2020-03-18,-4.6154
2020-03-19,-7.8853
2020-03-20,2.9183
2020-03-23,-5.6711
2020-03-24,-1.8035999999999999
2020-03-25,-2.449
2020-03-26,3.7657
2020-03-27,-0.4032
2020-03-30,-4.0486
2020-03-31,-7.384
2020-04-01,-6.8337
2020-04-02,-1.467
2020-04-03,4.9628
2020-04-06,0.2364
2020-04-07,-4.2453
2020-04-08,4.9261
2020-04-09,4.4601
2020-04-13,-0.2247
2020-04-14,2.4775
2020-04-15,-8.7912
2020-04-16,-1.4458
2020-04-17,-6.357
2020-04-20,-9.1384
2020-04-21,7.1839
2020-04-22,-3.4853
2020-04-23,5.5556
2020-04-24,-5.5263
2020-04-27,7.7994
2020-04-28,-5.9432
2020-04-29,-1.3736
2020-04-30,-4.7354
2020-05-01,-8.7719
2020-05-04,3.2051
2020-05-05,-3.4161
2020-05-06,0.6431
2020-05-07,-0.3195
2020-05-08,-0.641
2020-05-11,2.9032
2020-05-12,-3.1348
2020-05-13,-5.8252
2020-05-14,-2.4055
2020-05-15,1.0563
2020-05-18,4.5296
2020-05-19,-0.6667
2020-05-20,-6.7114
2020-05-21,1.7986
2020-05-22,-8.1272
2020-05-26,1.1538
2020-05-27,2.6616
2020-05-28,4.4444
2020-05-29,9.2199
2020-06-01,-2.5974
2020-06-02,20.6667
2020-06-03,14.9171
2020-06-04,-10.8173
2020-06-05,1.0782
2020-06-08,0.8
2020-06-09,-7.4074
2020-06-10,2.5714
2020-06-11,-6.1281
2020-06-12,-1.7804
2020-06-15,-1.2085
2020-06-16,-1.5291000000000001
2020-06-17,-1.2422
2020-06-18,-2.5157
2020-06-19,-0.6452
2020-06-22,-2.5974
2020-06-23,2.3333
2020-06-24,0.3257
2020-06-25,1.9481000000000002
2020-06-26,1.9108
2020-06-29,-4.375
2020-06-30,-2.6144
2020-07-01,-4.0268
2020-07-02,5.9441
2020-07-06,2.3102
2020-07-07,19.3548
2020-07-08,20.2703
2020-07-09,-3.8202
2020-07-10,-9.3458
2020-07-13,-11.3402
2020-07-14,9.8837
2020-07-15,0.0
2020-07-16,-5.5556
2020-07-17,-1.9607999999999999
2020-07-20,4.0
2020-07-21,5.4945
2020-07-22,-3.9063
2020-07-23,4.878
2020-07-24,-1.8088
2020-07-27,0.5263
2020-07-28,1.3089
2020-07-29,1.8088
2020-07-30,1.7081
2020-07-31,2.8124000000000002
