ticker,BHDB US Equity
2009-10-06,14.3939
2009-10-07,-0.6623
2009-10-21,-2.0
2009-10-22,-4.7619
2009-10-23,4.2857
2009-11-02,-4.1096
2009-11-06,0.0
2009-11-10,2.8571
2009-12-04,-2.7778
2010-01-14,0.0
2010-01-27,0.0
2010-04-05,1.4285999999999999
2010-05-06,-1.4085
2010-07-27,5.0
2010-09-30,-4.7619
2010-11-10,-19.8571
2010-11-11,-1.9607999999999999
2010-11-16,-5.4545
2010-12-14,-4.8077
2010-12-20,-1.0101
2010-12-21,5.102
2011-02-08,-16.0194
2011-03-01,0.0
2011-03-07,4.6243
2011-03-08,-4.4199
2011-03-11,0.578
2011-03-24,-7.4713
2011-04-29,-4.9689
2011-05-04,1.3072
2011-05-17,5.5484
2011-05-18,0.2445
2011-06-13,0.0
2011-06-14,1.2195
2011-06-15,0.0
2011-06-16,3.6145
2011-06-17,2.093
2011-07-21,-5.467
2011-08-08,-6.0241
2011-09-13,4.4872
2012-04-03,-4.2945
2012-04-25,1.0256
2012-05-29,0.2538
2012-06-04,0.0
2012-06-07,6.3291
2012-06-08,0.2381
2012-07-12,3.8955
2012-08-14,3.4522
2012-08-29,-2.7624
2012-10-08,5.1364
2012-10-15,7.0039
2012-12-28,0.0
2013-02-08,17.1717
2013-02-21,0.0
2013-08-26,0.0
2014-01-24,0.0
2014-02-06,3.4483
2014-02-07,0.0
2014-03-25,-10.4167
2014-04-01,0.0
2014-04-24,-1.3953
2014-05-20,0.0
2014-08-28,0.4717
2014-09-09,0.0
2014-09-12,0.4695
2015-02-04,8.411200000000001
2015-02-19,-3.4483
2015-02-24,-1.7856999999999998
2015-03-09,-0.1818
2015-03-18,-3.4608
2015-05-11,-2.0755
2015-05-12,-1.2524
2015-05-13,0.0
2015-05-14,-0.4878
2015-05-28,0.0
2015-05-29,-1.9607999999999999
2015-06-17,-2.0
2015-07-09,0.0
2015-07-14,1.0204
2015-07-22,0.0
2015-07-23,-2.0202
2015-08-10,-0.5155
2015-08-19,1.5544
2015-09-22,-6.1224
2015-09-29,0.0
2015-09-30,2.7174
2015-10-19,1.0582
2015-10-26,0.5026
2015-10-27,0.0208
2015-10-28,2.0833
2015-11-10,22.449
2016-03-15,8.3333
2016-12-02,-20.0
2017-06-19,0.0
2017-06-20,-1.9231
2017-07-12,-5.8824
2017-07-20,1.1458
2017-07-25,0.0
2017-07-27,-2.1627
2017-08-30,3.1579
2017-08-31,-2.0408
2017-09-20,1.0417
2017-09-26,0.0
2017-10-10,0.0
2017-10-12,0.1031
2017-12-13,-1.7508
2017-12-20,0.6289
2018-02-05,-0.4167
2018-04-02,-0.523
2018-04-26,-2.8391
2018-04-27,0.7576
2018-04-30,-0.3222
2018-05-21,0.0
2018-05-22,-1.9397
2018-05-29,-1.6484
2018-05-31,0.2235
2018-08-28,-1.4447999999999999
2018-09-17,-0.0045
2018-09-27,-2.7149
2018-09-28,1.1628
2018-10-02,1.1494
2018-10-03,0.0
2018-12-10,-4.5455
2018-12-21,-4.7619
2018-12-28,5.0
2019-01-16,-6.5476
2019-04-26,4.4586
2019-05-02,0.0
2019-05-31,-4.5122
2019-06-04,3.4483
2019-06-26,2.4691
2019-06-28,0.0
2019-07-03,0.0
2019-07-31,0.0
2019-12-18,8.0247
2019-12-31,-1.1429
2020-01-03,-2.3121
2020-01-09,-1.1598
2020-02-11,-0.0239
2020-03-16,-2.3952
