ticker,CCSB US Equity
2018-04-09,5.694
2018-04-20,1.0101
2018-05-04,-5.0
2018-05-15,0.0
2018-05-21,0.0
2018-05-23,-0.5614
2018-05-29,0.0
2018-05-30,-0.1411
2018-06-27,0.0
2018-06-29,3.1802
2018-07-02,0.0
2018-07-13,2.7397
2018-07-19,2.8
2018-07-25,-2.7237
2018-07-31,0.0
2018-08-29,0.6667
2018-09-04,-10.596
2018-09-26,-2.2963
2018-09-27,12.5095
2018-09-28,-2.2911
2018-10-01,2.7586
2018-10-02,-2.6846
2018-10-04,0.7586
2018-10-08,1.9849
2018-10-09,0.0
2018-10-10,-1.6779
2018-10-11,-0.3413
2018-10-12,-1.3699
2018-10-16,1.0417
2018-10-19,-3.0241
2018-10-22,2.6931000000000003
2018-11-07,0.138
2018-11-12,0.0
2018-11-14,-0.0689
2018-11-15,0.069
2018-11-20,-2.55
2018-11-30,2.5460000000000003
2018-12-03,1.7241
2018-12-04,-4.6102
2018-12-11,0.0711
2018-12-12,-0.071
2018-12-18,-0.4975
2018-12-19,0.0
2018-12-20,-0.7143
2018-12-21,-5.3957
2018-12-24,-1.9011
2018-12-26,0.0
2018-12-27,1.938
2019-01-04,-1.1407
2019-01-08,-3.3846
2019-01-22,0.0
2019-01-29,7.8822
2019-02-01,2.5092
2019-02-07,1.5119
2019-02-11,-3.1915
2019-02-22,1.0989
2019-02-25,5.0725
2019-04-02,0.0
2019-05-10,-5.1724
2019-05-23,-3.6364
2019-05-24,-3.6981
2019-05-30,6.1912
2019-06-19,0.0
2019-07-05,-4.059
2019-07-08,-1.1538
2019-07-10,0.0
2019-07-29,0.2335
2019-07-30,4.8137
2019-08-01,-3.7037
2019-08-06,-0.9231
2019-08-16,4.8137
2019-08-19,0.0
2019-08-20,-3.7037
2019-08-28,5.7692
2019-08-30,0.0
2019-09-09,0.0
2019-09-11,-5.4545
2019-09-12,0.0
2019-09-13,-3.8462
2019-09-17,10.0
2019-09-19,5.0909
2019-10-01,-9.8962
2019-10-07,5.53
2019-10-30,0.8006
2019-11-04,0.0
2019-11-06,1.083
2019-11-14,1.7856999999999998
2019-11-19,0.0
2019-11-20,1.4035
2019-11-21,2.0761
2019-12-04,-5.0169
2019-12-06,7.0664
2020-01-15,-4.2667
2020-01-16,2.0891
2020-01-17,2.3192
2020-01-24,0.0
2020-02-04,0.0
2020-02-21,0.0
2020-02-25,-2.0
2020-02-26,0.0
2020-02-27,-1.3605
2020-03-02,-3.4483
2020-03-04,0.0
2020-03-09,-1.7856999999999998
2020-03-11,-5.3818
2020-03-12,-3.9193
2020-03-17,-4.0008
2020-03-23,-25.0
2020-03-24,22.2222
2020-03-27,13.6364
2020-03-31,-0.32
2020-04-06,-11.7175
2020-04-13,0.0
2020-04-16,0.0
2020-04-21,-0.9091
2020-04-23,2.7523
2020-04-24,-2.6786
2020-05-08,0.0
2020-05-20,0.0
2020-05-28,-10.0917
2020-06-01,0.0
2020-06-03,0.0
2020-06-05,22.449
2020-06-29,-16.5833
2020-07-07,0.0
2020-07-27,7.3926
