ticker,BSPA US Equity
2004-03-01,2.5
2004-03-02,0.0
2004-03-10,0.0
2004-03-25,-1.6716
2004-04-01,0.0
2004-04-14,0.0
2004-04-28,-1.6667
2004-05-06,1.6949
2004-05-12,0.0
2004-05-24,0.0
2004-07-13,1.6801
2004-07-16,0.1322
2004-08-11,2.3102
2004-08-12,-4.8387
2004-08-13,2.1017
2004-08-20,-0.3984
2004-08-23,1.6667
2004-08-24,-1.6393
2004-09-03,6.6667
2004-09-09,6.25
2004-09-10,-0.7353
2004-09-13,-1.4815
2004-09-21,12.0
2004-09-23,-1.2162
2004-10-19,-1.5048
2004-10-20,2.7778
2004-10-21,-0.6757
2004-10-26,0.6803
2004-11-02,0.0
2004-11-03,0.4054
2004-11-09,2.288
2005-02-11,-4.661
2005-03-01,0.0
2005-03-02,0.0
2005-03-08,1.3889
2005-03-10,1.3699
2005-03-14,0.6757
2005-03-16,3.3557
2005-03-23,-1.9864000000000002
2005-04-06,-1.3333
2005-04-13,-2.7027
2005-04-14,-2.7778
2005-04-18,0.0
2005-04-26,0.0
2005-04-29,0.0
2005-05-12,-3.5714
2005-06-14,3.7037
2005-07-01,-0.0288
2005-07-29,2.1583
2005-08-10,-1.4085
2005-08-18,0.0
2005-08-19,-2.8571
2005-08-22,-2.9412000000000003
2005-08-24,-4.5455
2005-09-08,0.0
2005-09-14,3.1746
2005-09-16,0.0
2005-09-19,0.0
2005-09-20,0.7385
2005-09-21,-1.5385
2005-09-22,4.6875
2005-09-27,-4.4776
2005-10-21,0.0
2005-11-02,9.375
2005-11-03,0.2857
2005-11-04,5.4131
2005-11-07,4.0541
2005-11-15,6.4935
2005-12-05,7.3171
2005-12-06,1.7045
2005-12-07,1.6760000000000002
2005-12-12,0.0
2005-12-16,0.0
2005-12-19,-0.1758
2005-12-21,0.1761
2005-12-22,-4.9451
2005-12-27,2.3256
2005-12-29,3.1136
2005-12-30,3.5927
2006-01-03,-2.1277
2006-01-04,0.0
2006-01-05,-1.087
2006-01-06,-1.8681
2006-01-10,-1.4558
2006-01-11,-8.5227
2006-01-12,-3.1056
2006-01-13,-7.6923
2006-01-19,5.5556
2006-01-27,-5.2632
2006-01-31,0.0
2006-02-03,2.7778
2006-02-08,3.3784
2006-02-09,0.6536
2006-02-13,-6.4935
2006-02-15,-1.3889
2006-02-21,4.2254
2006-03-01,-2.7027
2006-03-03,0.0
2006-03-06,0.0
2006-03-08,0.0
2006-03-09,2.7778
2006-03-10,2.7027
2006-03-31,1.9868000000000001
2006-04-03,0.0
2006-04-05,1.2987
2006-04-06,-2.5641
2006-04-07,2.6316
2006-04-10,0.0
2006-04-11,0.0
2006-04-13,1.4102999999999999
2006-04-17,0.0
2006-04-19,1.1378
2006-04-27,2.5
2006-04-28,0.0
2006-05-02,1.2195
2006-05-11,-1.2048
2006-05-15,3.6585
2006-05-16,-5.8824
2006-05-17,0.0
2006-06-01,-0.625
2006-06-05,4.4025
2006-06-08,2.4096
2006-06-09,-3.5294
2006-06-13,-0.6098
2006-06-20,-1.227
2006-06-21,-0.875
2006-06-26,1.3871
2006-07-13,-1.6169
2006-07-14,0.0
2006-07-17,4.1719
2006-07-19,2.1845
2006-08-09,-4.9881
2006-08-10,3.125
2006-08-11,-2.9091
2006-08-16,6.1174
2006-08-17,-3.5294
2006-09-29,-0.6135
2006-10-04,0.0
2006-10-12,-0.7407
2006-11-02,0.7463
2006-11-21,3.7037
2006-11-22,-4.6429
2006-12-22,0.5278
2006-12-27,-0.625
2006-12-29,0.6289
2007-01-03,-1.75
2007-01-04,1.7812000000000001
2007-01-10,0.625
2007-01-16,0.0
2007-01-24,-1.2174
2007-01-30,3.1187
2007-02-09,-2.439
2007-02-14,-3.75
2007-02-16,1.2987
2007-03-14,-3.588
2007-03-27,1.3387
2007-04-05,0.2642
2007-04-09,5.4018
2007-04-18,-5.375
2007-05-02,0.0
2007-05-03,1.7173
2007-05-18,-2.5974
2007-05-25,-1.3333
2007-06-08,0.0
2007-06-11,2.7027
2007-06-14,1.3514
2007-06-18,0.6536
2007-06-19,0.6494
2007-06-29,5.8065
2007-07-03,0.0
2007-07-11,0.0
2007-08-30,0.7317
2007-10-24,-4.9708
2007-12-10,-9.6154
2007-12-11,2.8369
2007-12-27,5.6436
2008-01-07,0.6579
2008-01-14,0.0
2008-01-15,0.0
2008-01-18,0.0
2008-01-22,-0.6536
2008-01-23,0.0
2008-02-28,-7.8947
2008-03-27,9.447
2008-03-28,0.0
2008-04-01,0.0
2008-04-03,0.0
2008-04-08,-2.6579
2008-04-10,-0.5137
2008-04-11,-8.8315
2008-05-01,4.2325
2008-05-02,0.0
2008-05-12,4.8041
2008-05-16,0.2729
2008-05-19,-2.0408
2008-07-01,6.243
2008-08-12,-1.9763
2008-11-13,-2.4919000000000002
2008-12-11,0.0
2008-12-18,0.8403
2008-12-19,0.0
2009-01-02,-15.0
2009-01-13,0.1634
2009-01-15,-8.646
2009-01-21,-6.25
2009-01-22,0.0
2009-01-23,0.0
2009-02-09,-6.6667
2009-02-10,-1.6327
2009-02-18,1.6598000000000002
2009-02-25,-2.0408
2009-03-10,-13.9583
2009-03-23,13.0221
2009-03-31,52.1739
2009-05-27,-20.0
2009-05-29,7.1429
2009-06-01,-6.6667
2009-06-02,0.0
2009-06-11,0.0
2009-06-29,1.083
2009-06-30,3.5714
2009-07-24,3.4483
2009-07-28,-2.5
2009-08-11,-0.8547
2009-08-12,0.0
2009-08-31,3.4483
2009-09-15,-3.3333
2009-10-01,-1.7241
2009-10-02,-0.8772
2009-11-11,-0.8945
2009-11-16,0.0
2009-11-18,6.4982
2009-11-19,-3.3898
2009-12-28,-7.7687
2009-12-29,0.0
2009-12-31,-1.9231
2010-01-15,-1.5686
2010-01-21,6.5737
2010-02-10,6.5421
2010-02-25,-11.7544
2010-03-08,3.3797
2010-03-10,1.1923
2010-03-18,1.9231
2010-03-19,0.0
2010-03-24,0.0
2010-03-31,0.0
2010-04-07,0.0
2010-04-08,-1.8868
2010-04-27,9.2308
2010-04-28,-4.0493
2010-05-04,0.0
2010-05-19,0.0
2010-05-24,6.422
2010-06-08,-3.4483
2010-06-14,-2.4919000000000002
2010-06-15,-1.2963
2010-07-16,12.5704
2010-08-12,-6.6667
2010-08-23,3.5714
2010-09-01,0.0
2010-09-03,3.4483
2010-10-04,-5.6922
2010-10-12,3.5714
2010-10-13,-1.5516999999999999
2010-11-22,3.3275
2010-11-23,-3.2203
2010-12-02,3.3275
2010-12-07,0.0
2010-12-09,-3.2545
2010-12-15,4.4618
2011-01-03,0.0
2011-01-12,0.0
2011-01-13,0.0
2011-01-21,-3.3898
2011-01-25,5.2632
2011-01-31,0.0
2011-02-01,0.0
2011-02-09,0.0
2011-02-24,0.8333
2011-02-25,0.0
2011-02-28,0.8264
2011-03-01,0.0
2011-03-10,-0.6293
2011-03-16,0.0333
2011-04-25,0.1333
2011-05-10,3.1614
2011-05-12,1.6129
2011-06-08,-0.2857
2011-06-09,9.8071
2011-06-27,-0.4392
2011-07-08,-5.8824
2011-07-12,0.0
2011-07-13,0.3125
2011-07-18,-3.1153
2011-07-21,12.5402
2011-07-28,-8.5714
2011-08-01,-2.8125
2011-08-04,-0.1608
2011-08-08,-0.161
2011-08-09,0.0
2011-08-11,0.0
2011-08-12,0.0
2011-08-16,0.0
2011-08-17,0.0
2011-08-18,0.0
2011-08-19,0.0
2011-08-22,0.0
2011-08-23,0.0
2011-08-29,0.0
2011-08-31,0.0
2011-09-21,1.0101
2011-09-22,0.0
2011-09-29,0.0
2011-10-03,0.0
2011-10-05,-1.6129
2011-10-06,1.6393
2011-10-07,-28.2258
2011-10-10,39.3258
2011-10-12,-1.6129
2011-10-13,0.0
2011-10-27,1.6393
2011-10-28,0.0
2011-11-04,-1.6129
2011-11-11,0.0
2011-11-15,4.918
2011-11-28,-3.125
2011-12-14,1.0101
2011-12-28,0.0
2012-01-03,0.0
2012-01-04,61.2903
2012-01-09,-38.0
2012-02-21,0.1613
2012-02-23,0.0
2012-03-09,1.0085
2012-03-12,2.0934
2012-03-21,-2.0505
2012-03-26,2.0934
2012-03-30,-2.2082
2012-04-02,0.7419
2012-04-03,-0.7365
2012-04-13,0.0323
2012-05-08,-0.0322
2012-05-11,0.0
2012-05-17,3.2258
2012-06-01,-3.125
2012-06-08,1.0101
2012-06-14,0.0
2012-06-15,3.2258
2012-07-10,-3.125
2012-07-24,0.0
2012-08-16,3.2258
2012-09-17,7.2894
2012-09-18,-7.3529
2012-09-19,3.1746
2012-09-20,-0.7692
2012-12-14,0.1879
2012-12-21,-1.5625
2013-01-03,-0.7937
2013-01-04,0.0
2013-03-19,1.0019
2013-04-01,2.4
2013-05-01,0.0
2013-05-14,0.0
2013-05-28,0.0
2013-06-04,-1.5625
2013-06-06,2.597
2013-06-28,-2.0
2013-07-01,0.0
2013-07-11,-0.3508
2013-07-17,2.4
2013-07-23,1.4062999999999999
2013-07-24,-3.6672000000000002
2013-08-02,0.128
2013-08-05,3.0351
2013-08-06,-2.7907
2013-08-14,1.2759
2013-08-16,0.0
2013-08-19,3.1496
2013-08-20,8.4275
2013-09-18,-0.5682
2013-11-19,-5.0
2013-11-26,-4.6617
2013-12-02,0.1262
2013-12-03,0.0
2013-12-04,2.1109
2013-12-09,-1.1215
2013-12-13,0.0
2013-12-18,0.0315
2013-12-31,0.7874
2014-01-14,0.0
2014-02-18,0.0
2014-02-26,0.0
2014-03-04,4.6875
2014-03-10,0.934
2014-04-14,-2.9851
2014-04-21,1.5385
2014-04-22,0.0
2014-04-25,3.7879
2014-04-29,-3.6496
2014-05-01,0.0
2014-05-02,4.5455
2014-05-06,-1.4493
2014-05-09,-3.6765
2014-05-13,1.5267
2014-05-15,-0.7218
2014-06-10,5.5046
2014-06-11,-2.8696
2014-06-18,-1.5219
2014-07-07,-0.6667
2014-07-10,17.4497
2014-07-11,-1.9481000000000002
2014-08-14,-11.6556
2014-09-23,5.9322
2014-12-02,0.2857
2014-12-03,0.5983
2014-12-08,2.8571
2014-12-11,-4.5556
2015-01-23,-0.6985
2015-02-02,1.1137
2015-02-13,-1.1014
2015-04-17,0.562
2015-05-01,0.0
2015-10-07,4.8532
2015-10-29,-3.5714
2016-02-11,0.7775
2016-04-28,0.9284
2016-07-19,0.9284
2016-08-12,1.6320000000000001
2016-11-07,4.449
2016-11-30,1.0155
2016-12-02,0.0
2016-12-21,4.2254
2016-12-22,2.027
2016-12-23,-1.9868000000000001
2016-12-27,2.5676
2017-01-20,0.0
2017-02-10,0.1318
2017-02-16,0.0263
2017-03-23,1.6179999999999999
2017-03-30,0.0
2017-04-07,4.4114
2017-04-13,0.0
2017-04-19,5.375
2017-06-07,-2.0076
2017-06-14,0.0
2017-06-16,0.0
2017-07-27,0.0
2017-08-03,-3.6585
2017-09-05,5.8944
2017-09-11,-2.2892
2017-10-19,1.7263
2017-11-03,0.0242
2017-11-14,1.7934999999999999
2017-11-15,-0.5952
2017-11-20,2.9939999999999998
2018-02-13,7.7536000000000005
2018-04-03,0.7226
2018-04-24,-1.3043
2018-04-27,1.3216
2018-04-30,0.0
2018-05-03,-1.087
2018-05-04,1.0989
2018-05-08,0.0
2018-05-22,2.1957
2018-06-12,2.8278
2018-06-18,8.3333
2018-06-25,1.9231
2018-07-05,0.0
2018-07-16,-1.8868
2018-07-18,3.8462
2018-07-19,0.0
2018-07-27,-3.7037
2018-08-07,0.0962
2018-08-16,-0.0922
2018-08-20,-0.0038
2018-08-30,5.7692
2018-09-13,-3.0547
2018-10-12,-1.4151
2018-11-02,-1.4354
2018-11-29,0.9709
2018-12-10,-1.8077
2018-12-13,0.6267
2018-12-18,0.0
2018-12-20,-2.0372
2018-12-26,-1.9996
2019-01-03,0.1836
2019-01-30,2.8513
2019-02-01,-0.495
2019-02-11,1.4726
2019-02-26,1.4905
2019-03-07,14.0097
2019-03-29,-2.0112
2019-04-01,0.0174
2019-04-09,-9.1304
2019-04-18,3.3493
2019-04-22,6.4444
2019-05-07,0.0348
2019-05-31,0.0
2019-06-05,0.0
2019-06-24,-10.7924
2019-07-02,2.9608
2019-07-23,3.3137
2019-07-24,-2.3041
2019-07-25,1.8868
2019-07-29,1.8519
2019-07-30,-1.8182
2019-08-05,3.7037
2019-08-08,-5.1786
2019-08-13,0.7533
2019-08-29,-0.7477
2019-09-16,3.2784
2019-09-20,0.9174
2019-09-26,0.0909
2019-09-27,8.9918
2019-09-30,-7.9833
2019-10-01,2.7893
2019-10-29,-2.8899
2019-11-07,1.8146
2019-11-15,-0.196
2019-12-05,0.5357
2019-12-09,1.8403
2019-12-12,0.4386
2019-12-13,-0.4367
2020-03-04,5.2632
2020-03-05,0.0
2020-03-09,0.0
2020-03-12,-2.5138
2020-04-02,-19.2023
2020-04-06,2.1277
2020-04-14,0.0
2020-05-05,-10.3958
2020-05-12,2.3018
2020-05-13,4.5452
2020-06-03,-5.5433
2020-06-26,3.1772
2020-07-07,-2.2252
2020-07-14,-6.8966
2020-07-15,-0.6173
2020-07-21,3.1056
