ticker,SAKH US Equity
2010-02-10,13.3333
2010-02-17,47.0588
2010-02-22,12.0
2010-02-23,0.0
2010-02-26,-28.5714
2010-03-04,-50.0
2010-03-05,80.0
2010-03-09,33.3333
2010-04-21,-40.0
2010-04-22,0.0
2010-04-27,22.9167
2010-04-29,0.0
2010-05-04,-16.9492
2010-05-07,-13.6054
2010-05-11,-37.0079
2010-05-13,-3.75
2010-05-14,0.0
2010-05-18,0.0
2010-05-25,64.9351
2010-06-02,-25.1969
2010-06-09,-29.4737
2010-06-10,0.0
2010-06-17,0.0
2010-06-21,-1.4925
2010-06-28,1.5152
2010-07-02,-25.3731
2010-08-16,-62.0
2010-08-17,0.0
2010-08-18,-15.7895
2010-08-19,-6.25
2010-08-20,146.6667
2010-08-23,-2.7027
2010-08-25,0.0
2010-08-27,2.7778
2010-09-02,108.1081
2010-09-03,3.8961
2010-09-07,0.0
2010-09-08,12.5
2010-09-28,5.5556
2010-10-04,0.0
2010-11-01,-68.4211
2010-11-02,233.3333
2010-12-08,-79.0
2011-01-07,42.8571
2011-07-08,233.3333
2011-07-11,30.0
2011-07-19,-38.4615
2011-07-20,0.0
2011-07-21,0.0
2011-07-22,0.0
2011-07-25,0.0
2011-07-26,0.0
2011-07-28,-25.0
2011-08-04,-33.3333
2011-08-22,0.0
2011-09-01,0.0
2011-09-08,150.0
2011-09-14,0.0
2011-09-27,-50.0
2011-09-30,40.0
2011-10-04,14.2857
2011-10-07,0.0
2011-10-19,-37.5
2011-10-24,60.0
2011-11-18,0.0
2011-12-12,0.0
2012-04-02,537.5
2012-04-03,-84.3137
2012-04-09,25.0
2012-04-10,-40.0
2012-04-18,-16.6667
2012-04-26,-40.0
2012-05-09,36.6667
2012-08-24,-36.5854
2012-09-25,0.0
2012-09-26,-42.3077
2013-06-26,433.3333
2013-09-27,-75.0
2013-10-03,-95.0
2013-11-13,-68.75
2013-12-11,0.0
2014-01-06,20.0
2014-05-05,2566.6667
2014-05-14,-90.0
2014-07-15,1200.0
2014-07-30,-61.5385
2014-08-04,-40.0
2014-08-25,-16.6667
2014-09-02,60.0
2014-09-03,100.0
2014-09-04,12.5
2014-09-05,0.0
2014-09-09,11.1111
2014-09-12,0.0
2014-09-17,-20.0
2014-09-18,25.0
2014-09-19,0.0
2014-09-30,0.0
2014-10-07,-25.0
2014-10-27,-20.0
2014-12-09,0.0
2014-12-15,0.0
2014-12-22,50.0
2014-12-23,11.1111
2015-01-15,200.0
2015-01-20,-75.0
2015-01-22,20.0
2015-02-13,66.6667
2015-02-26,33.75
2015-03-03,-50.1558
2015-03-12,0.0
2015-03-13,50.0
2015-03-23,-26.6667
2015-03-24,36.3636
2015-03-25,-16.6667
2015-03-27,-16.0
2015-04-17,-4.7619
2015-04-23,-15.0
2015-04-30,0.0
2015-05-05,0.0
2015-05-11,17.647100000000002
2015-06-23,-15.0
2015-07-28,0.0
2015-08-12,17.647100000000002
2015-08-17,0.0
2015-08-20,20.0
2015-08-21,-16.6667
2015-08-24,50.0
2015-08-25,6.6667
2015-08-28,9.375
2015-09-01,-14.2857
2015-09-02,-20.0
2015-09-03,0.0
2015-09-04,0.0
2015-09-09,41.6667
2015-09-10,5.8824
2015-09-16,-5.5556
2015-09-17,5.8824
2015-10-05,-11.1111
2015-10-07,-12.5
2015-10-13,6.25
2015-10-14,0.8403
2015-10-15,0.0
2015-10-16,6.6667
2015-10-21,0.0
2015-10-22,25.0
2015-11-04,-25.0
2015-11-05,-11.6667
2015-11-09,-1.8868
2015-11-11,3.8462
2015-11-13,3.7037
2015-11-30,7.1429
2015-12-01,4.1667
2015-12-18,18.4
2015-12-21,-2.7027
2015-12-30,-44.4444
2015-12-31,0.0
2016-01-06,-10.0
2016-01-07,-33.3333
2016-01-08,-8.3333
2016-01-20,27.2727
2016-02-08,-14.2857
2016-03-23,0.0
2016-04-12,-16.6667
2016-05-12,0.0
2016-05-19,20.0
2016-05-20,-50.0
2016-06-01,166.6667
2016-06-06,-12.5
2016-06-10,-28.5714
2016-06-13,-50.0
2016-06-14,-20.0
2017-01-31,50.0
2017-02-24,-39.5833
2017-04-20,0.0
2017-06-16,-0.6897
2017-08-29,0.0
2017-08-30,0.0
2017-09-28,344.4444
2017-09-29,-85.0
2017-12-14,50.0
2017-12-21,66.6667
2018-01-10,66.6667
2018-01-30,500.0
2018-01-31,0.0
2018-02-02,33.3333
2018-02-08,-74.75
2018-02-09,0.9901
2018-02-14,123.5294
2018-02-28,-29.8246
2018-03-22,-21.875
2018-03-28,4.0
2018-04-05,47.8462
2018-04-06,4.0583
2018-04-11,-16.7
2018-04-17,38.0552
2018-04-18,5.2174
2018-04-19,-17.3554
2018-04-27,0.0
2018-05-02,-25.0
2018-05-10,35.3333
2018-05-24,0.0
2018-05-29,1.3793
2018-06-04,-1.3605
2018-06-15,-1.4778
2018-07-05,0.0
2018-07-13,5.0
2018-07-30,23.3333
2018-09-17,-24.2471
2018-09-19,1.9367999999999999
2018-09-20,25.0
2018-09-21,-10.0
2018-09-24,-4.4444
2018-09-25,-16.2791
2018-10-02,0.0
2018-10-04,-14.4444
2018-10-05,10.3896
2018-10-17,-41.1765
2018-10-22,16.5
2018-11-09,-5.5794
2018-11-12,0.0
2018-11-14,5.9091000000000005
2018-11-16,50.2146
2018-11-19,-42.8571
2018-12-12,-15.0
2018-12-14,41.1765
2018-12-18,-24.75
2018-12-27,10.6312
2018-12-31,0.1001
2019-01-07,-13.0
2019-01-09,-2.2989
2019-02-05,41.1765
2019-02-06,66.6667
2019-02-07,47.5
2019-02-08,29.8305
2019-02-12,-16.4491
2019-02-13,9.375
2019-02-19,-14.1429
2019-02-20,3.1614
2019-03-20,-35.4839
2019-03-21,0.0
2019-04-02,0.0
2019-04-04,-0.35
2019-04-05,0.3512
2019-04-12,-35.0
2019-05-03,0.0
2019-05-31,0.0
2019-06-11,0.0
2019-11-06,92.3077
2019-11-07,-6.0
2019-11-11,-21.2766
2019-11-13,8.1081
2019-11-14,0.0
2019-11-18,36.0
2019-11-19,-42.6471
2019-11-20,28.8462
2019-12-02,-20.398
2019-12-06,-2.5
2019-12-11,2.5641
2019-12-20,-3.125
2019-12-30,10.3226
2020-01-09,0.0
2020-01-21,-6.4327
2020-02-26,0.0
2020-02-27,24.375
2020-03-19,-49.7487
2020-04-20,99.0
2020-07-02,-49.7487
2020-07-09,50.0
2020-07-17,0.0
2020-07-27,-28.1667
2020-07-28,-9.0487
2020-07-31,14.7959
