ticker,BJ US Equity
2018-11-13,-1.2328999999999999
2018-11-14,-2.0508
2018-11-15,-1.6841
2018-11-16,-2.5926
2018-11-19,-4.6103
2018-11-20,-1.1958
2018-11-21,11.1952
2018-11-23,-0.7256
2018-11-26,4.4312000000000005
2018-11-27,-0.7437
2018-11-28,4.8039
2018-11-29,-3.196
2018-11-30,1.4769999999999999
2018-12-03,2.0976
2018-12-04,-3.6897
2018-12-06,2.8298
2018-12-07,-0.6774
2018-12-10,1.705
2018-12-11,1.7603
2018-12-12,-0.8649
2018-12-13,-0.914
2018-12-14,-5.2411
2018-12-17,-1.5487
2018-12-18,2.7416
2018-12-19,-0.2187
2018-12-20,-0.9645
2018-12-21,-8.4108
2018-12-24,-3.7699
2018-12-26,6.7303
2018-12-27,1.5059
2018-12-28,0.8809
2018-12-31,1.8382
2019-01-02,3.8809
2019-01-03,-1.4335
2019-01-04,0.2204
2019-01-07,3.3861
2019-01-08,-2.6372
2019-01-09,3.1018
2019-01-10,1.8643999999999998
2019-01-11,-1.0815
2019-01-14,0.4205
2019-01-15,1.34
2019-01-16,3.9256
2019-01-17,-2.7833
2019-01-18,0.6135
2019-01-22,2.7641999999999998
2019-01-23,-2.1756
2019-01-24,2.1836
2019-01-25,3.6407
2019-01-28,1.3746
2019-01-29,0.1507
2019-01-30,0.6769
2019-01-31,-1.7183000000000002
2019-02-01,0.6081
2019-02-04,0.8311
2019-02-05,0.5995
2019-02-06,0.1862
2019-02-07,-0.1487
2019-02-08,-2.3455
2019-02-11,-3.5456
2019-02-12,0.6719
2019-02-13,0.0785
2019-02-14,1.4123
2019-02-15,0.0387
2019-02-19,0.3094
2019-02-20,2.1588
2019-02-21,-3.8113
2019-02-22,1.4908000000000001
2019-02-25,-1.5074999999999998
2019-02-26,-0.4317
2019-02-27,-0.1577
2019-02-28,-0.0395
2019-03-01,1.1058
2019-03-04,1.4844
2019-03-05,2.4634
2019-03-06,-3.7566
2019-03-07,-2.1077
2019-03-08,-1.3158
2019-03-11,2.8687
2019-03-12,-0.0786
2019-03-13,1.1006
2019-03-14,0.8554
2019-03-15,-1.9661
2019-03-18,0.9831
2019-03-19,0.0779
2019-03-20,2.1401
2019-03-21,2.3619
2019-03-22,-2.7912
2019-03-25,0.536
2019-03-26,1.5994000000000002
2019-03-27,0.5247
2019-03-28,0.9321
2019-03-29,1.2191
2019-04-01,0.6934
2019-04-02,-0.2175
2019-04-03,1.9252
2019-04-04,1.283
2019-04-05,-0.3871
2019-04-08,-0.5652
2019-04-09,-0.1421
2019-04-10,1.3874
2019-04-11,0.2105
2019-04-12,0.6653
2019-04-15,0.5565
2019-04-16,-0.1384
2019-04-17,-0.5542
2019-04-18,-0.5921
2019-04-22,-3.9594
2019-04-23,1.9701
2019-04-24,-0.3578
2019-04-25,-1.0054
2019-04-26,0.399
2019-04-29,1.0116
2019-04-30,1.3948
2019-05-01,-1.0582
2019-05-02,0.3565
2019-05-03,1.0657
2019-05-06,-0.7733
2019-05-07,-7.368
2019-05-08,1.4914
2019-05-09,1.0927
2019-05-10,1.5281
2019-05-13,-3.7077999999999998
2019-05-14,1.1437
2019-05-15,-0.6785
2019-05-16,-2.2011
2019-05-17,-0.7761
2019-05-20,-0.8604
2019-05-21,0.8284
2019-05-22,-0.5869
2019-05-23,2.9122
2019-05-24,1.9503
2019-05-28,-2.1005
2019-05-29,-2.5286999999999997
2019-05-30,-1.022
2019-05-31,-0.7943
2019-06-03,-0.7206
2019-06-04,2.6612999999999998
2019-06-05,-2.828
2019-06-06,-1.5764
2019-06-07,1.6838
2019-06-10,-1.4136
2019-06-11,1.3929
2019-06-12,-0.8485
2019-06-13,0.8965
2019-06-14,-0.8885
2019-06-17,1.0187
2019-06-18,1.2908
2019-06-19,2.1107
2019-06-20,0.234
2019-06-21,-1.6732
2019-06-24,-0.6332
2019-06-25,1.593
2019-06-26,0.9016
2019-06-27,2.8749000000000002
2019-06-28,-0.3021
2019-07-01,-0.8333
2019-07-02,-1.4897
2019-07-03,0.1939
2019-07-05,0.4257
2019-07-08,-0.1541
2019-07-09,-5.5963
2019-07-10,-2.6983
2019-07-11,-0.8824
2019-07-12,2.3739
2019-07-15,1.2836
2019-07-16,1.063
2019-07-17,-1.1731
2019-07-18,1.6783000000000001
2019-07-19,-1.0467
2019-07-22,-1.546
2019-07-23,0.0
2019-07-24,-1.2810000000000001
2019-07-25,0.8372
2019-07-26,-0.9132
2019-07-29,-0.1257
2019-07-30,0.0419
2019-07-31,-1.2159
2019-08-01,-1.7402
2019-08-02,1.8143
2019-08-05,-2.0365
2019-08-06,3.2482
2019-08-07,0.6711
2019-08-08,0.0417
2019-08-09,-3.3319
2019-08-12,-5.601
2019-08-13,0.639
2019-08-14,-4.1723
2019-08-15,0.5206
2019-08-16,2.0716
2019-08-19,-0.0461
2019-08-20,-0.1846
2019-08-21,4.2534
2019-08-22,17.1619
2019-08-23,-5.2612
2019-08-26,3.5557
2019-08-27,-1.196
2019-08-28,2.5770999999999997
2019-08-29,1.2943
2019-08-30,-1.3153000000000001
2019-09-03,-0.3808
2019-09-04,0.6881
2019-09-05,3.1511
2019-09-06,0.2208
2019-09-09,1.6893
2019-09-10,-0.0722
2019-09-11,1.5179
2019-09-12,-2.1004
2019-09-13,-0.2182
2019-09-16,-2.0044
2019-09-17,-3.7932
2019-09-18,1.5848
2019-09-19,-0.4186
2019-09-20,0.726
2019-09-23,-0.569
2019-09-24,-2.1366
2019-09-25,2.4172000000000002
2019-09-26,-1.0659
2019-09-27,-1.3082
2019-09-30,0.8577
2019-10-01,-2.8605
2019-10-02,-1.2336
2019-10-03,-1.1280999999999999
2019-10-04,-2.8525
2019-10-07,1.3841999999999999
2019-10-08,0.5379
2019-10-09,-0.6173
2019-10-10,1.4493
2019-10-11,2.449
2019-10-14,-1.0359
2019-10-15,0.8454
2019-10-16,-1.0778
2019-10-17,1.4123999999999999
2019-10-18,0.0796
2019-10-21,0.8748
2019-10-22,2.1285
2019-10-23,1.2349999999999999
2019-10-24,-1.9062000000000001
2019-10-25,1.2437
2019-10-28,-0.5758
2019-10-29,-2.8571
2019-10-30,0.6757
2019-10-31,5.4086
2019-11-01,1.6854
2019-11-04,-0.5157
2019-11-05,-0.5924
2019-11-06,-0.3352
2019-11-07,0.8969
2019-11-08,-0.6296
2019-11-11,-1.23
2019-11-12,0.7547
2019-11-13,-0.2247
2019-11-14,-0.1502
2019-11-15,0.0376
2019-11-18,2.4051
2019-11-19,-3.4128
2019-11-20,-1.4818
2019-11-21,-8.0602
2019-11-22,-2.307
2019-11-25,1.7604
2019-11-26,1.3924
2019-11-27,-0.8739
2019-11-29,-0.5038
2019-12-02,-0.1688
2019-12-03,0.9721
2019-12-04,-0.7116
2019-12-05,-1.1383
2019-12-06,0.3838
2019-12-09,-0.0425
2019-12-10,-0.6375
2019-12-11,0.3849
2019-12-12,1.4061
2019-12-13,-0.8403
2019-12-16,-0.339
2019-12-17,1.318
2019-12-18,-2.2661
2019-12-19,-2.2327
2019-12-20,-0.9223
2019-12-23,-1.3740999999999999
2019-12-24,0.8989
2019-12-26,0.49
2019-12-27,0.8865
2019-12-30,0.1318
2019-12-31,-0.2194
2020-01-02,-0.6157
2020-01-03,-0.9735
2020-01-06,2.815
2020-01-07,-0.9126
2020-01-08,0.0877
2020-01-09,-0.482
2020-01-10,0.6605
2020-01-13,0.1312
2020-01-14,1.3106
2020-01-15,-0.6037
2020-01-16,-1.3883
2020-01-17,0.22
2020-01-21,-1.1853
2020-01-22,-2.4434
2020-01-23,0.7286
2020-01-24,-2.7577
2020-01-27,-1.3947
2020-01-28,-0.8958
2020-01-29,-0.666
2020-01-30,1.6762000000000001
2020-01-31,-3.3443
2020-02-03,-0.1949
2020-02-04,3.7109
2020-02-05,1.2711999999999999
2020-02-06,-0.186
2020-02-07,-1.4439
2020-02-10,0.0
2020-02-11,0.3781
2020-02-12,1.3653
2020-02-13,2.2294
2020-02-14,-0.6815
2020-02-18,0.0915
2020-02-19,-0.457
2020-02-20,0.5051
2020-02-21,-2.0557
2020-02-24,-4.5709
2020-02-25,-1.7107
2020-02-26,-2.0885
2020-02-27,0.1524
2020-02-28,-2.3327
2020-03-02,9.3458
2020-03-03,-1.0921
2020-03-04,3.9846
2020-03-05,6.1404
2020-03-06,4.0017
2020-03-09,-3.0531
2020-03-10,2.157
2020-03-11,-7.8547
2020-03-12,2.8872999999999998
2020-03-13,5.9243
2020-03-16,-2.0185
2020-03-17,15.8369
2020-03-18,11.6339
2020-03-19,-13.0435
2020-03-20,-5.7634
2020-03-23,-2.7946999999999997
2020-03-24,-4.5
2020-03-25,1.2652999999999999
2020-03-26,6.2042
2020-03-27,-0.0406
2020-03-30,3.8961
2020-03-31,-0.5078
2020-04-01,-1.5705
2020-04-02,5.2254
2020-04-03,-1.4405000000000001
2020-04-06,2.6538
2020-04-07,0.7868
2020-04-08,-3.4572
2020-04-09,-3.273
2020-04-13,-0.1194
2020-04-14,3.9458
2020-04-15,-3.1058
2020-04-16,4.4321
2020-04-17,2.3115
2020-04-20,-2.4444
2020-04-21,-1.8603
2020-04-22,0.2708
2020-04-23,2.0833
2020-04-24,1.5117
2020-04-27,2.4944
2020-04-28,-3.8867000000000003
2020-04-29,-1.6629
2020-04-30,1.1145
2020-05-01,-0.5701
2020-05-04,2.2554
2020-05-05,-0.6729
2020-05-06,1.5055
2020-05-07,0.1854
2020-05-08,1.1103
2020-05-11,3.4041
2020-05-12,1.1327
2020-05-13,-0.175
2020-05-14,0.1052
2020-05-15,-0.4203
2020-05-18,1.7587000000000002
2020-05-19,-1.6937
2020-05-20,1.8636
2020-05-21,21.677599999999998
2020-05-22,5.2199
2020-05-26,-2.8579
2020-05-27,0.0
2020-05-28,-1.1102
2020-05-29,1.0385
2020-06-01,1.8611
2020-06-02,-0.5454
2020-06-03,-0.6307
2020-06-04,-5.7671
2020-06-05,1.6691
2020-06-08,-2.477
2020-06-09,1.0632
2020-06-10,-0.0584
2020-06-11,-1.1111
2020-06-12,-1.2713999999999999
2020-06-15,1.4376
2020-06-16,4.1335
2020-06-17,-1.5310000000000001
2020-06-18,-0.5471
2020-06-19,4.9508
2020-06-22,2.3724
2020-06-23,-2.3174
2020-06-24,1.7379
2020-06-25,-2.4946
2020-06-26,-0.9733
2020-06-29,6.3465
2020-06-30,-1.5844
2020-07-01,1.2342
2020-07-02,-2.0143
2020-07-06,-0.1082
2020-07-07,0.704
2020-07-08,1.3444
2020-07-09,2.7594
2020-07-10,0.1291
2020-07-13,0.5415
2020-07-14,2.9751
2020-07-15,-2.5903
2020-07-16,0.6648
2020-07-17,0.8382
2020-07-20,1.4861
2020-07-21,0.3723
2020-07-22,2.4728
2020-07-23,-1.2066
2020-07-24,-2.1250999999999998
2020-07-27,2.4956
2020-07-28,0.5357
2020-07-29,0.8234
2020-07-30,-2.7384
2020-07-31,-1.0867
