ticker,DRVD US Equity
2019-04-02,10.2362
2019-04-03,5.3571
2019-04-04,-3.3898
2019-04-05,3.5088
2019-04-08,-1.6949
2019-04-09,-2.4138
2019-04-10,2.4735
2019-04-11,3.4483
2019-04-12,-8.3333
2019-04-15,8.0
2019-04-16,-2.3569
2019-04-17,-24.1379
2019-04-18,2.2682
2019-04-22,-26.6634
2019-04-23,6.0606
2019-04-24,8.5714
2019-04-25,2.1053
2019-04-26,5.6701
2019-04-29,0.0
2019-04-30,0.0
2019-05-01,-18.0488
2019-05-02,4.1667
2019-05-03,14.2857
2019-05-06,-9.0
2019-05-07,2.7473
2019-05-08,-7.4866
2019-05-09,1.3006
2019-05-10,-2.4251
2019-05-13,0.5848
2019-05-14,-5.0581
2019-05-15,0.7961
2019-05-16,-8.2625
2019-05-17,-12.5828
2019-05-20,13.6364
2019-05-21,8.0
2019-05-22,4.9383
2019-05-23,-0.5882
2019-05-24,-5.3254
2019-05-28,-18.75
2019-05-29,5.7692
2019-05-30,5.4545
2019-05-31,-6.2069
2019-06-03,-15.4412
2019-06-04,10.4348
2019-06-05,-2.3622
2019-06-06,-3.2258
2019-06-07,2.5
2019-06-10,-8.1301
2019-06-11,-4.4248
2019-06-12,1.8519
2019-06-13,-2.7273
2019-06-14,0.9346
2019-06-17,8.3333
2019-06-18,-5.9829
2019-06-19,3.6364
2019-06-20,-1.7544
2019-06-21,2.6786
2019-06-24,0.0
2019-06-25,-8.6957
2019-06-26,6.6667
2019-06-27,-17.7679
2019-06-28,2.5733
2019-07-01,-2.6146000000000003
2019-07-02,0.0
2019-07-03,1.087
2019-07-05,-3.2258
2019-07-08,-3.3333
2019-07-09,-9.1954
2019-07-10,1.2658
2019-07-11,8.75
2019-07-12,6.8850999999999996
2019-07-15,-8.5923
2019-07-16,3.5294
2019-07-17,2.2727
2019-07-18,1.1111
2019-07-19,-3.7912
2019-07-22,-2.9126
2019-07-23,-7.2353
2019-07-24,-3.6145
2019-07-25,39.4737
2019-07-26,-20.7547
2019-07-29,0.0
2019-07-30,-1.1786
2019-07-31,2.3973
2019-08-01,5.8824
2019-08-02,-1.1111
2019-08-05,0.0
2019-08-06,-1.1236
2019-08-07,-9.0795
2019-08-08,-1.2623
2019-08-09,3.7975
2019-08-12,-4.878
2019-08-13,-16.0256
2019-08-14,9.1603
2019-08-15,-2.0839
2019-08-16,7.1276
2019-08-19,-1.3267
2019-08-20,-5.4118
2019-08-21,-4.2857
2019-08-22,-2.9851
2019-08-23,10.0
2019-08-26,0.0
2019-08-27,-7.6923
2019-08-28,4.0909
2019-08-30,-12.6638
2019-09-03,15.0
2019-09-04,0.0
2019-09-05,-1.4493
2019-09-09,-3.6765
2019-09-10,-0.7634
2019-09-11,10.7692
2019-09-12,-1.3889
2019-09-13,-7.0423
2019-09-16,18.1818
2019-09-17,-1.2821
2019-09-18,-9.0909
2019-09-19,-7.1429
2019-09-20,7.6923
2019-09-23,-5.7143
2019-09-24,6.0606
2019-09-25,-2.8571
2019-09-26,-1.4706000000000001
2019-09-27,4.4776
2019-09-30,-1.4285999999999999
2019-10-01,-13.0435
2019-10-02,28.3333
2019-10-03,1.2987
2019-10-04,-16.6667
2019-10-07,22.3077
2019-10-08,0.0409
2019-10-09,-1.9268999999999998
2019-10-10,-16.6667
2019-10-11,29.2308
2019-10-14,0.0
2019-10-15,-15.4762
2019-10-16,12.6761
2019-10-17,0.0
2019-10-18,11.25
2019-10-21,-15.7303
2019-10-22,9.3333
2019-10-23,4.878
2019-10-24,-11.0465
2019-10-25,-7.1895
2019-10-28,4.2254
2019-10-29,13.5135
2019-10-30,-14.2857
2019-10-31,0.0
2019-11-01,4.1667
2019-11-04,0.0
2019-11-05,1.3333
2019-11-06,11.8421
2019-11-07,-5.8824
2019-11-08,-11.25
2019-11-11,-1.4085
2019-11-12,-7.1429
2019-11-13,5.3077
2019-11-14,-18.9189
2019-11-15,33.1532
2019-11-18,-7.9838000000000005
2019-11-19,-16.1765
2019-11-20,10.526299999999999
2019-11-21,-9.5238
2019-11-22,5.2632
2019-11-25,6.6667
2019-11-26,-8.5938
2019-11-27,0.0
2019-11-29,11.094
2019-12-02,6.1702
2019-12-03,-7.2464
2019-12-04,-13.2813
2019-12-05,58.5586
2019-12-06,44.8864
2019-12-09,25.4902
2019-12-10,13.75
2019-12-11,8.2692
2019-12-12,-6.1152
2019-12-13,11.3514
2019-12-16,2.9126
2019-12-17,6.6038
2019-12-18,-15.9292
2019-12-19,-6.8421
2019-12-20,-14.6893
2019-12-23,-0.9272
2019-12-24,-4.4118
2019-12-26,-8.3916
2019-12-27,11.4504
2019-12-30,-6.1644
2019-12-31,0.0
2020-01-02,8.7591
2020-01-03,-5.3690999999999995
2020-01-06,-1.4184
2020-01-07,-4.3165
2020-01-08,-2.2556
2020-01-09,-15.3846
2020-01-10,-4.5455
2020-01-13,-19.0476
2020-01-14,-5.2941
2020-01-15,27.2547
2020-01-16,-13.6177
2020-01-17,16.3973
2020-01-21,1.9417
2020-01-22,10.4762
2020-01-23,-0.3448
2020-01-24,-2.2491
2020-01-27,7.9646
2020-01-28,6.6598
2020-01-29,7.5889
2020-01-30,6.4286
2020-01-31,-0.6711
2020-02-03,-8.7838
2020-02-04,3.7037
2020-02-05,-1.4285999999999999
2020-02-06,-13.0435
2020-02-07,3.3333
2020-02-10,-4.8387
2020-02-11,-2.5423999999999998
2020-02-12,1.7391
2020-02-13,-4.2735
2020-02-14,5.3571
2020-02-18,1.6949
2020-02-19,0.0
2020-02-20,1.6583
2020-02-21,-1.6313
2020-02-24,-6.6667
2020-02-25,-1.3393
2020-02-26,-0.4525
2020-02-27,5.4545
2020-02-28,-12.069
2020-03-02,3.9215999999999998
2020-03-03,-6.6038
2020-03-04,-1.1717
2020-03-05,-5.9689
2020-03-06,-2.1739
2020-03-09,-20.0
2020-03-10,-2.7917
2020-03-11,-7.1296
2020-03-12,-9.2308
2020-03-13,1.678
2020-03-16,0.0167
2020-03-17,5.0
2020-03-18,36.5079
2020-03-19,14.5349
2020-03-20,16.2437
2020-03-23,-16.1572
2020-03-24,6.25
2020-03-25,-3.9215999999999998
2020-03-26,7.1429
2020-03-27,12.381
2020-03-30,5.0847
2020-03-31,-7.2581
2020-04-01,-16.5217
2020-04-02,10.4167
2020-04-03,3.7736
2020-04-06,-9.0909
2020-04-07,-5.0
2020-04-08,5.2632
2020-04-09,-3.0
2020-04-13,-2.0619
2020-04-14,5.2105
2020-04-15,5.0525
2020-04-16,-4.7619
2020-04-17,-5.0
2020-04-20,-5.2632
2020-04-21,0.0
2020-04-22,-3.3333
2020-04-23,5.7471
2020-04-24,3.2609
2020-04-27,-1.0526
2020-04-28,2.1277
2020-04-29,-6.25
2020-04-30,-4.4444
2020-05-01,-2.3256
2020-05-04,0.0
2020-05-05,-3.5714
2020-05-06,4.9383
2020-05-07,-6.4706
2020-05-08,-3.1447
2020-05-11,-9.0909
2020-05-12,-2.1429
2020-05-13,24.0876
2020-05-14,5.8824
2020-05-15,-11.1222
2020-05-18,0.0125
2020-05-19,6.0625
2020-05-20,-1.0136
2020-05-21,7.0961
2020-05-22,2.279
2020-05-26,0.0
2020-05-27,-8.6957
2020-05-28,-3.5714
2020-05-29,4.6914
2020-06-01,-3.3019
2020-06-02,-2.439
2020-06-03,-6.875
2020-06-04,-2.0134
2020-06-05,2.726
2020-06-08,-1.3202
2020-06-09,1.3514
2020-06-10,-0.1333
2020-06-11,-1.2016
2020-06-12,1.2162
2020-06-15,-3.8718
2020-06-16,1.3889
2020-06-17,-4.1096
2020-06-18,-10.0
2020-06-19,-4.7619
2020-06-22,15.8333
2020-06-23,2.1583
2020-06-24,-0.1408
2020-06-25,-8.3216
2020-06-26,4.6154
2020-06-29,1.4706000000000001
2020-06-30,-9.058
2020-07-01,-4.2231
2020-07-02,8.985
2020-07-06,-8.3969
2020-07-07,0.1667
2020-07-08,-0.1664
2020-07-09,0.0
2020-07-10,0.0
2020-07-13,-8.3333
2020-07-14,-0.0182
2020-07-15,9.1107
2020-07-16,-8.3333
2020-07-17,2.6364
2020-07-20,-2.5686
2020-07-21,-9.0909
2020-07-22,14.0
2020-07-23,-3.5088
2020-07-24,3.6364
2020-07-27,0.0
2020-07-28,-9.1754
2020-07-29,1.4101
2020-07-30,-4.7619
2020-07-31,-4.0
