ticker,TRWH US Equity
2019-08-21,-0.2247
2019-08-22,0.2252
2019-08-23,-4.1348
2019-08-26,0.0938
2019-08-27,1.0304
2019-08-28,1.3445
2019-08-29,2.9276999999999997
2019-08-30,0.6667
2019-09-03,-2.0309
2019-09-04,-1.7574999999999998
2019-09-05,4.4954
2019-09-06,0.5707
2019-09-09,-0.6984
2019-09-10,2.8571
2019-09-11,3.0342
2019-09-12,-0.1244
2019-09-13,0.2492
2019-09-16,-0.8285
2019-09-17,-0.919
2019-09-18,-1.5598999999999998
2019-09-19,-0.5996
2019-09-20,-0.4739
2019-09-23,-0.1732
2019-09-24,-1.5178
2019-09-25,-1.1889
2019-09-26,-1.6488
2019-09-27,0.0
2019-09-30,3.4436
2019-10-01,-0.7446
2019-10-02,-2.1183
2019-10-03,-3.6069
2019-10-04,3.2741
2019-10-07,3.9855
2019-10-08,-2.2648
2019-10-09,0.5793
2019-10-10,-0.0443
2019-10-11,2.7481999999999998
2019-10-14,0.6499
2019-10-15,1.3345
2019-10-16,-2.7613
2019-10-17,0.0874
2019-10-18,2.0952
2019-10-21,1.4964
2019-10-22,2.7801
2019-10-23,0.2049
2019-10-24,-0.6135
2019-10-25,-0.4115
2019-10-28,2.3967
2019-10-29,-0.2825
2019-10-30,-0.688
2019-10-31,2.282
2019-11-01,0.0
2019-11-04,1.3147
2019-11-05,-0.9831
2019-11-06,-0.3971
2019-11-07,0.0797
2019-11-08,-0.8765
2019-11-11,0.0804
2019-11-12,-0.3614
2019-11-13,-0.1209
2019-11-14,-2.0178
2019-11-15,-6.0544
2019-11-18,1.3152
2019-11-19,-1.7741
2019-11-20,-0.5727
2019-11-21,1.595
2019-11-22,1.0467
2019-11-25,0.3453
2019-11-26,0.6452
2019-11-27,1.7521
2019-11-29,2.058
2019-12-02,-1.6872
2019-12-03,-0.6697
2019-12-04,-1.4328
2019-12-05,1.1116
2019-12-06,0.9725
2019-12-09,-1.1724999999999999
2019-12-10,1.6524999999999999
2019-12-11,0.5419
2019-12-12,2.4461
2019-12-13,1.983
2019-12-16,-0.0794
2019-12-17,-1.5091
2019-12-18,4.1935
2019-12-19,-1.7415
2019-12-20,1.8511
2019-12-23,1.0054
2019-12-24,-0.6891
2019-12-26,0.771
2019-12-27,-0.4208
2019-12-30,-1.1909
2019-12-31,-0.2722
2020-01-02,-1.4425
2020-01-03,-0.356
2020-01-06,2.5407
2020-01-07,-0.4259
2020-01-08,1.0886
2020-01-09,0.6538
2020-01-10,1.5285
2020-01-13,-3.0486
2020-01-14,-0.427
2020-01-15,1.0136
2020-01-16,0.3088
2020-01-17,-0.6926
2020-01-21,-0.6587
2020-01-22,1.014
2020-01-23,0.9653
2020-01-24,0.2677
2020-01-27,0.1907
2020-01-28,1.4846
2020-01-29,0.3001
2020-01-30,1.3837
2020-01-31,-1.6968
2020-02-03,-1.8386
2020-02-04,-0.6116
2020-02-05,1.6923
2020-02-06,0.3404
2020-02-07,-0.4523
2020-02-10,0.8709
2020-02-11,10.8859
2020-02-12,1.1171
2020-02-13,-0.9039
2020-02-14,0.4392
2020-02-18,-0.1009
2020-02-19,0.0673
2020-02-20,-0.3701
2020-02-21,-0.4053
2020-02-24,-0.9495
2020-02-25,-4.7244
2020-02-26,-2.2997
2020-02-27,-2.0228
2020-02-28,-2.4024
2020-03-02,-0.4231
2020-03-03,-0.1159
2020-03-04,-2.7456
2020-03-05,-8.5885
2020-03-06,-0.9174
2020-03-09,-7.4074
2020-03-10,0.3333
2020-03-11,-7.4988
2020-03-12,-15.1873
2020-03-13,0.121
2020-03-16,-24.6526
2020-03-17,-10.6656
2020-03-18,-31.149
2020-03-19,13.0378
2020-03-20,-11.7647
2020-03-23,1.6993
2020-03-24,38.3033
2020-03-25,21.0967
2020-03-26,10.3607
2020-03-27,-8.5535
2020-03-30,-3.8023
2020-03-31,2.8458
2020-04-01,-14.8347
2020-04-02,-3.7004
2020-04-03,-4.1237
2020-04-06,17.3021
2020-04-07,0.6667
2020-04-08,12.5828
2020-04-09,2.7206
2020-04-13,-5.7981
2020-04-14,3.0395
2020-04-15,-8.9233
2020-04-16,-3.4818
2020-04-17,-0.5872
2020-04-20,-4.135
2020-04-21,0.6162
2020-04-22,-0.6124
2020-04-23,1.8486
2020-04-24,18.5825
2020-04-27,2.7697000000000003
2020-04-28,5.8865
2020-04-29,7.1668
2020-04-30,-1.375
2020-05-01,-5.0697
2020-05-04,-0.267
2020-05-05,0.4685
2020-05-06,-1.2658
2020-05-07,3.7786999999999997
2020-05-08,5.6567
2020-05-11,1.2923
2020-05-12,-2.6124
2020-05-13,-6.3631
2020-05-14,1.1326
2020-05-15,1.7787
2020-05-18,10.0324
2020-05-19,3.4118
2020-05-20,5.5176
2020-05-21,1.2938
2020-05-22,1.6498
2020-05-26,4.8690999999999995
2020-05-27,5.0424
2020-05-28,-1.7586
2020-05-29,1.1611
2020-06-01,4.2085
2020-06-02,1.0096
2020-06-03,3.5438
2020-06-04,-0.2194
2020-06-05,5.0132
2020-06-08,3.8106999999999998
2020-06-09,-3.1061
2020-06-10,-0.791
2020-06-11,-8.9803
2020-06-12,2.8585000000000003
2020-06-15,1.0758
2020-06-16,3.5477
2020-06-17,2.1842
2020-06-18,-1.7184
2020-06-19,-1.4072
2020-06-22,0.8218
2020-06-23,1.9734
2020-06-24,-9.3395
2020-06-25,-0.1856
2020-06-26,-2.9289
2020-06-29,4.3103
2020-06-30,2.3416
2020-07-01,-0.4486
2020-07-02,-0.1803
2020-07-06,-0.5418
2020-07-07,-6.2642
2020-07-08,-0.339
2020-07-09,-2.8183
2020-07-10,0.5
2020-07-13,-0.8458
2020-07-14,0.5519
2020-07-15,11.2774
2020-07-16,-2.0179
2020-07-17,-2.9748
2020-07-20,-3.3019
2020-07-21,4.2927
2020-07-22,0.3742
2020-07-23,-2.4697
2020-07-24,0.5256
2020-07-27,-2.2814
2020-07-28,0.6809
2020-07-29,11.9324
2020-07-30,-0.0432
2020-07-31,-6.9085
