ticker,DDRIQ US Equity
2014-10-23,25.4545
2014-10-27,5.0725
2014-11-06,-6.8966
2014-11-18,-22.2222
2014-11-20,28.5714
2014-12-11,-38.6157
2014-12-12,-21.5627
2014-12-15,0.0
2014-12-16,38.4615
2014-12-17,5.5556
2014-12-19,-31.5789
2014-12-23,35.3846
2014-12-24,0.0
2014-12-30,0.0
2015-01-05,0.0
2015-01-06,-20.4545
2015-01-07,21.4286
2015-01-08,0.0
2015-01-09,-11.7647
2015-01-13,0.0
2015-01-14,24.0
2015-01-15,0.0
2015-01-16,0.0
2015-01-20,0.0
2015-01-21,-13.9651
2015-01-26,-0.0156
2015-01-27,6.25
2015-01-28,-5.8824
2015-01-29,-29.9844
2015-01-30,51.7518
2015-02-02,-17.6324
2015-02-03,-0.0179
2015-02-04,14.267900000000001
2015-02-09,-16.2369
2015-02-10,-10.4478
2015-02-11,0.0
2015-02-23,-41.6667
2015-02-24,31.4286
2015-02-27,-21.7391
2015-03-03,5.5556
2015-03-04,-7.8947
2015-03-06,37.1429
2015-03-10,-16.6667
2015-03-11,1.2187000000000001
2015-03-16,-25.9031
2015-03-17,16.6667
2015-03-20,0.0
2015-03-23,0.0
2015-03-24,0.0
2015-03-31,0.0
2015-04-06,15.7143
2015-04-09,4.9383
2015-04-13,7.0588
2015-04-14,-12.0879
2015-04-15,0.0
2015-04-16,21.25
2015-04-22,-48.4536
2015-04-23,8.0
2015-04-24,11.1111
2015-04-28,50.0
2015-04-29,-31.1111
2015-05-01,-9.6774
2015-05-05,42.8571
2015-05-06,12.5
2015-05-08,-13.3333
2015-05-12,21.7949
2015-05-14,-5.2632
2015-05-21,0.0
2015-05-26,-11.1111
2015-05-28,18.75
2015-05-29,4.2105
2015-06-09,4.0404
2015-07-01,0.0
2015-07-08,-32.0388
2015-07-09,0.0
2015-07-15,28.5714
2015-07-20,-22.2222
2015-09-04,14.2857
2015-09-08,-12.5
2015-09-29,-17.1429
2015-09-30,31.0345
2015-10-01,18.4211
2015-10-08,-4.4444
2015-10-09,0.0
2015-10-16,2.3256
2015-10-23,2.2727
2015-11-06,-22.2222
2015-11-23,-14.2857
2015-12-24,0.0
2015-12-28,16.5
2016-01-04,-28.4692
2016-01-08,20.0
2016-01-11,16.6667
2016-01-12,0.0
2016-01-13,14.2857
2016-01-15,12.5
2016-01-19,0.0
2016-01-21,-0.1111
2016-01-25,11.2347
2016-01-27,0.0
2016-01-29,0.0
2016-02-05,0.0
2016-02-10,-4.6
2016-02-18,0.6289
2016-02-23,-16.6667
2016-02-25,0.0
2016-03-09,5.0
2016-03-16,14.2857
2016-03-17,-6.25
2016-03-18,0.0
2016-03-29,2.2222
2016-03-31,-6.5217
2016-04-01,0.0
2016-04-05,0.0
2016-04-11,-2.3256
2016-04-12,-2.3810000000000002
2016-04-13,21.9512
2016-04-19,0.0
2016-04-20,-10.0
2016-04-28,-6.6667
2016-05-04,0.0
2016-05-05,0.0
2016-05-10,0.0
2016-05-12,-4.7619
2016-05-13,-12.5
2016-05-17,-8.5714
2016-05-20,-6.25
2016-05-31,0.0
2016-06-01,16.6667
2016-06-03,-8.5714
2016-06-13,0.0
2016-06-14,0.0
2016-06-15,0.0
2016-06-29,-25.0
2016-06-30,45.8333
2016-07-01,0.0
2016-07-08,0.0
2016-07-11,-17.1429
2016-07-14,36.2069
2016-07-15,-11.3924
2016-07-18,-14.2857
2016-07-19,-16.6667
2016-07-20,24.0
2016-07-27,-6.4516
2016-08-02,6.8966
2016-08-08,0.0
2016-08-16,-19.3548
2016-08-17,24.0
2016-08-25,0.0
2016-08-26,12.9032
2016-09-08,0.0
2016-09-13,0.0
2016-09-22,2.8571
2016-09-23,0.0
2016-10-04,-8.3333
2016-10-11,-21.2121
2016-10-12,-7.6923
2016-10-13,16.6667
2016-10-18,-14.2857
2016-10-19,-8.3333
2016-10-25,-18.1818
2016-11-02,11.1111
2016-11-10,15.0
2016-12-02,15.2174
2016-12-09,-43.3962
2016-12-12,100.0
2016-12-19,-16.6667
2016-12-22,-8.0
2016-12-23,-34.7826
2016-12-29,25.3333
2016-12-30,17.0213
2017-01-13,-31.8182
2017-01-23,0.0
2017-02-02,7.3333
2017-02-21,-0.6211
2017-02-27,0.0
2017-03-03,0.0
2017-03-07,0.0
2017-04-21,-62.5
2017-04-24,83.3333
2017-04-27,-8.1818
2017-04-28,8.9109
2017-05-05,0.0
2017-05-17,18.1818
2017-05-18,0.0
2017-05-19,15.3846
2017-05-22,0.0
2017-05-23,0.0
2017-05-24,0.0
2017-05-25,0.0
2017-05-26,0.0
2017-05-30,0.0
2017-05-31,0.0
2017-06-01,-26.6667
2017-06-05,36.3636
2017-06-15,-33.3333
2017-06-16,0.0
2017-06-27,-30.03
2017-06-28,0.0429
2017-07-10,-14.2857
2017-07-11,-16.6667
2017-07-13,0.0
2017-07-17,0.0
2017-07-18,-20.0
2017-07-19,0.0
2017-07-27,50.0
2017-07-31,-50.0
2017-08-14,0.0
2017-08-28,0.0
2017-09-01,33.3333
2017-09-08,0.0
2017-09-19,0.0
2017-09-21,-22.5
2017-09-22,0.0
2017-09-25,0.0
2017-09-26,0.0
2017-10-11,12.9032
2017-10-16,0.0
2017-10-27,-11.4286
2017-11-01,-19.3548
2017-11-06,0.0
2017-11-09,-10.0
2017-11-15,-11.1111
2017-12-04,-25.0
2018-01-16,833.3333
2018-01-17,0.0
2018-01-18,-64.2857
2018-02-15,-30.0
2018-03-14,-14.0
2018-03-15,-0.3322
2018-03-28,0.0
2018-04-30,0.0
2018-05-11,0.0
2018-08-10,0.0
2018-08-13,0.0
2018-08-14,0.0
2018-08-17,33.3333
2018-08-20,-25.0
2018-08-27,0.0
2018-09-04,0.0
2018-09-11,-16.6667
2018-09-12,0.0
2018-09-18,0.0
2018-09-21,-48.0
2018-10-05,15.3846
2018-10-25,66.6667
2018-10-31,-44.0
2018-11-08,42.8571
2018-12-03,-12.5
2018-12-11,-8.5714
2018-12-18,-6.25
2018-12-24,-16.6667
2018-12-26,-12.0
2018-12-27,0.0
2018-12-31,336.3636
2019-01-02,-68.75
2019-01-11,-26.6667
2019-01-17,36.3636
2019-02-19,0.0
2019-02-26,0.0
2019-02-27,0.0
2019-03-04,-16.6667
2019-04-11,-4.0
2019-04-17,3.75
2019-04-22,-10.8434
2019-04-30,8.1081
2019-05-14,0.0
2019-05-17,-8.3333
2019-05-20,-20.9091
2019-05-21,3.4483
2019-05-24,0.0
2019-06-17,0.0
2019-07-29,1.1111
2019-08-05,0.0
2019-08-07,0.0
2019-08-20,0.0
2019-09-09,0.0
2019-09-10,-34.0659
2019-09-18,-16.6667
2019-10-03,0.0
2019-10-04,-60.0
2019-10-10,5.0
2019-10-14,-4.7619
2019-11-11,157.5
2019-11-25,-65.0485
2019-12-04,38.8889
2019-12-09,-28.0
2019-12-10,38.8889
2019-12-19,-28.0
2019-12-31,-33.3333
2020-01-16,16.6667
2020-02-10,-7.1429
2020-02-28,0.0
2020-03-25,84.6154
2020-04-03,4.1667
2020-04-08,0.0
2020-05-07,-40.0
2020-05-15,-6.6667
2020-06-08,42.8571
2020-06-24,210.0
2020-06-26,-59.6774
2020-07-01,0.0
2020-07-17,100.0
2020-07-20,50.0
2020-07-29,-33.3333
