ticker,IONS US Equity
2000-05-24,-5.5556
2000-05-25,2.2059
2000-05-26,2.8777
2000-05-30,11.8881
2000-05-31,-7.5
2000-06-01,8.1081
2000-06-02,2.5
2000-06-05,6.7073
2000-06-06,21.1429
2000-06-07,-2.3585
2000-06-08,-3.8647
2000-06-09,5.0251
2000-06-12,0.4785
2000-06-13,-0.9524
2000-06-14,-1.9231
2000-06-15,0.9804
2000-06-16,0.4854
2000-06-19,5.314
2000-06-20,8.2569
2000-06-21,-2.9661
2000-06-22,-12.2271
2000-06-23,2.4876
2000-06-26,2.9126
2000-06-27,-1.8868
2000-06-28,0.9615
2000-06-29,8.5714
2000-06-30,1.7544
2000-07-03,-1.2931
2000-07-05,0.4367
2000-07-06,2.6087
2000-07-07,1.6949
2000-07-10,-5.8333
2000-07-11,0.0
2000-07-12,1.3274
2000-07-13,-5.2402
2000-07-14,-5.0691
2000-07-17,-1.9417
2000-07-18,2.9703
2000-07-19,-2.8846
2000-07-20,-2.4752
2000-07-21,3.0457
2000-07-24,-3.4483
2000-07-25,-5.6122
2000-07-26,-3.2432
2000-07-27,-2.7933
2000-07-28,-3.4483
2000-07-31,7.1429
2000-08-01,2.7778
2000-08-02,-3.7838000000000003
2000-08-03,12.3596
2000-08-04,-3.0
2000-08-07,2.5773
2000-08-08,1.5074999999999998
2000-08-09,-2.4752
2000-08-10,-3.5533
2000-08-11,1.5789
2000-08-14,0.0
2000-08-15,-0.5181
2000-08-16,1.5625
2000-08-17,2.0513
2000-08-18,-2.0101
2000-08-21,0.5128
2000-08-22,0.5102
2000-08-23,0.0
2000-08-24,-0.5076
2000-08-25,9.1837
2000-08-28,-3.271
2000-08-29,0.0
2000-08-30,-0.9662
2000-08-31,1.9512
2000-09-01,-0.4785
2000-09-05,0.9615
2000-09-06,-0.9524
2000-09-07,-0.9615
2000-09-08,0.0
2000-09-11,-7.2816
2000-09-12,-4.1885
2000-09-13,0.5464
2000-09-14,1.087
2000-09-15,0.0
2000-09-18,-8.6022
2000-09-19,3.5294
2000-09-20,0.0
2000-09-21,-0.5682
2000-09-22,2.2857
2000-09-25,-1.6760000000000002
2000-09-26,-1.7045
2000-09-27,-2.3121
2000-09-28,4.7337
2000-09-29,3.9548
2000-10-02,-4.3478
2000-10-03,-4.5455
2000-10-04,3.5714
2000-10-05,0.5747
2000-10-06,-1.2857
2000-10-09,-2.7496
2000-10-10,-2.9762
2000-10-11,-4.2945
2000-10-12,-1.9231
2000-10-13,1.634
2000-10-16,3.537
2000-10-17,-5.5901
2000-10-18,7.8947
2000-10-19,0.6098
2000-10-20,-1.2121
2000-10-23,1.227
2000-10-24,1.8182
2000-10-25,-4.1667
2000-10-26,0.6211
2000-10-27,-1.8519
2000-10-30,-1.5723
2000-10-31,5.4313
2000-11-01,3.6364
2000-11-02,7.6023
2000-11-03,-3.8043
2000-11-06,3.9548
2000-11-07,2.1739
2000-11-08,10.6383
2000-11-09,0.0
2000-11-10,-3.3654
2000-11-13,-8.457699999999999
2000-11-14,4.3478
2000-11-15,1.0417
2000-11-16,-5.1546
2000-11-17,0.5435
2000-11-20,-12.4324
2000-11-21,0.6173
2000-11-22,-3.681
2000-11-24,8.9172
2000-11-27,4.6784
2000-11-28,-8.9385
2000-11-29,-8.2822
2000-11-30,-2.3411
2000-12-01,9.589
2000-12-04,-6.25
2000-12-05,8.6667
2000-12-06,-7.362
2000-12-07,1.6556
2000-12-08,4.886
2000-12-11,-0.6211
2000-12-12,-3.125
2000-12-13,-1.9355
2000-12-14,-2.9605
2000-12-15,3.0508
2000-12-18,2.6316
2000-12-19,0.0
2000-12-20,-7.0513
2000-12-21,4.1379
2000-12-22,9.9338
2000-12-26,-3.012
2000-12-27,1.2422
2000-12-28,-1.227
2000-12-29,5.5901
2001-01-02,-9.4118
2001-01-03,7.7922
2001-01-04,-1.8072
2001-01-05,-6.7485
2001-01-08,-2.6316
2001-01-09,2.7027
2001-01-10,2.9605
2001-01-11,6.0703
2001-01-12,-2.4096
2001-01-16,16.0494
2001-01-17,-5.3191
2001-01-18,5.0562
2001-01-19,-3.7433
2001-01-22,4.4444
2001-01-23,3.1915
2001-01-24,2.0619
2001-01-25,-1.5152
2001-01-26,-1.5385
2001-01-29,0.5208
2001-01-30,7.2539
2001-01-31,-4.3478
2001-02-01,-0.3788
2001-02-02,-5.1965
2001-02-05,0.0
2001-02-06,4.8128
2001-02-07,-4.5918
2001-02-08,1.6042999999999998
2001-02-09,0.5263
2001-02-12,4.1885
2001-02-13,-1.005
2001-02-14,-4.5685
2001-02-15,2.1277
2001-02-16,-2.0833
2001-02-20,-3.1915
2001-02-21,-0.5495
2001-02-22,-2.2099
2001-02-23,-1.1299
2001-02-26,8.5714
2001-02-27,-11.5789
2001-02-28,3.5714
2001-03-01,-3.4483
2001-03-02,0.5952
2001-03-05,-1.1834
2001-03-06,1.7964
2001-03-07,1.7647
2001-03-08,-4.9133
2001-03-09,0.9119
2001-03-12,-9.6386
2001-03-13,4.0
2001-03-14,-1.9231
2001-03-15,1.9607999999999999
2001-03-16,-8.9744
2001-03-19,11.2676
2001-03-20,-3.7975
2001-03-21,-2.6316
2001-03-22,-13.5135
2001-03-23,6.6406
2001-03-26,3.6630000000000003
2001-03-27,9.5406
2001-03-28,-9.0323
2001-03-29,3.1915
2001-03-30,1.7182
2001-04-02,-9.4595
2001-04-03,1.4925
2001-04-04,-6.6176
2001-04-05,11.0236
2001-04-06,-2.1277
2001-04-09,-0.5217
2001-04-10,5.711
2001-04-11,-0.6615
2001-04-12,-0.6659
2001-04-16,3.1285
2001-04-17,2.9252000000000002
2001-04-18,6.8421
2001-04-19,-1.4778
2001-04-20,0.0
2001-04-23,-4.9
2001-04-24,1.4721
2001-04-25,8.3938
2001-04-26,-2.0076
2001-04-27,0.9756
2001-04-30,6.2802
2001-05-01,0.0
2001-05-02,0.3636
2001-05-03,-0.9058
2001-05-04,0.5484
2001-05-07,7.6364
2001-05-08,-4.0541
2001-05-09,1.8486
2001-05-10,4.8401
2001-05-11,1.5664
2001-05-14,-5.5195
2001-05-15,-5.4124
2001-05-16,-1.7257
2001-05-17,5.1756
2001-05-18,0.5272
2001-05-21,4.021
2001-05-22,0.0
2001-05-23,1.5966
2001-05-24,0.9098
2001-05-25,0.0
2001-05-29,1.2295
2001-05-30,-2.996
2001-05-31,0.1669
2001-06-01,0.0
2001-06-04,0.3333
2001-06-05,7.309
2001-06-06,-3.4056
2001-06-07,-1.7628
2001-06-08,-4.0783
2001-06-11,-0.5102
2001-06-12,-0.8547
2001-06-13,-1.3793
2001-06-14,-0.9615
2001-06-15,3.0891
2001-06-18,-1.5411000000000001
2001-06-19,-1.7391
2001-06-20,3.8938
2001-06-21,-1.1073
2001-06-22,-1.2059
2001-06-25,-3.313
2001-06-26,3.2462
2001-06-27,0.4367
2001-06-28,3.3913
2001-06-29,4.2052
2001-07-02,-3.1477
2001-07-03,2.8333
2001-07-05,-2.107
2001-07-06,1.4073
2001-07-09,-3.0204
2001-07-10,2.5253
2001-07-11,-1.8062
2001-07-12,0.6689
2001-07-13,-1.1628
2001-07-16,1.5126
2001-07-17,0.4139
2001-07-18,2.8853999999999997
2001-07-19,3.8462
2001-07-20,5.0154
2001-07-23,-6.2454
2001-07-24,-2.1944
2001-07-25,-4.7276
2001-07-26,-1.0934
2001-07-27,3.4864
2001-07-30,-1.479
2001-07-31,-0.1668
2001-08-01,2.0886
2001-08-02,-1.5548
2001-08-03,-0.665
2001-08-06,-0.251
2001-08-07,0.3356
2001-08-08,-6.9398
2001-08-09,-2.965
2001-08-10,-2.5
2001-08-13,0.6648
2001-08-14,-0.4717
2001-08-15,-0.2844
2001-08-16,-4.4677
2001-08-17,0.0995
2001-08-20,0.3976
2001-08-21,-0.198
2001-08-22,47.7183
2001-08-23,0.9402
2001-08-24,8.782399999999999
2001-08-27,-2.0795
2001-08-28,1.9988000000000001
2001-08-29,-2.0208
2001-08-30,1.0625
2001-08-31,0.804
2001-09-04,6.135
2001-09-05,3.2948
2001-09-06,-1.9586000000000001
2001-09-07,0.4566
2001-09-10,0.0568
2001-09-17,-9.3129
2001-09-18,0.1252
2001-09-19,-4.9406
2001-09-20,5.3947
2001-09-21,-10.4245
2001-09-24,1.7422
2001-09-25,2.7397
2001-09-26,-3.8667
2001-09-27,3.8834999999999997
2001-09-28,13.8184
2001-10-01,7.39
2001-10-02,-0.8738
2001-10-03,-1.4325
2001-10-04,1.1179000000000001
2001-10-05,0.3317
2001-10-08,0.8264
2001-10-09,-1.7486000000000002
2001-10-10,5.228
2001-10-11,5.1797
2001-10-12,-3.0151
2001-10-15,4.715
2001-10-16,6.1356
2001-10-17,-2.331
2001-10-18,-5.8711
2001-10-19,0.7606
2001-10-22,1.4092
2001-10-23,5.6576
2001-10-24,-4.1804
2001-10-25,1.2255
2001-10-26,5.9564
2001-10-29,0.1828
2001-10-30,-3.0566
2001-10-31,-2.3059
2001-11-01,5.8767
2001-11-02,-3.3212
2001-11-05,1.1764999999999999
2001-11-06,1.6279
2001-11-07,-1.1442
2001-11-08,2.7778
2001-11-09,-1.2612999999999999
2001-11-12,-0.7299
2001-11-13,4.8713
2001-11-14,-0.1315
2001-11-15,0.0439
2001-11-16,1.8420999999999998
2001-11-19,4.0913
2001-11-20,5.089
2001-11-21,0.9449
2001-11-23,-0.195
2001-11-26,4.1422
2001-11-27,-4.5779
2001-11-28,-11.7971
2001-11-29,2.5412
2001-11-30,-1.087
2001-12-03,0.3516
2001-12-04,5.1686
2001-12-05,-3.5818
2001-12-06,0.2592
2001-12-07,-1.9388
2001-12-10,-12.6098
2001-12-11,1.9607999999999999
2001-12-12,-5.572
2001-12-13,14.8303
2001-12-14,-0.6821
2001-12-17,2.4725
2001-12-18,-1.4745
2001-12-19,1.3152
2001-12-20,-5.2372
2001-12-21,1.0392
2001-12-24,1.9635
2001-12-26,4.3558
2001-12-27,-0.9227
2001-12-28,2.3503
2001-12-31,-3.8562
2002-01-02,-5.1374
2002-01-03,0.8551
2002-01-04,-5.7937
2002-01-07,-6.5
2002-01-08,6.8984
2002-01-09,-3.0015
2002-01-10,-3.6616999999999997
2002-01-11,-0.9368
2002-01-14,-2.5128
2002-01-15,3.5477
2002-01-16,-4.1221
2002-01-17,0.9492
2002-01-18,-1.8252000000000002
2002-01-22,-3.3803
2002-01-23,-0.6414
2002-01-24,0.0587
2002-01-25,-0.6452
2002-01-28,-4.0732
2002-01-29,-0.7385
2002-01-30,0.62
2002-01-31,7.2089
2002-02-01,0.1724
2002-02-04,-7.5731
2002-02-05,4.1589
2002-02-06,-3.1585
2002-02-07,-0.4308
2002-02-08,5.068
2002-02-11,-0.5294
2002-02-12,6.4459
2002-02-13,0.8333
2002-02-14,-1.4876
2002-02-15,-1.3982
2002-02-19,-7.8276
2002-02-20,8.7385
2002-02-21,-4.3577
2002-02-22,6.213
2002-02-25,-14.2061
2002-02-26,-2.4026
2002-02-27,0.1996
2002-02-28,-2.5896
2002-03-01,6.4076
2002-03-04,3.1390000000000002
2002-03-05,-2.6708
2002-03-06,10.2106
2002-03-07,-5.8483
2002-03-08,1.476
2002-03-11,-2.4242
2002-03-12,-0.7453
2002-03-13,0.9387
2002-03-14,-0.806
2002-03-15,5.625
2002-03-18,-2.071
2002-03-19,0.1813
2002-03-20,-1.2063
2002-03-21,5.9219
2002-03-22,-3.17
2002-03-25,-1.7856999999999998
2002-03-26,2.303
2002-03-27,-2.1919
2002-03-28,-2.6045
2002-04-01,5.4104
2002-04-02,-9.0855
2002-04-03,6.1648
2002-04-04,-4.89
2002-04-05,2.1851
2002-04-08,-2.5157
2002-04-09,-2.5161
2002-04-10,1.2574
2002-04-11,-0.1307
2002-04-12,1.5707
2002-04-15,-2.0619
2002-04-16,6.25
2002-04-17,3.3437
2002-04-18,7.849
2002-04-19,-2.7222
2002-04-22,-4.6773
2002-04-23,-9.6519
2002-04-24,-5.2387
2002-04-25,-6.9279
2002-04-26,-8.7218
2002-04-29,-1.1532
2002-04-30,5.5
2002-05-01,-2.7645999999999997
2002-05-02,-2.1121
2002-05-03,-1.4108
2002-05-06,-7.2391
2002-05-07,-0.4537
2002-05-08,5.2871
2002-05-09,-1.4719
2002-05-10,-9.5694
2002-05-13,2.6042
2002-05-14,4.6501
2002-05-15,-1.3575
2002-05-16,-6.9725
2002-05-17,0.789
2002-05-20,-3.7182
2002-05-21,-4.065
2002-05-22,3.7076000000000002
2002-05-23,5.2094
2002-05-24,-7.764
2002-05-28,4.5229
2002-05-29,-3.3233
2002-05-30,-0.3125
2002-05-31,-1.7764
2002-06-03,-10.8511
2002-06-04,-4.0573
2002-06-05,1.3682
2002-06-06,-3.5583
2002-06-07,1.7812000000000001
2002-06-10,2.5
2002-06-11,-4.878
2002-06-12,-3.8462
2002-06-13,-6.0
2002-06-14,5.1064
2002-06-17,7.9622
2002-06-18,3.75
2002-06-19,-5.7831
2002-06-20,2.3018
2002-06-21,-0.0016
2002-06-24,0.3766
2002-06-25,3.6115
2002-06-26,2.0433
2002-06-27,4.5936
2002-06-28,7.0946
2002-07-01,-14.3007
2002-07-02,-4.5399
2002-07-03,-3.599
2002-07-05,4.1333
2002-07-08,-9.475
2002-07-09,3.2532
2002-07-10,-5.8904
2002-07-11,-1.31
2002-07-12,4.7198
2002-07-15,9.1549
2002-07-16,5.4193999999999996
2002-07-17,2.0808
2002-07-18,-1.0791
2002-07-19,-9.697
2002-07-22,4.4295
2002-07-23,-6.0411
2002-07-24,7.394
2002-07-25,4.4519
2002-07-26,-2.439
2002-07-29,5.25
2002-07-30,1.0689
2002-07-31,3.9953
2002-08-01,-2.5989
2002-08-02,-6.4965
2002-08-05,-2.3573
2002-08-06,11.1817
2002-08-07,0.1143
2002-08-08,5.2511
2002-08-09,5.6399
2002-08-12,0.6982
2002-08-13,1.9576
2002-08-14,8.8
2002-08-15,1.1029
2002-08-16,2.2727
2002-08-19,-2.2222
2002-08-20,1.0
2002-08-21,4.1404
2002-08-22,-4.1487
2002-08-23,-4.5987
2002-08-26,6.7864
2002-08-27,-7.0632
2002-08-28,-0.9524
2002-08-29,7.1154
2002-08-30,-9.1562
2002-09-03,-10.9684
2002-09-04,8.99
2002-09-05,-8.5438
2002-09-06,5.2221
2002-09-09,2.1164
2002-09-10,-6.5285
2002-09-11,0.8869
2002-09-12,0.6593
2002-09-13,-2.0742
2002-09-16,3.1215
2002-09-17,-7.2324
2002-09-18,-3.5077
2002-09-19,-3.3816
2002-09-20,8.0
2002-09-23,-1.8519
2002-09-24,-1.7689
2002-09-25,5.042
2002-09-26,3.5429
2002-09-27,0.9934
2002-09-30,7.7596
2002-10-01,3.4483
2002-10-02,-0.3922
2002-10-03,-1.5748
2002-10-04,-9.7
2002-10-07,-0.1107
2002-10-08,-0.5543
2002-10-09,-8.8071
2002-10-10,4.2787
2002-10-11,1.8757000000000001
2002-10-14,1.8412
2002-10-15,-1.3559
2002-10-16,3.3219
2002-10-17,3.6585
2002-10-18,-3.7433
2002-10-21,-1.1111
2002-10-22,0.0
2002-10-23,4.382
2002-10-24,0.2153
2002-10-25,1.6112
2002-10-28,2.1142
2002-10-29,0.6211
2002-10-30,3.9095
2002-10-31,-3.3663
2002-11-01,1.9466999999999999
2002-11-04,0.5025
2002-11-05,4.29
2002-11-06,0.3931
2002-11-07,-2.5788
2002-11-08,1.7647
2002-11-11,0.0
2002-11-12,-1.3487
2002-11-13,-2.6367000000000003
2002-11-14,-0.7021
2002-11-15,-0.5051
2002-11-18,-1.8274
2002-11-19,-1.8614000000000002
2002-11-20,3.4773
2002-11-21,-1.4257
2002-11-22,-0.7231
2002-11-25,1.4567999999999999
2002-11-26,-6.6667
2002-11-27,-3.1868
2002-11-29,-2.0431
2002-12-02,-7.0684
2002-12-03,1.7456
2002-12-04,-1.1029
2002-12-05,-1.995
2002-12-06,-21.7347
2002-12-09,13.5703
2002-12-10,-3.8407
2002-12-11,2.071
2002-12-12,1.0145
2002-12-13,-0.8608
2002-12-16,0.5789
2002-12-17,-0.7194
2002-12-18,-4.058
2002-12-19,-1.9637
2002-12-20,0.1541
2002-12-23,6.3077
2002-12-24,-1.1577
2002-12-26,0.7321
2002-12-27,-2.6163
2002-12-30,-2.9851
2002-12-31,1.3846
2003-01-02,3.7936
2003-01-03,-4.8246
2003-01-06,1.3825
2003-01-07,-2.2727
2003-01-08,-1.7054
2003-01-09,0.7886
2003-01-10,1.252
2003-01-13,-0.1546
2003-01-14,1.3932
2003-01-15,3.6641
2003-01-16,1.9146
2003-01-17,1.5896
2003-01-21,3.6984
2003-01-22,0.0
2003-01-23,-1.9203999999999999
2003-01-24,-7.2727
2003-01-27,-4.6757
2003-01-28,0.3165
2003-01-29,-2.8391
2003-01-30,-4.3831
2003-01-31,1.6978
2003-02-03,-4.8414
2003-02-04,-11.4035
2003-02-05,0.9901
2003-02-06,-1.7647
2003-02-07,-0.3992
2003-02-10,-0.2004
2003-02-11,-1.6265
2003-02-12,2.0616
2003-02-13,0.4
2003-02-14,-1.7928
2003-02-18,-2.4341
2003-02-19,-3.1185
2003-02-20,-1.2876
2003-02-21,-2.1739
2003-02-24,-3.1111
2003-02-25,5.5046
2003-02-26,-2.1739
2003-02-27,-2.6667
2003-02-28,2.2831
2003-03-03,-3.3482
2003-03-04,-0.4619
2003-03-05,-0.9281
2003-03-06,3.9813
2003-03-07,-6.7568
2003-03-10,-6.7633
2003-03-11,2.0725
2003-03-12,-1.0152
2003-03-13,1.5385
2003-03-14,5.0505
2003-03-17,-31.9712
2003-03-18,-1.0601
2003-03-19,6.4286
2003-03-20,0.6711
2003-03-21,0.0
2003-03-24,4.0
2003-03-25,-0.641
2003-03-26,5.8065
2003-03-27,0.3049
2003-03-28,0.6079
2003-03-31,8.1571
2003-04-01,4.7486
2003-04-02,0.0
2003-04-03,0.2667
2003-04-04,-0.5319
2003-04-07,0.0
2003-04-08,5.0802
2003-04-09,0.0
2003-04-10,-3.0534
2003-04-11,-0.2625
2003-04-14,1.5789
2003-04-15,2.3316
2003-04-16,-1.5190000000000001
2003-04-17,2.8278
2003-04-21,11.25
2003-04-22,-2.2472
2003-04-23,0.9195
2003-04-24,1.5945
2003-04-25,3.5874
2003-04-28,0.4329
2003-04-29,6.0345
2003-04-30,12.3984
2003-05-01,0.1808
2003-05-02,1.083
2003-05-05,3.5714
2003-05-06,-3.8276
2003-05-07,-5.8802
2003-05-08,-1.9048
2003-05-09,-0.1942
2003-05-12,6.2257
2003-05-13,-0.3663
2003-05-14,6.8015
2003-05-15,1.0327
2003-05-16,-7.4957
2003-05-19,-3.8674
2003-05-20,7.8544
2003-05-21,-4.7957
2003-05-22,2.0522
2003-05-23,1.8098999999999998
2003-05-27,1.9931999999999999
2003-05-28,4.7535
2003-05-29,4.5378
2003-05-30,2.7331
2003-06-02,-3.7559
2003-06-03,-5.2033
2003-06-04,3.4305
2003-06-05,5.6385
2003-06-06,-2.5118
2003-06-09,-2.8986
2003-06-10,0.8292
2003-06-11,6.0855
2003-06-12,3.3952999999999998
2003-06-13,-3.7337
2003-06-16,-1.7134
2003-06-17,-3.4865
2003-06-18,-3.4483
2003-06-19,-8.6735
2003-06-20,-1.1173
2003-06-23,-5.4614
2003-06-24,14.5418
2003-06-25,-5.3913
2003-06-26,5.1471
2003-06-27,-5.5944
2003-06-30,-1.1111
2003-07-01,-3.1835
2003-07-02,1.5474
2003-07-03,1.3333
2003-07-07,3.0075
2003-07-08,1.2774
2003-07-09,2.5225
2003-07-10,-4.0422
2003-07-11,-0.9158
2003-07-14,1.4787
2003-07-15,0.5464
2003-07-16,-0.3623
2003-07-17,-3.6364
2003-07-18,0.566
2003-07-21,-4.1276
2003-07-22,3.6791
2003-07-23,-3.926
2003-07-24,-0.3929
2003-07-25,-1.9724
2003-07-28,3.6217
2003-07-29,-2.9126
2003-07-30,2.4
2003-07-31,1.3672
2003-08-01,-3.4682
2003-08-04,-0.5988
2003-08-05,-1.2048
2003-08-06,-4.065
2003-08-07,6.5678
2003-08-08,5.9642
2003-08-11,0.1876
2003-08-12,1.6479
2003-08-13,-1.437
2003-08-14,2.0561
2003-08-15,-1.0989
2003-08-18,5.1852
2003-08-19,1.7606000000000002
2003-08-20,1.7301
2003-08-21,1.3605
2003-08-22,-2.0134
2003-08-25,-1.3699
2003-08-26,-0.1736
2003-08-27,1.0435
2003-08-28,8.2616
2003-08-29,5.0874
2003-09-02,-3.3283
2003-09-03,-1.252
2003-09-04,-1.7433
2003-09-05,5.0
2003-09-08,7.9877
2003-09-09,3.9829
2003-09-10,0.684
2003-09-11,-2.1739
2003-09-12,0.0
2003-09-15,-0.9722
2003-09-16,5.1893
2003-09-17,0.2667
2003-09-18,4.3883
2003-09-19,2.5478
2003-09-22,-5.4658
2003-09-23,-1.4455
2003-09-24,-8.9333
2003-09-25,-0.8785
2003-09-26,-5.3176
2003-09-29,1.8721
2003-09-30,-0.1531
2003-10-01,1.227
2003-10-02,1.0606
2003-10-03,-0.2999
2003-10-06,-0.7519
2003-10-07,0.303
2003-10-08,-1.8127
2003-10-09,1.5077
2003-10-10,-1.4853
2003-10-13,2.9231
2003-10-14,0.4484
2003-10-15,-3.2738
2003-10-16,0.0
2003-10-17,-4.6154
2003-10-20,1.4516
2003-10-21,0.9539
2003-10-22,-1.5748
2003-10-23,-0.48
2003-10-24,-1.2862
2003-10-27,2.6059
2003-10-28,2.3810000000000002
2003-10-29,0.3101
2003-10-30,2.1638
2003-10-31,0.6051
2003-11-03,-1.6541000000000001
2003-11-04,-4.2813
2003-11-05,0.3195
2003-11-06,-2.8662
2003-11-07,0.8197
2003-11-10,-5.3659
2003-11-11,-2.9210000000000003
2003-11-12,6.0177
2003-11-13,-0.1836
2003-11-14,-6.1716
2003-11-17,-1.9607999999999999
2003-11-18,-0.7273
2003-11-19,2.5641
2003-11-20,-0.7143
2003-11-21,2.518
2003-11-24,5.614
2003-11-25,-1.3289
2003-11-26,-0.8418
2003-11-28,0.0
2003-12-01,-0.3396
2003-12-02,-3.0664
2003-12-03,-1.4060000000000001
2003-12-04,-0.1783
2003-12-05,0.1786
2003-12-08,-3.0303
2003-12-09,-0.5515
2003-12-10,-3.8817
2003-12-11,5.3846
2003-12-12,2.5547
2003-12-15,-4.2705
2003-12-16,3.1599
2003-12-17,-2.5225
2003-12-18,3.8817
2003-12-19,2.1352
2003-12-22,3.4843
2003-12-23,8.5859
2003-12-24,4.4961
2003-12-26,0.2967
2003-12-29,0.7396
2003-12-30,-0.7342
2003-12-31,-3.8462
2004-01-02,4.7692
2004-01-05,9.8385
2004-01-06,-1.2032
2004-01-07,2.977
2004-01-08,-0.2628
2004-01-09,-3.1621
2004-01-12,0.2721
2004-01-13,-0.8141
2004-01-14,3.42
2004-01-15,-1.0582
2004-01-16,-0.4011
2004-01-20,3.3557
2004-01-21,9.8701
2004-01-22,-3.0733
2004-01-23,1.8293
2004-01-26,13.7725
2004-01-27,-5.2632
2004-01-28,0.0
2004-01-29,0.6667
2004-01-30,-2.2075
2004-02-02,3.1603
2004-02-03,-2.5164
2004-02-04,-9.1134
2004-02-05,1.7534999999999998
2004-02-06,6.068
2004-02-09,-2.746
2004-02-10,0.5882
2004-02-11,5.848
2004-02-12,-2.0994
2004-02-13,-6.2077
2004-02-17,3.4898
2004-02-18,-1.2791000000000001
2004-02-19,-2.1201
2004-02-20,-3.4898
2004-02-23,-3.4913
2004-02-24,3.4884
2004-02-25,-0.1248
2004-02-26,3.375
2004-02-27,-3.8693999999999997
2004-03-01,5.283
2004-03-02,-0.1195
2004-03-03,6.1005
2004-03-04,1.2401
2004-03-05,5.1225
2004-03-08,-3.2839
2004-03-09,-1.4239
2004-03-10,-1.3333
2004-03-11,-2.2523
2004-03-12,4.8387
2004-03-15,-3.7363
2004-03-16,-5.3653
2004-03-17,4.7045
2004-03-18,-1.7281
2004-03-19,-4.6893
2004-03-22,-7.5031
2004-03-23,2.1277
2004-03-24,-4.0365
2004-03-25,7.5984
2004-03-26,-3.2787
2004-03-29,2.086
2004-03-30,-0.3831
2004-03-31,-0.5128
2004-04-01,0.5155
2004-04-02,0.5128
2004-04-05,4.0816
2004-04-06,-1.4706000000000001
2004-04-07,1.3682
2004-04-08,-5.5215
2004-04-12,0.9091
2004-04-13,-5.2767
2004-04-14,1.2227999999999999
2004-04-15,-0.1342
2004-04-16,2.957
2004-04-19,3.0026
2004-04-20,-5.5767
2004-04-21,4.5638
2004-04-22,2.0539
2004-04-23,-1.0063
2004-04-26,11.69
2004-04-27,0.0
2004-04-28,-6.2571
2004-04-29,-0.6068
2004-04-30,-11.2332
2004-05-03,-0.6878
2004-05-04,0.0
2004-05-05,1.2465
2004-05-06,-4.2408
2004-05-07,-2.8571
2004-05-10,-1.7647
2004-05-11,0.4491
2004-05-12,6.5574
2004-05-13,-3.6364
2004-05-14,-4.3541
2004-05-17,-3.4901
2004-05-18,-0.6289
2004-05-19,-2.3734
2004-05-20,-3.8898
2004-05-21,1.1804000000000001
2004-05-24,2.8333
2004-05-25,4.376
2004-05-26,1.087
2004-05-27,-0.4608
2004-05-28,-0.3086
2004-06-01,3.7152
2004-06-02,-2.9851
2004-06-03,-4.9231
2004-06-04,2.2654
