ticker,HARP US Equity
2019-07-01,2.8462
2019-07-02,-5.3852
2019-07-03,2.0553
2019-07-05,6.1193
2019-07-08,4.3065999999999995
2019-07-09,3.9888
2019-07-10,1.5478
2019-07-11,-0.2651
2019-07-12,-0.5316
2019-07-15,0.2004
2019-07-16,0.0
2019-07-17,-5.4
2019-07-18,3.4531
2019-07-19,-2.5886
2019-07-22,4.7552
2019-07-23,0.1335
2019-07-24,-1.0
2019-07-25,-0.5387
2019-07-26,1.4895
2019-07-29,-0.0667
2019-07-30,-0.4005
2019-07-31,-0.2011
2019-08-01,-2.3506
2019-08-02,-7.7029
2019-08-05,-2.9806
2019-08-06,1.6897
2019-08-07,-1.3595
2019-08-08,-0.3828
2019-08-09,-3.6895
2019-08-12,-12.7694
2019-08-13,5.1235
2019-08-14,-0.9574
2019-08-15,2.4605
2019-08-16,-1.1149
2019-08-19,0.6938
2019-08-20,-1.8088
2019-08-21,19.9123
2019-08-22,-3.365
2019-08-23,0.2271
2019-08-26,5.6647
2019-08-27,1.4296
2019-08-28,0.6342
2019-08-29,1.3305
2019-08-30,0.0691
2019-09-03,-0.4144
2019-09-04,0.5548
2019-09-05,-1.0345
2019-09-06,2.9268
2019-09-09,0.4739
2019-09-10,-1.5499
2019-09-11,6.2286
2019-09-12,12.5644
2019-09-13,-6.8117
2019-09-16,-1.9042
2019-09-17,-3.3813
2019-09-18,-8.2955
2019-09-19,-1.0601
2019-09-20,-1.1429
2019-09-23,6.5751
2019-09-24,-1.6949
2019-09-25,0.0
2019-09-26,-2.0
2019-09-27,-1.0556
2019-09-30,-2.8449999999999998
2019-10-01,-3.2943
2019-10-02,7.7214
2019-10-03,0.0703
2019-10-04,-1.6854
2019-10-07,2.0
2019-10-08,-4.6919
2019-10-09,1.9838
2019-10-10,-0.7205
2019-10-11,0.3628
2019-10-14,-6.0014
2019-10-15,1.3077
2019-10-16,0.5315
2019-10-17,2.0393
2019-10-18,-3.775
2019-10-21,-0.1538
2019-10-22,-0.3082
2019-10-23,1.3138
2019-10-24,1.2967
2019-10-25,3.8404
2019-10-28,0.5801
2019-10-29,-5.0469
2019-10-30,2.6576
2019-10-31,-1.6272
2019-11-01,3.6842
2019-11-04,-0.2175
2019-11-05,-0.1453
2019-11-06,-2.7656
2019-11-07,-2.1707
2019-11-08,-0.6886
2019-11-11,2.0801
2019-11-12,-0.7547
2019-11-13,2.7376
2019-11-14,-2.2946
2019-11-15,4.3182
2019-11-18,0.0726
2019-11-19,6.0232
2019-11-20,-1.0267
2019-11-21,6.1549
2019-11-22,-3.2573
2019-11-25,6.1279
2019-11-26,7.1066
2019-11-27,11.0782
2019-11-29,-0.2667
2019-12-02,-8.984
2019-12-03,4.4653
2019-12-04,1.0124
2019-12-05,-0.2227
2019-12-06,5.6362
2019-12-09,-5.8637
2019-12-10,-6.5657
2019-12-11,5.045
2019-12-12,0.8576
2019-12-13,-3.6281
2019-12-16,-0.0588
2019-12-17,-1.3537
2019-12-18,6.5036000000000005
2019-12-19,1.1764999999999999
2019-12-20,-3.1008
2019-12-23,9.4286
2019-12-24,7.4674
2019-12-26,-9.621
2019-12-27,-8.871
2019-12-30,-7.3156
2019-12-31,-5.8561
2020-01-02,-0.6761
2020-01-03,-1.6338
2020-01-06,-2.1453
2020-01-07,-0.2122
2020-01-08,0.0
2020-01-09,0.9213
2020-01-10,1.1938
2020-01-13,-0.4858
2020-01-14,3.417
2020-01-15,-0.472
2020-01-16,-0.1355
2020-01-17,-1.6282
2020-01-21,-2.4828
2020-01-22,-2.3338
2020-01-23,8.4721
2020-01-24,-2.4032
2020-01-27,0.6156
2020-01-28,-0.6798
2020-01-29,-4.9281
2020-01-30,-3.0958
2020-01-31,-1.263
2020-02-03,5.3424
2020-02-04,4.6429
2020-02-05,10.2389
2020-02-06,-11.7028
2020-02-07,4.4881
2020-02-10,1.745
2020-02-11,5.409
2020-02-12,1.9399
2020-02-13,-0.5525
2020-02-14,-7.3457
2020-02-18,0.5996
2020-02-19,-0.596
2020-02-20,0.5996
2020-02-21,1.457
2020-02-24,-4.1775
2020-02-25,-1.3624
2020-02-26,1.7265000000000001
2020-02-27,-3.666
2020-02-28,8.1043
2020-03-02,6.193
2020-03-03,-5.8318
2020-03-04,6.3885
2020-03-05,-4.7794
2020-03-06,-3.9897
2020-03-09,-3.8874
2020-03-10,-1.2551999999999999
2020-03-11,-7.6977
2020-03-12,-13.619
2020-03-13,8.5031
2020-03-16,-12.3265
2020-03-17,15.7356
2020-03-18,-2.8158
2020-03-19,-1.7384
2020-03-20,-1.0952
2020-03-23,-5.0256
2020-03-24,7.6233
2020-03-25,-0.4167
2020-03-26,1.0042
2020-03-27,-5.1367
2020-03-30,2.8821
2020-03-31,-1.6978
2020-04-01,-2.7634
2020-04-02,0.7105
2020-04-03,-2.0282
2020-04-06,6.8407
2020-04-07,-3.2013
2020-04-08,1.1314
2020-04-09,-1.2909
2020-04-13,4.8823
2020-04-14,3.0756
2020-04-15,-2.6612999999999998
2020-04-16,-2.6512000000000002
2020-04-17,8.0
2020-04-20,2.5217
2020-04-21,-4.2275
2020-04-22,4.8154
2020-04-23,-2.3737
2020-04-24,-2.5098000000000003
2020-04-27,10.4586
2020-04-28,-5.0983
2020-04-29,2.7629
2020-04-30,-5.8999
2020-05-01,-2.6984
2020-05-04,9.0538
2020-05-05,0.6731
2020-05-06,2.2288
2020-05-07,1.1628
2020-05-08,-2.8736
2020-05-11,3.7721999999999998
2020-05-12,0.0713
2020-05-13,0.5698
2020-05-14,1.1331
2020-05-15,1.0504
2020-05-18,9.5634
2020-05-19,-0.3795
2020-05-20,21.9048
2020-05-21,9.9479
2020-05-22,8.0057
2020-05-26,8.4211
2020-05-27,-12.2573
2020-05-28,-5.0715
2020-05-29,5.6824
2020-06-01,-15.9926
2020-06-02,0.0
2020-06-03,-5.5799
2020-06-04,0.2897
2020-06-05,-0.8088
2020-06-08,9.0274
2020-06-09,-1.5491000000000001
2020-06-10,-0.3798
2020-06-11,-9.6405
2020-06-12,6.3291
2020-06-15,3.288
2020-06-16,-1.0428
2020-06-17,0.4437
2020-06-18,1.4909
2020-06-19,-1.5234
2020-06-22,0.6077
2020-06-23,-2.2515
2020-06-24,-0.5618
2020-06-25,0.9605
2020-06-26,-4.5327
2020-06-29,-3.3411
2020-06-30,0.6671
2020-07-01,5.3614
2020-07-02,-5.1458
2020-07-06,-0.9042
2020-07-07,0.7299
2020-07-08,0.8454
2020-07-09,-3.3533
2020-07-10,0.6196
2020-07-13,-4.1872
2020-07-14,-3.2134
2020-07-15,2.656
2020-07-16,-3.0401
2020-07-17,0.6004
2020-07-20,0.5968
2020-07-21,-1.5162
2020-07-22,-5.5556
2020-07-23,-3.331
2020-07-24,-5.4985
2020-07-27,2.6377
2020-07-28,-2.7211
2020-07-29,-4.4289
2020-07-30,-6.9106
2020-07-31,-3.8428
