ticker,YGTYF US Equity
2018-06-26,-1.4888
2018-06-27,-0.7557
2018-06-28,-1.3325
2018-06-29,-0.7074
2018-07-02,2.0725
2018-07-03,-2.2843
2018-07-05,-3.3766
2018-07-06,2.6882
2018-07-09,-5.4974
2018-07-10,-6.9252
2018-07-11,-8.631
2018-07-12,-44.9511
2018-07-13,-7.6923
2018-07-16,-10.2564
2018-07-17,3.5714
2018-07-18,-11.7241
2018-07-19,4.6875
2018-07-20,5.9701
2018-07-23,-11.2676
2018-07-24,-11.381
2018-07-25,-21.1893
2018-07-26,-32.3523
2018-07-27,126.7764
2018-07-30,61.4815
2018-07-31,-32.1101
2018-08-01,1.3514
2018-08-02,-16.0
2018-08-03,-7.1429
2018-08-06,-5.1282
2018-08-07,-3.6036
2018-08-08,7.4766
2018-08-09,-1.6522000000000001
2018-08-10,-1.9452
2018-08-13,-3.5167
2018-08-14,-6.5421
2018-08-15,-7.99
2018-08-16,18.4654
2018-08-17,-5.9633
2018-08-20,-1.4049
2018-08-21,5.5413
2018-08-22,-1.6595
2018-08-23,-4.662
2018-08-24,-0.54
2018-08-27,3.3581
2018-08-28,-2.7237
2018-08-29,-0.06
2018-08-30,1.0606
2018-08-31,0.0
2018-09-04,-0.1485
2018-09-05,-4.7992
2018-09-06,0.4999
2018-09-07,-13.9807
2018-09-10,-3.6627
2018-09-11,3.8019
2018-09-12,-2.0361
2018-09-13,-4.8211
2018-09-14,-0.5039
2018-09-17,-9.0909
2018-09-18,-14.2857
2018-09-19,-0.8167
2018-09-20,-2.5374
2018-09-21,-5.1724
2018-09-24,0.0
2018-09-25,-0.7345
2018-09-26,-8.235
2018-09-27,73.6527
2018-09-28,-14.8391
2018-10-01,-17.8297
2018-10-02,6.7674
2018-10-03,0.0
2018-10-04,-1.9077
2018-10-05,1.3174000000000001
2018-10-08,1.6254
2018-10-09,5.0571
2018-10-10,2.4358
2018-10-11,-0.1982
2018-10-12,-2.1274
2018-10-15,3.2459
2018-10-16,6.6526
2018-10-17,10.6856
2018-10-18,-7.9895
2018-10-19,0.1292
2018-10-22,-4.0005
2018-10-23,-2.6751
2018-10-24,-6.0773
2018-10-25,5.8824
2018-10-26,-2.7778
2018-10-29,-2.8571
2018-10-30,-4.1176
2018-10-31,2.7607
2018-11-01,11.9552
2018-11-02,-1.3465
2018-11-05,2.7432
2018-11-06,-0.0395
2018-11-07,0.0396
2018-11-08,-0.9997
2018-11-09,-3.6402
2018-11-12,-17.3445
2018-11-13,-9.0909
2018-11-14,-2.6972
2018-11-15,3.7149
2018-11-16,-5.4364
2018-11-19,7.7677
2018-11-20,-1.8733
2018-11-21,9.1091
2018-11-23,0.0
2018-11-26,8.3153
2018-11-27,-14.1538
2018-11-28,-2.5448
2018-11-29,4.1192
2018-11-30,0.6711
2018-12-03,-7.0175
2018-12-04,-5.6604
2018-12-06,-0.6
2018-12-07,2.6157
2018-12-10,-10.3333
2018-12-11,-10.3433
2018-12-12,-14.878
2018-12-13,2.5788
2018-12-14,-5.0279
2018-12-17,-8.2353
2018-12-18,-4.3269
2018-12-19,2.1776
2018-12-20,-6.8197
2018-12-21,5.2428
2018-12-24,0.3009
2018-12-26,-13.1667
2018-12-27,-2.4952
2018-12-28,4.2795
2018-12-31,24.5894
2019-01-02,-9.0909
2019-01-03,-10.0
2019-01-04,15.7407
2019-01-07,8.16
2019-01-08,18.3432
2019-01-09,0.0
2019-01-10,2.5
2019-01-11,13.0244
2019-01-14,12.2141
2019-01-15,-5.7692
2019-01-16,-12.2449
2019-01-17,0.0
2019-01-18,4.8837
2019-01-22,1.9956
2019-01-23,6.087
2019-01-24,-2.1107
2019-01-25,-5.7149
2019-01-28,-1.3544
2019-01-29,5.7844
2019-01-30,0.0
2019-01-31,3.617
2019-02-01,8.8296
2019-02-04,2.1509
2019-02-05,-11.341
2019-02-06,-0.6875
2019-02-07,-11.663499999999999
2019-02-08,-2.636
2019-02-11,14.0976
2019-02-12,-1.6674
2019-02-13,-6.0435
2019-02-14,-0.6016
2019-02-15,0.6052
2019-02-19,-7.4503
2019-02-20,12.5
2019-02-21,-4.4222
2019-02-22,0.2093
2019-02-25,11.3689
2019-02-26,0.0
2019-02-27,-9.125
2019-02-28,5.4562
2019-03-01,-2.1739
2019-03-04,11.3333
2019-03-05,77.4251
2019-03-06,-25.9872
2019-03-07,-8.9527
2019-03-08,-8.197
2019-03-11,6.9285
2019-03-12,-7.9932
2019-03-13,3.503
2019-03-14,-5.3489
2019-03-15,-11.3208
2019-03-18,-1.9149
2019-03-19,0.8677
2019-03-20,1.0753
2019-03-21,6.383
2019-03-22,-3.4
2019-03-25,5.5901
2019-03-26,1.9412
2019-03-27,-1.885
2019-03-28,-1.98
2019-03-29,7.5
2019-04-01,6.0279
2019-04-02,-10.3351
2019-04-03,5.7143
2019-04-04,-0.0185
2019-04-05,5.536
2019-04-08,5.2632
2019-04-09,-3.0
2019-04-10,-2.4055
2019-04-11,3.8731999999999998
2019-04-12,-5.7627
2019-04-15,28.777
2019-04-16,-7.2626
2019-04-17,3.6145
2019-04-18,3.1948
2019-04-22,-0.2789
2019-04-23,-8.4746
2019-04-24,23.4568
2019-04-25,-10.5
2019-04-26,6.9832
2019-04-29,-4.4386
2019-04-30,-3.0055
2019-05-01,3.662
2019-05-02,-1.4102999999999999
2019-05-03,0.328
2019-05-06,-1.3736
2019-05-07,-5.3593
2019-05-08,9.7834
2019-05-09,-8.0429
2019-05-10,-2.0408
2019-05-13,0.2976
2019-05-14,4.1543
2019-05-15,3.1339
2019-05-16,-5.5249
2019-05-17,11.1111
2019-05-20,-1.3158
2019-05-21,-5.8667
2019-05-22,1.1331
2019-05-23,-7.1008
2019-05-24,5.2314
2019-05-28,-5.7307
2019-05-29,8.5106
2019-05-30,-3.3613
2019-06-03,2.8986
2019-06-04,-0.1408
2019-06-05,-4.6544
2019-06-06,3.5503
2019-06-07,-3.5714
2019-06-10,-1.6296
2019-06-11,-3.9157
2019-06-12,-7.5235
2019-06-13,-15.2542
2019-06-14,32.4
2019-06-17,2.719
2019-06-18,-0.7353
2019-06-19,-0.7407
2019-06-20,-13.4328
2019-06-21,-11.7241
2019-06-24,0.0
2019-06-25,-6.6406
2019-06-26,-13.5983
2019-06-27,-17.6755
2019-06-28,-25.6118
2019-07-01,18.6146
2019-07-02,-1.3333
2019-07-03,-11.4865
2019-07-05,7.1756
2019-07-08,6.4815
2019-07-09,-10.3679
2019-07-10,0.7388
2019-07-11,-3.6966
2019-07-12,-18.4615
2019-07-15,31.1321
2019-07-16,-8.2734
2019-07-17,-1.1764999999999999
2019-07-18,5.5556
2019-07-19,-21.0526
2019-07-22,-20.0
2019-07-23,-25.0
2019-07-24,7.9206
2019-07-25,2.9416
2019-07-26,-4.272
2019-07-29,-55.2239
2019-07-30,-46.6667
2019-07-31,-25.0
2019-08-01,108.3333
2019-08-02,-51.92
2019-08-05,16.4725
2019-08-07,-26.7857
2019-08-08,143.9024
2019-08-09,0.0
2019-08-12,-20.0
2019-08-14,-9.5
2019-08-16,-72.3757
2019-08-20,4.0
2019-08-21,150.0
2019-08-23,-53.8462
2019-08-26,100.0
2019-08-27,-16.6667
2019-08-28,0.0
2019-08-30,-40.0
2019-09-05,0.0
2019-09-09,-16.6667
2019-09-12,0.0
2019-09-16,0.0
2019-09-19,0.0
2019-09-20,0.0
2019-09-25,0.0
2019-09-26,0.0
2019-09-30,0.0
2019-10-01,0.0
2019-10-02,0.2
2019-10-11,0.0
2019-10-15,-0.1996
2019-10-16,0.2
2019-10-18,-0.1996
2019-10-25,0.0
2019-10-29,0.0
2019-10-30,0.0
2019-11-01,0.0
2019-11-05,0.0
2019-11-06,0.0
2019-11-08,-20.0
2019-11-18,0.0
2019-11-27,-12.5
2019-12-04,-19.7143
2019-12-05,0.0
2019-12-06,-11.032
2019-12-09,0.0
2019-12-11,0.0
2019-12-12,0.0
2019-12-16,0.0
2019-12-17,0.0
2019-12-18,0.0
2019-12-20,-20.0
2019-12-23,-50.0
2019-12-30,0.0
2019-12-31,0.0
2020-01-03,0.0
2020-01-07,0.0
2020-01-08,0.0
2020-01-09,0.0
2020-01-17,0.0
2020-01-31,0.0
2020-02-06,0.0
2020-02-10,100.0
2020-02-11,-12.5
2020-02-13,185.7143
2020-02-18,0.0
2020-02-28,-20.0
2020-03-05,0.0
2020-03-09,17.5
2020-03-12,-14.8936
2020-03-13,-50.0
2020-03-20,0.0
2020-03-23,0.0
2020-03-30,0.0
2020-04-06,-25.0
2020-04-07,0.0
2020-04-08,0.0
2020-04-17,300.0
2020-04-24,-75.0
2020-04-27,0.0
2020-04-30,0.0
2020-05-04,0.0
2020-05-07,0.0
2020-05-08,0.0
2020-05-11,0.0
2020-05-15,0.0
2020-05-22,0.0
2020-06-04,0.0
2020-06-10,0.0
2020-06-12,500.0
2020-06-16,-83.3333
2020-06-17,0.0
2020-06-19,0.0
2020-06-29,0.0
2020-07-02,0.0
2020-07-08,0.0
2020-07-16,291.6667
2020-07-30,36.1702
2020-07-31,-81.25
