ticker,TAER US Equity
2014-03-28,20.0
2014-04-01,4.1667
2014-04-04,0.0
2014-04-09,0.0
2014-04-21,-20.0
2014-04-29,-12.5
2014-05-19,2.8571
2014-05-29,11.1111
2014-06-04,25.0
2014-06-05,-4.0
2014-06-30,25.0
2014-07-01,0.0
2014-07-02,0.0
2014-07-07,0.0
2014-07-14,8.3333
2014-07-15,0.0
2014-07-16,-1.5385
2014-07-22,0.0
2014-07-25,-3.125
2014-07-30,3.2258
2014-08-06,0.0
2014-08-12,9.375
2014-08-18,8.5714
2014-08-19,-0.5263
2014-08-20,-0.5291
2014-08-22,-9.5745
2014-08-25,-5.8824
2014-08-26,0.0
2014-08-27,1.5625
2014-08-28,-0.3077
2014-09-03,0.3086
2014-09-04,0.0
2014-09-11,1.5385
2014-09-12,0.0
2014-09-15,0.0
2014-09-17,-7.2727
2014-09-18,6.8627
2014-09-19,-5.1988
2014-09-25,-4.5161
2014-10-03,-7.0946
2014-10-06,-1.8182
2014-10-13,-20.3704
2014-10-14,25.1163
2014-10-15,-7.0632
2014-10-16,0.0
2014-10-22,-12.0
2014-10-27,0.0
2014-11-03,-43.1818
2014-11-07,0.0
2014-11-11,0.0
2014-11-14,80.0
2014-11-21,-2.2222
2014-12-22,-52.2727
2014-12-23,-19.0476
2015-01-06,0.0
2015-02-03,-10.5882
2015-02-24,18.4211
2015-03-11,-1.0556
2015-05-01,-38.2369
2015-05-06,0.0
2015-06-19,5.4545
2015-07-02,0.0
2015-08-06,0.0
2015-08-11,0.0
2015-08-13,0.0
2015-08-19,-5.1724
2015-08-20,-18.1818
2015-08-21,28.8889
2015-09-23,-3.4483
2015-10-20,3.5714
2015-11-03,46.5517
2015-11-16,-23.5294
2015-11-17,-10.7692
2015-12-24,0.0
2016-02-02,-3.4483
2016-02-04,3.5714
2016-02-05,3.4483
2016-03-07,-16.6667
2016-03-09,-20.0
2016-03-10,12.5
2016-03-11,28.8889
2016-03-18,-36.2069
2016-03-21,37.8378
2016-03-23,0.0
2016-04-29,0.0
2016-05-02,96.0784
2016-05-09,-45.0
2016-05-10,-7.2727
2016-05-11,7.8431
2016-05-16,-9.0909
2016-05-20,0.0
2016-05-24,-20.0
2016-05-31,-25.0
2016-06-07,0.0
2016-06-08,0.0
2016-06-09,-33.3333
2016-06-10,50.0
2016-06-13,-33.3333
2016-06-16,0.0
2016-06-20,-42.2813
2016-07-12,64.5912
2016-07-13,-36.8421
2016-07-14,-25.0
2016-07-15,33.3333
2016-07-18,4.1667
2016-07-19,-4.0
2016-07-20,-16.6667
2016-07-21,-20.0
2016-07-22,0.0
2016-07-26,0.0
2016-07-28,-12.5
2016-07-29,14.2857
2016-08-01,-25.0
2016-08-02,1.6667
2016-08-03,14.7541
2016-08-04,-3.5714
2016-08-08,5.1852
2016-08-10,9.8592
2016-08-11,0.0
2016-08-17,21.7949
2016-08-18,-36.8421
2016-08-19,0.0
2016-08-22,0.0
2016-08-23,-3.3333
2016-08-25,-39.6552
2016-08-26,28.5714
2016-08-29,-11.1111
2016-08-30,-12.5
2016-08-31,0.0
2016-09-01,-0.3571
2016-09-02,13.2616
2016-09-07,-11.3924
2016-09-08,-40.0
2016-09-13,-4.7619
2016-09-14,-7.5
2016-09-16,72.2973
2016-09-22,9.8039
2016-09-23,0.0
2016-09-26,1.4285999999999999
2016-09-27,-1.4085
2016-09-28,-8.5714
2016-10-03,26.1719
2016-10-06,-0.9288
2016-10-11,25.0
2016-10-12,10.0
2016-10-13,98.1818
2016-10-14,0.9174
2016-10-17,81.8182
2016-10-19,25.0
2016-10-20,0.0
2016-10-21,-40.0
2016-10-24,0.0
2016-10-25,0.0
2016-11-01,53.3333
2016-11-09,-4.3478
2016-11-10,-40.9091
2016-11-16,-23.0769
2016-11-18,0.0
2016-12-02,0.0
2016-12-20,-35.0
2016-12-21,53.8462
2016-12-29,-15.0
2017-01-03,0.0
2017-01-05,-17.647100000000002
2017-01-11,7.1429
2017-01-12,6.6667
2017-01-13,0.0
2017-01-23,-12.5
2017-01-25,0.0
2017-02-09,-28.5714
2017-02-21,10.0
2017-02-22,-9.0909
2017-03-01,0.0
2017-03-06,-18.0
2017-03-21,0.0
2017-03-22,34.1463
2017-04-05,-25.4545
2017-04-21,21.9512
2017-04-26,60.0
2017-04-27,-31.25
2017-04-28,0.0
2017-05-18,0.0
2017-05-23,-36.3636
2017-06-20,14.2857
2017-07-05,5.9425
2017-07-06,43.946
2017-07-07,6.5574
2017-07-10,-4.7385
2017-07-20,-2.6163
2017-07-21,-17.0813
2017-09-26,0.0
2017-10-09,0.0
2017-10-24,-20.0
2017-11-09,0.0
2017-11-16,0.0
2017-12-06,0.0
2018-01-02,25.0
2018-02-12,0.0
2018-02-20,0.0
2018-02-23,0.0
2018-03-12,-40.0
2018-04-11,-33.3333
2018-05-09,0.0
2018-05-10,0.0
2018-06-22,0.0
2018-07-13,0.0
2018-07-20,0.0
2018-09-06,0.0
2018-10-02,25.0
2018-11-05,-20.0
2018-11-07,-85.0
2018-11-12,-26.6667
2018-12-03,-9.0909
2018-12-31,0.0
2019-01-03,150.0
2019-01-24,-60.0
2019-02-19,300.0
2019-02-20,-75.0
2019-02-21,150.0
2019-02-22,0.0
2019-03-12,-36.0
2019-03-13,25.0
2019-04-04,0.0
2019-04-05,0.0
2019-04-16,-50.0
2019-04-17,0.0
2019-05-06,0.0
2019-05-08,0.0
2019-07-16,150.0
2019-07-17,15.5
2019-07-18,-13.4199
2019-07-19,-30.0
2019-07-25,0.7143
2019-07-30,-0.7092
2019-07-31,0.0
2019-08-01,0.0
2019-08-08,-14.2857
2019-09-23,0.0
2019-09-25,-26.6667
2019-09-26,86.3636
2019-09-27,-26.8293
2019-10-01,-33.3333
2019-10-04,100.0
2019-10-10,-50.0
2019-10-28,5.0
2020-01-07,0.0
2020-02-10,16.0952
2020-02-14,-13.8638
2020-03-02,0.0
2020-03-10,0.0
2020-03-13,0.0
2020-04-16,0.0
2020-05-01,-4.7619
2020-05-26,0.0
2020-06-26,300.0
2020-06-30,0.0
2020-07-13,25.0
2020-07-20,0.0
