ticker,RMM US Equity
2019-12-18,0.3072
2019-12-19,0.3573
2019-12-20,0.1526
2019-12-23,-0.4571
2019-12-24,-0.2551
2019-12-26,-0.2558
2019-12-27,-0.6667
2019-12-30,-0.1033
2019-12-31,-0.0517
2020-01-02,0.9307
2020-01-03,0.3586
2020-01-06,0.1021
2020-01-07,0.9689
2020-01-08,-0.0505
2020-01-09,0.0
2020-01-10,0.0
2020-01-13,0.6569
2020-01-14,1.004
2020-01-15,-0.0497
2020-01-16,0.5057
2020-01-17,-0.0994
2020-01-21,-0.0995
2020-01-22,0.747
2020-01-23,-0.1483
2020-01-24,2.005
2020-01-27,0.7037
2020-01-28,-0.4217
2020-01-29,-0.1089
2020-01-30,-0.1938
2020-01-31,-0.4369
2020-02-03,1.1702
2020-02-04,0.1928
2020-02-05,0.8177
2020-02-06,0.0477
2020-02-07,1.1445
2020-02-10,-0.5186
2020-02-11,-0.5687
2020-02-12,-0.143
2020-02-13,0.39
2020-02-14,-0.7163
2020-02-18,-1.1063
2020-02-19,-0.8268
2020-02-20,1.4223
2020-02-21,0.3868
2020-02-24,0.8189
2020-02-25,0.0956
2020-02-26,-0.2387
2020-02-27,-0.4785
2020-02-28,-1.1058
2020-03-02,0.5834
2020-03-03,0.3794
2020-03-04,-0.5224
2020-03-05,-0.4356
2020-03-06,-1.0695000000000001
2020-03-09,-3.5381
2020-03-10,0.3031
2020-03-11,-1.3687
2020-03-12,-12.4614
2020-03-13,9.1176
2020-03-16,-9.3709
2020-03-17,-3.2895
2020-03-18,-13.6054
2020-03-19,-0.1432
2020-03-20,4.9462
2020-03-23,-8.1284
2020-03-24,4.3123000000000005
2020-03-25,10.1924
2020-03-26,8.0854
2020-03-27,1.0174
2020-03-30,2.9028
2020-03-31,2.9361
2020-04-01,-5.8725000000000005
2020-04-02,-0.4753
2020-04-03,-1.4925
2020-04-06,0.1212
2020-04-07,-0.0605
2020-04-08,6.2992
2020-04-09,1.8803
2020-04-13,2.349
2020-04-14,1.5683
2020-04-15,-0.7817
2020-04-16,-1.6894
2020-04-17,-1.6075
2020-04-20,0.5634
2020-04-21,-1.7367
2020-04-22,-1.1973
2020-04-23,-1.9619
2020-04-24,2.0012
2020-04-27,-3.116
2020-04-28,-0.3574
2020-04-29,-0.2989
2020-04-30,0.2398
2020-05-01,-1.0167
2020-05-04,-2.4169
2020-05-05,1.3331
2020-05-06,-0.3379
2020-05-07,1.3795
2020-05-08,-1.1188
2020-05-11,1.7675999999999998
2020-05-12,-0.3546
2020-05-13,0.7238
2020-05-14,-0.4689
2020-05-15,0.7864
2020-05-18,-2.491
2020-05-19,0.5232
2020-05-20,0.4899
2020-05-21,-0.4266
2020-05-22,0.612
2020-05-26,0.7908
2020-05-27,-0.1207
2020-05-28,1.3897
2020-05-29,1.3111
2020-06-01,2.0
2020-06-02,0.5767
2020-06-03,-0.0573
2020-06-04,-0.4016
2020-06-05,0.4608
2020-06-08,2.695
2020-06-09,-0.8934
2020-06-10,0.9014
2020-06-11,-2.1496
2020-06-12,1.1698
2020-06-15,-1.5697
2020-06-16,1.2673
2020-06-17,-1.3936
2020-06-18,-0.0635
2020-06-19,0.1501
2020-06-22,-0.2882
2020-06-23,-0.5202
2020-06-24,-0.4067
2020-06-25,-0.8168
2020-06-26,0.1176
2020-06-29,-0.1175
2020-06-30,0.8235
2020-07-01,0.2917
2020-07-02,0.1745
2020-07-06,0.1452
2020-07-07,-0.3189
2020-07-08,0.1745
2020-07-09,0.5807
2020-07-10,0.5774
2020-07-13,0.4592
2020-07-14,1.1429
2020-07-15,-0.3955
2020-07-16,-1.2382
2020-07-17,-0.1732
2020-07-20,0.4049
2020-07-21,0.4608
2020-07-22,-0.4014
2020-07-23,0.1727
2020-07-24,0.0575
2020-07-27,0.2872
2020-07-28,-0.2864
2020-07-29,0.1723
2020-07-30,-0.1147
2020-07-31,-0.1148
