ticker,DSPA US Equity
2008-12-31,-37.5
2009-01-14,40.0
2009-02-19,-28.5714
2009-03-24,0.0
2009-04-30,-58.0
2009-05-01,-4.7619
2009-05-19,150.0
2009-06-25,-60.0
2009-07-09,0.0
2009-07-30,-75.0
2009-08-03,100.0
2009-08-04,0.0
2009-08-18,-50.0
2009-08-19,500.0
2009-08-20,-66.6667
2009-08-31,0.0
2009-09-24,0.0
2009-09-25,400.0
2009-11-12,-40.0
2009-11-13,-16.6667
2009-11-16,-60.0
2009-11-20,0.0
2009-11-23,50.0
2009-12-22,33.3333
2009-12-23,20.0
2009-12-29,-16.6667
2009-12-30,0.0
2010-01-05,0.0
2010-01-06,0.0
2010-01-07,0.0
2010-01-26,0.0
2010-02-02,0.0
2010-03-29,0.0
2010-03-30,0.0
2010-04-06,25.0
2010-04-07,260.0
2010-04-12,55.5556
2010-04-13,0.0
2010-04-14,12.857099999999999
2010-04-20,-74.6835
2010-04-30,-25.0
2010-05-14,-33.3333
2010-06-01,50.0
2010-06-03,0.0
2010-08-16,100.0
2010-08-17,-33.3333
2010-08-18,0.0
2010-08-25,25.0
2010-08-26,0.0
2010-08-27,0.0
2010-08-31,0.0
2010-09-01,20.0
2010-09-03,66.6667
2010-09-07,-20.0
2010-09-16,10.0
2010-09-17,0.0
2010-09-20,13.6364
2010-09-22,0.0
2010-09-27,140.0
2010-09-29,4.1667
2010-09-30,-52.0
2010-10-07,33.3333
2010-10-08,-6.25
2010-10-11,-33.3333
2010-10-15,40.0
2010-10-19,0.0
2010-10-22,7.1429
2010-10-29,0.0
2010-11-01,0.0
2010-11-04,6.6667
2010-11-08,12.5
2010-11-15,5.5556
2010-11-18,-47.3684
2010-11-24,30.0
2010-12-03,46.1538
2010-12-09,-31.5789
2010-12-13,0.0
2010-12-14,53.8462
2011-01-04,-55.0
2011-01-11,11.1111
2011-01-12,-50.0
2011-01-27,60.0
2011-01-28,25.0
2011-02-01,20.0
2011-02-03,25.0
2011-03-03,-33.3333
2011-03-07,50.0
2011-03-10,-26.6667
2011-03-11,-9.0909
2011-03-28,50.0
2011-04-07,0.0
2011-04-08,0.0
2011-04-12,-33.3333
2011-04-25,180.0
2011-05-05,0.0
2011-05-06,-28.5714
2011-05-13,-25.0
2011-05-17,6.6667
2011-05-20,-31.25
2011-05-26,45.4545
2011-05-27,0.0
2011-06-03,-6.25
2011-06-08,-6.6667
2011-06-16,7.1429
2011-06-20,6.6667
2011-07-11,-12.5
2011-07-14,7.1429
2011-07-15,0.0
2011-07-21,0.0
2011-07-25,0.0
2011-08-11,86.6667
2011-08-31,-82.1429
2011-09-30,140.0
2011-11-21,8.3333
2011-11-23,15.3846
2011-12-05,33.3333
2011-12-28,26.5
2012-01-05,-40.7115
2012-04-16,-93.3333
2012-04-18,10.0
2012-05-07,400.0
2012-06-19,81.8182
2012-07-19,-40.0
2012-08-01,0.0
2012-08-16,1.6667
2012-08-23,-81.9672
2012-09-13,181.8182
2012-12-28,222.5806
2013-02-04,10.0
2013-03-18,45.4545
2013-03-19,6.875
2013-03-21,46.1988
2013-03-25,-8.0
2013-03-26,0.0
2013-03-27,-4.3478
2013-04-01,-4.5455
2013-04-02,9.5238
2013-04-18,-8.6957
2013-04-26,-4.7619
2013-04-29,0.0
2013-04-30,-10.0
2013-05-13,11.1111
2013-05-16,-20.0
2013-05-22,-3.125
2013-05-29,-1.6129
2013-06-03,0.082
2013-07-15,-11.5479
2013-07-22,-3.7037
2013-07-23,-98.4615
2013-08-01,7400.0
2013-10-16,0.0
2014-01-08,-46.6667
2014-02-13,0.0
2014-03-14,0.0
2014-04-17,0.0
2014-04-28,0.0
2014-04-29,0.0
2014-05-12,0.0
2014-07-02,-6.25
2014-07-21,-9.3333
2014-07-24,-1.4706000000000001
2014-07-25,-4.4776
2014-07-28,0.0
2014-07-29,-29.6875
2014-08-06,-11.1111
2014-09-19,0.0
2014-10-02,-5.0
2014-10-03,-21.0526
2014-10-15,33.3333
2014-10-17,-25.0
2014-12-11,33.3333
2014-12-30,-25.0
2015-01-21,0.0
2015-03-04,0.0
2015-03-05,0.0
2015-03-06,0.0
2015-04-09,0.0
2015-05-06,-63.3333
2015-10-12,36.3636
2015-12-29,-26.6667
2016-02-16,-9.0909
2016-03-14,-10.0
2016-03-17,0.0
2016-10-31,-22.2222
2016-12-16,0.0
2016-12-30,0.0
2017-04-27,76.7857
2018-01-16,1.0101
2018-09-21,-44.0
2018-10-23,-28.5714
2019-05-14,0.0
2019-05-22,40.0
2019-10-01,-14.2857
2019-10-04,-16.6667
2019-10-25,0.0
2019-10-28,-30.0
2019-11-07,28.5714
2019-12-24,-33.3333
2020-01-23,433.3333
2020-01-27,-37.5
2020-02-04,-10.0
2020-02-12,44.4444
2020-02-19,-31.5385
2020-03-12,-26.9663
2020-03-13,-7.6923
