ticker,IFHI US Equity
2015-12-03,0.0
2015-12-09,0.0
2015-12-14,-1.1494
2015-12-15,0.0
2015-12-21,-2.3256
2015-12-23,0.0
2015-12-24,1.1905000000000001
2015-12-28,1.1764999999999999
2016-01-04,-1.2093
2016-01-07,-1.1299
2016-01-08,-2.3810000000000002
2016-01-11,-0.4878
2016-01-12,0.0
2016-01-15,-3.1863
2016-01-19,0.0
2016-01-20,-1.7722
2016-01-21,-0.567
2016-01-22,2.3847
2016-01-25,-3.7975
2016-01-26,0.0
2016-01-27,0.0
2016-01-28,3.4211
2016-02-02,-2.0356
2016-02-04,-1.2987
2016-02-05,2.1053
2016-02-08,-2.1134
2016-02-09,0.0
2016-02-11,0.0
2016-02-16,-1.2638
2016-02-24,1.28
2016-02-25,-1.2638
2016-02-26,1.3333
2016-02-29,2.1053
2016-03-02,-1.8557000000000001
2016-03-08,1.1029
2016-03-10,0.0
2016-03-11,-1.2987
2016-03-14,0.0
2016-03-15,0.0
2016-03-18,0.0
2016-03-21,0.0
2016-03-23,0.0
2016-03-24,-0.5263
2016-03-31,0.5291
2016-04-01,-4.2105
2016-04-05,1.6484
2016-04-06,-4.3243
2016-04-07,1.6949
2016-04-08,2.2222
2016-04-11,3.2065
2016-04-18,0.0
2016-04-27,0.0527
2016-04-29,3.9474
2016-05-31,-2.5316
2016-06-01,0.0
2016-06-06,1.2987
2016-06-07,-1.2821
2016-06-15,0.0
2016-06-16,0.0
2016-06-20,0.0
2016-06-23,0.0
2016-06-27,0.0
2016-06-30,0.0
2016-07-15,0.0
2016-07-26,0.0
2016-08-02,1.2987
2016-08-09,0.0
2016-08-12,1.2821
2016-08-23,1.2658
2016-08-24,1.25
2016-08-26,1.2346
2016-08-31,2.439
2016-09-02,2.3810000000000002
2016-09-06,0.0
2016-09-08,0.0
2016-09-12,1.6279
2016-09-13,-0.4577
2016-09-15,0.0
2016-09-19,0.0
2016-09-29,0.4598
2016-09-30,2.9748
2016-10-03,1.1111
2016-10-12,0.0
2016-10-14,1.0989
2016-10-17,-1.087
2016-10-18,0.0
2016-10-21,-1.2088
2016-10-24,1.2236
2016-10-28,0.0
2016-10-31,0.0
2016-11-01,0.0
2016-11-07,0.0
2016-11-09,1.0989
2016-11-16,0.0
2016-12-05,0.0
2016-12-07,-0.0435
2016-12-13,-0.174
2016-12-19,0.0
2016-12-29,0.0
2016-12-30,-1.9607999999999999
2017-01-03,2.2222
2017-01-05,-2.1739
2017-01-09,2.2222
2017-01-10,0.0
2017-02-16,0.0
2017-02-17,2.1739
2017-02-21,-1.0644
2017-02-23,0.0005
2017-02-24,0.0
2017-02-27,0.0
2017-02-28,2.1505
2017-03-01,8.4211
2017-03-02,-1.9417
2017-03-08,-0.396
2017-03-10,-0.1988
2017-03-15,0.0
2017-04-17,-0.3984
2017-04-27,-1.6
2017-04-28,0.4065
2017-05-03,0.0
2017-05-08,-0.8097
2017-05-10,0.8163
2017-05-22,-1.8218999999999999
2017-05-23,1.4433
2017-05-24,-0.4065
2017-06-05,0.0
2017-06-14,-1.0204
2017-06-22,0.0
2017-06-26,0.0
2017-06-27,0.8247
2017-07-06,0.0
2017-07-17,0.0
2017-07-19,-0.409
2017-07-24,0.2053
2017-07-25,0.0
2017-07-26,-0.2049
2017-07-28,0.4107
2017-08-08,-0.2045
2017-08-10,-0.4098
2017-08-11,-1.2346
2017-08-14,0.8333
2017-08-15,0.0
2017-08-16,-0.4132
2017-08-17,0.0
2017-08-18,0.0
2017-08-21,-0.4149
2017-08-22,0.4167
2017-08-23,0.0
2017-08-25,-0.4149
2017-08-28,0.8333
2017-08-29,-0.6198
2017-08-30,0.0
2017-08-31,0.6237
2017-09-01,-0.0041
2017-09-05,0.0041
2017-09-06,0.0
2017-09-07,2.2727
2017-09-08,0.0
2017-09-11,-1.0101
2017-09-14,0.0
2017-09-18,0.4082
2017-09-19,0.6098
2017-09-20,0.0
2017-09-21,-0.0404
2017-09-22,0.0404
2017-09-27,0.0404
2017-09-29,0.1616
2017-10-02,0.0
2017-10-05,0.0
2017-10-09,0.0
2017-10-10,0.4032
2017-10-12,0.2008
2017-10-13,0.1202
2017-10-16,-0.1201
2017-10-17,0.0
2017-10-18,0.3607
2017-10-19,0.0399
2017-10-20,0.5988
2017-10-25,-0.1984
2017-10-27,0.0004
2017-10-30,-0.1992
2017-10-31,0.0
2017-11-01,0.7968
2017-11-02,0.0
2017-11-03,0.0
2017-11-07,0.004
2017-11-09,-0.004
2017-11-13,0.0
2017-11-14,0.0
2017-11-15,0.1976
2017-11-16,0.0
2017-11-17,0.0
2017-11-20,1.9724
2017-11-22,-0.383
2017-11-27,0.1903
2017-11-30,0.1938
2017-12-04,0.5803
2017-12-05,-0.1923
2017-12-06,0.1927
2017-12-07,0.0
2017-12-08,0.3846
2017-12-11,0.3831
2017-12-12,0.1908
2017-12-13,0.0
2017-12-14,0.0762
2017-12-18,0.1142
2017-12-19,0.0
2017-12-20,0.1901
2017-12-21,0.0
2017-12-22,0.038
2017-12-27,0.0
2018-01-02,0.0
2018-01-03,0.0
2018-01-05,0.1138
2018-01-08,0.4168
2018-01-09,0.0
2018-01-10,0.3774
2018-01-11,0.0
2018-01-17,0.188
2018-01-22,0.1876
2018-01-23,0.0
2018-01-25,0.1873
2018-01-29,3.7382999999999997
2018-02-01,-1.2612999999999999
2018-02-02,0.0
2018-02-05,0.7299
2018-02-06,0.1812
2018-02-07,0.0
2018-02-12,0.1808
2018-02-13,0.361
2018-02-14,-0.3561
2018-02-15,-0.0036
2018-02-16,0.722
2018-02-21,-0.5376
2018-02-22,0.0
2018-02-23,0.1802
2018-02-26,-0.5396
2018-02-27,0.0
2018-03-01,0.0
2018-03-02,0.0
2018-03-05,0.0
2018-03-06,-0.1808
2018-03-07,0.0
2018-03-08,0.0
2018-03-12,0.1087
2018-03-15,-0.1086
2018-03-19,0.0
2018-03-20,0.0
2018-03-23,0.0
2018-03-26,0.0
2018-04-04,-0.1812
2018-04-05,0.1815
2018-04-09,0.0
2018-04-11,0.9058
2018-04-13,0.5386
2018-04-16,0.8929
2018-04-17,-0.354
2018-04-18,-0.1776
2018-04-19,-0.3559
2018-04-20,0.0
2018-04-23,0.5357
2018-04-24,-0.5329
2018-04-25,0.1786
2018-04-27,3.3868
2018-05-04,-0.6897
2018-05-07,0.0
2018-05-08,0.0
2018-05-09,0.0
2018-05-10,0.0
2018-05-14,0.6944
2018-05-15,0.0
2018-05-17,-1.2069
2018-05-18,0.8726
2018-05-21,0.0
2018-05-23,-0.519
2018-06-06,-0.3478
2018-06-08,0.0
2018-06-20,0.0
2018-07-02,0.0
2018-07-03,2.9318999999999997
2018-07-11,-2.5093
2018-07-13,0.8696
2018-07-16,-0.6897
2018-07-18,-0.3472
2018-07-24,-0.3484
2018-07-25,-0.3497
2018-07-27,0.0
2018-08-02,3.3333
2018-08-03,-0.3396
2018-08-06,0.0
2018-08-07,0.0
2018-08-08,-0.3407
2018-08-09,-0.3419
2018-08-10,-0.5489
2018-08-13,0.0345
2018-08-14,1.5516999999999999
2018-08-16,-1.528
2018-08-17,0.0
2018-08-20,0.0
2018-08-24,-0.8621
2018-08-27,-0.3478
2018-08-28,-0.349
2018-08-30,0.3503
2018-08-31,-0.349
2018-09-04,0.3503
2018-09-07,0.1745
2018-09-10,0.0
2018-09-11,-0.3484
2018-09-12,0.3497
2018-09-14,0.0
2018-09-18,0.0
2018-09-19,0.0
2018-09-20,0.0
2018-09-25,-0.3484
2018-10-01,-0.3497
2018-10-03,0.1754
2018-10-04,-0.1751
2018-10-05,0.0
2018-10-09,-0.1754
2018-10-10,0.3515
2018-10-11,0.0
2018-10-15,-0.1751
2018-10-16,-0.7018
2018-10-17,0.53
2018-10-18,-0.1757
2018-10-19,0.0
2018-10-22,-1.162
2018-10-24,-2.2088
2018-10-26,-0.5464
2018-10-30,-2.0513
2018-10-31,0.2244
2018-11-05,-1.1194
2018-11-08,0.0
2018-11-14,-1.8868
2018-11-15,1.7308
2018-11-20,-1.7013
2018-11-21,0.0
2018-11-23,0.3846
2018-11-26,-0.3831
2018-11-28,-0.1923
2018-11-29,0.0
2018-12-03,-1.3487
2018-12-06,0.7813
2018-12-07,-0.1938
2018-12-10,-0.9709
2018-12-13,-1.9607999999999999
2018-12-18,0.0
2018-12-21,-1.2
2018-12-26,-0.9312
2018-12-31,-2.9424
2019-01-02,2.1053
2019-01-03,-6.1856
2019-01-04,1.0989
2019-01-07,0.0
2019-01-17,1.087
2019-02-01,-1.0753
2019-02-05,3.2609
2019-02-07,-0.2105
2019-02-08,-0.211
2019-02-11,-0.6342
2019-02-12,1.6596
2019-02-21,-1.0046
2019-02-22,-0.6342
2019-02-25,0.6383
2019-03-08,-0.8457
2019-03-11,-1.4925
2019-03-12,0.6494
2019-03-15,-1.0753
2019-04-02,-0.2174
2019-04-08,0.0
2019-04-10,0.2179
2019-04-17,0.0
2019-04-24,0.0
2019-04-25,0.0
2019-04-26,0.0
2019-04-29,0.0
2019-05-01,0.0
2019-05-07,0.8696
2019-05-08,-0.8621
2019-05-09,0.0
2019-05-13,0.0
2019-05-16,0.0
2019-05-17,0.0
2019-05-20,0.0
2019-05-21,0.0
2019-05-22,0.0
2019-05-23,-0.6522
2019-05-24,-0.2188
2019-05-28,0.8333
2019-05-29,0.0435
2019-06-04,-0.2174
2019-06-07,0.1743
2019-06-12,-0.174
2019-06-13,0.0
2019-06-14,0.0
2019-06-17,-0.8715
2019-06-18,0.8791
2019-06-19,-0.2179
2019-06-20,0.0
2019-06-27,-0.655
2019-06-28,0.4396
2019-07-01,-0.4376
2019-07-03,0.6154
2019-07-10,-0.1747
2019-07-11,-0.2188
2019-07-12,-0.2193
2019-07-15,-2.1978
2019-07-16,1.9775
2019-07-19,-1.2781
2019-07-22,1.1161
2019-07-23,0.4415
2019-07-24,0.0
2019-07-25,0.0
2019-07-26,-0.967
2019-07-29,1.8641999999999999
2019-07-30,0.2179
2019-07-31,0.0
2019-08-01,0.2174
2019-08-02,-0.2169
2019-08-07,-0.2174
2019-08-09,0.0
2019-08-12,0.0
2019-08-13,-0.4357
2019-08-15,0.0
2019-08-19,0.0
2019-08-21,-0.6565
2019-08-22,-0.2203
2019-08-26,0.0
2019-08-27,0.2208
2019-08-29,-0.6608
2019-08-30,0.6652
2019-09-05,0.8811
2019-09-10,-1.0917
2019-09-11,1.1038000000000001
2019-09-12,0.0
2019-09-20,-0.4367
2019-09-23,0.0
2019-09-30,-0.4386
2019-10-01,-0.8811
2019-10-02,0.6667
2019-10-03,0.0
2019-10-11,-0.2649
2019-10-14,-0.1771
2019-10-15,-0.2217
2019-10-16,0.0
2019-10-22,0.0
2019-10-23,0.0
2019-10-24,0.0
2019-10-25,0.6667
2019-10-28,0.0
2019-10-29,0.2208
2019-10-31,0.0
2019-11-01,0.0
2019-11-04,-0.8811
2019-11-05,0.4444
2019-11-06,0.0
2019-11-07,0.0
2019-11-14,-0.4425
2019-11-19,-0.2222
2019-11-21,-0.1336
2019-11-22,-1.4273
2019-11-25,-0.2262
2019-11-26,0.2268
2019-11-27,-0.905
2019-11-29,0.0
2019-12-02,-0.6849
2019-12-03,-0.6897
2019-12-04,0.2315
2019-12-05,-1.2009
2019-12-06,1.496
2019-12-10,0.0461
2019-12-11,-0.0921
2019-12-13,-0.2304
2019-12-16,0.0
2019-12-17,0.2309
2019-12-18,-0.1843
2019-12-20,-0.7387
2019-12-26,0.0
2019-12-27,0.4651
2019-12-30,-0.463
2019-12-31,-0.2326
2020-01-02,0.0
2020-01-03,0.0
2020-01-07,-0.2331
2020-01-13,-0.2804
2020-01-14,0.0469
2020-01-16,0.0
2020-01-17,1.171
2020-01-24,0.463
2020-01-28,0.0
2020-01-31,0.0
2020-02-03,-0.9217
2020-02-05,-0.2326
2020-02-06,0.0
2020-02-07,-0.2331
2020-02-12,-0.0935
2020-02-13,0.0
2020-02-14,0.0
2020-02-18,1.1693
2020-02-19,0.0
2020-02-21,0.393
2020-02-24,-0.0691
2020-02-25,0.2304
2020-02-26,-0.4598
2020-02-27,-0.2309
2020-03-02,-0.463
2020-03-03,-0.4651
2020-03-05,0.8879
2020-03-09,-3.6591
2020-03-10,0.9615
2020-03-11,0.0
2020-03-12,-6.1905
2020-03-16,-18.7817
2020-03-17,18.75
2020-03-18,-16.3158
2020-03-19,-2.5157
2020-03-20,-0.6452
2020-03-23,3.5714
2020-03-24,-1.2539
2020-03-25,0.3175
2020-03-26,0.3165
2020-03-27,1.5773000000000001
2020-03-30,-0.6211
2020-04-01,-3.125
2020-04-02,-3.2258
2020-04-03,0.0
2020-04-06,0.0
2020-04-07,0.0
2020-04-08,0.0
2020-04-09,2.6667
2020-04-14,0.0
2020-04-15,-2.5974
2020-04-16,0.0
2020-04-21,0.0
2020-04-22,-1.3333
2020-04-23,0.0
2020-04-27,3.0405
2020-04-28,0.0
2020-04-29,0.9836
2020-04-30,-2.5974
2020-05-01,0.0
2020-05-04,-0.6667
2020-05-05,0.604
2020-05-08,-1.2675
2020-05-11,-2.027
2020-05-12,-1.0345
2020-05-13,-2.439
2020-05-15,-2.8571
2020-05-18,4.4853
2020-05-20,-0.2111
2020-05-21,0.0
2020-05-22,0.4937
2020-05-26,0.7719
2020-05-27,2.0195
2020-05-28,0.0
2020-05-29,0.0
2020-06-01,0.2048
2020-06-02,1.158
2020-06-03,2.0202
2020-06-04,4.2904
2020-06-05,2.8475
2020-06-12,-2.4609
2020-06-15,0.0
2020-06-17,-0.3155
2020-06-18,0.3165
2020-06-19,0.9464
2020-06-22,1.5625
2020-06-24,-1.2308
2020-06-25,1.2461
2020-06-26,0.0
2020-06-29,-0.6154
2020-06-30,-1.2384
2020-07-01,-0.627
2020-07-02,-0.1262
2020-07-06,-0.1895
2020-07-07,-0.0633
2020-07-13,0.0
2020-07-15,0.0633
2020-07-20,0.0
2020-07-31,0.0
