ticker,MWK US Equity
2019-10-30,-5.1724
2019-10-31,-3.3058
2019-11-01,3.0769
2019-11-04,7.6285
2019-11-05,0.4622
2019-11-06,1.0735999999999999
2019-11-07,-0.607
2019-11-08,-1.9847000000000001
2019-11-11,1.0903
2019-11-12,-1.6949
2019-11-13,-6.7398
2019-11-14,3.1933
2019-11-15,-2.2801
2019-11-18,-12.8333
2019-11-19,2.2945
2019-11-20,5.9813
2019-11-21,-0.3527
2019-11-22,-1.8176999999999999
2019-11-25,-0.8527
2019-11-26,-1.2745
2019-11-27,0.3702
2019-11-29,10.0917
2019-12-02,-2.5
2019-12-03,-4.6051
2019-12-04,-0.1899
2019-12-05,-2.5135
2019-12-06,1.2891
2019-12-09,-6.9091000000000005
2019-12-10,-13.4766
2019-12-11,4.377
2019-12-12,-2.0308
2019-12-13,-2.4283
2019-12-16,3.8462
2019-12-17,-2.8322000000000003
2019-12-18,-2.7377000000000002
2019-12-19,-0.7584
2019-12-20,11.9628
2019-12-23,3.7344
2019-12-24,1.3
2019-12-26,6.614
2019-12-27,13.8889
2019-12-30,2.2763999999999998
2019-12-31,-6.3593
2020-01-02,-5.6027000000000005
2020-01-03,1.6187
2020-01-06,-2.4088
2020-01-07,3.9192
2020-01-08,-2.0942
2020-01-09,3.2086
2020-01-10,-1.2469999999999999
2020-01-13,-3.8092
2020-01-14,6.1818
2020-01-15,-4.1096
2020-01-16,1.9643000000000002
2020-01-17,-2.1016
2020-01-21,2.1467
2020-01-22,-2.8021000000000003
2020-01-23,-2.5225
2020-01-24,2.2181
2020-01-27,-3.9783
2020-01-28,2.354
2020-01-29,-2.7599
2020-01-30,-4.0681
2020-01-31,-9.270199999999999
2020-02-03,-1.087
2020-02-04,-7.4615
2020-02-05,2.0069
2020-02-06,-2.4447
2020-02-07,4.2959
2020-02-10,0.8924
2020-02-11,-5.4207
2020-02-12,-1.6787
2020-02-13,-5.1561
2020-02-14,3.6363
2020-02-18,-0.9926
2020-02-19,7.1554
2020-02-20,-6.0624
2020-02-21,0.8391
2020-02-24,-1.2346
2020-02-25,-2.5
2020-02-26,-1.9179
2020-02-27,-1.9659
2020-02-28,0.0
2020-03-02,-3.7333
2020-03-03,-1.626
2020-03-04,7.2847
2020-03-05,4.9869
2020-03-06,-8.0
2020-03-09,-6.25
2020-03-10,7.8261
2020-03-11,-7.5269
2020-03-12,-17.7326
2020-03-13,7.7739
2020-03-16,0.6557
2020-03-17,-13.1922
2020-03-18,2.0638
2020-03-19,-20.9559
2020-03-20,-16.2791
2020-03-23,-0.2278
2020-03-24,-5.3901
2020-03-25,8.2926
2020-03-26,4.8587
2020-03-27,0.2902
2020-03-30,-8.0103
2020-03-31,-5.0562
2020-04-01,-4.7337
2020-04-02,5.5901
2020-04-03,17.0588
2020-04-06,-10.5528
2020-04-07,-5.0562
2020-04-08,4.0237
2020-04-09,21.7292
2020-04-13,-6.0748
2020-04-14,17.2637
2020-04-15,1.8244
2020-04-16,-2.0833
2020-04-17,6.383
2020-04-20,3.2
2020-04-21,-1.5504
2020-04-22,-3.9370000000000003
2020-04-23,-5.3279
2020-04-24,-2.5974
2020-04-27,-10.2222
2020-04-28,10.396
2020-04-29,52.4664
2020-04-30,25.0
2020-05-01,5.8824
2020-05-04,-11.1111
2020-05-05,-2.5
2020-05-06,2.5641
2020-05-07,4.5
2020-05-08,-3.11
2020-05-11,6.1728
2020-05-12,-1.6279
2020-05-13,-3.7824999999999998
2020-05-14,-5.6511
2020-05-15,8.3333
2020-05-18,2.4038
2020-05-19,2.5822000000000003
2020-05-20,-1.6018
2020-05-21,2.5581
2020-05-22,-1.5873
2020-05-26,12.9032
2020-05-27,11.0204
2020-05-28,1.8382
2020-05-29,-7.0397
2020-06-01,-3.8834999999999997
2020-06-02,-0.202
2020-06-03,-3.8462
2020-06-04,9.473700000000001
2020-06-05,0.5769
2020-06-08,1.7208
2020-06-09,-0.188
2020-06-10,1.3183
2020-06-11,-8.5502
2020-06-12,1.2195
2020-06-15,2.2088
2020-06-16,2.3576
2020-06-17,4.4146
2020-06-18,3.3088
2020-06-19,1.4235
2020-06-22,0.8772
2020-06-23,0.5217
2020-06-24,-2.9412000000000003
2020-06-25,0.3565
2020-06-26,2.1314
2020-06-29,-5.3913
2020-06-30,0.9191
2020-07-01,2.0036
2020-07-02,-1.0714
2020-07-06,-0.722
2020-07-07,-3.6364
2020-07-08,0.566
2020-07-09,1.5009000000000001
2020-07-10,-1.1091
2020-07-13,-8.411200000000001
2020-07-14,5.102
2020-07-15,3.8834999999999997
2020-07-16,-1.8692
2020-07-17,12.4762
2020-07-20,-0.3387
2020-07-21,5.5225
2020-07-22,11.1111
2020-07-23,2.8986
2020-07-24,6.9014
2020-07-27,0.1318
2020-07-28,3.5526
2020-07-29,5.5908999999999995
2020-07-30,0.9627
2020-07-31,-7.0322
