ticker,AVTR US Equity
2019-10-04,3.5689
2019-10-07,0.2757
2019-10-08,-2.8866
2019-10-09,1.1323
2019-10-10,-1.6095000000000002
2019-10-11,-1.3514
2019-10-14,2.3792
2019-10-15,-2.9577
2019-10-16,1.1611
2019-10-17,0.1435
2019-10-18,2.6504
2019-10-21,-1.4655
2019-10-22,-1.4163999999999999
2019-10-23,0.8621
2019-10-24,-0.3561
2019-10-25,0.3574
2019-10-28,0.2849
2019-10-29,-0.2131
2019-10-30,1.9217
2019-10-31,-0.7682
2019-11-01,5.2076
2019-11-04,0.2676
2019-11-05,-0.934
2019-11-06,3.7037
2019-11-07,-0.6494
2019-11-08,-6.1438
2019-11-11,0.2786
2019-11-12,3.4722
2019-11-13,4.7651
2019-11-14,2.3703
2019-11-15,1.3767
2019-11-18,-4.2593
2019-11-19,2.3856
2019-11-20,1.1335
2019-11-21,2.1171
2019-11-22,4.6341
2019-11-25,-0.8741
2019-11-26,0.2352
2019-11-27,0.2346
2019-11-29,0.2341
2019-12-02,-1.1675
2019-12-03,-2.5989
2019-12-04,5.8217
2019-12-05,0.8596
2019-12-06,3.4659
2019-12-09,-0.4942
2019-12-10,2.0971
2019-12-11,0.1081
2019-12-12,-0.9719
2019-12-13,-1.1996
2019-12-16,2.4283
2019-12-17,-0.1616
2019-12-18,-1.5110999999999999
2019-12-19,-2.3562
2019-12-20,0.954
2019-12-23,1.2785
2019-12-24,-0.3842
2019-12-26,-0.0551
2019-12-27,0.3859
2019-12-30,-0.8786
2019-12-31,0.554
2020-01-02,1.6529
2020-01-03,-0.271
2020-01-06,0.4891
2020-01-07,2.1092
2020-01-08,-1.1123
2020-01-09,-2.8388
2020-01-10,0.3308
2020-01-13,-0.1099
2020-01-14,-2.4202
2020-01-15,4.115
2020-01-16,2.5987999999999998
2020-01-17,1.3193
2020-01-21,-0.3646
2020-01-22,-0.9932
2020-01-23,-0.8976
2020-01-24,-0.3729
2020-01-27,-2.4599
2020-01-28,1.4254
2020-01-29,1.5135
2020-01-30,-1.2247
2020-01-31,-0.4313
2020-02-03,0.7038
2020-02-04,0.8065
2020-02-05,1.8667
2020-02-06,0.733
2020-02-07,-8.9397
2020-02-10,-2.7397
2020-02-11,2.1127
2020-02-12,2.2414
2020-02-13,-0.6745
2020-02-14,0.7923
2020-02-18,-1.123
2020-02-19,1.9875
2020-02-20,-1.6147
2020-02-21,0.9621
2020-02-24,-5.2691
2020-02-25,-3.1361
2020-02-26,-0.3054
2020-02-27,-2.2672
2020-02-28,-1.2539
2020-03-02,1.5873
2020-03-03,-0.5
2020-03-04,1.8216
2020-03-05,-4.5651
2020-03-06,-2.3917
2020-03-09,-15.4305
2020-03-10,8.3007
2020-03-11,-6.5799
2020-03-12,-14.2415
2020-03-13,6.5884
2020-03-16,-14.9026
2020-03-17,-0.398
2020-03-18,-17.3826
2020-03-19,24.6675
2020-03-20,0.9699
2020-03-23,-2.2094
2020-03-24,12.4754
2020-03-25,-2.8821
2020-03-26,8.723
2020-03-27,-4.0529
2020-03-30,2.5862
2020-03-31,4.958
2020-04-01,-5.6845
2020-04-02,4.9236
2020-04-03,-1.4563
2020-04-06,7.7997
2020-04-07,-1.2947
2020-04-08,1.0031
2020-04-09,6.3407
2020-04-13,-0.2155
2020-04-14,2.7358000000000002
2020-04-15,-4.6251
2020-04-16,0.0
2020-04-17,0.5143
2020-04-20,-0.2924
2020-04-21,-5.7185
2020-04-22,7.0762
2020-04-23,-0.4357
2020-04-24,2.407
2020-04-27,1.2107999999999999
2020-04-28,-2.8148999999999997
2020-04-29,6.4446
2020-04-30,14.3537
2020-05-01,0.0
2020-05-04,0.8923
2020-05-05,0.059
2020-05-06,0.7661
2020-05-07,-0.117
2020-05-08,1.171
2020-05-11,4.6875
2020-05-12,-1.1056
2020-05-13,-2.2359
2020-05-14,1.4866
2020-05-15,0.6197
2020-05-18,2.3516
2020-05-19,-5.6346
2020-05-20,-1.4493
2020-05-21,-2.7058999999999997
2020-05-22,7.7993
2020-05-26,-0.0561
2020-05-27,4.826
2020-05-28,-1.8737
2020-05-29,3.4915
2020-06-01,-3.69
2020-06-02,3.9409
2020-06-03,1.3165
2020-06-04,-3.9501
2020-06-05,-1.6775
2020-06-08,0.2201
2020-06-09,-1.9769
2020-06-10,0.0
2020-06-11,-6.6667
2020-06-12,1.9207999999999998
2020-06-15,1.4723
2020-06-16,2.8439
2020-06-17,-0.2257
2020-06-18,-1.1312
2020-06-19,0.8581
2020-06-22,-1.8151000000000002
2020-06-23,2.5419
2020-06-24,-4.7324
2020-06-25,-0.414
2020-06-26,-0.4751
2020-06-29,-1.5513
2020-06-30,3.0303
2020-07-01,-0.0588
2020-07-02,3.1783
2020-07-06,3.5938
2020-07-07,1.5969
2020-07-08,1.4634
2020-07-09,-0.1603
2020-07-10,-2.5682
2020-07-13,-1.1532
2020-07-14,0.7778
2020-07-15,5.8986
2020-07-16,-2.2904999999999998
2020-07-17,-0.1066
2020-07-20,0.1067
2020-07-21,-0.586
2020-07-22,0.8039
2020-07-23,0.319
2020-07-24,-2.0668
2020-07-27,5.79
2020-07-28,-3.0691
2020-07-29,3.6412
2020-07-30,12.5255
2020-07-31,-0.0905
