ticker,LMWW US Equity
2008-03-18,33.3333
2008-03-19,-15.0
2008-03-20,27.451
2008-03-24,-1.5385
2008-03-25,-37.5
2008-03-26,60.0
2008-03-27,-14.0625
2008-03-28,0.0
2008-03-31,-9.0909
2008-04-01,-28.0
2008-04-03,16.6667
2008-04-04,19.0476
2008-04-09,0.0
2008-04-11,20.0
2008-04-14,0.0
2008-04-15,40.0
2008-04-16,-10.7143
2008-04-18,-6.6667
2008-04-24,-44.2857
2008-04-25,64.1026
2008-04-28,-20.3125
2008-04-29,9.8039
2008-05-02,0.0
2008-05-06,-1.7856999999999998
2008-05-07,-18.1818
2008-05-12,-11.1111
2008-05-13,0.0
2008-05-16,-15.0
2008-05-19,-11.7647
2008-05-20,10.0
2008-05-21,3.0303
2008-05-23,-17.647100000000002
2008-05-27,7.1429
2008-05-28,-6.6667
2008-05-29,-17.8571
2008-06-02,-4.3478
2008-06-03,-9.0909
2008-06-04,50.0
2008-06-05,33.3333
2008-06-06,22.5
2008-06-09,8.1633
2008-06-10,-7.5472
2008-06-11,0.0
2008-06-12,12.2449
2008-06-16,-9.0909
2008-06-20,0.0
2008-06-26,0.0
2008-06-27,0.0
2008-07-08,-40.0
2008-07-11,33.3333
2008-08-22,-55.0
2008-08-25,-16.6667
2008-08-26,46.6667
2008-09-12,13.6364
2008-09-16,0.0
2008-09-17,-4.0
2008-09-24,4.1667
2008-09-26,104.0
2008-09-29,-50.9804
2008-10-01,-4.0
2008-10-21,-50.0
2008-10-22,108.3333
2008-10-28,-40.0
2008-10-29,0.0
2008-11-07,100.0
2008-11-10,0.0
2008-12-08,-66.6667
2008-12-10,-40.0
2008-12-17,0.0
2008-12-18,-66.6667
2008-12-19,100.0
2008-12-22,-50.0
2008-12-30,150.0
2008-12-31,20.0
2009-01-02,0.0
2009-01-06,16.6667
2009-01-07,14.2857
2009-01-08,-25.0
2009-01-12,-16.6667
2009-01-13,20.0
2009-01-15,-33.3333
2009-01-16,-25.0
2009-01-26,-50.0
2009-01-27,-33.3333
2009-01-29,100.0
2009-01-30,30.0
2009-02-17,-23.0769
2009-02-20,0.0
2009-03-02,-50.0
2009-03-09,0.0
2009-04-03,200.0
2009-04-27,0.0
2009-04-28,-33.3333
2009-05-04,0.0
2009-05-05,0.0
2009-05-11,0.0
2009-05-12,0.0
2009-05-13,0.0
2009-05-14,0.0
2009-06-08,0.0
2009-06-19,0.0
2009-10-27,0.0
2009-11-18,-25.0
2009-12-01,-99.1667
2009-12-16,50.0
2009-12-22,0.0
2009-12-23,0.0
2009-12-24,233.3333
2009-12-30,10.0
2009-12-31,0.0
2010-03-19,-9.0909
2010-03-23,10.0
2010-03-25,0.0
2010-04-07,0.0
2010-04-19,0.0
2010-04-27,0.0
2010-05-12,45.4545
2010-05-19,12.5
2010-07-29,16.6667
2010-10-22,-61.9048
2010-10-27,0.0
2010-11-01,0.0
2010-11-10,0.0
2010-11-30,25.0
2010-12-31,10.0
2011-01-13,0.0
2011-01-24,0.0
2011-03-23,18.1818
2011-03-25,0.0
2011-04-28,0.0
2011-05-31,23.0769
2011-07-13,-18.75
2011-08-03,23.0769
2011-09-14,12.5
2011-10-12,0.0
2011-12-12,-22.2222
2011-12-20,-21.4286
2011-12-28,-54.5455
2011-12-30,20.0
2012-01-23,0.0
2012-02-07,0.0
2012-02-21,0.0
2012-04-19,1950.0
2012-04-20,-34.9593
2012-04-25,-20.0
2012-05-01,-50.0
2012-07-12,-50.0
2012-07-16,0.0
2012-07-17,-50.0
2012-08-02,0.0
2012-08-20,0.0
2012-11-16,-25.0
2012-12-06,0.0
2012-12-21,0.0
2013-01-28,1183.3333
2013-01-29,45.4545
2013-02-01,33.9286
2013-02-13,-88.0
2013-02-15,0.0
2013-03-04,0.0
2013-10-04,0.0
2013-11-19,0.0
2013-12-26,0.0
2014-01-03,-11.1111
2014-01-07,-37.5
2014-01-10,220.0
2014-01-14,0.0
2014-02-20,-65.625
2014-04-28,336.3636
2014-04-29,-66.6667
2014-06-05,0.0
2014-09-22,18.75
2014-10-07,0.0
2014-10-21,0.0
2014-11-26,10.526299999999999
2014-12-02,0.0
2014-12-03,0.0
2014-12-08,0.0
2014-12-12,0.0
2014-12-19,0.0
2014-12-22,166.6667
2014-12-24,-57.1429
2014-12-30,-20.8333
2015-01-12,0.0
2015-01-15,0.0
2015-01-29,10.526299999999999
2015-02-19,0.0
2015-03-09,0.0
2015-03-13,61.9048
2015-03-16,158.8235
2015-04-08,-36.3636
2015-04-20,0.0
2015-05-13,0.0
2015-05-29,14.2857
2015-06-03,-12.5
2015-06-08,-10.7143
2015-07-10,-4.0
2015-09-02,-10.4167
2015-09-22,0.0
2015-10-13,0.0
2015-11-06,-6.9767
2015-11-09,40.0
2015-11-18,-28.5714
2015-12-04,0.0
2015-12-15,0.0
2015-12-29,-15.0
2016-01-15,0.0
2016-03-04,0.0
2016-04-19,0.0
2016-08-10,2.9412000000000003
2016-10-26,-2.8571
2017-01-04,0.0
2017-03-09,41.1765
2017-03-21,14.5833
2017-03-30,-12.7273
2017-05-22,0.0
2017-07-19,0.0
2017-09-15,0.0
2017-11-14,0.0
2017-12-04,0.0
2018-05-03,0.0
2018-05-30,0.0
2018-06-06,0.0
2018-07-25,0.0
2018-11-21,0.0
2018-12-14,16.6667
2019-02-21,-28.5714
2019-05-03,-12.0
2019-05-14,0.0
2019-07-23,31.8182
2019-10-15,3.4483
2019-11-11,-16.6667
2020-01-07,-12.0
2020-04-29,4.5455
2020-04-30,0.0
2020-06-22,0.0
2020-06-25,113.0435
