ticker,MDJH US Equity
2019-06-07,-2.6201
2019-06-11,-10.3139
2019-06-12,5.0
2019-06-13,11.9048
2019-06-14,14.0426
2019-06-18,13.806000000000001
2019-06-19,-3.2787
2019-06-20,-10.1695
2019-06-21,-16.6038
2019-06-24,14.0271
2019-06-25,18.6508
2019-06-26,-4.3478
2019-06-27,0.0
2019-06-28,-11.1678
2019-07-01,6.2741
2019-07-02,5.5556
2019-07-03,-3.8596
2019-07-05,-4.781
2019-07-08,-4.1778
2019-07-09,3.2
2019-07-10,-3.1008
2019-07-11,-1.432
2019-07-12,13.6271
2019-07-15,0.0
2019-07-16,6.4286
2019-07-17,-1.3423
2019-07-18,-8.8435
2019-07-19,-6.25
2019-07-22,6.4915
2019-07-23,9.1344
2019-07-24,2.3973
2019-07-25,-6.3545
2019-07-26,0.9107
2019-07-29,0.9591
2019-07-31,3.4144
2019-08-01,1.0169
2019-08-02,-7.3826
2019-08-05,3.2609
2019-08-06,0.0
2019-08-07,0.0
2019-08-08,0.7018
2019-08-09,0.0
2019-08-12,-0.3449
2019-08-13,0.7622
2019-08-14,3.404
2019-08-16,-5.0336
2019-08-21,-9.47
2019-08-22,7.2092
2019-08-23,-4.6128
2019-08-26,4.9618
2019-08-27,-9.4545
2019-08-28,38.955799999999996
2019-08-29,2.6012
2019-08-30,-18.3099
2019-09-03,-4.4828
2019-09-04,-2.3321
2019-09-05,-3.8959
2019-09-06,2.0538
2019-09-09,-1.6356000000000002
2019-09-10,8.7893
2019-09-11,-8.0792
2019-09-12,18.0077
2019-09-13,-8.7662
2019-09-16,6.7616
2019-09-17,-4.6667
2019-09-18,-0.3462
2019-09-19,-1.7578
2019-09-20,-1.4285999999999999
2019-09-23,0.7246
2019-09-24,1.259
2019-09-25,-1.3321
2019-09-26,0.45
2019-09-27,1.0753
2019-09-30,0.7092
2019-10-01,-7.0423
2019-10-02,0.7576
2019-10-03,0.3759
2019-10-04,4.8315
2019-10-07,-4.2515
2019-10-08,-0.3731
2019-10-09,-2.0599
2019-10-10,2.1033
2019-10-11,0.3745
2019-10-14,-0.7463
2019-10-15,6.015
2019-10-16,-1.3475
2019-10-17,-2.5881
2019-10-18,1.845
2019-10-21,0.0
2019-10-22,-5.4348
2019-10-23,2.6897
2019-10-24,-3.7385
2019-10-25,0.7752
2019-10-28,1.15
2019-10-29,-0.3764
2019-10-30,-4.1985
2019-10-31,4.3426
2019-11-01,1.5655000000000001
2019-11-04,-6.1165
2019-11-05,5.3137
2019-11-06,4.1825
2019-11-07,4.3796
2019-11-08,1.3042
2019-11-11,-3.0132
2019-11-12,3.5587
2019-11-13,1.7182
2019-11-14,-2.7027
2019-11-15,1.7361
2019-11-18,-5.3754
2019-11-19,4.2381
2019-11-20,-0.0934
2019-11-21,1.8772
2019-11-25,0.289
2019-11-27,-3.3898
2019-11-29,3.5088
2019-12-02,-0.339
2019-12-04,0.0
2019-12-06,-11.5646
2019-12-09,11.538499999999999
2019-12-10,-3.4483
2019-12-11,3.5714
2019-12-12,-6.4897
2019-12-13,5.0999
2019-12-16,0.3965
2019-12-17,-2.1458
2019-12-18,3.5714
2019-12-19,-1.2069
2019-12-23,1.5707
2019-12-26,0.0
2019-12-27,-2.4055
2019-12-30,2.1127
2019-12-31,1.7241
2020-01-03,-10.261
2020-01-06,9.5456
2020-01-07,2.069
2020-01-08,-4.4426
2020-01-09,4.2956
2020-01-10,1.6949
2020-01-13,0.0
2020-01-14,-2.1833
2020-01-15,-1.1757
2020-01-16,1.3793
2020-01-17,7.6803
2020-01-21,0.1327
2020-01-22,-5.3628
2020-01-23,4.6667
2020-01-24,-7.6433
2020-01-27,-4.2103
2020-01-29,4.3954
2020-02-03,-19.3103
2020-02-04,25.641
2020-02-05,1.8707
2020-02-07,-8.394
2020-02-11,9.3454
2020-02-18,-3.13
2020-02-20,-2.2745
2020-02-27,4.9296
2020-03-02,-3.6913
2020-03-03,2.7875
2020-03-04,0.0
2020-03-13,-2.0339
2020-03-16,-3.1142
2020-03-17,0.7143
2020-03-19,-5.3191
2020-03-20,3.3708
2020-03-24,-1.8115999999999999
2020-03-26,-5.1661
2020-03-27,8.9494
2020-03-30,6.425
2020-04-02,-2.6813000000000002
2020-04-09,3.1034
2020-04-13,0.0
2020-04-14,0.0
2020-04-17,-3.3445
2020-04-20,2.0761
2020-04-21,-18.6441
2020-04-22,20.8333
2020-04-24,1.3793
2020-04-29,-6.4626
2020-04-30,-8.3636
2020-05-01,2.0952
2020-05-04,-0.8862
2020-05-05,5.3843
2020-05-06,0.4726
2020-05-07,-1.4815
2020-05-08,0.0
2020-05-11,3.7594
2020-05-12,-0.8225
2020-05-13,-0.9973
2020-05-14,1.107
2020-05-15,-0.365
2020-05-18,0.3626
2020-05-20,-0.3613
2020-05-21,0.0
2020-05-26,2.1978
2020-05-27,0.3226
2020-05-28,0.025
2020-05-29,-4.2755
2020-06-01,0.7463
2020-06-02,0.0
2020-06-03,0.0
2020-06-04,6.2963000000000005
2020-06-09,-0.6969
2020-06-10,-6.7614
2020-06-11,-2.5326
2020-06-12,4.2471
2020-06-15,29.6296
2020-06-16,-4.5714
2020-06-17,-10.1796
2020-06-18,-5.0
2020-06-19,-4.5614
2020-06-22,-2.5735
2020-06-23,0.0
2020-06-24,2.2641999999999998
2020-06-25,-0.369
2020-06-26,7.4074
2020-06-29,-7.4138
2020-06-30,1.3035
2020-07-01,2.9412000000000003
2020-07-02,6.0714
2020-07-06,3.5488
2020-07-07,1.7753999999999999
2020-07-08,0.639
2020-07-09,-5.3968
2020-07-10,3.6913
2020-07-13,4.8544
2020-07-14,0.3086
2020-07-17,-4.6154
2020-07-20,4.8387
2020-07-21,-1.2308
2020-07-22,-7.0903
2020-07-23,2.2666
2020-07-24,0.6918
2020-07-27,3.8716
2020-07-28,-3.1348
2020-07-29,-2.2654
2020-07-30,-0.9934
2020-07-31,-3.6789
